lon,lat,algoritmica,cenarios,extrapolacao,paleoclimatica,incerteza_integrada
-60.41666666666667,5.083333333333336,0.08327437143953746,0.02353481354259793,1,0.14530528291546732,0.31302861697440065
-60.25,5.083333333333336,0.40176896461797934,0.11720297821063548,1,0.17933159308182067,0.42457588397760887
-60.41666666666667,4.916666666666669,0.04662456724950059,0.03176834593715234,1,0.08502143774642669,0.2908535877332699
-60.25,4.916666666666669,0.057388028141980296,0.04084884979668608,1,0.1236484939043376,0.305471342960751
-60.583333333333336,4.750000000000003,0.06774917819036841,0.030283573671079127,1,0.11908850353346459,0.304280313848728
-60.41666666666667,4.750000000000003,0.04859542946857628,0.01065922547012525,1,0.07621932305946978,0.2838684944995429
-60.25,4.750000000000003,0.0776158920612752,0.03330771545158036,1,0.0314142838260084,0.28558447283471594
-60.75,4.583333333333336,0.10130214733809413,0.034874265726465806,1,0.1349727212790695,0.31778728358590735
-60.583333333333336,4.583333333333336,0.10071207535492738,0.02841822361311388,1,0.09315268241873319,0.3055707453466936
-60.41666666666667,4.583333333333336,0.07848295192082545,0.054175661788169724,1,0.09629523253229018,0.3072384615603213
-60.25,4.583333333333336,0.07497835720973975,0.022117966831660302,1,0.2813355240571785,0.3446079620246446
-61.083333333333336,4.416666666666669,0.1061675368850022,0.04153512170596024,1,0.07988262936973858,0.30689632199017525
-60.91666666666667,4.416666666666669,0.2824746122691026,0.0313761925413271,1,0.20553514364963943,0.37984648711501734
-60.75,4.416666666666669,0.18212478717294148,0.03400440928696401,1,0.09829852200076838,0.32860692961516846
-60.583333333333336,4.416666666666669,0.2759191759555296,0.01081863407143873,1,0.15197788470874604,0.3596789236839286
-60.41666666666667,4.416666666666669,0.11061301856384255,0.04963817480261018,1,0.37837596770738935,0.38465679026846056
-60.25,4.416666666666669,0.0659697439014045,0.06255483491491294,1,0.3942284121367351,0.38068824773826315
-60.083333333333336,4.416666666666669,0.0716980932906014,0.0544074900189297,1,0.20307069409437586,0.3322940693509767
-61.41666666666667,4.250000000000003,0.4417299659728547,0.04384005629393127,1,0.5206164303636006,0.5015466131575966
-61.25,4.250000000000003,0.6699315672449802,0.10450393612436015,1,0.5349260688691583,0.5773403930596247
-61.083333333333336,4.250000000000003,0.6696015649841813,0.13270068739447455,1,0.5489596298754176,0.5878154705635183
-60.91666666666667,4.250000000000003,0.5982468297159454,0.10666958907449282,1,0.6130759108379857,0.579498082407106
-60.75,4.250000000000003,0.4458492774331732,0.07054438663586231,1,0.580090569415158,0.5241210583710484
-60.583333333333336,4.250000000000003,0.3912440505903698,0.058131173776941894,1,0.5837638547213317,0.5082847697721609
-60.41666666666667,4.250000000000003,0.29548644134201135,0.03618358467235742,1,0.558615866876522,0.4725714732227227
-60.25,4.250000000000003,0.10867648840651925,0.03137673887433497,1,0.48164610761955656,0.4054248337251027
-60.083333333333336,4.250000000000003,0.07463722505458847,0.040952037403573144,1,0.44023216315189556,0.3889553564025143
-59.91666666666667,4.250000000000003,0.0525405750540286,0.06725082503109017,1,0.38810196103095784,0.3769733402790192
-61.75,4.083333333333336,0.26921188715079214,0.05865818268126254,1,0.5422991212720915,0.4675422977760365
-61.583333333333336,4.083333333333336,0.7029483720439026,0.1338831184193408,1,0.5958518739593861,0.6081708411056574
-61.41666666666667,4.083333333333336,0.6561426464472864,0.171156030617566,1,0.5303159660588013,0.5894036607809134
-61.25,4.083333333333336,0.42677689038289707,0.15020186904976546,1,0.5839107610048723,0.5402223801093837
-61.083333333333336,4.083333333333336,0.3019065502884583,0.2781603365371809,1,0.5699160528446547,0.5374957349175735
-60.91666666666667,4.083333333333336,0.3104732817800044,0.12581341936881082,1,0.47631234638945613,0.4781497618845678
-60.75,4.083333333333336,0.34199835916572263,0.08805442609636709,1,0.42178073393920174,0.46295837980032284
-60.583333333333336,4.083333333333336,0.2157711724002318,0.18257704172239017,1,0.5997112083417544,0.4995148556160941
-60.41666666666667,4.083333333333336,0.2890237779680404,0.15938140616671528,1,0.6447565408301188,0.5232904312412185
-60.25,4.083333333333336,0.2605314985358592,0.06234674027745922,1,0.5727852195461854,0.473915864589876
-60.083333333333336,4.083333333333336,0.24195597283667328,0.055133597092290244,1,0.606156044990001,0.4758114037297411
-59.91666666666667,4.083333333333336,0.09532291976849455,0.034680153886096715,1,0.5222714939507653,0.41306864190133913
-51.41666666666667,4.083333333333336,0.609936255835798,0.45804284774516923,1,0.5476535653605324,0.6539081672353749
-64.25,3.916666666666669,0.09813935471962074,0.009500437907485266,1,5.37429637054858e-4,0.2770443055660402
-62.583333333333336,3.916666666666669,0.2051986838803904,0.027335333352975555,1,0.6610010897280988,0.47338377674036614
-62.41666666666667,3.916666666666669,0.27427768625603943,0.09389705549223525,1,0.6865391040908218,0.513678461459774
-62.25,3.916666666666669,0.10982273353732516,0.03896899279474034,1,0.5512129016480916,0.42500115699503926
-62.083333333333336,3.916666666666669,0.29872336477367145,0.061784771607163017,1,0.6047914112594412,0.4913248869100689
-61.91666666666667,3.916666666666669,0.3798961675206446,0.06923535056289862,1,0.6334002985169509,0.5206329541501236
-61.75,3.916666666666669,0.4066927727114883,0.10726596285796472,0.6666666666666666,0.5704447704920946,0.4377675431820536
-61.583333333333336,3.916666666666669,0.5853471213765129,0.11954618661506126,1,0.45090079707411007,0.5389485262664211
-61.41666666666667,3.916666666666669,0.280028125716451,0.19343221822690307,1,0.589344892087247,0.5157013090076503
-61.25,3.916666666666669,0.2862058602220005,0.17042918030945364,1,0.5522746378177197,0.5022274195872934
-61.083333333333336,3.916666666666669,0.272670693869542,0.024638511602523228,1,0.4909274436510203,0.44705916228077136
-60.91666666666667,3.916666666666669,0.2689237961775547,0.036278030951118596,0.6666666666666666,0.4424998356063114,0.35359208235041284
