lon,lat,media,incerteza,cv
-60.41666666666667,5.083333333333336,0.03510440406391804,0.038236440979430256,1.0892206262726867
-60.25,5.083333333333336,0.09862676268562613,0.17106429713916993,1.734461240347503
-60.41666666666667,4.916666666666669,0.021467297407427977,0.022951673273433264,1.069145912400304
-60.25,4.916666666666669,0.02589672498252189,0.027440563941418968,1.05961522006891
-60.583333333333336,4.750000000000003,0.028751253421280997,0.03176167315186347,1.104705686617274
-60.41666666666667,4.750000000000003,0.021319685014118496,0.023773619545615493,1.115101819275094
-60.25,4.750000000000003,0.024542730549708614,0.03587657417960759,1.461800434427763
-60.75,4.583333333333336,0.04522084788248119,0.04575490524719859,1.011809981230456
-60.583333333333336,4.583333333333336,0.04051440751717154,0.045508817745718716,1.1232749171126435
-60.41666666666667,4.583333333333336,0.03141195965411896,0.03623818342039476,1.1536428742242752
-60.25,4.583333333333336,0.02863394318906103,0.03477659501711615,1.2145234342157174
-61.083333333333336,4.416666666666669,0.050119630981303856,0.04778401071964457,0.953399093011468
-60.91666666666667,4.416666666666669,0.08383025024472204,0.1213127106079906,1.4471233266493615
-60.75,4.416666666666669,0.06148571288867828,0.07946190802552579,1.2923637751325083
-60.583333333333336,4.416666666666669,0.07636501072443025,0.11857876888347155,1.5527892651174149
-60.41666666666667,4.416666666666669,0.043847676238510755,0.04963799561625351,1.1320553305093328
-60.25,4.416666666666669,0.03135103828681167,0.03101956106334309,0.9894269140168152
-60.083333333333336,4.416666666666669,0.02534797887492459,0.03340856188922657,1.3179970700652541
-61.41666666666667,4.250000000000003,0.12146953608898911,0.18773000507584253,1.5454904259971052
-61.25,4.250000000000003,0.16132307997904718,0.28290124728691424,1.7536315778477436
-61.083333333333336,4.250000000000003,0.18864461882039904,0.28276362018755635,1.4989222695865194
-60.91666666666667,4.250000000000003,0.19342639297246933,0.25300521546385707,1.3080180609058232
-60.75,4.250000000000003,0.14481348358094692,0.18944794871947263,1.3082203675707877
-60.583333333333336,4.250000000000003,0.14369549565017223,0.1666748949848838,1.15991732538823
-60.41666666666667,4.250000000000003,0.10175801925361157,0.12673927882548694,1.2454967161813022
-60.25,4.250000000000003,0.04462838558247313,0.04883036677010005,1.0941549001332722
-60.083333333333336,4.250000000000003,0.0345774429384619,0.0346343257864427,1.001645085441455
-59.91666666666667,4.250000000000003,0.026121140623581597,0.025418938150493696,0.9731174651518101
-61.75,4.083333333333336,0.10278555806726217,0.11578149880223403,1.1264374196077955
-61.583333333333336,4.083333333333336,0.22489300966262818,0.29667089763397747,1.3191646022214139
-61.41666666666667,4.083333333333336,0.31362221837043763,0.277150608961238,0.883708464283226
-61.25,4.083333333333336,0.24137659147381782,0.18149383047276935,0.7519114814099777
-61.083333333333336,4.083333333333336,0.27937942147254946,0.12941677705379034,0.463229454666568
-60.91666666666667,4.083333333333336,0.261408856511116,0.13298952523998364,0.5087414673508909
