lon,lat,riqueza_potencial,adequabilidade_atual,adequabilidade_futura,arvores_gigantes,especies_ameacadas,biomassa_potencial,incerteza,custo,protecao_atual,valor_biologico,confiabilidade,prioridade_bruta,prioridade_custo,prioridade_final,beneficio,eficiencia,custo_acumulado,selecionada
-79.83333333333333,-29.800000000000004,0.324298822227542,0,0,0.20695438075956696,0.02178295690903397,0.22111811659256408,0.0607464029695049,0.8875828159952319,0,0.17729397953631912,0.9392535970304952,0.16652400801133874,0.1776099190070753,0.0196679814650743,0.0196679814650743,0.020977327153971985,4397.9279617076545,FALSE
-79.83333333333333,-29.40000000000001,0.335151332614266,0.00145195402033658,7.984071343086887e-4,0.2136275859505557,0.0245106471693576,0.310829132821805,0.1129042379178204,0.8112623528980252,0,0.19610278940343195,0.8870957620821796,0.17396195341227863,0.2019848572585594,0.02236718788565389,0.02236718788565389,0.02597023753609047,4079.0253135992307,FALSE
-79.83333333333333,-29,0.3456247204752919,0.00301933073253882,0.0016640351049153,0.2201324806332224,0.02750413768981244,0.21557047960317768,0.05011053445276044,1,0,0.18709192214265336,0.9498894655472396,0.17771664593229075,0.16925394850694356,0.01874266674257419,0.01874266674257419,0.01785015880245161,4606.12515133032,FALSE
-79.83333333333333,-28.6,0.3556361616807033,0.0047080988360164,0.00260096110005204,0.22645328824885283,0.03077881061681181,0.29319589612121577,0.1195950374566566,0.7779635470196108,0,0.20391568933637208,0.8804049625433434,0.17952838483218872,0.2168312668817731,0.02401123406801061,0.02401123406801061,0.02900035171167009,3871.623175619934,FALSE
-79.83333333333333,-28.200000000000003,0.3651082912535796,0.00652419221951706,0.00361334042591645,0.2325747343306103,0.03434951467648819,0.2289861635029678,0.1310193479890798,0.8138575102037557,0,0.1993440714793548,0.8689806520109202,0.17322614120864122,0.20052628953562357,0.02220567053853369,0.02220567053853369,0.025705246844813675,4091.299474808979,FALSE
-79.83333333333333,-27.800000000000004,0.3739699660220741,0.00847346692512145,0.00470538886793371,0.23848208660228024,0.03823033477100507,0.3425563117887968,0.13737396092184118,0.7524728493701439,0,0.22129897647494243,0.8626260390781588,0.1908982595286303,0.23788749946925325,0.02634293713149974,0.02634293713149974,0.03282720051173837,3639.1715573292363,FALSE
-79.83333333333333,-27.4,0.38215696144985767,0.01056165469416755,0.00588136287190372,0.24416119357469815,0.04243434538782598,0.3039686048209406,0.20813878953841575,0.7488601098059103,0,0.2202713405071849,0.7918612104615843,0.17442433032401522,0.21834151960146445,0.02417847485424893,0.02417847485424893,0.03026621877530384,3793.7459577918316,FALSE
-79.83333333333333,-27,0.3896125956000581,0.01279431324069726,0.00714553751515042,0.2495985215049188,0.04697335011153602,0.33988001502395015,0.1346998955139405,0.9378189939166748,0,0.23024337651399276,0.8653001044860595,0.1992296177547811,0.20168636053943567,0.02233413326814193,0.02233413326814193,0.02260954021504255,4286.246764282628,FALSE
-79.83333333333333,-26.6,0.39628827393869465,0.01517677344977611,0.00850218225844737,0.25478118958502444,0.05185761006154463,0.21288832849993325,0.2743764796292265,0.750315424202633,0,0.21559059011483417,0.7256235203707735,0.15643760295793846,0.1954699337624284,0.02164574510090055,0.02164574510090055,0.02704651746836761,4003.2976888192775,FALSE
-79.83333333333333,-26.200000000000003,0.4021439494986453,0.01771408375191383,0.00995553449222495,0.25969700323001993,0.05709556460937927,0.28484407834839587,0.261038933566229,0.7705842296995756,0,0.23057864184942423,0.738961066433771,0.17038863907790108,0.20764308270984216,0.02299376253825879,0.02299376253825879,0.02802120940915114,3935.571369580875,FALSE
