lon,lat,riqueza_potencial,adequabilidade_atual,adequabilidade_futura,arvores_gigantes,especies_ameacadas,biomassa_potencial,incerteza,custo,protecao_atual,estabilidade,baixa_incerteza,refugio_indice,refugio
-79.83333333333333,9.8,0.22973263892679405,0.0568233729973111,0.0898452289000854,0.03858532211888296,0.00589018015062846,0.09157928615425892,0.5276073727775926,0.7760178097998118,0,0.9669781440972257,0.4723926272224074,0.0023320711591575667,FALSE
-79.5,9.8,0.2209512262081879,0.0602505184185817,0.09466471778322004,0.04348722452677669,0.00631448879625614,0.1022043783070079,0.5001622732484746,0.7878788907172692,0,0.9655858006353617,0.4998377267515254,0.0027527630866520823,FALSE
-79.16666666666667,9.8,0.21208743786235024,0.06377967439956603,0.09964227137499974,0.04866119957529293,0.00675861728185421,0.16369866026716956,0.5487845698257142,0.6083038836972868,0,0.9641374030245663,0.4512154301742858,0.002764704954114366,FALSE
-78.83333333333333,9.8,0.20318932701231449,0.06740991491337862,0.1047780132151702,0.05410468022462914,0.00722289850530763,0.11130812325565537,0.48007605024506655,0.7099318807387529,0,0.9626319016982084,0.5199239497549335,0.0035350373883442417,FALSE
-78.5,9.8,0.19430514576448596,0.07114002456514212,0.1100717130211169,0.05981488748226357,0.00770769168110347,0.11289905663859363,0.3846892744779809,0.6813538343126967,0,0.9610683115440253,0.6153107255220192,0.004630612922619128,FALSE
-78.16666666666667,9.8,0.18548311966970407,0.07496848914917345,0.11552277048718872,0.0657888296243534,0.00821339845060395,0.16779447891956864,0.4139551327371063,0.8039023294613261,0,0.9594457186619847,0.5860448672628937,0.004869648678218643,FALSE
-77.83333333333333,9.8,0.17677122209581722,0.07889348698510391,0.12113019971831052,0.07202330004442738,0.00874048162278477,0.1240702093416366,0.4353253956403691,0.5937386038810153,0,0.9577632872667934,0.5646746043596309,0.005168327515720334,FALSE
-77.5,9.8,0.168216949553742,0.08291288111047068,0.12689261439842403,0.07851487365194762,0.00928948666242322,0.06413923212595941,0.3723728522135724,0.6703255012006462,0,0.9560202667120467,0.6276271477864276,0.006312874730204785,FALSE
-77.16666666666667,9.8,0.1598670990157508,0.08702421240594804,0.1328082137950876,0.08525990175526763,0.00986106601586728,0.08460713300826898,0.3712702078556449,0.6087030522653216,0,0.9542159986108605,0.6287297921443551,0.006933871208141448,FALSE
-76.83333333333333,9.8,0.151767548256639,0.09122469372745756,0.1388747697017694,0.09225450537708466,0.01045600633254716,0.09359299239995696,0.3670728143493393,0.7778017104390407,0,0.9523499240256882,0.6329271856506606,0.0076363542521072645,FALSE
-76.5,9.8,0.14396304023543843,0.09551120511691058,0.14508961441898297,0.09949456696566712,0.01107525860314747,0.15254401791227534,0.36382741130451296,0.6808357052633703,0,0.9504215906979276,0.636172588695487,0.008378801414386107,FALSE
-76.16666666666667,9.8,0.13649697251755274,0.0998802901602764,0.15144962987439184,0.10697572048186972,0.01171997119275043,0.12360271132074475,0.27547786281741576,0.7136511036095161,0,0.9484306602858845,0.7245221371825843,0.010394539556846681,FALSE
-75.83333333333333,9.8,0.1294111927146651,0.10432815355802738,0.15795123798032973,0.11469333986015542,0.01239152569927518,0.12644815428361866,0.17367067300873945,0.608412419339481,0,0.9463769155776977,0.8263293269912606,0.012886704202361217,FALSE
-75.5,9.8,0.1227458008925734,0.10885065996881334,0.16459039232484932,0.12264252586145394,0.01309157551425491,0.11807946973036054,0.28126885466950635,0.5496237307421991,0,0.944260267643964,0.7187311453304936,0.012158884353704831,FALSE
-75.16666666666667,9.8,0.1165389598654096,0.11344333418244508,0.17136257128939322,0.13081809135655964,0.0138220869045866,0.09693025782274256,0.23633153517810604,0.6754939559621004,0,0.9420807628930519,0.763668464821894,0.0139858203421428,FALSE
-74.83333333333333,9.8,0.11082671425860816,0.11810136267294218,0.17826277268246404,0.1392145451007575,0.01458538237064577,0.1808144034935346,0.24763124450407736,0.6995778417344705,0,0.9398385899904781,0.7523687554959226,0.0148867395717345,FALSE
-74.5,9.8,0.10564281918268674,0.1228195965765468,0.18528550997427892,0.14782607408331896,0.01538418596849222,0.13867315639561686,0.1696981536468709,0.7618310007344326,0,0.9375340866022679,0.8303018463531291,0.01771463441482987,FALSE
-74.16666666666667,9.8,0.10101857931555568,0.12759255613323792,0.192424810212306,0.15664652455921016,0.01622167021233874,0.05598407682140959,0.14924766922699803,0.6052925488977505,0,0.9351677459209319,0.8507523307730019,0.019533455253053104,FALSE
-73.83333333333333,9.8,0.0969826991429482,0.1324144366234194,0.19967421369180152,0.1656693818945726,0.01710150409869335,0.15222974763094407,0.06158890366496961,0.7228573343139851,0,0.9327402229316178,0.9384110963350304,0.023142547292275596,FALSE
-73.5,9.8,0.09356114505479655,0.13727911582415236,0.20702677544903417,0.17488774938206172,0.01802790171644147,0.1151572653735137,0.08532963590977505,0.5293821373360867,0,0.9302523403751182,0.914670364090225,0.024182231274443793,FALSE
-73.16666666666667,9.8,0.09077701994031807,0.14218016300157835,0.2144750686377935,0.18429432620665812,0.0190056708285832,0.09860397315597,0.12864502162753258,0.5001358104446928,0,0.9277050943637848,0.8713549783724674,0.02465022464939518,FALSE
-72.83333333333333,9.8,0.08865045086641095,0.14711084944807168,0.2220111898420525,0.19388138476681632,0.02004026073250818,0.1326971915485921,0.11042289308130204,0.6548447937492675,0,0.9250996596060191,0.889577106918698,0.026877674282733403,FALSE
-72.5,9.8,0.08719849036301486,0.15206416056423677,0.22962676636934692,0.20364074757950815,0.02113780862786419,0.10948233949129624,0.1419117907929057,0.6782003728977205,0,0.9224373941948898,0.8580882092070943,0.02763873829609581,FALSE
-72.16666666666667,9.8,0.08643503177564116,0.15703280947715637,0.237312965560556,0.21356376402050492,0.02230518364568175,0.12509649279140625,0.19420843064639903,0.6785517771434214,0,0.9197198439166003,0.805791569353601,0.027617867607770394,FALSE
-71.83333333333333,9.8,0.08637073907964936,0.162009252177354,0.24506050614235836,0.22364128717279183,0.02355002762103192,0.13436239864767663,0.29402224877390637,0.5566432720600298,0,0.9169487460349957,0.7059777512260936,0.02570095250117593,FALSE
-71.5,9.8,0.087012991483345,0.16698570414784122,0.2528596716387687,0.23386365107601467,0.02488079162582458,0.10344949847310247,0.2586231145104715,0.6601855337181681,0,0.9141260325090725,0.7413768854895285,0.028615674057683987,FALSE
-71.16666666666667,9.8,0.0883658430779425,0.17195415844940518,0.26070032584785763,0.2442206486879527,0.02630676722021855,0.1976816949431232,0.27669652807287354,0.5437577636634177,0,0.9112538326015476,0.7233034719271265,0.02954705323874693,FALSE
-70.83333333333333,9.8,0.09042999772220808,0.17690640521703804,0.2685719303790723,0.254701510884848,0.0278381113324252,0.18062783620268905,0.27823546566890234,0.6308731586410453,0,0.9083344748379658,0.7217645343310977,0.031149100798138138,FALSE
-70.5,9.8,0.09320279927851892,0.18183405251318027,0.2764635642356046,0.26529488684071173,0.02948586363943077,0.14280706574963162,0.2844245055205115,0.5856676058330996,0,0.9053704882775757,0.7155754944794885,0.03256828681271048,FALSE
-70.16666666666667,9.8,0.09667823724549927,0.1867285484743105,0.28436394541502286,0.2759888261361118,0.03126195529735465,0.23349530200982607,0.31693711225985044,0.5355374394004504,0,0.9023646030592877,0.6830628877401496,0.03272864257625839,FALSE
