lon,lat,incerteza_integrada
-60.41666666666667,5.083333333333336,0.31302861697440065
-60.25,5.083333333333336,0.42457588397760887
-60.41666666666667,4.916666666666669,0.2908535877332699
-60.25,4.916666666666669,0.305471342960751
-60.583333333333336,4.750000000000003,0.304280313848728
-60.41666666666667,4.750000000000003,0.2838684944995429
-60.25,4.750000000000003,0.28558447283471594
-60.75,4.583333333333336,0.31778728358590735
-60.583333333333336,4.583333333333336,0.3055707453466936
-60.41666666666667,4.583333333333336,0.3072384615603213
-60.25,4.583333333333336,0.3446079620246446
-61.083333333333336,4.416666666666669,0.30689632199017525
-60.91666666666667,4.416666666666669,0.37984648711501734
-60.75,4.416666666666669,0.32860692961516846
-60.583333333333336,4.416666666666669,0.3596789236839286
-60.41666666666667,4.416666666666669,0.38465679026846056
-60.25,4.416666666666669,0.38068824773826315
-60.083333333333336,4.416666666666669,0.3322940693509767
-61.41666666666667,4.250000000000003,0.5015466131575966
-61.25,4.250000000000003,0.5773403930596247
-61.083333333333336,4.250000000000003,0.5878154705635183
-60.91666666666667,4.250000000000003,0.579498082407106
-60.75,4.250000000000003,0.5241210583710484
-60.583333333333336,4.250000000000003,0.5082847697721609
-60.41666666666667,4.250000000000003,0.4725714732227227
-60.25,4.250000000000003,0.4054248337251027
-60.083333333333336,4.250000000000003,0.3889553564025143
-59.91666666666667,4.250000000000003,0.3769733402790192
-61.75,4.083333333333336,0.4675422977760365
-61.583333333333336,4.083333333333336,0.6081708411056574
-61.41666666666667,4.083333333333336,0.5894036607809134
-61.25,4.083333333333336,0.5402223801093837
-61.083333333333336,4.083333333333336,0.5374957349175735
-60.91666666666667,4.083333333333336,0.4781497618845678
-60.75,4.083333333333336,0.46295837980032284
-60.583333333333336,4.083333333333336,0.4995148556160941
-60.41666666666667,4.083333333333336,0.5232904312412185
-60.25,4.083333333333336,0.473915864589876
-60.083333333333336,4.083333333333336,0.4758114037297411
-59.91666666666667,4.083333333333336,0.41306864190133913
-51.41666666666667,4.083333333333336,0.6539081672353749
-64.25,3.916666666666669,0.2770443055660402
-62.583333333333336,3.916666666666669,0.47338377674036614
-62.41666666666667,3.916666666666669,0.513678461459774
-62.25,3.916666666666669,0.42500115699503926
-62.083333333333336,3.916666666666669,0.4913248869100689
-61.91666666666667,3.916666666666669,0.5206329541501236
-61.75,3.916666666666669,0.4377675431820536
-61.583333333333336,3.916666666666669,0.5389485262664211
-61.41666666666667,3.916666666666669,0.5157013090076503
-61.25,3.916666666666669,0.5022274195872934
-61.083333333333336,3.916666666666669,0.44705916228077136
-60.91666666666667,3.916666666666669,0.35359208235041284
-60.75,3.916666666666669,0.41967554827229703
-60.583333333333336,3.916666666666669,0.47482304174010703
-60.41666666666667,3.916666666666669,0.49164408307915586
-60.25,3.916666666666669,0.488647755281706
-60.083333333333336,3.916666666666669,0.46086071636831655
-59.91666666666667,3.916666666666669,0.4784362744357404
-59.75,3.916666666666669,0.5339391453579001
-51.583333333333336,3.916666666666669,0.6629064683215969
-51.41666666666667,3.916666666666669,0.6874275785788858
-64.08333333333333,3.7500000000000027,0.28558936265602286
