id,lon,lat
1,-72.33019038043548,-9.632767024434125
2,-66.70500551685075,-9.052676316474958
3,-83.54452062907372,-12.736112608026877
4,-61.18504249977872,-14.128538654540213
5,-44.30414297076468,18.324066661017095
6,-60.104041299921015,0.4480121022619188
7,-64.49765108458789,-13.68333011954196
8,-54.25939811325978,-10.879641431438962
9,-43.96098062975777,-13.718436736943023
10,-74.25266867656492,-4.827824732426958
11,-55.2725311658009,1.9239911251669537
12,-52.824837646349906,-21.01053908695813
13,-60.445492155944095,-13.181057598672442
14,-72.25687647648306,9.909414515010038
15,-53.6507888961168,-18.767178549459697
16,-48.796511264779184,8.836909381745132
17,-63.5161934720044,-4.7929025791006525
18,-70.91214159005347,-0.7129601251290095
19,-66.44694013174731,-9.779613058565834
20,-68.56454468631689,-14.147643485224489
21,-78.59172721847325,-0.14627048948073854
22,-64.06451365629974,-21.24777417302485
23,-73.33127803747821,-6.9723526615553855
24,-45.906973115607855,6.593570033189752
25,-65.16557145566767,5.770161992657408
26,-48.63630725112121,-19.203369957921378
27,-80.00708852215668,-13.323935566733843
28,-59.6632466161797,-9.218299151665988
29,-79.74610505731353,-11.295520448598817
30,-50.750024035499,-15.88216855769018
31,-68.30425929028284,-3.9846744776279914
32,-54.83653569568234,9.218182475728268
33,-67.86374759924583,-18.931425146084365
34,-64.87289974493726,6.567022103781446
35,-48.12014500012019,-15.469350692767245
36,-48.01240612494433,16.842957042324812
37,-48.84864394536126,-12.690592615793827
38,-65.27531345010675,-15.616017249440926
39,-50.695936071788466,1.3259339891603736
40,-63.631079264221455,-20.331176784083397
41,-68.05618640335284,-12.904636405045286
42,-57.26196571269965,-22.314604468836343
43,-69.35446269329584,-2.953667191062116
44,-54.70028911657961,-4.625600271135279
45,-66.30327739821524,-12.624557209474773
46,-49.13344869410098,9.722954154239753
47,-79.5994954603684,-7.645982987977898
48,-55.393184750879,5.623673709362556
49,-69.73819287079614,9.240661083545097
50,-55.223770263833416,-1.0959029368899098
51,-70.81056179523789,-6.902265141464727
52,-49.406903192472456,8.458719855781547
53,-81.31860050095578,-2.7169046071396465
54,-64.02667593180229,-6.9546995123716515
55,-61.95422443778345,9.217058830326563
56,-70.23366251962199,-18.3663415233273
57,-63.01497208358059,-0.801690514982532
58,-63.27958118004938,-9.851249515944483
59,-43.28385995883009,-1.9655608609644057
60,-57.44897951721261,-1.2022653607022997
61,-66.62563836755878,-11.325065153145067
62,-42.3172122905795,15.011087208713963
63,-71.6976375487843,-5.98336045545125
64,-41.74138621012403,-7.852975952831837
65,-52.26575428857971,4.479784242186005
66,-60.20368069971503,-10.193179385557297
67,-58.526371257381086,-13.125390744141127
68,-66.91197256720433,-14.693950920529323
69,-55.63452424333104,-17.599988623074175
70,-71.39686424812932,-14.007935563566276
71,-75.4722417836295,6.643656561161763
72,-68.53473129541541,-8.008904591507642
73,-81.43680349285063,-7.610054457784763
74,-56.96145332072375,8.577153150102696
75,-44.35163418692618,-10.722805143296593
76,-54.471225957898554,-14.476545160104903
77,-51.50206613753827,-19.08839892200987
78,-55.08103991417832,0.363496893730803
79,-49.22214922997029,7.5887620505694375
80,-65.29385493660538,-23.37427892498372
81,-71.21234470857985,-20.861448464998862
82,-66.68192867066435,-24.17980234248946
83,-77.13654976586734,-2.822067081439356
84,-74.94428033031801,4.515695443762468
85,-74.26953765686974,8.213402555265324
86,-46.3876901716778,12.497663329295179
87,-62.60192053474623,1.6995713898129061
88,-67.68121120947706,-4.282399715818042
89,-67.58458148364562,-10.245267800662345
90,-59.15413567468125,2.0758700912738637
91,-75.55457944468982,-13.946932090050835
92,-62.38079054697761,-15.052629474799806
