lon,lat,GLM,GAM,RF,BRT,MaxEnt,consenso_media,incerteza_sd
-60.41666666666667,5.083333333333336,2.921732300542601e-11,0.07571406662464142,0.07553055882453918,0.023918265476822853,3.591293643694371e-4,0.03510440406391804,0.038236440979430256
-60.25,5.083333333333336,2.220446049250313e-16,0.4005015790462494,0.06863611191511154,0.02399449795484543,1.6245119240920758e-6,0.09862676268562613,0.17106429713916993
-60.41666666666667,4.916666666666669,3.4739350285306614e-10,0.030200716108083725,0.05540476366877556,0.020700443536043167,0.0010305633768439293,0.021467297407427977,0.022951673273433264
-60.25,4.916666666666669,2.220446049250313e-16,0.050029609352350235,0.058524999767541885,0.02090459316968918,2.4422623027930968e-5,0.02589672498252189,0.027440563941418968
-60.583333333333336,4.750000000000003,1.00514152556741e-9,0.04162159562110901,0.07633928209543228,0.024637458845973015,0.0011579295387491584,0.028751253421280997,0.03176167315186347
-60.41666666666667,4.750000000000003,1.2766805390640457e-9,0.02742622047662735,0.058326587080955505,0.019420769065618515,0.0014248471707105637,0.021319685014118496,0.023773619545615493
-60.25,4.750000000000003,2.1717727616277216e-9,0.012173864059150219,0.08752618730068207,0.018079208210110664,0.004934391006827354,0.024542730549708614,0.03587657417960759
-60.75,4.583333333333336,3.082141963525742e-12,0.08529730141162872,0.09755753725767136,0.04248510301113129,7.642977288924158e-4,0.04522084788248119,0.04575490524719859
-60.583333333333336,4.583333333333336,3.5719704104264505e-12,0.045512888580560684,0.11133571714162827,0.04498540237545967,7.380294846370816e-4,0.04051440751717154,0.045508817745718716
-60.41666666666667,4.583333333333336,6.172074051846721e-8,0.020962433889508247,0.09210317581892014,0.0341670997440815,0.009827027097344398,0.03141195965411896,0.03623818342039476
-60.25,4.583333333333336,2.317075313840178e-6,0.014368301257491112,0.08891746401786804,0.023756830021739006,0.016124803572893143,0.02863394318906103,0.03477659501711615
-61.083333333333336,4.416666666666669,5.532391877949294e-9,0.01161385141313076,0.09379246085882187,0.03927256539463997,0.10591927170753479,0.050119630981303856,0.04778401071964457
-60.91666666666667,4.416666666666669,3.883808119553578e-7,0.0075857434421777725,0.08975634723901749,0.030308710411190987,0.291500061750412,0.08383025024472204,0.1213127106079906
-60.75,4.416666666666669,5.311812145691874e-8,0.005168883595615625,0.0918230190873146,0.022879745811223984,0.18755686283111572,0.06148571288867828,0.07946190802552579
-60.583333333333336,4.416666666666669,1.973030293811462e-6,0.004143512807786465,0.07601150870323181,0.020248722285032272,0.2814193367958069,0.07636501072443025,0.11857876888347155
-60.41666666666667,4.416666666666669,4.668469773605466e-5,0.007297733798623085,0.07869960367679596,0.019951919093728065,0.11324243992567062,0.043847676238510755,0.04963799561625351
-60.25,4.416666666666669,2.112455404130742e-4,0.008117549121379852,0.07367341220378876,0.021956125274300575,0.0527968592941761,0.03135103828681167,0.03101956106334309
