variavel,variavel_legenda,valor,adequabilidade,importancia_relativa
bio3_isotermalidade,Bio3 isotermalidade,66.64388595581055,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,66.80112962044325,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,66.95837328507596,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,67.11561694970867,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,67.27286061434138,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,67.43010427897408,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,67.58734794360679,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,67.7445916082395,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,67.9018352728722,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,68.05907893750492,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,68.21632260213762,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,68.37356626677033,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,68.53080993140304,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,68.68805359603574,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,68.84529726066845,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.00254092530116,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.15978458993386,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.31702825456658,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.47427191919928,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.63151558383198,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.7887592484647,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,69.9460029130974,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,70.10324657773012,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,70.26049024236282,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,70.41773390699552,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,70.57497757162824,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,70.73222123626094,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,70.88946490089364,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.04670856552636,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.20395223015906,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.36119589479178,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.51843955942448,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.67568322405718,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.8329268886899,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,71.9901705533226,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,72.14741421795532,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,72.30465788258802,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,72.46190154722072,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,72.61914521185344,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,72.77638887648614,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,72.93363254111885,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,73.09087620575156,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,73.24811987038426,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,73.40536353501697,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,73.56260719964968,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,73.71985086428239,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,73.8770945289151,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.0343381935478,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.19158185818051,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.34882552281321,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.50606918744592,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.66331285207863,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.82055651671133,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,74.97780018134405,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,75.13504384597675,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,75.29228751060946,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,75.44953117524217,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,75.60677483987487,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,75.76401850450759,0.6063157650286095,0
bio3_isotermalidade,Bio3 isotermalidade,75.92126216914029,0.6063157650286095,0
