pa,lon,lat,temperatura,precipitacao,elevacao
1,-50.5,-6.199999999999999,23.873346056578793,1603.4324313984189,392.9613105634211
1,-44.5,-19.400000000000002,22.894803233299278,1682.2273344110151,100.33216906604945
1,-64.83333333333333,-0.20000000000000107,23.897649403902722,1796.354129712421,934.1716887750663
1,-48.16666666666667,-5,24.301989509439434,1884.0886341842297,358.13884361808545
1,-64.16666666666667,-19.8,24.456421871154586,1605.1578216552211,672.8230401875293
1,-46.5,-8.2,22.48815405145447,1597.0535087440333,230.01385847236614
1,-51.833333333333336,-20.6,22.091088867419156,1610.645735901564,305.18375724027356
1,-42.5,-14.200000000000003,25.571386677181373,1440.8397323446918,56.86322194818902
1,-52.833333333333336,-11,25.29686914984336,1578.4437210926214,336.2716615182227
1,-71.5,-12.200000000000003,21.89457724368023,1549.350298206019,647.5002002384551
1,-58.16666666666667,0.5999999999999996,29.92235668529316,1740.49219384961,769.1712181587229
1,-50.833333333333336,-29.800000000000004,20.275867300407356,1713.5574018557813,497.2914630025939
1,-63.16666666666667,-28.6,20.404124043901415,1864.737155155801,885.1633299219986
1,-72.16666666666667,6.6,26.4128608253844,1896.9547743644584,786.2361867647353
1,-46.833333333333336,-10.200000000000003,25.428370293916245,1694.9641486972127,179.04717745208325
1,-47.833333333333336,-21,23.918001095682943,2173.2358745741562,195.38442030373852
1,-73.5,-8.2,23.515577100552736,1817.9071734631918,707.4303292801045
1,-67.5,-21.400000000000002,22.305946046664502,1789.19964039317,737.1335088851213
1,-58.5,-28.6,21.14407163775094,1746.3742698307576,758.4279533995075
1,-77.16666666666667,1,26.26391663877971,1601.2732797450437,751.05264844452
1,-54.16666666666667,-27,22.053002002550983,1943.2490540098493,568.9652957586991
1,-49.833333333333336,-2.200000000000001,25.47516267298677,1712.1584097154005,459.15343853131117
1,-67.83333333333333,-5.800000000000001,25.692719306184273,1716.1208393991562,859.5265621910795
1,-65.83333333333333,8.6,26.595877602636634,1732.7431984607135,771.7201624910728
1,-57.833333333333336,-0.6000000000000014,23.761867932739207,1961.7315987749157,757.6182741845703
1,-67.83333333333333,4.6,26.335240141147874,1753.3607452442325,890.4986562766579
1,-65.5,-0.6000000000000014,24.532431507073344,1466.774672619389,940.2007747173152
1,-76.5,-27.800000000000004,21.7121127243637,1593.2564352440045,739.5581135592776
1,-43.833333333333336,-24.6,20.980757296865143,1620.0082111475524,236.4056468173162
1,-76.16666666666667,-28.6,20.8939493325067,1688.1762412551157,765.1457795253382
1,-63.16666666666667,3,28.11431106949655,1781.2675200587812,882.1298484885328
1,-44.16666666666667,-2.6000000000000014,26.457489064935203,1618.5439887136833,338.29485907915694
1,-57.16666666666667,5,28.43671229448984,1886.8083295989968,666.0907703606849
1,-76.5,-27.4,21.704478103824776,1676.557724976975,731.2656040488337
1,-44.5,-27,20.415805969467094,1749.4679757132892,306.46732977133337
1,-47.16666666666667,-19.8,22.111502806928588,1638.2237129347375,151.2927492159816
1,-73.5,-0.6000000000000014,25.511849154826063,1863.932141293024,866.7238919562938
1,-42.5,-6.199999999999999,26.754485612112553,1570.4392389114207,248.81235707094947
1,-50.5,3,26.93182700073761,1672.9490795884813,468.04221013405635
1,-63.16666666666667,-23.800000000000004,21.44153393633821,1700.1400484783858,765.4684613727494
1,-52.16666666666667,8.6,27.248165257847848,1701.6920064111018,378.34269419733187
1,-47.5,9.8,30.062915939277783,1606.2640787559762,204.23694092031704
1,-77.83333333333333,4.199999999999999,25.530237551647833,1546.665567803474,680.3797697945273
1,-48.833333333333336,9.8,26.822140885940943,1695.477052624002,237.66159133632894
1,-57.833333333333336,-19,22.96745378594394,1894.8319935852137,490.05182201932774
1,-64.16666666666667,1.4000000000000004,27.92484297453952,1779.2962096526267,919.4890764716454
1,-70.16666666666667,6.6,29.670763723613014,1812.179139051643,819.8893007293441
1,-42.5,-27,20.94741321052929,1761.6430807818365,295.2968457965282
1,-62.16666666666667,7.4,24.905339351928163,2012.9100847257664,750.8978499042552
1,-75.5,-24.6,21.447211356179007,1765.5357040212518,690.9092236408998
1,-74.83333333333333,-27.800000000000004,20.039579115816128,1445.3379839555473,793.0144802460885
1,-77.16666666666667,-25.4,22.587628738553487,1765.9542832998977,657.9507253332222
1,-75.83333333333333,-29.400000000000006,20.899340462460714,1411.9587646794348,787.2533303300813
1,-64.5,-29.800000000000004,19.354289100066826,1678.9696867087705,922.2885762236148
1,-50.833333333333336,-6.600000000000001,25.11742949282995,1867.9553198084027,392.2834887855479
1,-65.5,-3,22.782757665167175,1803.020873185395,915.079821575687
1,-58.5,-16.200000000000003,22.187380881968345,1677.9017867362077,482.3198442310154
