lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,pa,tipo,bio3_isotermalidade_z,bio4_sazonalidade_temperatura_z,bio5_temp_max_mes_quente_z,bio8_temp_media_trimestre_umido_z,bio12_precipitacao_anual_z,bio13_precipitacao_mes_umido_z,bio14_precipitacao_mes_seco_z,bio18_precipitacao_trimestre_quente_z,bio19_precipitacao_trimestre_frio_z,elevacao_z,declividade_z,orientacao_z
-59.968854,-2.933488,80.94942474365234,49.023834228515625,31.92599868774414,26.09166717529297,2319,304,71,391,857,78,0.08839131891727448,191.3485565185547,1,presenca,0.4189225854477241,-0.06242928995136487,-0.5756774728144295,0.646042162552944,0.24521085645368706,-0.6386027339350122,0.2773564601522132,-4.209685659559167e-4,0.6856829946501556,-0.7516467813473924,0.32630822944903176,0.1991470304088538
-51.910556,1.106389,78.3746566772461,69.02900695800781,32.0212516784668,25.386375427246094,2392,336,59,197,864,175,0.026064278557896614,349.7608947753906,1,presenca,0.01009089076639866,1.0208778823849194,-0.4857319443500336,-0.5228456246905224,0.4397194468360236,0.18841281706176669,0.03776905851467364,-1.09100156484971,0.706152752796347,0.09647035238965922,-0.5217319553823184,1.5911568548010586
-63.021667,-9.216389,71.39488220214844,48.35960006713867,32.83625030517578,25.430208206176758,2328,383,10,513,168,116,0.03334523364901543,322.42071533203125,1,presenca,-1.09818486594302,-0.0983984685663348,0.28385525308019427,-0.4502010770761773,0.26919136759671486,1.4030919075882857,-0.940546164838613,0.6854080662104255,-1.3291260571678312,-0.419394708337001,-0.4226651223413344,1.35091168952802
-51.834167,-1.799167,83.217926025390625,51.51371765136719,32.249000549316406,25.851499557495117,2287,350,50,191,834,40,0.04690376669168472,325.9507141113281,1,presenca,0.7791240480572454,0.0724012664616706,-0.27067315837046496,0.2480097226262436,0.15994681683403267,0.5502321206228574,-0.14192149271348103,-1.124730861641991,0.618425217884098,-1.0838988543577837,-0.23818370302078426,1.3819306936974234
-52.531389,-0.159444,80.857635498046875,61.97165298461914,32.02349853515625,25.51995849609375,2380,327,51,195,843,146,0.07775884866714478,207.17572021484375,1,presenca,0.40434793178317796,0.6387126154078924,-0.4836102817042375,-0.301456932435256,0.4077454319786532,-0.04418530665607738,-0.12195587591035274,-1.1022446637804704,0.6447434783577727,-0.1570904401709026,0.1816396877672328,0.33822437501428443
-52.37,1.191389,79.50750732421875,65.26290130615234,32.16725158691406,25.487415313720703,2393,321,63,208,827,156,0.023932766169309616,124.63424682617188,1,presenca,0.18996932559144492,0.8169381654127875,-0.34786709809781796,-0.3553911072490568,0.4423839480741378,-0.19925072246797343,0.11763152572718683,-1.029164520730528,0.5979554597379065,-0.06965568411553645,-0.5507339447205728,-0.38708871070352446
-52.833056,-0.456389,81.09661102294922,60.82156753540039,31.657249450683594,25.262083053588867,2337,332,50,185,816,189,0.22680871188640594,41.069637298583984,1,presenca,0.44229339572919896,0.57643393215006,-0.8294520994001385,-0.7288367454115008,0.29317187873974265,0.08503587318716932,-0.14192149271348103,-1.158460158434272,0.5657886969367485,0.21887901086717182,2.2096563050287847,-1.1213923559492958
-62.916111,-9.262778,71.54638671875,47.678924560546875,32.56224822998047,25.317459106445313,2391,385,12,533,168,121,0.03662677854299545,321.7362365722656,1,presenca,-1.0741283891355595,-0.13525796827150155,0.025120474604398185,-0.6370614026985082,0.4370549455979094,1.4547803795255845,-0.9006149312323564,0.797839055518029,-1.3291260571678312,-0.37567733030931794,-0.3780154498656787,1.3448969992036037
-61.649722,-9.591111,70.72169494628906,43.337486267089844,32.95075225830078,25.034332275390625,2157,338,17,260,129,152,0.01710447110235691,316.6404724121094,1,presenca,-1.205076158499324,-0.3703527262699637,0.39197719871044284,-1.106290620220522,-0.18643834412081323,0.24010128899906535,-0.8007868472167149,-0.736843948530759,-1.443171852553755,-0.10462958653768291,-0.643641751304562,1.3001192132572676
-61.646944,-9.359167,70.78880310058594,42.09244918823242,32.93300247192383,25.037416458129883,2187,334,16,277,135,158,0.017673861235380173,318.38409423828125,1,presenca,-1.1944204645725225,-0.4377731687519466,0.3752164240230246,-1.101179170175163,-0.10650330697738725,0.136724345124468,-0.8207524640198431,-0.641277607619296,-1.4256263455713052,-0.05216873290446322,-0.6358944603877146,1.3154408652116802
