temperatura,precipitacao,tipo
13.627325603738427,1095.6156201660633,Background
28.6491540633142,3466.2821613252163,Background
17.269307654350996,2594.7900876402855,Background
31.490522120147943,2385.530522465706,Background
33.21401852881536,1069.7798632085323,Background
6.366694981697947,577.7368150651455,Background
20.843164641410112,1249.364097416401,Background
31.772571331821382,2034.6201658248901,Background
21.543050433974713,2798.0746015906334,Background
18.6984420591034,1169.892904162407,Background
33.70500036049634,1314.950592070818,Background
18.600024685729295,3332.494978606701,Background
25.327119063585997,1868.8187323510647,Background
22.179002058692276,3413.469196856022,Background
8.087740479968488,3006.881397217512,Background
31.994749112054706,3434.947142750025,Background
12.382632030639797,664.7669270634651,Background
6.261786005925387,1304.7408409416676,Background
14.837621578481048,3322.9655399918556,Background
33.63510947441682,2352.9436364769936,Background
31.686179481912404,3434.1504596173763,Background
25.784102184697986,3410.438424348831,Background
24.215204413048923,2637.7642296254635,Background
34.82809329871088,1553.8971029222012,Background
24.67117397347465,2423.079589009285,Background
26.255914045032114,1123.1434136629105,Background
21.321980741340667,1291.355101019144,Background
22.82426061341539,2989.4604235887527,Background
13.674792118836194,2502.474020421505,Background
9.413409419357777,2779.7827787697315,Background
33.89072697609663,1285.0881032645702,Background
32.06897135358304,2353.0014023184776,Background
25.721158352680504,2262.8532081842422,Background
28.86402253061533,1024.9746799468994,Background
5.7384105352684855,1087.7094946801662,Background
19.3338791327551,3108.825621753931,Background
27.75378612568602,2811.263122409582,Background
11.492238075006753,382.11571127176285,Background
14.54543022904545,2717.065943032503,Background
11.948773560579866,3172.6908534765244,Background
9.284000671468675,3157.8108988702297,Background
17.43639007443562,682.1944393217564,Background
17.411729788873345,3424.0707606077194,Background
16.065363527741283,3212.16693893075,Background
9.573342432267964,1128.7891939282417,Background
9.164181903470308,3144.684850424528,Background
11.991022983565927,2965.6808607280254,Background
18.978873507585377,1705.7127393782139,Background
12.979179210960865,545.6045091152191,Background
30.734831460285932,3071.6927483677864,Background
6.37493500020355,1335.717412829399,Background
18.26600222615525,1042.6989428699017,Background
28.967745369300246,2948.9269211888313,Background
8.656977799255401,3472.981132566929,Background
21.828439512755722,1036.4448212087154,Background
11.195941688492894,584.2061795294285,Background
8.82594950729981,2332.619581371546,Background
27.59923592908308,3040.963016450405,Background
31.851360774599016,888.6138282716274,Background
16.233883276581764,1917.5195179879665,Background
24.953455838840455,1437.7939127385616,Background
7.845219827722758,2938.3868291974068,Background
16.519089133944362,1847.9324713349342,Background
13.231509337201715,1042.1213679015636,Background
29.439201166387647,1164.5229861140251,Background
18.455490241758525,2933.5792027413845,Background
