lon,lat,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio12_precipitacao_anual,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,elevacao,declividade,GLM,GAM,Random_Forest,BRT,Maxent
-51.416666666666664,4.083333333333333,57.712215423583984,34.59600067138672,3096.81005859375,65.36000061035156,265.80999755859375,5,0.006410784088075161,0.005553640428811902,0.007221424405564069,0.03071924603174604,0.012766754192372099,0.25910082389704536
-51.58333333333333,3.916666666666667,58.89494705200195,34.546749114990234,3169.010009765625,69.160003662109375,268.6600036621094,16,0.044942524284124374,0.007225919792995874,0.009579717267140866,0.08333581349206354,0.026181999800735097,0.5122352855551731
-51.416666666666664,3.916666666666667,59.241249084472656,34.70774841308594,3123.409912109375,65.36000061035156,265.80999755859375,7,0.013168138451874256,0.005688542678361297,0.007439044226224704,0.035075396825396815,0.01307241728903623,0.32877516723395206
-51.75,3.75,60.3438720703125,34.465248107910156,3158.56005859375,72.01000213623047,278.1600036621094,46,0.09395210444927216,0.0124189986693153,0.015008865716994415,0.104357142857143,0.054805715418202006,0.7213596714357469
-51.58333333333333,3.75,60.70185089111328,34.679500579833984,3077.81005859375,67.26000213623047,253.4600067138672,17,0.07620058208703995,0.008421148953522497,0.009168849437270714,0.07249454365079369,0.025053911044683953,0.540360810754263
-51.416666666666664,3.75,61.0010986328125,34.77899932861328,3014.159912109375,65.36000061035156,251.55999755859375,8,0.03650300204753876,0.006632798109588956,0.007059394709949213,0.04834176587301586,0.02103046907559258,0.43026351026285936
-51.25,3.75,62.755313873291016,34.691707611083984,2934.360107421875,59.65999984741211,221.16000366210938,6,0.003886241465806961,0.005848459693741329,0.006382953368072433,0.04974404761904761,0.01775302909190332,0.2476565405779323
-51.75,3.5833333333333335,61.0980110168457,34.35749816894531,3112.9599609375,78.660003662109375,280.05999755859375,70,0.09870611131191254,0.01497442079861032,0.0175297111460939,0.11013591269841275,0.04770662228244409,0.7832821281999349
-51.58333333333333,3.5833333333333335,61.70960235595703,34.428497314453125,3070.2099609375,72.01000213623047,268.6600036621094,53,0.10152725875377655,0.014851617657253928,0.015716085371130922,0.06743452380952383,0.04435207192519862,0.7555839700698896
-51.416666666666664,3.5833333333333335,64.0146484375,34.88324737548828,2961.909912109375,62.5099983215332,237.30999755859375,16,0.06458070129156113,0.008296531695076735,0.007791200709329462,0.07992757936507941,0.030003945065695408,0.5189236966458411
-51.25,3.5833333333333335,65.15675354003906,34.798500061035156,2921.06005859375,56.810001373291016,224.00999450683594,9,0.014231379143893719,0.0068680953631453014,0.007003110350314337,0.047237599206349186,0.02124960780310138,0.354825574154518
-51.916666666666664,3.416666666666667,60.21742248535156,34.25975036621094,2955.260009765625,70.11000061035156,257.260009765625,107,0.05505553260445595,0.01751330881515442,0.01840456427022629,0.06931349206349209,0.025480364790894564,0.7481882045987164
-51.75,3.416666666666667,61.90904235839844,34.2859992980957,2997.06005859375,75.80999755859375,267.7099914550781,96,0.08882825821638107,0.018703523178555115,0.019652010279367558,0.10781696428571433,0.05064663414825914,0.8193561363636237
-51.58333333333333,3.416666666666667,63.206092834472656,34.445499420166016,3007.510009765625,70.11000061035156,257.260009765625,57,0.1132141575217247,0.01658145986498169,0.016163441017806826,0.07353125,0.052453195256512,0.7773947350560098
-51.416666666666664,3.416666666666667,64.25127410888672,34.71725082397461,2940.06005859375,60.61000061035156,233.50999450683594,25,0.08863519132137299,0.011130730613849555,0.010026175126883377,0.09591815476190484,0.03507604483951027,0.6148582377966192
-51.25,3.416666666666667,67.68219757080078,35.035247802734375,2817.510009765625,52.060001373291016,204.05999755859375,7,0.03918694704771042,0.0065422324399926025,0.0059128241177582395,0.061416666666666675,0.039146759509871676,0.3975377151614402
-52.08333333333333,3.25,60.10509490966797,34.247249603271484,2725.360107421875,62.5099983215332,259.1600036621094,130,0.03964719921350479,0.018863499721435757,0.017746398634729092,0.03564880952380952,0.01828351677211302,0.5767928005986394
-51.916666666666664,3.25,61.48280334472656,34.2547492980957,2801.360107421875,66.30999755859375,262.010009765625,121,0.05193173885345459,0.02024826272575019,0.019174589619386246,0.06031200396825395,0.024026510143388264,0.6793989951869457
-51.75,3.25,62.945640563964844,34.240501403808594,2853.610107421875,70.11000061035156,245.86000061035156,113,0.08326685428619385,0.020713294992697497,0.019817603845587256,0.05507738095238093,0.026272667869015297,0.8108462185231307
-51.58333333333333,3.25,64.33179473876953,34.349998474121094,2918.2099609375,67.26000213623047,241.11000061035156,81,0.11158575862646103,0.020435290388696004,0.019022852719734022,0.0750967261904762,0.041188246941619724,0.8349393606331312
-51.416666666666664,3.25,66.0546646118164,34.502750396728516,2895.409912109375,58.709999084472656,226.86000061035156,47,0.09628091007471085,0.016427421406819825,0.014388581490435037,0.081546626984127,0.045419203580641485,0.7624992658259708
-51.25,3.25,67.81193542480469,34.74974822998047,2808.9599609375,51.11000061035156,199.30999755859375,19,0.07012670487165451,0.009811839377235617,0.008563300641614813,0.09696081349206352,0.04138807812685958,0.5334338764098225
-52.08333333333333,3.0833333333333335,61.8449592590332,34.2495002746582,2627.510009765625,57.7599983215332,247.75999450683594,139,0.05418585613369942,0.02021527477642702,0.0184183935086275,0.037742559523809525,0.022610229826218877,0.5779460518521291
-51.916666666666664,3.0833333333333335,63.05339813232422,34.21274948120117,2713.010009765625,63.459999084472656,251.55999755859375,136,0.05220240727066994,0.021014776331981014,0.019660980419535214,0.050171130952380946,0.02544348061144458,0.6502329632315358
-51.75,3.0833333333333335,64.2624282836914,34.2135009765625,2748.159912109375,66.30999755859375,235.41000366210938,124,0.08507915586233139,0.02183671959309534,0.020176827780732105,0.07613095238095238,0.03383891156639398,0.7885345799594863
-51.58333333333333,3.0833333333333335,65.90868377685547,34.39624786376953,2801.360107421875,64.410003662109375,224.9600067138672,80,0.08932068943977356,0.01859893434588711,0.016320821314454174,0.08155109126984128,0.04986989188344688,0.8234479393021925
-51.416666666666664,3.0833333333333335,67.41455078125,34.45649719238281,2827.010009765625,59.65999984741211,216.41000366210938,60,0.06973233073949814,0.016178103155970444,0.014267603868735839,0.0931215277777778,0.04265586333381634,0.7788055279026179
-51.25,3.0833333333333335,68.61640167236328,34.460750579833984,2749.110107421875,48.2599983215332,186.9600067138672,39,0.0735822468996048,0.013530259872841255,0.011834563256610801,0.0717450396825397,0.03797476098395373,0.6628505069689756
-60.08333333333333,2.916666666666667,76.36307525634766,35.046749114990234,1578.7099609375,34.959999084472656,219.25999450683594,114,0.03923733904957771,0.0013929621102765743,0.001711368754047775,0.011825892857142854,0.010909050458477645,0.14912198974285584
-52.25,2.916666666666667,62.182796478271484,34.211997985839844,2538.2099609375,55.86000061035156,243.9600067138672,151,0.044359248131513596,0.018260445046668735,0.017026875008611803,0.029247023809523817,0.026626649509042772,0.5166790213875907
