lon,lat,adequabilidade,cenario
-60.41666666666667,5.083333333333336,0.03160731400130321,ssp370
-60.25,5.083333333333336,0.0552748786867824,ssp370
-60.41666666666667,4.916666666666669,0.02127822254569365,ssp370
-60.25,4.916666666666669,0.030455030627126733,ssp370
-60.583333333333336,4.750000000000003,0.017447949585713447,ssp370
-60.41666666666667,4.750000000000003,0.024510043965350416,ssp370
-60.25,4.750000000000003,0.02285847831828687,ssp370
-60.75,4.583333333333336,0.02538648386835125,ssp370
-60.583333333333336,4.583333333333336,0.01888113366439943,ssp370
-60.41666666666667,4.583333333333336,0.024681575529196753,ssp370
-60.25,4.583333333333336,0.030031806612752378,ssp370
-61.083333333333336,4.416666666666669,0.05292230227887805,ssp370
-60.91666666666667,4.416666666666669,0.06894331221274355,ssp370
-60.75,4.416666666666669,0.05994813871351008,ssp370
-60.583333333333336,4.416666666666669,0.06799206212419193,ssp370
-60.41666666666667,4.416666666666669,0.05092027345676797,ssp370
-60.25,4.416666666666669,0.04574659789977886,ssp370
-60.083333333333336,4.416666666666669,0.03158826615636201,ssp370
-61.41666666666667,4.250000000000003,0.08567642587536284,ssp370
-61.25,4.250000000000003,0.11649245866792626,ssp370
-61.083333333333336,4.250000000000003,0.12271720473654568,ssp370
-60.91666666666667,4.250000000000003,0.13999579725787042,ssp370
-60.75,4.250000000000003,0.09905346878804266,ssp370
-60.583333333333336,4.250000000000003,0.1079921118915081,ssp370
-60.41666666666667,4.250000000000003,0.07985390760004521,ssp370
-60.25,4.250000000000003,0.05253511957416777,ssp370
-60.083333333333336,4.250000000000003,0.04751296833055676,ssp370
-59.91666666666667,4.250000000000003,0.04530727794881386,ssp370
-61.75,4.083333333333336,0.061350511969067156,ssp370
-61.583333333333336,4.083333333333336,0.1408287040889263,ssp370
-61.41666666666667,4.083333333333336,0.19053165912628173,ssp370
-61.25,4.083333333333336,0.18011752218008042,ssp370
-61.083333333333336,4.083333333333336,0.21639208495616913,ssp370
-60.91666666666667,4.083333333333336,0.21873966753482818,ssp370
-60.75,4.083333333333336,0.21754042580723762,ssp370
-60.583333333333336,4.083333333333336,0.1706198439002037,ssp370
-60.41666666666667,4.083333333333336,0.17570998817682265,ssp370
-60.25,4.083333333333336,0.09330331701785326,ssp370
-60.083333333333336,4.083333333333336,0.0891905752941966,ssp370
-59.91666666666667,4.083333333333336,0.05328653833712451,ssp370
-51.41666666666667,4.083333333333336,0.4933233916759491,ssp370
-64.25,3.916666666666669,0.028663463566766068,ssp370
-62.583333333333336,3.916666666666669,0.0679900051560253,ssp370
-62.41666666666667,3.916666666666669,0.08495427165180444,ssp370
-62.25,3.916666666666669,0.05132963256910443,ssp370
-62.083333333333336,3.916666666666669,0.07526770094409585,ssp370
-61.91666666666667,3.916666666666669,0.103230781853199,ssp370
-61.75,3.916666666666669,0.11177138090133668,ssp370
-61.583333333333336,3.916666666666669,0.22268974632024766,ssp370
-61.41666666666667,3.916666666666669,0.232509782910347,ssp370
-61.25,3.916666666666669,0.19047560244798661,ssp370
-61.083333333333336,3.916666666666669,0.1537453807890415,ssp370
-60.91666666666667,3.916666666666669,0.13973553702235222,ssp370
-60.75,3.916666666666669,0.15661181807518004,ssp370
-60.583333333333336,3.916666666666669,0.12314935103058815,ssp370
-60.41666666666667,3.916666666666669,0.12800743877887727,ssp370
-60.25,3.916666666666669,0.14335844293236732,ssp370
-60.083333333333336,3.916666666666669,0.08514980459585786,ssp370
-59.91666666666667,3.916666666666669,0.08782249744981527,ssp370
-59.75,3.916666666666669,0.17372191660106182,ssp370
-51.583333333333336,3.916666666666669,0.6344864964485168,ssp370
-51.41666666666667,3.916666666666669,0.5782494306564331,ssp370
