lon,lat,adequabilidade,cenario
-51.416666666666664,4.083333333333333,0.04575371127575636,ssp370
-51.58333333333333,3.916666666666667,0.09370324974879622,ssp370
-51.416666666666664,3.916666666666667,0.05945046008564532,ssp370
-51.75,3.75,0.14627619003877043,ssp370
-51.58333333333333,3.75,0.10640513114631175,ssp370
-51.416666666666664,3.75,0.07675591660663486,ssp370
-51.25,3.75,0.05048717996105552,ssp370
-51.75,3.5833333333333335,0.1660866653546691,ssp370
-51.58333333333333,3.5833333333333335,0.15785746378824114,ssp370
-51.416666666666664,3.5833333333333335,0.09547243886627257,ssp370
-51.25,3.5833333333333335,0.06337689692154527,ssp370
-51.916666666666664,3.416666666666667,0.14353215489536525,ssp370
-51.75,3.416666666666667,0.17465912457555532,ssp370
-51.58333333333333,3.416666666666667,0.15358307296410204,ssp370
-51.416666666666664,3.416666666666667,0.12230818690732122,ssp370
-51.25,3.416666666666667,0.07762974011711776,ssp370
-52.08333333333333,3.25,0.10588170308619738,ssp370
-51.916666666666664,3.25,0.13297990504652263,ssp370
-51.75,3.25,0.15925556868314744,ssp370
-51.58333333333333,3.25,0.1731723014265299,ssp370
-51.416666666666664,3.25,0.15289486441761255,ssp370
-51.25,3.25,0.10959354219958187,ssp370
-52.08333333333333,3.0833333333333335,0.10586357098072767,ssp370
-51.916666666666664,3.0833333333333335,0.12379453834146262,ssp370
-51.75,3.0833333333333335,0.16018216535449029,ssp370
-51.58333333333333,3.0833333333333335,0.16962971463799476,ssp370
-51.416666666666664,3.0833333333333335,0.1778029829263687,ssp370
-51.25,3.0833333333333335,0.1298724132589996,ssp370
-60.08333333333333,2.916666666666667,0.02472455594688654,ssp370
-52.25,2.916666666666667,0.09458269253373146,ssp370
-52.08333333333333,2.916666666666667,0.09330686908215284,ssp370
-51.916666666666664,2.916666666666667,0.12814223431050778,ssp370
-51.75,2.916666666666667,0.1614421997219324,ssp370
-51.58333333333333,2.916666666666667,0.15684679262340068,ssp370
-51.416666666666664,2.916666666666667,0.15251172631978988,ssp370
-51.25,2.916666666666667,0.15782352136448025,ssp370
-60.58333333333333,2.75,0.024405832740012557,ssp370
-60.416666666666664,2.75,0.023447885678615422,ssp370
-60.25,2.75,0.029753805859945713,ssp370
-60.08333333333333,2.75,0.024636529304552825,ssp370
-52.25,2.75,0.11047021821141242,ssp370
-52.08333333333333,2.75,0.09394040405750274,ssp370
-51.916666666666664,2.75,0.1271013490855694,ssp370
-51.75,2.75,0.19884183071553707,ssp370
-51.58333333333333,2.75,0.16409963751211762,ssp370
-51.416666666666664,2.75,0.185861586779356,ssp370
-51.25,2.75,0.1771682994440198,ssp370
-51.08333333333333,2.75,0.12357712900266052,ssp370
-60.916666666666664,2.5833333333333335,0.028943570842966438,ssp370
-60.75,2.5833333333333335,0.026436507480684667,ssp370
-60.58333333333333,2.5833333333333335,0.029626988619565964,ssp370
-60.416666666666664,2.5833333333333335,0.026282117515802384,ssp370
-60.25,2.5833333333333335,0.03159022505860776,ssp370
-60.08333333333333,2.5833333333333335,0.026572846760973334,ssp370
-52.416666666666664,2.5833333333333335,0.09417186817154288,ssp370
-52.25,2.5833333333333335,0.10700951479375362,ssp370
-52.08333333333333,2.5833333333333335,0.11036541368812322,ssp370
-51.916666666666664,2.5833333333333335,0.12666419688612224,ssp370
-51.75,2.5833333333333335,0.18707112763077022,ssp370
-51.58333333333333,2.5833333333333335,0.21598096266388894,ssp370
-51.416666666666664,2.5833333333333335,0.20265897437930108,ssp370
-51.25,2.5833333333333335,0.19425940038636327,ssp370
-51.08333333333333,2.5833333333333335,0.14216467030346394,ssp370
-61.25,2.416666666666667,0.022489452455192804,ssp370
-61.08333333333333,2.416666666666667,0.030618653818964957,ssp370
-60.916666666666664,2.416666666666667,0.02791751886252314,ssp370
-60.75,2.416666666666667,0.029984161304309965,ssp370
-60.58333333333333,2.416666666666667,0.033422801387496294,ssp370
-60.416666666666664,2.416666666666667,0.01286418647505343,ssp370
-60.25,2.416666666666667,0.024044160172343253,ssp370
-60.08333333333333,2.416666666666667,0.026401785283815114,ssp370
-55.25,2.416666666666667,0.010631713413749822,ssp370
-55.08333333333333,2.416666666666667,0.014901322893274482,ssp370
-52.416666666666664,2.416666666666667,0.0882480618543923,ssp370
-52.25,2.416666666666667,0.09784478470683097,ssp370
-52.08333333333333,2.416666666666667,0.08909817077219487,ssp370
-51.916666666666664,2.416666666666667,0.13352681044489145,ssp370
-51.75,2.416666666666667,0.17945317905396224,ssp370
-51.58333333333333,2.416666666666667,0.20458308663219213,ssp370
-51.416666666666664,2.416666666666667,0.2141568535938859,ssp370
-51.25,2.416666666666667,0.1767057513818145,ssp370
-51.08333333333333,2.416666666666667,0.13969949278980492,ssp370
-50.916666666666664,2.416666666666667,0.030605085426941514,ssp370
-61.416666666666664,2.25,0.028353649051859976,ssp370
-61.25,2.25,0.03302611173130572,ssp370
-61.08333333333333,2.25,0.0355697030434385,ssp370
-60.916666666666664,2.25,0.026170189748518168,ssp370
-60.75,2.25,0.0362333346856758,ssp370
-60.58333333333333,2.25,0.034481489774771036,ssp370
-60.416666666666664,2.25,0.017191026196815073,ssp370
-60.25,2.25,0.014693250291747973,ssp370
-60.08333333333333,2.25,0.03028237132821232,ssp370
-55.916666666666664,2.25,0.01777777847892139,ssp370
-55.75,2.25,0.008152500049408217,ssp370
-55.58333333333333,2.25,0.0074796332499943215,ssp370
-55.416666666666664,2.25,0.010689197087776848,ssp370
-55.25,2.25,0.009595089377398835,ssp370
-55.08333333333333,2.25,0.013016300060553477,ssp370
-54.916666666666664,2.25,0.012567370795295574,ssp370
-54.75,2.25,0.012479148803686257,ssp370
-52.58333333333333,2.25,0.0897052907384932,ssp370
-52.416666666666664,2.25,0.09533035811036825,ssp370
-52.25,2.25,0.08427667673677205,ssp370
-52.08333333333333,2.25,0.11075826846063137,ssp370
-51.916666666666664,2.25,0.13341414742171764,ssp370
-51.75,2.25,0.13890918176621198,ssp370
-51.58333333333333,2.25,0.19401920903474093,ssp370
-51.416666666666664,2.25,0.2170680809766054,ssp370
-51.25,2.25,0.19478485258296133,ssp370
-51.08333333333333,2.25,0.15223127007484435,ssp370
-50.916666666666664,2.25,0.028652235958725215,ssp370
-61.58333333333333,2.0833333333333335,0.04050188937690109,ssp370
-61.416666666666664,2.0833333333333335,0.036888397904112934,ssp370
-61.25,2.0833333333333335,0.0317152606905438,ssp370
-61.08333333333333,2.0833333333333335,0.0260849418817088,ssp370
-60.916666666666664,2.0833333333333335,0.034409459796734154,ssp370
-60.75,2.0833333333333335,0.018002419779077173,ssp370
-60.58333333333333,2.0833333333333335,0.028776479442603885,ssp370
-60.416666666666664,2.0833333333333335,0.01981862266547978,ssp370
-60.25,2.0833333333333335,0.015073840552940965,ssp370
-60.08333333333333,2.0833333333333335,0.028319073584862055,ssp370
-59.916666666666664,2.0833333333333335,0.022459672763943672,ssp370
-55.916666666666664,2.0833333333333335,0.01609005700738635,ssp370
-55.75,2.0833333333333335,0.00976257393213018,ssp370
-55.58333333333333,2.0833333333333335,0.010249482600005421,ssp370
-55.416666666666664,2.0833333333333335,0.010931538973363786,ssp370
-55.25,2.0833333333333335,0.01537526115134824,ssp370
-55.08333333333333,2.0833333333333335,0.011064169828023296,ssp370
-54.916666666666664,2.0833333333333335,0.01159049475536449,ssp370
-54.75,2.0833333333333335,0.014631179824937135,ssp370
-54.58333333333333,2.0833333333333335,0.018052334780804813,ssp370
-54.416666666666664,2.0833333333333335,0.017166965664364396,ssp370
-54.25,2.0833333333333335,0.016287096176529302,ssp370
-54.08333333333333,2.0833333333333335,0.019015201833099127,ssp370
-53.916666666666664,2.0833333333333335,0.015121989115141333,ssp370
-53.75,2.0833333333333335,0.020708202908281237,ssp370
-53.58333333333333,2.0833333333333335,0.023119848489295693,ssp370
-53.416666666666664,2.0833333333333335,0.020494331256486475,ssp370
-53.25,2.0833333333333335,0.02930380895268172,ssp370
-53.08333333333333,2.0833333333333335,0.04768069195561111,ssp370
-52.916666666666664,2.0833333333333335,0.07207780499011278,ssp370
-52.75,2.0833333333333335,0.06376898773014546,ssp370
-52.58333333333333,2.0833333333333335,0.06848361948505044,ssp370
-52.416666666666664,2.0833333333333335,0.07846039785072208,ssp370
-52.25,2.0833333333333335,0.07401137882843614,ssp370
-52.08333333333333,2.0833333333333335,0.11504754535853863,ssp370
-51.916666666666664,2.0833333333333335,0.13734352663159372,ssp370
-51.75,2.0833333333333335,0.14961002124473452,ssp370
-51.58333333333333,2.0833333333333335,0.19549279026687144,ssp370
-51.416666666666664,2.0833333333333335,0.21465605832636356,ssp370
-51.25,2.0833333333333335,0.21272688619792463,ssp370
-51.08333333333333,2.0833333333333335,0.1081113362684846,ssp370
-50.916666666666664,2.0833333333333335,0.02854872194584459,ssp370
-50.75,2.0833333333333335,0.012562122661620378,ssp370
-50.58333333333333,2.0833333333333335,0.00842603761702776,ssp370
-61.75,1.916666666666667,0.012869577275705524,ssp370
-61.58333333333333,1.916666666666667,0.02683289456181228,ssp370
-61.416666666666664,1.916666666666667,0.030706635653041305,ssp370
-61.25,1.916666666666667,0.025749991973862053,ssp370
-61.08333333333333,1.916666666666667,0.026439426420256495,ssp370
-60.916666666666664,1.916666666666667,0.032727458886802195,ssp370
-60.75,1.916666666666667,0.03211804402526468,ssp370
-60.58333333333333,1.916666666666667,0.03399335187859833,ssp370
-60.416666666666664,1.916666666666667,0.02314723446033895,ssp370
-60.25,1.916666666666667,0.0319037156412378,ssp370
-60.08333333333333,1.916666666666667,0.02234883971977979,ssp370
-59.916666666666664,1.916666666666667,0.022065788065083324,ssp370
-55.916666666666664,1.916666666666667,0.009811619238462299,ssp370
-55.75,1.916666666666667,0.01058349567465484,ssp370
-55.58333333333333,1.916666666666667,0.008736971774487757,ssp370
-55.416666666666664,1.916666666666667,0.008994814881589264,ssp370
-55.25,1.916666666666667,0.010844733497651759,ssp370
-55.08333333333333,1.916666666666667,0.010040231616585515,ssp370
-54.916666666666664,1.916666666666667,0.012512458389392123,ssp370
-54.75,1.916666666666667,0.015671110851690172,ssp370
-54.58333333333333,1.916666666666667,0.018644276639679446,ssp370
-54.416666666666664,1.916666666666667,0.01771537201711908,ssp370
-54.25,1.916666666666667,0.02006006904412061,ssp370
-54.08333333333333,1.916666666666667,0.022168014373164624,ssp370
-53.916666666666664,1.916666666666667,0.022989886871073395,ssp370
-53.75,1.916666666666667,0.025936121004633605,ssp370
-53.58333333333333,1.916666666666667,0.02424494461156428,ssp370
-53.416666666666664,1.916666666666667,0.02100602595601231,ssp370
-53.25,1.916666666666667,0.032511112629435956,ssp370
