lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,GLM,GAM,RF,BRT,MaxEnt
-60.41666666666667,5.083333333333336,83.599639892578125,50.01902770996094,30.419248580932617,24.39116668701172,1921.696044921875,295.135986328125,72.496002197265625,397.2560119628906,253.73599243164063,937,0.19304782152175903,309.20599365234375,2.2204460492503126e-16,0.014862111448048046,0.10407063492063492,0.038916324041471044,1.8750124849586935e-4
-60.25,5.083333333333336,82.02422332763672,52.81391525268555,28.822750091552734,22.900081634521484,2156.2958984375,333.7760009765625,73.41600036621094,401.8559875488281,299.7359924316406,1292,0.30218786001205444,282.9304504394531,2.2204460492503126e-16,0.11682907569660354,0.11050158730158736,0.049042893162507324,8.394128132582779e-7
-60.41666666666667,4.916666666666669,85.1608657836914,50.47237777709961,31.368499755859375,25.00899887084961,1849.0159912109375,297.89599609375,71.57599639892578,361.3760070800781,760.656005859375,845,0.44777432084083557,185.9596710205078,8.89508477168251e-13,0.0059841190716232295,0.07725595238095236,0.022580235151620963,5.708099037649017e-4
-60.25,4.916666666666669,83.39363861083984,51.55735778808594,30.133499145507813,23.820499420166016,1930.89599609375,308.9360046386719,70.65599822998047,384.3760070800781,799.2960205078125,1122,0.6444538831710815,194.98110961914063,2.2204460492503126e-16,0.009853599572836724,0.10338293650793652,0.039025726818835885,1.2888272950317692e-5
-60.583333333333336,4.750000000000003,86.24449157714844,54.96294021606445,31.55299949645996,25.0228328704834,1804.85595703125,288.6960144042969,72.496002197265625,378.8559875488281,703.61602783203125,832,0.3788025379180908,131.27410888671875,3.3713907158895925e-12,0.00863815300086594,0.05897579365079367,0.01909750913408725,5.28292811576625e-4
-60.41666666666667,4.750000000000003,84.74327850341797,54.35325241088867,31.77924919128418,25.21129035949707,1757.93603515625,290.5360107421875,62.375999450683594,360.45599365234375,714.656005859375,814,0.37833118438720703,158.056640625,5.474082271663285e-12,0.005387074564478283,0.09155357142857141,0.024947485173973803,6.620912351870123e-4
-60.25,4.750000000000003,84.25373077392578,54.831180572509766,32.19525146484375,25.61237335205078,1731.2559814453125,283.1759948730469,57.7760009765625,346.656005859375,699.93597412109375,765,0.6268067955970764,171.68600463867188,1.556145781042441e-11,0.0022818106810921345,0.09022896825396821,0.019555957539212965,0.002225655708609109
-60.75,4.583333333333336,87.63072204589844,58.30267333984375,30.875,24.38658332824707,1877.5360107421875,296.0559997558594,64.21600341796875,288.6960144042969,795.61602783203125,941,0.6090839505195618,172.8049774169922,2.2204460492503126e-16,0.015259022202596777,0.08871111111111114,0.022656983920077603,3.0530008843221434e-4
-60.583333333333336,4.583333333333336,86.4422836303711,56.02521896362305,31.17824935913086,24.633583068847656,1811.2960205078125,292.3760070800781,64.21600341796875,354.9360046386719,759.73602294921875,914,0.6147409677505493,156.6186065673828,2.2204460492503126e-16,0.008616409740678649,0.06514523809523812,0.02032642085911357,3.175982207894723e-4
-60.41666666666667,4.583333333333336,85.69293212890625,58.00143051147461,32.450748443603516,25.765249252319336,1754.2559814453125,296.97601318359375,55.93600082397461,326.4159851074219,722.0159912109375,717,0.5705240964889526,155.41326904296875,5.956435833687577e-10,0.003657657285898212,0.09533650793650787,0.02041663236215011,0.003997083479347241
-60.25,4.583333333333336,84.87825012207031,57.43092346191406,32.97475051879883,26.342248916625977,1709.176025390625,299.7359924316406,59.61600112915039,307.09600830078125,707.2960205078125,633,0.42318716645240784,160.26559448242188,4.288922886465569e-8,0.002397998694427941,0.12193571428571424,0.019221297720427584,0.006603975243082871
-61.083333333333336,4.416666666666669,87.03592681884766,62.598388671875,31.872249603271484,25.457082748413086,1818.656005859375,296.0559997558594,52.25600051879883,277.656005859375,775.3759765625,659,1.0736788511276245,167.92913818359375,1.956650379077665e-11,0.0018129039880341166,0.1722333333333334,0.04698589127235327,0.04357938753812329
-60.91666666666667,4.416666666666669,87.01647186279297,64.972564697265625,33.006500244140625,26.399124145507813,1764.3759765625,292.3760070800781,55.01599884033203,276.7359924316406,756.0560302734375,523,1.0396220684051514,175.45083618164063,6.556104631016169e-9,0.0010103713296969901,0.18076587301587307,0.03312020830661965,0.1298201106405178
-60.75,4.416666666666669,86.67639923095703,64.68810272216797,33.170249938964844,26.455581665039063,1721.135986328125,285.0159912109375,52.25600051879883,270.2959899902344,729.3759765625,559,1.0359476804733276,176.87246704101563,1.1415655410933924e-9,6.912423262742656e-4,0.18972976190476196,0.02907361627017372,0.08024606532586909
-60.583333333333336,4.416666666666669,86.51972198486328,63.45552444458008,33.89149856567383,27.179582595825195,1634.656005859375,303.4159851074219,50.41600036621094,286.8559875488281,733.97601318359375,452,0.9704857468605042,171.18885803222656,1.1270284069200807e-7,6.958050571203312e-4,0.18572499999999997,0.025721982859186643,0.12781740524248164
-60.41666666666667,4.416666666666669,86.30682373046875,62.00061798095703,33.77450180053711,27.096248626708984,1598.7760009765625,292.3760070800781,54.09600067138672,285.9360046386719,697.176025390625,485,0.7008836269378662,177.59402465820313,2.2952446604199995e-6,0.0012311321176382178,0.18057857142857142,0.02423665483304984,0.04855271160412977
-60.25,4.416666666666669,85.61436462402344,61.324607849121094,34.030250549316406,27.31541633605957,1529.7760009765625,306.1759948730469,53.17599868774414,261.09600830078125,734.89599609375,468,0.4057166576385498,189.7240753173828,1.4716390018884824e-5,0.0016227120488427238,0.18065396825396823,0.0238276366072517,0.022613950634155278
-60.083333333333336,4.416666666666669,83.974609375,59.55653762817383,33.539249420166016,26.84983253479004,1573.93603515625,302.4960021972656,55.93600082397461,260.1759948730469,710.0560302734375,574,0.22553379833698273,181.967529296875,2.031784082521175e-7,8.425949704152525e-4,0.13641349206349201,0.01474354799326655,0.0059415001867683115
-61.41666666666667,4.250000000000003,87.25037384033203,60.93012619018555,33.10900115966797,26.738916397094727,1941.0159912109375,290.5360107421875,64.21600341796875,299.7359924316406,765.2559814453125,467,0.892525315284729,164.1967010498047,2.089157766569022e-6,0.003083018250831759,0.18363650793650793,0.032044722775718716,0.20961579613127468
-61.25,4.250000000000003,86.491729736328125,65.62060546875,33.8754997253418,27.281457901000977,1824.176025390625,306.1759948730469,56.85599899291992,294.21600341796875,760.656005859375,354,0.8653136491775513,164.91061401367188,5.308330156480287e-5,0.005432918177292346,0.19177896825396826,0.029125279758045682,0.35607204476356824
-61.083333333333336,4.250000000000003,85.731109619140625,70.49897766113281,34.532501220703125,27.75591468811035,1716.5360107421875,300.656005859375,54.09600067138672,261.09600830078125,745.93597412109375,284,0.7667055130004883,166.69097900390625,7.35250516266743e-4,0.014528819689549898,0.18902817460317456,0.02811128831587241,0.38118249608260457
-60.91666666666667,4.250000000000003,85.82850646972656,71.30931854248047,35.042999267578125,28.196083068847656,1610.7359619140625,294.21600341796875,47.65599822998047,216.01600646972656,748.69598388671875,237,0.6720359325408936,176.4337158203125,0.003341449042037841,0.03235681703723576,0.2123642857142857,0.10471955442389622,0.34719687596387006
-60.75,4.250000000000003,86.44074249267578,69.46478271484375,34.73400115966797,27.98991584777832,1585.89599609375,291.45599365234375,44.895999908447266,212.33599853515625,710.97601318359375,289,0.6197679042816162,176.02490234375,0.002015247275859866,0.014319686680492187,0.21188055555555554,0.03409254656278125,0.2329593108435244
-60.583333333333336,4.250000000000003,86.39728546142578,69.1658706665039,35.15250015258789,28.432083129882813,1502.176025390625,297.89599609375,45.816001892089844,265.6960144042969,709.135986328125,226,0.5751680731773376,175.75474548339844,0.008055504349461779,0.04321083567638716,0.18651547619047618,0.08089581220786601,0.22128292614696687
-60.41666666666667,4.250000000000003,85.79045104980469,67.35816955566406,34.927249908447266,28.258291244506836,1535.2960205078125,304.33599853515625,45.816001892089844,263.8559875488281,754.21600341796875,277,0.5389934182167053,200.86660766601563,0.0031417031840759407,0.018696799717844707,0.18661865079365078,0.03603672836427776,0.15477565068929966
