lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,GLM,GAM,RF,BRT,MaxEnt
-60.41666666666667,5.083333333333336,83.599639892578125,47.58073806762695,29.419248580932617,23.39116668701172,1983.4100341796875,303.80999755859375,73.910003662109375,409.260009765625,261.05999755859375,937,0.19304782152175903,309.20599365234375,1.5444078526229986e-13,0.026899499152101224,0.0926420634920635,0.028324882239219924,2.3848445471841284e-4
-60.25,5.083333333333336,82.02422332763672,50.29827880859375,27.822750091552734,21.900081634521484,2225.659912109375,343.7099914550781,74.86000061035156,414.010009765625,308.55999755859375,1292,0.30218786001205444,282.9304504394531,2.2204460492503126e-16,0.19505109233636833,0.0980837301587302,0.05308088402065686,1.1407066661250909e-6
-60.41666666666667,4.916666666666669,85.1608657836914,48.021541595458984,30.368499755859375,24.00899887084961,1908.3599853515625,306.6600036621094,72.95999908447266,372.2099914550781,784.510009765625,845,0.44777432084083557,185.9596710205078,4.997189783884502e-12,0.010489431776135748,0.09086150793650796,0.03137086918310514,7.204824874613713e-4
-60.25,4.916666666666669,83.39363861083984,49.07649230957031,29.133499145507813,22.820499420166016,1992.9100341796875,318.05999755859375,72.01000213623047,395.9599914550781,824.40997314453125,1122,0.6444538831710815,194.98110961914063,2.2204460492503126e-16,0.01788519726172641,0.11383492063492064,0.050389205899854336,1.7139621812045647e-5
-60.583333333333336,4.750000000000003,86.24449157714844,52.38782501220703,30.55299949645996,24.0228328704834,1862.760009765625,297.1600036621094,73.910003662109375,390.260009765625,725.6099853515625,832,0.3788025379180908,131.27410888671875,1.723659806141279e-11,0.01508516254929638,0.09107619047619048,0.023838086421692762,7.254075087468337e-4
-60.41666666666667,4.750000000000003,84.74327850341797,51.795013427734375,30.77924919128418,24.21129035949707,1814.31005859375,299.05999755859375,63.459999084472656,371.260009765625,737.010009765625,814,0.37833118438720703,158.056640625,2.5641881998444958e-11,0.009608461135174415,0.09275396825396828,0.023180384681930406,9.124055651629215e-4
-60.25,4.750000000000003,84.25373077392578,52.25971221923828,31.195249557495117,24.61237335205078,1786.760009765625,291.4599914550781,58.709999084472656,357.010009765625,721.80999755859375,765,0.6268067955970764,171.68600463867188,6.071610417066464e-11,0.0042681979409743024,0.07056706349206347,0.022228803471116734,0.003076332137075033
-60.75,4.583333333333336,87.63072204589844,55.635128021240234,29.875,23.38658332824707,1937.81005859375,304.760009765625,65.36000061035156,297.1600036621094,820.6099853515625,941,0.6090839505195618,172.8049774169922,2.2204460492503126e-16,0.02882058072704038,0.09532579365079365,0.03206082963279016,4.253582424180724e-4
-60.583333333333336,4.583333333333336,86.4422836303711,53.42070388793945,30.17824935913086,23.633583068847656,1869.4100341796875,300.9599914550781,65.36000061035156,365.55999755859375,783.55999755859375,914,0.6147409677505493,156.6186065673828,2.2204460492503126e-16,0.015649159640342004,0.0943980158730159,0.02185983474508231,4.3776641962878227e-4
-60.41666666666667,4.583333333333336,85.69293212890625,55.34222412109375,31.450748443603516,24.765249252319336,1810.510009765625,305.7099914550781,56.810001373291016,336.1099853515625,744.6099853515625,717,0.5705240964889526,155.41326904296875,2.0939626694590294e-9,0.007313189749424802,0.057706349206349226,0.018647108508342218,0.0055329663581293875
