lon,lat,incerteza,cenario
-60.41666666666667,5.083333333333336,0.033039272385324864,ssp585
-60.25,5.083333333333336,0.038663236085145436,ssp585
-60.41666666666667,4.916666666666669,0.06150255475646429,ssp585
-60.25,4.916666666666669,0.03050355721849836,ssp585
-60.583333333333336,4.750000000000003,0.05178102162403675,ssp585
-60.41666666666667,4.750000000000003,0.055958734567584704,ssp585
-60.25,4.750000000000003,0.06734785902282256,ssp585
-60.75,4.583333333333336,0.0665371193924756,ssp585
-60.583333333333336,4.583333333333336,0.042148311699463314,ssp585
-60.41666666666667,4.583333333333336,0.07730325770351165,ssp585
-60.25,4.583333333333336,0.06405857561797437,ssp585
-61.083333333333336,4.416666666666669,0.08181130390579047,ssp585
-60.91666666666667,4.416666666666669,0.08183368888882786,ssp585
-60.75,4.416666666666669,0.08291222529746109,ssp585
-60.583333333333336,4.416666666666669,0.08108088852711942,ssp585
-60.41666666666667,4.416666666666669,0.0859626104950551,ssp585
-60.25,4.416666666666669,0.08582539173456565,ssp585
-60.083333333333336,4.416666666666669,0.07814133826198824,ssp585
-61.41666666666667,4.250000000000003,0.09103289519683294,ssp585
-61.25,4.250000000000003,0.11853142080221712,ssp585
-61.083333333333336,4.250000000000003,0.1257809581812545,ssp585
-60.91666666666667,4.250000000000003,0.14407062604014054,ssp585
-60.75,4.250000000000003,0.11475743509051982,ssp585
-60.583333333333336,4.250000000000003,0.11492426492825901,ssp585
-60.41666666666667,4.250000000000003,0.08712402227936186,ssp585
-60.25,4.250000000000003,0.07856264673869226,ssp585
-60.083333333333336,4.250000000000003,0.08212644099142699,ssp585
-59.91666666666667,4.250000000000003,0.08852797001766435,ssp585
-61.75,4.083333333333336,0.08155367648535497,ssp585
-61.583333333333336,4.083333333333336,0.12637591798561779,ssp585
-61.41666666666667,4.083333333333336,0.10876440699171873,ssp585
-61.25,4.083333333333336,0.08413862860495687,ssp585
-61.083333333333336,4.083333333333336,0.09339900948250951,ssp585
-60.91666666666667,4.083333333333336,0.08450862452332043,ssp585
-60.75,4.083333333333336,0.12972136302109089,ssp585
-60.583333333333336,4.083333333333336,0.07307077309631231,ssp585
-60.41666666666667,4.083333333333336,0.06901644176723672,ssp585
-60.25,4.083333333333336,0.11703478046100552,ssp585
-60.083333333333336,4.083333333333336,0.1184338795876819,ssp585
-59.91666666666667,4.083333333333336,0.08318341966129335,ssp585
-51.41666666666667,4.083333333333336,0.15464827971475165,ssp585
-64.25,3.916666666666669,0.048247806079456355,ssp585
-62.583333333333336,3.916666666666669,0.06287615088183224,ssp585
-62.41666666666667,3.916666666666669,0.06371905723228845,ssp585
-62.25,3.916666666666669,0.0636710075227722,ssp585
-62.083333333333336,3.916666666666669,0.0832729442353018,ssp585
-61.91666666666667,3.916666666666669,0.07928271967831721,ssp585
-61.75,3.916666666666669,0.06214424619899659,ssp585
-61.583333333333336,3.916666666666669,0.10912916706745732,ssp585
-61.41666666666667,3.916666666666669,0.07990878472092114,ssp585
-61.25,3.916666666666669,0.049904380920483465,ssp585
-61.083333333333336,3.916666666666669,0.036019262650431025,ssp585
-60.91666666666667,3.916666666666669,0.04205292990719028,ssp585
-60.75,3.916666666666669,0.08400202294756201,ssp585
-60.583333333333336,3.916666666666669,0.05811622315796369,ssp585
-60.41666666666667,3.916666666666669,0.06117924937500529,ssp585
-60.25,3.916666666666669,0.09497116869818759,ssp585
-60.083333333333336,3.916666666666669,0.1211829845357451,ssp585
-59.91666666666667,3.916666666666669,0.12955373682942103,ssp585
-59.75,3.916666666666669,0.1573061939107452,ssp585
-51.583333333333336,3.916666666666669,0.1362481440113682,ssp585
-51.41666666666667,3.916666666666669,0.14945291337960034,ssp585
-64.08333333333333,3.7500000000000027,0.049478941158631544,ssp585
-63.91666666666667,3.7500000000000027,0.07656326478155118,ssp585
-63.75,3.7500000000000027,0.05742510289765614,ssp585
-63.583333333333336,3.7500000000000027,0.06397346517438893,ssp585
-63.41666666666667,3.7500000000000027,0.06154837479399014,ssp585
-62.583333333333336,3.7500000000000027,0.0958281524891429,ssp585
-62.41666666666667,3.7500000000000027,0.04821758326880651,ssp585
-62.25,3.7500000000000027,0.07282582889123522,ssp585
-62.083333333333336,3.7500000000000027,0.05783500997009218,ssp585
-61.91666666666667,3.7500000000000027,0.04377190446543669,ssp585
-61.75,3.7500000000000027,0.08148734589081233,ssp585
-61.583333333333336,3.7500000000000027,0.09294320710186152,ssp585
-61.41666666666667,3.7500000000000027,0.09621200131441841,ssp585
-61.25,3.7500000000000027,0.07000029640827903,ssp585
-61.083333333333336,3.7500000000000027,0.029986492187112225,ssp585
-60.91666666666667,3.7500000000000027,0.03649130581834545,ssp585
-60.75,3.7500000000000027,0.06845996546635227,ssp585
-60.583333333333336,3.7500000000000027,0.057213174415848264,ssp585
-60.41666666666667,3.7500000000000027,0.06093832819482643,ssp585
-60.25,3.7500000000000027,0.07378268131007502,ssp585
-60.083333333333336,3.7500000000000027,0.09593000161499221,ssp585
-59.91666666666667,3.7500000000000027,0.08201167326202946,ssp585
-51.75,3.7500000000000027,0.12304862342714108,ssp585
-51.583333333333336,3.7500000000000027,0.1514707939708989,ssp585
-51.41666666666667,3.7500000000000027,0.15795798560710092,ssp585
-51.25,3.7500000000000027,0.16186948402023793,ssp585
-63.91666666666667,3.5833333333333357,0.06894840624304412,ssp585
-63.75,3.5833333333333357,0.07539490098112975,ssp585
-63.583333333333336,3.5833333333333357,0.07029221217237601,ssp585
-63.41666666666667,3.5833333333333357,0.0638589819019393,ssp585
-63.25,3.5833333333333357,0.05317933152386764,ssp585
-63.083333333333336,3.5833333333333357,0.11754470445269898,ssp585
-62.91666666666667,3.5833333333333357,0.07509486233401051,ssp585
-62.75,3.5833333333333357,0.07104374318536631,ssp585
-62.583333333333336,3.5833333333333357,0.06710801897627551,ssp585
-62.41666666666667,3.5833333333333357,0.05861786155776943,ssp585
-62.25,3.5833333333333357,0.04630007642595121,ssp585
-62.083333333333336,3.5833333333333357,0.05405169772079009,ssp585
-61.91666666666667,3.5833333333333357,0.06477032659401648,ssp585
-61.75,3.5833333333333357,0.0898896439001673,ssp585
-61.583333333333336,3.5833333333333357,0.09599682251821838,ssp585
-61.41666666666667,3.5833333333333357,0.06653512383341484,ssp585
