periodo,lon,lat,temperatura,precipitacao,sazonalidade,adequabilidade,adequabilidade_atual,delta_adequabilidade,classe
SSP126,-79.83333333333333,9.8,26.196105203946463,1420.4789776082189,48.885491313637296,0.0943978805120625,0.11730948364301982,-0.02291160313095733,Estabilidade
SSP126,-79.5,9.8,26.643582786131915,1507.6741640358669,55.49316925531194,0.1035580954976572,0.1351930238013928,-0.03163492830373561,Estabilidade
SSP126,-79.16666666666667,9.8,28.699404610111536,1335.629359237368,51.28436186255373,0.02592705776373319,0.0531568796470194,-0.02722982188328621,Estabilidade
SSP126,-78.83333333333333,9.8,27.15405828420259,1481.5466674009133,48.63183549590487,0.09016333855559136,0.12980587805566404,-0.03964253950007268,Estabilidade
SSP126,-78.5,9.8,27.3137324300945,1465.9483005159475,48.05640381821757,0.08240077795434787,0.12285222207084788,-0.04045144411650001,Estabilidade
SSP126,-78.16666666666667,9.8,29.156154366946915,1534.8838583273605,56.00504177844359,0.036856796122758,0.07680072785663038,-0.03994393173387237,Estabilidade
SSP126,-77.83333333333333,9.8,27.877405162135588,1316.0755679501135,57.65474814216001,0.03363951289417397,0.05924662990979312,-0.02560711701561915,Estabilidade
SSP126,-77.5,9.8,26.08208085016552,1504.6864410998985,46.23609830335424,0.12539216842482773,0.14844924527596923,-0.0230570768511415,Estabilidade
SSP126,-77.16666666666667,9.8,26.823478768770613,1488.8070835893604,52.434061400480445,0.09736640797302128,0.13196383653063204,-0.03459742855761076,Estabilidade
SSP126,-76.83333333333333,9.8,27.19595013290665,1420.051565786074,54.32820545155642,0.06953824423963202,0.10353658953816731,-0.03399834529853529,Estabilidade
SSP126,-76.5,9.8,29.141291707921138,1477.3734057439087,52.27898458388682,0.03337910716934417,0.0708602842341787,-0.03748117706483453,Estabilidade
SSP126,-76.16666666666667,9.8,28.30034723649767,1436.7165312885072,53.789828320650614,0.04680427893492283,0.08541067623537159,-0.03860639730044876,Estabilidade
SSP126,-75.83333333333333,9.8,28.455939135293463,1620.2273833085403,54.06752662409334,0.0653125904105155,0.11406899456888347,-0.04875640415836797,Estabilidade
SSP126,-75.5,9.8,28.247827176483963,1503.080896536212,54.97921083269369,0.05768956413687372,0.10148409133105026,-0.04379452719417653,Estabilidade
SSP126,-75.16666666666667,9.8,27.62574126621268,1468.0617511246662,48.66124618036563,0.07353903364974199,0.1161155089324652,-0.04257647528272321,Estabilidade
SSP126,-74.83333333333333,9.8,30.313623183419892,1477.3485657193644,55.86423434885796,0.01348033092161097,0.03643094127719382,-0.02295061035558284,Estabilidade
SSP126,-74.5,9.8,29.005926321991705,1432.742203947156,53.48035023083051,0.03114943400588378,0.06551777178385776,-0.03436833777797397,Estabilidade
SSP126,-74.16666666666667,9.8,26.40436357281371,1513.0468036933637,49.907041860792845,0.11663773267705203,0.1455534549393183,-0.02891572226226625,Estabilidade
SSP126,-73.83333333333333,9.8,29.4472277538648,1407.1355077557594,54.65893754350144,0.02096024538532702,0.04869534289199974,-0.02773509750667272,Estabilidade
SSP126,-73.5,9.8,28.262168161461528,1512.6471999114567,49.807537093459224,0.06187663938274656,0.10844958730443544,-0.04657294792168887,Estabilidade
SSP126,-73.16666666666667,9.8,27.71221508525101,1334.5190318342818,49.19453591394645,0.04303702133845757,0.07276843207233939,-0.02973141073388182,Estabilidade
SSP126,-72.83333333333333,9.8,28.749388509310567,1476.68582623187,51.38723757903148,0.04267490820528766,0.08368208216136068,-0.04100717395607302,Estabilidade
SSP126,-72.5,9.8,27.960337295413943,1603.1195290976248,50.66195845640148,0.08371579970723565,0.1334789282248322,-0.04976312851759655,Estabilidade
SSP126,-72.16666666666667,9.8,28.38407674127704,1472.881508346024,56.77067512478486,0.04868692920039597,0.08913042075726442,-0.04044349155686845,Estabilidade
SSP126,-71.83333333333333,9.8,28.59206339248595,1571.227256449915,54.28925999092611,0.05636006131491516,0.10316506433652443,-0.04680500302160927,Estabilidade
SSP126,-71.5,9.8,27.51453875172852,1697.5897175671373,56.41024601551191,0.1022022893998738,0.14507414675098915,-0.04287185735111534,Estabilidade
SSP126,-71.16666666666667,9.8,30.378028645713787,1609.2467355438373,55.25891346845167,0.01714416672591003,0.04462035244332119,-0.02747618571741116,Estabilidade
SSP126,-70.83333333333333,9.8,29.707734429989056,1578.2654089737375,49.43018181123961,0.02950178345560346,0.06748736582838394,-0.03798558237278048,Estabilidade
SSP126,-70.5,9.8,28.3653793209412,1594.0232408941024,50.250245971643814,0.0686464268967052,0.1187760676197237,-0.05012964072301849,Estabilidade
SSP126,-70.16666666666667,9.8,31.070335540923647,1408.0749278651283,47.231161593094534,0.00590439704856388,0.01902777778808479,-0.01312338073952091,Estabilidade
SSP126,-69.83333333333333,9.8,30.229334424757575,1450.6526818258546,52.484732178211154,0.01379517772046941,0.03697186062279641,-0.02317668290232699,Estabilidade
SSP126,-69.5,9.8,29.49979211111903,1714.8263660562668,52.5353616763256,0.03763982680216732,0.07815155534844159,-0.04051172854627427,Estabilidade
SSP126,-69.16666666666667,9.8,30.868020305196904,1491.8315724754764,54.09091699898105,0.00877008873642289,0.02639507353834802,-0.01762498480192513,Estabilidade
SSP126,-68.83333333333333,9.8,30.903022537418295,1642.2960080606097,48.39916164958223,0.01203829435809877,0.03440909429886456,-0.02237079994076579,Estabilidade
SSP126,-68.5,9.8,30.889025123025903,1587.6516739389522,47.74163985227819,0.01141810534948846,0.03324808582308267,-0.0218299804735942,Estabilidade
SSP126,-68.16666666666667,9.8,30.78536829508992,1433.652078287243,49.92688355413976,0.00823969129219943,0.02486719521932137,-0.01662750392712193,Estabilidade
SSP126,-67.83333333333333,9.8,30.673987987050687,1615.9671980556602,51.549219332433175,0.01391418102879152,0.03836149258625934,-0.02444731155746781,Estabilidade
SSP126,-67.5,9.8,30.027513113388128,1508.6776099283688,53.231323748960115,0.01910345630579044,0.04806987360461172,-0.02896641729882128,Estabilidade
SSP126,-67.16666666666667,9.8,29.78402190472668,1518.5581488672583,50.902311657534646,0.02421482841637033,0.0576726066314208,-0.03345777821505047,Estabilidade
SSP126,-66.83333333333333,9.8,29.720977954341027,1512.1777445889825,52.36030450742317,0.02458866553780882,0.05798216300180092,-0.03339349746399209,Estabilidade
SSP126,-66.5,9.8,29.38812561475556,1653.8228073143794,54.550263642461054,0.03859102984734905,0.08031654950590311,-0.04172551965855406,Estabilidade
SSP126,-66.16666666666667,9.8,29.93025401901869,1634.774944075405,42.97807277946986,0.02896789868128656,0.06766473456885083,-0.03869683588756427,Estabilidade
SSP126,-65.83333333333333,9.8,28.767518719099783,1616.4409959900916,52.01229042055749,0.05605625284087537,0.10422142350450388,-0.0481651706636285,Estabilidade
SSP126,-65.5,9.8,32.53962837925073,1636.3039280921212,48.78825759288225,0.00206565074351716,0.00824296833170985,-0.00617731758819269,Estabilidade
SSP126,-65.16666666666667,9.8,31.47070507747643,1412.5126894209714,54.03960966361678,0.003736281136022,0.01303904085206349,-0.00930275971604148,Estabilidade
SSP126,-64.83333333333333,9.8,28.888581952953345,1577.005238114639,47.63203979244931,0.05156394586087301,0.09960593697272876,-0.04804199111185575,Estabilidade
SSP126,-64.5,9.8,29.656822417012375,1532.84576906931,48.978064476037794,0.02807833472631737,0.0647185991192415,-0.03664026439292412,Estabilidade
SSP126,-64.16666666666667,9.8,29.55668308693287,1519.8075979435157,50.39305688819048,0.0288185197278654,0.06544199079210117,-0.03662347106423577,Estabilidade
SSP126,-63.833333333333336,9.8,30.89208028823242,1517.738496554906,51.49669445096504,0.00944951158090224,0.02829722352317655,-0.01884771194227431,Estabilidade
SSP126,-63.5,9.8,29.90074453782441,1559.2451426794391,45.20574894474024,0.02578235978201386,0.06176536220559296,-0.03598300242357909,Estabilidade
SSP126,-63.16666666666667,9.8,30.22377847227372,1525.262082451878,56.3378461092048,0.01643603626802487,0.04283256438679134,-0.02639652811876646,Estabilidade
SSP126,-62.833333333333336,9.8,29.860896034227583,1507.8454904447656,54.621737126551714,0.02137174466245136,0.05200135867409578,-0.03062961401164441,Estabilidade
SSP126,-62.5,9.8,29.78696409821995,1471.5073303032818,47.16259125891355,0.02210984284545221,0.053600773790363,-0.03149093094491079,Estabilidade
SSP126,-62.16666666666667,9.8,31.27624253664139,1772.3121224516278,51.19904663381657,0.00839794093653947,0.02456299300121543,-0.01616505206467595,Estabilidade
SSP126,-61.833333333333336,9.8,29.4541200982583,1651.791891193817,49.729516790594495,0.03875000814822307,0.0816390899014338,-0.04288908175321073,Estabilidade
SSP126,-61.5,9.8,31.29751452568209,1622.420293256119,58.43321573059668,0.00720521097605238,0.02255363808424882,-0.01534842710819644,Estabilidade
SSP126,-61.16666666666667,9.8,27.84816344532072,1739.1649936443905,58.70277463525559,0.0881020476763913,0.13106802407669982,-0.04296597640030851,Estabilidade
SSP126,-60.833333333333336,9.8,30.112966775603052,1529.945058199269,53.874846129291434,0.01867533404263042,0.04744636383013227,-0.02877102978750185,Estabilidade
SSP126,-60.5,9.8,29.52018960452305,1626.0407162104034,55.57760847425394,0.03389260663299516,0.07333873533579446,-0.0394461287027993,Estabilidade
SSP126,-60.16666666666667,9.8,29.531767295453747,1714.223592703896,52.11390679807617,0.03697183925342044,0.07727752379310032,-0.04030568453967988,Estabilidade
SSP126,-59.833333333333336,9.8,29.618616819987903,1587.1230534224626,47.5367208643884,0.03259035574908129,0.07286211912891154,-0.04027176337983024,Estabilidade
SSP126,-59.5,9.8,28.552027231666532,1509.4947054082932,56.42545797985536,0.04937597696399603,0.09205193785125924,-0.04267596088726321,Estabilidade
SSP126,-59.16666666666667,9.8,28.638709919225978,1568.778263274073,50.366943780945334,0.05696564568935745,0.10514027557467708,-0.04817462988531963,Estabilidade
SSP126,-58.833333333333336,9.8,27.782852042541677,1551.4985699599342,50.500003984435395,0.08295654974873616,0.1305582503041536,-0.04760170055541744,Estabilidade
SSP126,-58.5,9.8,27.62006803812141,1653.8054156158955,44.41976090300033,0.10792498488508992,0.1577978492738812,-0.04987286438879129,Estabilidade
SSP126,-58.16666666666667,9.8,29.02670148261002,1688.4871842967189,54.0649312893041,0.05006317018584824,0.09540444579803237,-0.04534127561218413,Estabilidade
SSP126,-57.833333333333336,9.8,29.077988240202604,1608.6580925255796,55.17290265619826,0.04460952073617076,0.08874868042216402,-0.04413915968599326,Estabilidade
SSP126,-57.5,9.8,28.534088379896986,1570.8797676784272,53.54468962154085,0.05855803227161814,0.10593295622643456,-0.04737492395481642,Estabilidade
SSP126,-57.16666666666667,9.8,29.380129801454363,1400.952057329973,50.17410547160838,0.0225000477178188,0.05161266070112862,-0.02911261298330982,Estabilidade
SSP126,-56.833333333333336,9.8,30.509946082756095,1575.8914292665863,47.79635512949927,0.01573171512247113,0.0425449706173532,-0.02681325549488206,Estabilidade
SSP126,-56.5,9.8,27.603643307020835,1653.6058362046583,48.11645537436461,0.1047119487235071,0.1529560263491211,-0.04824407762561399,Estabilidade
SSP126,-56.16666666666667,9.8,25.492666543886028,1505.887712015092,53.043778367650106,0.1257052634895253,0.13497447564809092,-0.00926921215856563,Estabilidade
SSP126,-55.833333333333336,9.8,29.028432040197288,1610.1545520525715,54.9205838827093,0.04621602870321224,0.09095433042465335,-0.04473830172144111,Estabilidade
SSP126,-55.5,9.8,27.032100190398506,1603.5212945757444,49.69121786683203,0.11809360115392084,0.15884276174746403,-0.04074916059354319,Estabilidade
SSP126,-55.16666666666667,9.8,26.946586032910677,1474.2427633657558,49.78848465689288,0.09294624342325432,0.12933667516440522,-0.0363904317411509,Estabilidade
SSP126,-54.833333333333336,9.8,28.72410741016082,1708.3345743415675,56.614372730983625,0.05861457965077436,0.1044119533782352,-0.04579737372746084,Estabilidade
SSP126,-54.5,9.8,27.177052346369365,1621.2652104687663,52.53088377868037,0.1124445068130908,0.1543226266852663,-0.0418781198721755,Estabilidade
SSP126,-54.16666666666667,9.8,26.04390335682075,1644.8531698387487,47.13353927911425,0.15604741891214277,0.17508377452188517,-0.0190363556097424,Estabilidade
SSP126,-53.833333333333336,9.8,27.484902990879966,1524.7509761473193,51.33458783843203,0.08727814197750401,0.13139200886704966,-0.04411386688954565,Estabilidade
SSP126,-53.5,9.8,27.03416346241827,1696.4334860450076,49.707653917589674,0.12730413359521334,0.1655280242657377,-0.03822389067052437,Estabilidade
SSP126,-53.16666666666667,9.8,27.09776185055195,1510.0649729662728,51.37448806289558,0.09596369463567934,0.13542027332847323,-0.03945657869279388,Estabilidade
SSP126,-52.833333333333336,9.8,27.423004206650777,1575.1595007766005,48.42565842229347,0.10125728961460193,0.14753604790481917,-0.04627875829021724,Estabilidade
SSP126,-52.5,9.8,26.502826057519968,1440.400214849686,46.4406480957365,0.09715979875345056,0.12641812338723088,-0.02925832463378032,Estabilidade
SSP126,-52.16666666666667,9.8,27.534577951894327,1481.910911979312,50.96069855997097,0.07734834741645151,0.1195264656221924,-0.04217811820574088,Estabilidade
