lon,lat,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio12_precipitacao_anual,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,elevacao,declividade,GLM,GAM,Random_Forest,BRT,Maxent
-51.416666666666664,4.083333333333333,63.79007339477539,36.79600143432617,2870.56005859375,62.47999954223633,248.16000366210938,5,0.006410784088075161,0.0021384400848584798,0.0014417704164893252,0.02453273809523809,0.016833227947842228,0.13443310993463875
-51.58333333333333,3.916666666666667,65.04686737060547,36.74674987792969,2937.43994140625,66,250.8000030517578,16,0.044942524284124374,0.002911425831729086,0.001897123049418272,0.05885565476190477,0.02387638699955182,0.2913289625046874
-51.416666666666664,3.916666666666667,65.41485595703125,36.90774917602539,2895.199951171875,62.47999954223633,248.16000366210938,7,0.013168138451874256,0.0022486368371038698,0.0014659637731534749,0.031833333333333325,0.019277810753693322,0.18563799325984232
-51.75,3.75,66.5865249633789,36.66524887084961,2927.760009765625,68.63999938964844,259.6000061035156,46,0.09395210444927216,0.004894619188130272,0.0029823495742836614,0.08201388888888893,0.04392032601271441,0.45511055420165725
-51.58333333333333,3.75,66.9669189453125,36.87950134277344,2852.9599609375,64.23999786376953,236.72000122070313,17,0.07620058208703995,0.003152618238797085,0.0017981192230444739,0.06975198412698416,0.023909628068977232,0.32681089951009523
-51.416666666666664,3.75,67.28490447998047,36.979000091552734,2794,62.47999954223633,234.9600067138672,8,0.03650300204753876,0.00239301743568464,0.0013832189304942735,0.05081944444444447,0.023681317453971135,0.2580384763696575
-51.25,3.75,69.14896392822266,36.89170837402344,2720.080078125,57.20000076293945,206.8000030517578,6,0.003886241465806961,0.001896058892708768,0.0012280217336892438,0.0715625,0.05096159195261064,0.12796982283375236
-51.75,3.5833333333333335,67.38787841796875,36.557498931884766,2885.52001953125,74.80000305175781,261.3599853515625,70,0.09870611131191254,0.005633101273383469,0.003525395857879112,0.1265233134920635,0.043463415863391225,0.511616688883969
-51.58333333333333,3.5833333333333335,68.03777313232422,36.62849807739258,2845.919921875,68.63999938964844,250.8000030517578,53,0.10152725875377655,0.005345546024930352,0.003113608777576332,0.07336805555555562,0.0422263321683746,0.47871709039505905
-51.416666666666664,3.5833333333333335,70.4871597290039,37.083248138427734,2745.60009765625,59.84000015258789,221.75999450683594,16,0.06458070129156113,0.002827619531443771,0.0014937203348852947,0.07942956349206354,0.030284728224368236,0.33486443982688685
-51.25,3.5833333333333335,71.700775146484375,36.99850082397461,2707.760009765625,54.560001373291016,209.44000244140625,9,0.014231379143893719,0.002187985077285902,0.0013237746384103374,0.08595188492063491,0.05552603020366483,0.20080899877715364
-51.916666666666664,3.416666666666667,66.45215606689453,36.45975112915039,2739.43994140625,66.87999725341797,240.24000549316406,107,0.05505553260445595,0.005677252245859369,0.0036990568153292083,0.07473164682539682,0.030267197021247447,0.44959186639452764
-51.75,3.416666666666667,68.24970245361328,36.486000061035156,2778.159912109375,72.160003662109375,249.9199981689453,96,0.08882825821638107,0.006270229194196329,0.003943814592478828,0.12419345238095245,0.0482344310685216,0.5330205812765672
-51.58333333333333,3.416666666666667,69.62796783447266,36.64550018310547,2787.840087890625,66.87999725341797,240.24000549316406,57,0.1132141575217247,0.005591755298746178,0.003170084611943744,0.08655952380952385,0.0500902805160854,0.49944902038357186
-51.416666666666664,3.416666666666667,70.73860168457031,36.91725158691406,2725.360107421875,58.08000183105469,218.24000549316406,25,0.08863519132137299,0.0036138384524523628,0.0019191837751872298,0.08426537698412705,0.04850159839677197,0.382457952600042
-51.25,3.416666666666667,74.38436126708984,37.23524856567383,2611.840087890625,50.15999984741211,190.9600067138672,7,0.03918694704771042,0.001957685676027016,0.0010911211470082227,0.1308249007936508,0.049102519151992666,0.24914382009414815
-52.08333333333333,3.25,66.332794189453125,36.44725036621094,2526.47998046875,59.84000015258789,242,130,0.03964719921350479,0.00522810334194899,0.0034683672736696394,0.040122519841269834,0.029584016562894992,0.3071176404276992
-51.916666666666664,3.25,67.79676818847656,36.454750061035156,2596.8798828125,63.36000061035156,244.63999938964844,121,0.05193173885345459,0.005852749635801494,0.003788146097927667,0.07726091269841269,0.031177224757733452,0.3874243482225229
-51.75,3.25,69.35121154785156,36.44050216674805,2645.280029296875,66.87999725341797,229.67999267578125,113,0.08326685428619385,0.006078607204273271,0.0039026847460711524,0.0930401785714286,0.039333692077434305,0.5096834285350731
-51.58333333333333,3.25,70.82415771484375,36.54999923706055,2705.1201171875,64.23999786376953,225.27999877929688,81,0.11158575862646103,0.0062463504647742776,0.0037011617602526643,0.1027514880952381,0.05773252941718843,0.5417773115271936
