variavel,variavel_z,variavel_legenda,valor,valor_z,adequabilidade
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,66.64388595581055,-1.8525665409985117,0.46597157940956835
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,66.80112962044325,-1.8275987799296798,0.46554756830349847
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,66.95837328507596,-1.8026310188608456,0.46508372658395086
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,67.11561694970867,-1.7776632577920137,0.4645714170055641
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,67.27286061434138,-1.7526954967231796,0.46400135209895216
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,67.43010427897408,-1.7277277356543477,0.463363493001365
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,67.58734794360679,-1.7027599745855158,0.46264645788159353
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,67.7445916082395,-1.6777922135166816,0.4618378267775853
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,67.9018352728722,-1.6528244524478497,0.4609245944217316
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,68.05907893750492,-1.6278566913790156,0.45989328800523066
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,68.21632260213762,-1.6028889303101836,0.4587300963606463
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,68.37356626677033,-1.5779211692413517,0.45742096065522736
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,68.53080993140304,-1.5529534081725176,0.455951554447948
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,68.68805359603574,-1.5279856471036857,0.4543074541220222
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,68.84529726066845,-1.5030178860348538,0.4524743256190437
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.00254092530116,-1.4780501249660196,0.45043808879365715
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.15978458993386,-1.4530823638971877,0.44818509509107046
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.31702825456658,-1.4281146028283536,0.4457023174633049
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.47427191919928,-1.4031468417595216,0.442977622424391
bio3_isotermalidade,bio3_isotermalidade_z,Bio3 isotermalidade,69.63151558383198,-1.3781790806906897,0.44000002525140974
