lon,lat,adequabilidade_glm,adequabilidade_gam,diferenca_gam_menos_glm
-60.41666666666667,5.083333333333336,2.921732300542601e-11,0.07571406662464142,0.0757140665954241
-60.25,5.083333333333336,2.220446049250313e-16,0.4005015790462494,0.40050157904624917
-60.41666666666667,4.916666666666669,3.4739350285306614e-10,0.030200716108083725,0.030200715760690222
-60.25,4.916666666666669,2.220446049250313e-16,0.050029609352350235,0.05002960935235001
-60.583333333333336,4.750000000000003,1.00514152556741e-9,0.04162159562110901,0.04162159461596748
-60.41666666666667,4.750000000000003,1.2766805390640457e-9,0.02742622047662735,0.02742621919994681
-60.25,4.750000000000003,2.1717727616277216e-9,0.012173864059150219,0.012173861887377457
-60.75,4.583333333333336,3.082141963525742e-12,0.08529730141162872,0.08529730140854658
-60.583333333333336,4.583333333333336,3.5719704104264505e-12,0.045512888580560684,0.045512888576988715
-60.41666666666667,4.583333333333336,6.172074051846721e-8,0.020962433889508247,0.02096237216876773
-60.25,4.583333333333336,2.317075313840178e-6,0.014368301257491112,0.014365984182177272
-61.083333333333336,4.416666666666669,5.532391877949294e-9,0.01161385141313076,0.011613845880738882
-60.91666666666667,4.416666666666669,3.883808119553578e-7,0.0075857434421777725,0.007585355061365817
-60.75,4.416666666666669,5.311812145691874e-8,0.005168883595615625,0.0051688304774941685
-60.583333333333336,4.416666666666669,1.973030293811462e-6,0.004143512807786465,0.004141539777492653
-60.41666666666667,4.416666666666669,4.668469773605466e-5,0.007297733798623085,0.00725104910088703
-60.25,4.416666666666669,2.112455404130742e-4,0.008117549121379852,0.007906303580966778
-60.083333333333336,4.416666666666669,5.603636964224279e-6,0.005002136807888746,0.004996533170924522
-61.41666666666667,4.250000000000003,9.93946596281603e-5,0.019456783309578896,0.019357388649950735
-61.25,4.250000000000003,9.687680285423994e-4,0.03455770015716553,0.03358893212862313
-61.083333333333336,4.250000000000003,0.005988174583762884,0.06828274577856064,0.062294571194797754
-60.91666666666667,4.250000000000003,0.014000710099935532,0.08403009176254272,0.07002938166260719
-60.75,4.250000000000003,0.013366764411330223,0.05121280625462532,0.0378460418432951
-60.583333333333336,4.250000000000003,0.02924349345266819,0.08706998825073242,0.05782649479806423
-60.41666666666667,4.250000000000003,0.015049977228045464,0.04816150292754173,0.03311152569949627
-60.25,4.250000000000003,9.208523551933467e-4,0.010520740412175655,0.009599888056982309
-60.083333333333336,4.250000000000003,4.5827426947653294e-4,0.008119468577206135,0.007661194307729602
-59.91666666666667,4.250000000000003,1.9056293240282685e-4,0.00451446371152997,0.004323900779127143
-61.75,4.083333333333336,0.01070514228194952,0.0494246706366539,0.03871952835470438
-61.583333333333336,4.083333333333336,0.09344928711652756,0.18195725977420807,0.08850797265768051
-61.41666666666667,4.083333333333336,0.25187990069389343,0.369140088558197,0.11726018786430359
-61.25,4.083333333333336,0.17577460408210754,0.24241049587726593,0.06663589179515839
-61.083333333333336,4.083333333333336,0.21657465398311615,0.23615677654743195,0.019582122564315796
-60.91666666666667,4.083333333333336,0.12019751965999603,0.15124106407165527,0.03104354441165924
-60.75,4.083333333333336,0.0897761881351471,0.14357712864875793,0.05380094051361084
-60.583333333333336,4.083333333333336,0.1332135945558548,0.11693411320447922,-0.01627948135137558
-60.41666666666667,4.083333333333336,0.11865004152059555,0.1415591984987259,0.02290915697813034
-60.25,4.083333333333336,0.03464497625827789,0.06803154945373535,0.03338657319545746
-60.083333333333336,4.083333333333336,0.028918422758579254,0.0573568269610405,0.028438404202461243
-59.91666666666667,4.083333333333336,0.002087404252961278,0.011455624364316463,0.009368220111355186
-51.41666666666667,4.083333333333336,0.4349188804626465,0.40862682461738586,-0.02629205584526062
-64.25,3.916666666666669,3.3527451648307505e-11,4.492245498113334e-4,4.4922451628388177e-4
-62.583333333333336,3.916666666666669,0.01296486146748066,0.048875316977500916,0.035910455510020256
-62.41666666666667,3.916666666666669,0.06896892935037613,0.11001050472259521,0.041041575372219086
-62.25,3.916666666666669,0.003328512655571103,0.04427791014313698,0.040949397487565875
-62.083333333333336,3.916666666666669,0.044256020337343216,0.09080175310373306,0.04654573276638985
-61.91666666666667,3.916666666666669,0.15012127161026,0.1680418699979782,0.0179205983877182
-61.75,3.916666666666669,0.3094075322151184,0.2456352859735489,-0.06377224624156952
-61.583333333333336,3.916666666666669,0.5256367325782776,0.5153751969337463,-0.01026153564453125
-61.41666666666667,3.916666666666669,0.29264914989471436,0.2815651297569275,-0.011084020137786865
-61.25,3.916666666666669,0.10890688002109528,0.12896589934825897,0.020059019327163696
-61.083333333333336,3.916666666666669,0.05419856309890747,0.08589454740285873,0.03169598430395126
