glm,gam,rf,brt,maxent,ensemble_medio,ensemble_sd,ensemble_ponderado
0.12501738458661293,0.1595675213077701,0.1644444444444444,0.14707011743532933,0.6986736521735357,0.2589546239895385,0.24628241962732375,0.2515868915327718
0.20518136829847375,0.27449508500113484,0.6797237103174603,0.389244533286148,0.9487044890478665,0.49946983719021665,0.3097063895340899,0.5143593360378543
0.07537841559566952,0.026998300894856112,0.04453323412698411,0.07586445349362017,0.2048551784135093,0.08552591650492784,0.06989576200923842,0.08251048076271042
0.1717878988937384,0.2461910468588293,0.1552772817460317,0.23640244562388302,0.9084200401162972,0.3436157426477559,0.31819268556615654,0.32952164185355026
0.16013824336762036,0.21424736465136007,0.13248313492063493,0.19577595326359393,0.8446018035842691,0.30944929995749565,0.3008255539180755,0.29594817930847644
0.20469557497877738,0.1668506597399187,0.2415892857142858,0.17131933072626063,0.7625581688723029,0.3094026040063091,0.25509812877029603,0.3035673376127168
0.07589499157479074,0.022607026153797685,0.14119047619047623,0.0881336318613672,0.19728032728888667,0.1050212906138637,0.06660627810842354,0.10792801507220243
0.1666550426508316,0.22446720666365494,0.33306547619047633,0.2028177524137367,0.8690609285865094,0.3592132813010418,0.29168607805002544,0.3569388619506638
0.18086463808579864,0.2756479522668558,0.246282738095238,0.2614708067308408,0.9397528331507092,0.3808037936658885,0.3145606943890574,0.3708415458626061
0.1379762380438648,0.15767471056100976,0.17807589285714281,0.14515671998025179,0.6795670756451376,0.2596901274174814,0.23521099703132237,0.2531710623287705
0.15471216114724493,0.14751285082557908,0.09585962301587299,0.14211744821168887,0.7123666261135967,0.2505137418627965,0.25921172141053805,0.2383691759786584
0.14106827060068047,0.1437041620625232,0.1350173611111111,0.11709634040015834,0.6246890267669458,0.23231503218828378,0.2195890441032373,0.22433947892608208
0.23049871444004505,0.20201534151949516,0.24919196428571422,0.16832223137767924,0.820832346730576,0.33417211967070193,0.2737606517660364,0.32664195695885484
0.18281004003928913,0.21983525790059982,0.31079910714285724,0.1734307309613089,0.8468760053179558,0.3467502282724022,0.2847989286963893,0.3432730375929264
0.1450934110575389,0.17158827247359532,0.13163591269841265,0.12033312147681707,0.7487852981158064,0.2634872031644341,0.2719625885744129,0.25275045921526285
0.12556947664319176,0.08845822233968469,0.05742361111111115,0.10588858188891229,0.5718865356945462,0.1898452855354892,0.21502933576600627,0.179455832575794
0.1177933894114883,0.09740927488626043,0.10473660714285712,0.08686481844270143,0.5000746142148325,0.18137574081962796,0.1785132529915941,0.17501019279817037
0.15746304417898432,0.22485991573042358,0.12495436507936525,0.1725050324805689,0.889518098030224,0.3138600910999132,0.3238170140546175,0.29913129173468767
0.09416150504359831,0.05675497018187286,0.04929067460317459,0.07370695652962922,0.34360937267795244,0.12350469580724549,0.12424789060186531,0.11761539492717162
0.15253299349307878,0.16556136989444833,0.1819419642857143,0.1361744804600379,0.7537030836904695,0.27798277836474977,0.2664673816011944,0.27006391938600316
0.05671676195428505,0.021160203472886576,0.0603060515873016,0.06204274221488543,0.18151894894945997,0.07634894163576372,0.06114325678354969,0.07521960419205681
0.12562887695121067,0.12561493374079,0.05171279761904765,0.09448936998944955,0.6597056241977595,0.21143032049965146,0.25241918966599286,0.19867564547234104
0.1783011628834211,0.16883265650286133,0.11229563492063491,0.13247570122453556,0.771055577566112,0.272592146619513,0.279933118497613,0.2595897546555821
0.1312325390372801,0.15297165815402192,0.17313194444444435,0.11988281767671662,0.7103766599847645,0.2575191238594455,0.25398000459987635,0.25052420755416455
0.16418483353983754,0.16475717409536958,0.18783531746031748,0.13795058748213676,0.7463662311064523,0.28021882873682274,0.2611817605114048,0.27250352634729363
0.18855702954738726,0.2041739284444299,0.11796577380952385,0.1834022463558126,0.8408050632476991,0.3069808082809705,0.30023329484160344,0.2922168385179469
0.1326990991496372,0.07537690073025428,0.0695124007936508,0.12507865134494134,0.5298372521569501,0.18650086083508674,0.19402450185303657,0.17751555702346886
0.1247435952256981,0.0753331931861461,0.050897321428571445,0.09522727399870631,0.49553163077769535,0.16834660292336345,0.18489424619853723,0.15905284606217168
0.14506442065133154,0.12603481064074226,0.1111369047619048,0.09497167478891885,0.6585726049782439,0.22715608316422828,0.2418770016349654,0.21749895338161168
0.04241057771649475,0.011878323989523753,0.029432043650793632,0.04047826073793932,0.11657227459658903,0.0481542961382681,0.04012293761254342,0.04676287008027686
0.06996290415478618,0.04408565417477426,0.029264880952380952,0.07976396789401949,0.3405649860548492,0.11272847864616202,0.1289409137263008,0.10647339223030176
0.13071354674572164,0.08608434924591823,0.03960763888888889,0.09470874115375356,0.5542421262484278,0.18107128045654203,0.21111924869297222,0.16984641003336848
0.07104101512943459,0.04686861869217523,0.04467162698412699,0.10167928492284177,0.416735359358129,0.13619918101734152,0.15850473153737288,0.12953296017821686
0.0890913888618207,0.032478385214598386,0.033474206349206344,0.08042657437942495,0.30970014064672,0.10903413909035409,0.11516622455533478,0.10327395896015933
0.07986217920065058,0.0326230443212714,0.06517757936507938,0.08215179102129197,0.29854369242963463,0.1116716572675856,0.10631886640248343,0.1081887407284198
0.04630205884047274,0.020642177007064062,0.03166815476190476,0.055227686309049825,0.18626047205911622,0.06802010979552152,0.06742076136888979,0.065378306539133485
0.0892820564940935,0.04391316014633685,0.024011408730158734,0.09175726703397091,0.38938214625892875,0.12766920773269774,0.1491785154255956,0.11985059922596064
0.07777663845632007,0.06317532959494189,0.04718204365079364,0.09955812681213107,0.4722013343729552,0.15197869457742838,0.18004497755609816,0.14414211408675445
0.07869752766175013,0.06347154671131473,0.057618551587301614,0.09764369749484643,0.4668927382774084,0.15286481234652427,0.17622904275187473,0.14571230943468985
0.07786225020550364,0.06792301285998002,0.07323809523809524,0.09044361779002688,0.48810128016921595,0.15951365125256434,0.18387479931960365,0.1529160201077268
0.1115370366145883,0.07685233177983784,0.03944890873015873,0.07645117391451706,0.5033052921789474,0.16151894864360986,0.19275771911282866,0.1517488528523046
