lon,lat,amplitude
-73.91666666666667,5.250000000000003,-Inf
-73.75,5.250000000000003,-Inf
-73.58333333333333,5.250000000000003,-Inf
-73.41666666666667,5.250000000000003,-Inf
-73.25,5.250000000000003,-Inf
-73.08333333333333,5.250000000000003,-Inf
-72.91666666666667,5.250000000000003,-Inf
-72.75,5.250000000000003,-Inf
-72.58333333333333,5.250000000000003,-Inf
-72.41666666666667,5.250000000000003,-Inf
-72.25,5.250000000000003,-Inf
-72.08333333333333,5.250000000000003,-Inf
-71.91666666666667,5.250000000000003,-Inf
-71.75,5.250000000000003,-Inf
-71.58333333333333,5.250000000000003,-Inf
-71.41666666666667,5.250000000000003,-Inf
-71.25,5.250000000000003,-Inf
-71.08333333333333,5.250000000000003,-Inf
-70.91666666666667,5.250000000000003,-Inf
-70.75,5.250000000000003,-Inf
-70.58333333333333,5.250000000000003,-Inf
-70.41666666666667,5.250000000000003,-Inf
-70.25,5.250000000000003,-Inf
-70.08333333333333,5.250000000000003,-Inf
-69.91666666666667,5.250000000000003,-Inf
-69.75,5.250000000000003,-Inf
-69.58333333333333,5.250000000000003,-Inf
-69.41666666666667,5.250000000000003,-Inf
-69.25,5.250000000000003,-Inf
-69.08333333333333,5.250000000000003,-Inf
-68.91666666666667,5.250000000000003,-Inf
-68.75,5.250000000000003,-Inf
-68.58333333333333,5.250000000000003,-Inf
-68.41666666666667,5.250000000000003,-Inf
-68.25,5.250000000000003,-Inf
-68.08333333333333,5.250000000000003,-Inf
-67.91666666666667,5.250000000000003,-Inf
-67.75,5.250000000000003,-Inf
-67.58333333333333,5.250000000000003,-Inf
-67.41666666666667,5.250000000000003,-Inf
-67.25,5.250000000000003,-Inf
-67.08333333333333,5.250000000000003,-Inf
-66.91666666666667,5.250000000000003,-Inf
-66.75,5.250000000000003,-Inf
-66.58333333333333,5.250000000000003,-Inf
-66.41666666666667,5.250000000000003,-Inf
-66.25,5.250000000000003,-Inf
-66.08333333333333,5.250000000000003,-Inf
-65.91666666666667,5.250000000000003,-Inf
-65.75,5.250000000000003,-Inf
-65.58333333333333,5.250000000000003,-Inf
-65.41666666666667,5.250000000000003,-Inf
-65.25,5.250000000000003,-Inf
-65.08333333333333,5.250000000000003,-Inf
-64.91666666666667,5.250000000000003,-Inf
-64.75,5.250000000000003,-Inf
-64.58333333333333,5.250000000000003,-Inf
-64.41666666666667,5.250000000000003,-Inf
-64.25,5.250000000000003,-Inf
-64.08333333333333,5.250000000000003,-Inf
-63.91666666666667,5.250000000000003,-Inf
-63.75,5.250000000000003,-Inf
-63.583333333333336,5.250000000000003,-Inf
-63.41666666666667,5.250000000000003,-Inf
-63.25,5.250000000000003,-Inf
-63.083333333333336,5.250000000000003,-Inf
-62.91666666666667,5.250000000000003,-Inf
-62.75,5.250000000000003,-Inf
-62.583333333333336,5.250000000000003,-Inf
-62.41666666666667,5.250000000000003,-Inf
-62.25,5.250000000000003,-Inf
-62.083333333333336,5.250000000000003,-Inf
-61.91666666666667,5.250000000000003,-Inf
-61.75,5.250000000000003,-Inf
-61.583333333333336,5.250000000000003,-Inf
-61.41666666666667,5.250000000000003,-Inf
-61.25,5.250000000000003,-Inf
-61.083333333333336,5.250000000000003,-Inf
-60.91666666666667,5.250000000000003,-Inf
-60.75,5.250000000000003,-Inf
-60.583333333333336,5.250000000000003,-Inf
-60.41666666666667,5.250000000000003,-Inf
-60.25,5.250000000000003,-Inf
-60.083333333333336,5.250000000000003,-Inf
-59.91666666666667,5.250000000000003,-Inf
-59.75,5.250000000000003,-Inf
-59.583333333333336,5.250000000000003,-Inf
-59.41666666666667,5.250000000000003,-Inf
-59.25,5.250000000000003,-Inf
-59.083333333333336,5.250000000000003,-Inf
-58.91666666666667,5.250000000000003,-Inf
-58.75,5.250000000000003,-Inf
-58.583333333333336,5.250000000000003,-Inf
-58.41666666666667,5.250000000000003,-Inf
-58.25,5.250000000000003,-Inf
-58.083333333333336,5.250000000000003,-Inf
-57.91666666666667,5.250000000000003,-Inf
-57.75,5.250000000000003,-Inf
-57.583333333333336,5.250000000000003,-Inf
-57.41666666666667,5.250000000000003,-Inf
-57.25,5.250000000000003,-Inf
-57.083333333333336,5.250000000000003,-Inf
-56.91666666666667,5.250000000000003,-Inf
-56.75,5.250000000000003,-Inf
-56.583333333333336,5.250000000000003,-Inf
-56.41666666666667,5.250000000000003,-Inf
-56.25,5.250000000000003,-Inf
-56.083333333333336,5.250000000000003,-Inf
-55.91666666666667,5.250000000000003,-Inf
-55.75,5.250000000000003,-Inf
-55.583333333333336,5.250000000000003,-Inf
-55.41666666666667,5.250000000000003,-Inf
-55.25,5.250000000000003,-Inf
-55.083333333333336,5.250000000000003,-Inf
-54.91666666666667,5.250000000000003,-Inf
-54.75,5.250000000000003,-Inf
-54.583333333333336,5.250000000000003,-Inf
-54.41666666666667,5.250000000000003,-Inf
-54.25,5.250000000000003,-Inf
-54.083333333333336,5.250000000000003,-Inf
-53.91666666666667,5.250000000000003,-Inf
-53.75,5.250000000000003,-Inf
-53.583333333333336,5.250000000000003,-Inf
-53.41666666666667,5.250000000000003,-Inf
-53.25,5.250000000000003,-Inf
-53.083333333333336,5.250000000000003,-Inf
-52.91666666666667,5.250000000000003,-Inf
-52.75,5.250000000000003,-Inf
-52.583333333333336,5.250000000000003,-Inf
-52.41666666666667,5.250000000000003,-Inf
-52.25,5.250000000000003,-Inf
-52.083333333333336,5.250000000000003,-Inf
-51.91666666666667,5.250000000000003,-Inf
-51.75,5.250000000000003,-Inf
-51.583333333333336,5.250000000000003,-Inf
-51.41666666666667,5.250000000000003,-Inf
-51.25,5.250000000000003,-Inf
-51.083333333333336,5.250000000000003,-Inf
-50.91666666666667,5.250000000000003,-Inf
-50.75,5.250000000000003,-Inf
-50.583333333333336,5.250000000000003,-Inf
-50.41666666666667,5.250000000000003,-Inf
-50.25,5.250000000000003,-Inf
-50.083333333333336,5.250000000000003,-Inf
-49.91666666666667,5.250000000000003,-Inf
-49.75,5.250000000000003,-Inf
-49.583333333333336,5.250000000000003,-Inf
-49.41666666666667,5.250000000000003,-Inf
-49.25,5.250000000000003,-Inf
-49.083333333333336,5.250000000000003,-Inf
-48.91666666666667,5.250000000000003,-Inf
-48.75,5.250000000000003,-Inf
-48.583333333333336,5.250000000000003,-Inf
-48.41666666666667,5.250000000000003,-Inf
-48.25,5.250000000000003,-Inf
-48.083333333333336,5.250000000000003,-Inf
-47.91666666666667,5.250000000000003,-Inf
-47.75,5.250000000000003,-Inf
-47.583333333333336,5.250000000000003,-Inf
-47.41666666666667,5.250000000000003,-Inf
-47.25,5.250000000000003,-Inf
-47.083333333333336,5.250000000000003,-Inf
-46.91666666666667,5.250000000000003,-Inf
-46.75,5.250000000000003,-Inf
-46.583333333333336,5.250000000000003,-Inf
-46.41666666666667,5.250000000000003,-Inf
-46.25,5.250000000000003,-Inf
-46.083333333333336,5.250000000000003,-Inf
-45.91666666666667,5.250000000000003,-Inf
-45.75,5.250000000000003,-Inf
-45.583333333333336,5.250000000000003,-Inf
-45.41666666666667,5.250000000000003,-Inf
-45.25,5.250000000000003,-Inf
-45.083333333333336,5.250000000000003,-Inf
-44.91666666666667,5.250000000000003,-Inf
-44.75,5.250000000000003,-Inf
-44.583333333333336,5.250000000000003,-Inf
-44.41666666666667,5.250000000000003,-Inf
-44.25,5.250000000000003,-Inf
-44.083333333333336,5.250000000000003,-Inf
-43.91666666666667,5.250000000000003,-Inf
-43.75,5.250000000000003,-Inf
-43.583333333333336,5.250000000000003,-Inf
-43.41666666666667,5.250000000000003,-Inf
-73.91666666666667,5.083333333333336,-Inf
-73.75,5.083333333333336,-Inf
-73.58333333333333,5.083333333333336,-Inf
-73.41666666666667,5.083333333333336,-Inf
-73.25,5.083333333333336,-Inf
-73.08333333333333,5.083333333333336,-Inf
-72.91666666666667,5.083333333333336,-Inf
-72.75,5.083333333333336,-Inf
-72.58333333333333,5.083333333333336,-Inf
-72.41666666666667,5.083333333333336,-Inf
-72.25,5.083333333333336,-Inf
-72.08333333333333,5.083333333333336,-Inf
-71.91666666666667,5.083333333333336,-Inf
-71.75,5.083333333333336,-Inf
-71.58333333333333,5.083333333333336,-Inf
-71.41666666666667,5.083333333333336,-Inf
-71.25,5.083333333333336,-Inf
-71.08333333333333,5.083333333333336,-Inf
-70.91666666666667,5.083333333333336,-Inf
-70.75,5.083333333333336,-Inf
-70.58333333333333,5.083333333333336,-Inf
-70.41666666666667,5.083333333333336,-Inf
-70.25,5.083333333333336,-Inf
-70.08333333333333,5.083333333333336,-Inf
-69.91666666666667,5.083333333333336,-Inf
-69.75,5.083333333333336,-Inf
-69.58333333333333,5.083333333333336,-Inf
-69.41666666666667,5.083333333333336,-Inf
