lon,lat,GLM,GAM,RF,BRT,MaxEnt
-60.41666666666667,5.083333333333336,2.921732300542601e-11,0.07571406662464142,0.07553055882453918,0.023918265476822853,3.591293643694371e-4
-60.25,5.083333333333336,2.220446049250313e-16,0.4005015790462494,0.06863611191511154,0.02399449795484543,1.6245119240920758e-6
-60.41666666666667,4.916666666666669,3.4739350285306614e-10,0.030200716108083725,0.05540476366877556,0.020700443536043167,0.0010305633768439293
-60.25,4.916666666666669,2.220446049250313e-16,0.050029609352350235,0.058524999767541885,0.02090459316968918,2.4422623027930968e-5
-60.583333333333336,4.750000000000003,1.00514152556741e-9,0.04162159562110901,0.07633928209543228,0.024637458845973015,0.0011579295387491584
-60.41666666666667,4.750000000000003,1.2766805390640457e-9,0.02742622047662735,0.058326587080955505,0.019420769065618515,0.0014248471707105637
-60.25,4.750000000000003,2.1717727616277216e-9,0.012173864059150219,0.08752618730068207,0.018079208210110664,0.004934391006827354
-60.75,4.583333333333336,3.082141963525742e-12,0.08529730141162872,0.09755753725767136,0.04248510301113129,7.642977288924158e-4
-60.583333333333336,4.583333333333336,3.5719704104264505e-12,0.045512888580560684,0.11133571714162827,0.04498540237545967,7.380294846370816e-4
-60.41666666666667,4.583333333333336,6.172074051846721e-8,0.020962433889508247,0.09210317581892014,0.0341670997440815,0.009827027097344398
-60.25,4.583333333333336,2.317075313840178e-6,0.014368301257491112,0.08891746401786804,0.023756830021739006,0.016124803572893143
-61.083333333333336,4.416666666666669,5.532391877949294e-9,0.01161385141313076,0.09379246085882187,0.03927256539463997,0.10591927170753479
-60.91666666666667,4.416666666666669,3.883808119553578e-7,0.0075857434421777725,0.08975634723901749,0.030308710411190987,0.291500061750412
-60.75,4.416666666666669,5.311812145691874e-8,0.005168883595615625,0.0918230190873146,0.022879745811223984,0.18755686283111572
-60.583333333333336,4.416666666666669,1.973030293811462e-6,0.004143512807786465,0.07601150870323181,0.020248722285032272,0.2814193367958069
-60.41666666666667,4.416666666666669,4.668469773605466e-5,0.007297733798623085,0.07869960367679596,0.019951919093728065,0.11324243992567062
-60.25,4.416666666666669,2.112455404130742e-4,0.008117549121379852,0.07367341220378876,0.021956125274300575,0.0527968592941761
-60.083333333333336,4.416666666666669,5.603636964224279e-6,0.005002136807888746,0.08266428858041763,0.024805229157209396,0.014262636192142963
-61.41666666666667,4.250000000000003,9.93946596281603e-5,0.019456783309578896,0.09868492186069489,0.038380369544029236,0.4507262110710144
-61.25,4.250000000000003,9.687680285423994e-4,0.03455770015716553,0.0748865082859993,0.031000223010778427,0.6652022004127502
-61.083333333333336,4.250000000000003,0.005988174583762884,0.06828274577856064,0.1320563554763794,0.048987407237291336,0.687908411026001
-60.91666666666667,4.250000000000003,0.014000710099935532,0.08403009176254272,0.1780940443277359,0.05793146416544914,0.6330756545066833
-60.75,4.250000000000003,0.013366764411330223,0.05121280625462532,0.1470876932144165,0.04090533033013344,0.4714948236942291
-60.583333333333336,4.250000000000003,0.02924349345266819,0.08706998825073242,0.12596666812896729,0.042295005172491074,0.4339023232460022
-60.41666666666667,4.250000000000003,0.015049977228045464,0.04816150292754173,0.10071150958538055,0.024329956620931625,0.32053714990615845
-60.25,4.250000000000003,9.208523551933467e-4,0.010520740412175655,0.07132261991500854,0.023047149181365967,0.11733056604862213
-60.083333333333336,4.250000000000003,4.5827426947653294e-4,0.008119468577206135,0.06724206358194351,0.021354004740715027,0.07571340352296829
-59.91666666666667,4.250000000000003,1.9056293240282685e-4,0.00451446371152997,0.05909841135144234,0.022181743755936623,0.04462052136659622
-61.75,4.083333333333336,0.01070514228194952,0.0494246706366539,0.10149722546339035,0.05059405043721199,0.3017067015171051
-61.583333333333336,4.083333333333336,0.09344928711652756,0.18195725977420807,0.06416547298431396,0.03822069615125656,0.7466723322868347
-61.41666666666667,4.083333333333336,0.25187990069389343,0.369140088558197,0.1170722246170044,0.06775963306427002,0.7622592449188232
-61.25,4.083333333333336,0.17577460408210754,0.24241049587726593,0.1943543702363968,0.0532270111143589,0.54111647605896
-61.083333333333336,4.083333333333336,0.21657465398311615,0.23615677654743195,0.26221388578414917,0.17772874236106873,0.5042230486869812
-60.91666666666667,4.083333333333336,0.12019751965999603,0.15124106407165527,0.30186429619789124,0.2808874845504761,0.4528539180755615
-60.75,4.083333333333336,0.0897761881351471,0.14357712864875793,0.34616151452064514,0.3679982125759125,0.4169641137123108
-60.583333333333336,4.083333333333336,0.1332135945558548,0.11693411320447922,0.21088214218616486,0.1444597989320755,0.3445681035518646
-60.41666666666667,4.083333333333336,0.11865004152059555,0.1415591984987259,0.20805436372756958,0.14829762279987335,0.42150938510894775
-60.25,4.083333333333336,0.03464497625827789,0.06803154945373535,0.15178610384464264,0.05526232346892357,0.30759844183921814
-60.083333333333336,4.083333333333336,0.028918422758579254,0.0573568269610405,0.1072746068239212,0.04026707634329796,0.28212177753448486
