lon,lat,incerteza
-60.41666666666667,5.083333333333336,0.038236440979430256
-60.25,5.083333333333336,0.17106429713916993
-60.41666666666667,4.916666666666669,0.022951673273433264
-60.25,4.916666666666669,0.027440563941418968
-60.583333333333336,4.750000000000003,0.03176167315186347
-60.41666666666667,4.750000000000003,0.023773619545615493
-60.25,4.750000000000003,0.03587657417960759
-60.75,4.583333333333336,0.04575490524719859
-60.583333333333336,4.583333333333336,0.045508817745718716
-60.41666666666667,4.583333333333336,0.03623818342039476
-60.25,4.583333333333336,0.03477659501711615
-61.083333333333336,4.416666666666669,0.04778401071964457
-60.91666666666667,4.416666666666669,0.1213127106079906
-60.75,4.416666666666669,0.07946190802552579
-60.583333333333336,4.416666666666669,0.11857876888347155
-60.41666666666667,4.416666666666669,0.04963799561625351
-60.25,4.416666666666669,0.03101956106334309
-60.083333333333336,4.416666666666669,0.03340856188922657
-61.41666666666667,4.250000000000003,0.18773000507584253
-61.25,4.250000000000003,0.28290124728691424
-61.083333333333336,4.250000000000003,0.28276362018755635
-60.91666666666667,4.250000000000003,0.25300521546385707
-60.75,4.250000000000003,0.18944794871947263
-60.583333333333336,4.250000000000003,0.1666748949848838
-60.41666666666667,4.250000000000003,0.12673927882548694
-60.25,4.250000000000003,0.04883036677010005
-60.083333333333336,4.250000000000003,0.0346343257864427
-59.91666666666667,4.250000000000003,0.025418938150493696
-61.75,4.083333333333336,0.11578149880223403
-61.583333333333336,4.083333333333336,0.29667089763397747
-61.41666666666667,4.083333333333336,0.277150608961238
-61.25,4.083333333333336,0.18149383047276935
-61.083333333333336,4.083333333333336,0.12941677705379034
-60.91666666666667,4.083333333333336,0.13298952523998364
-60.75,4.083333333333336,0.14613702801377426
-60.583333333333336,4.083333333333336,0.09349410596479359
-60.41666666666667,4.083333333333336,0.12404402948639691
-60.25,4.083333333333336,0.112161355275523
-60.083333333333336,4.083333333333336,0.10441444614769568
-59.91666666666667,4.083333333333336,0.04326127589605583
-51.41666666666667,4.083333333333336,0.2578802610921571
-64.25,3.916666666666669,0.04443586628569918
-62.583333333333336,3.916666666666669,0.08908485523399652
-62.41666666666667,3.916666666666669,0.11789418956244986
-62.25,3.916666666666669,0.04930840917755136
-62.083333333333336,3.916666666666669,0.1280892371616373
-61.91666666666667,3.916666666666669,0.16194228047409268
-61.75,3.916666666666669,0.17311777565852082
-61.583333333333336,3.916666666666669,0.24762539987027252
-61.41666666666667,3.916666666666669,0.12029240221599528
-61.25,3.916666666666669,0.1228688234333873
-61.083333333333336,3.916666666666669,0.11722399362085809
-60.91666666666667,3.916666666666669,0.11566135571861459
-60.75,3.916666666666669,0.11621054165311595
-60.583333333333336,3.916666666666669,0.09220215832863889
-60.41666666666667,3.916666666666669,0.09970238962713879
-60.25,3.916666666666669,0.10218298311364117
-60.083333333333336,3.916666666666669,0.09237275776643
-59.91666666666667,3.916666666666669,0.1077500508237523
-59.75,3.916666666666669,0.1596119957787459
-51.583333333333336,3.916666666666669,0.2741460563031818
-51.41666666666667,3.916666666666669,0.27982192312387266
-64.08333333333333,3.7500000000000027,0.0356137633639958
-63.91666666666667,3.7500000000000027,0.033799122208327946
-63.75,3.7500000000000027,0.03564474594106775
-63.583333333333336,3.7500000000000027,0.010491385738995489
-63.41666666666667,3.7500000000000027,0.0689794298534833
-62.583333333333336,3.7500000000000027,0.19874435111292027
-62.41666666666667,3.7500000000000027,0.07100453314576421
-62.25,3.7500000000000027,0.06817200854550624
-62.083333333333336,3.7500000000000027,0.12537574987717923
-61.91666666666667,3.7500000000000027,0.1783017992321809
-61.75,3.7500000000000027,0.0698241073249671
-61.583333333333336,3.7500000000000027,0.16318249670541346
-61.41666666666667,3.7500000000000027,0.12440551562405647
-61.25,3.7500000000000027,0.12103946418578777
-61.083333333333336,3.7500000000000027,0.12699586744222427
-60.91666666666667,3.7500000000000027,0.1250714791278197
-60.75,3.7500000000000027,0.12318644469718532
-60.583333333333336,3.7500000000000027,0.1195351237828112
-60.41666666666667,3.7500000000000027,0.11899751945568243
-60.25,3.7500000000000027,0.1090855556267863
-60.083333333333336,3.7500000000000027,0.12203937587764727
-59.91666666666667,3.7500000000000027,0.1201471383823928
-51.75,3.7500000000000027,0.27295497941530666
-51.583333333333336,3.7500000000000027,0.28270021905843584
-51.41666666666667,3.7500000000000027,0.25980588084229306
