lon,lat,cv
-60.41666666666667,5.083333333333336,1.0892206262726867
-60.25,5.083333333333336,1.734461240347503
-60.41666666666667,4.916666666666669,1.069145912400304
-60.25,4.916666666666669,1.05961522006891
-60.583333333333336,4.750000000000003,1.104705686617274
-60.41666666666667,4.750000000000003,1.115101819275094
-60.25,4.750000000000003,1.461800434427763
-60.75,4.583333333333336,1.011809981230456
-60.583333333333336,4.583333333333336,1.1232749171126435
-60.41666666666667,4.583333333333336,1.1536428742242752
-60.25,4.583333333333336,1.2145234342157174
-61.083333333333336,4.416666666666669,0.953399093011468
-60.91666666666667,4.416666666666669,1.4471233266493615
-60.75,4.416666666666669,1.2923637751325083
-60.583333333333336,4.416666666666669,1.5527892651174149
-60.41666666666667,4.416666666666669,1.1320553305093328
-60.25,4.416666666666669,0.9894269140168152
-60.083333333333336,4.416666666666669,1.3179970700652541
-61.41666666666667,4.250000000000003,1.5454904259971052
-61.25,4.250000000000003,1.7536315778477436
-61.083333333333336,4.250000000000003,1.4989222695865194
-60.91666666666667,4.250000000000003,1.3080180609058232
-60.75,4.250000000000003,1.3082203675707877
-60.583333333333336,4.250000000000003,1.15991732538823
-60.41666666666667,4.250000000000003,1.2454967161813022
-60.25,4.250000000000003,1.0941549001332722
-60.083333333333336,4.250000000000003,1.001645085441455
-59.91666666666667,4.250000000000003,0.9731174651518101
-61.75,4.083333333333336,1.1264374196077955
-61.583333333333336,4.083333333333336,1.3191646022214139
-61.41666666666667,4.083333333333336,0.883708464283226
-61.25,4.083333333333336,0.7519114814099777
-61.083333333333336,4.083333333333336,0.463229454666568
-60.91666666666667,4.083333333333336,0.5087414673508909
-60.75,4.083333333333336,0.5355055861528343
-60.583333333333336,4.083333333333336,0.4920443295453189
-60.41666666666667,4.083333333333336,0.5974739487545454
-60.25,4.083333333333336,0.9084489281350491
-60.083333333333336,4.083333333333336,1.0118880793266043
-59.91666666666667,4.083333333333336,1.048013598151231
-51.41666666666667,4.083333333333336,0.5491659863806118
-64.25,3.916666666666669,1.887621817140248
-62.583333333333336,3.916666666666669,1.017870571689076
-62.41666666666667,3.916666666666669,0.7593541716738436
-62.25,3.916666666666669,0.6677103482203479
-62.083333333333336,3.916666666666669,1.0668450677589272
-61.91666666666667,3.916666666666669,0.9159808313577316
-61.75,3.916666666666669,0.7863951445039635
-61.583333333333336,3.916666666666669,0.6613993952152095
-61.41666666666667,3.916666666666669,0.40148443011189733
-61.25,3.916666666666669,0.6159878071659928
-61.083333333333336,3.916666666666669,0.6551391474903785
-60.91666666666667,3.916666666666669,0.7742844167271022
-60.75,3.916666666666669,0.7630243283345313
-60.583333333333336,3.916666666666669,0.6903607574700723
-60.41666666666667,3.916666666666669,0.7144339469588575
-60.25,3.916666666666669,0.5721836343872041
-60.083333333333336,3.916666666666669,0.8526141691580221
-59.91666666666667,3.916666666666669,0.9887479794920104
-59.75,3.916666666666669,0.8957070823310231
-51.583333333333336,3.916666666666669,0.5034597615914586
-51.41666666666667,3.916666666666669,0.5937058446741523
-64.08333333333333,3.7500000000000027,1.794777566323446
-63.91666666666667,3.7500000000000027,1.6370418849015471
-63.75,3.7500000000000027,1.658521261599757
-63.583333333333336,3.7500000000000027,1.051299328309677
-63.41666666666667,3.7500000000000027,0.9722961834670174
-62.583333333333336,3.7500000000000027,1.573096152258142
-62.41666666666667,3.7500000000000027,0.6120436862098374
-62.25,3.7500000000000027,0.6829949495230498
-62.083333333333336,3.7500000000000027,0.6765980056576032
-61.91666666666667,3.7500000000000027,0.6567552332893402
-61.75,3.7500000000000027,0.8133733187053405
-61.583333333333336,3.7500000000000027,0.6549649219008208
-61.41666666666667,3.7500000000000027,0.5261809341939787
-61.25,3.7500000000000027,0.7715042888840252
-61.083333333333336,3.7500000000000027,1.0101296191016633
-60.91666666666667,3.7500000000000027,1.05876011573819
-60.75,3.7500000000000027,0.7207566274408611
-60.583333333333336,3.7500000000000027,0.7923576928905387
-60.41666666666667,3.7500000000000027,0.8710486639829322
-60.25,3.7500000000000027,0.664061823751581
-60.083333333333336,3.7500000000000027,0.6552280869704492
-59.91666666666667,3.7500000000000027,0.7686518182571643
-51.75,3.7500000000000027,0.4852811830215143
-51.583333333333336,3.7500000000000027,0.5206579731603511
-51.41666666666667,3.7500000000000027,0.5134220681331085
-51.25,3.7500000000000027,0.47380867352541634
