temperatura_media,precipitacao_anual,elevacao,ph_solo,argila,temperatura_maxima,temperatura_minima,sazonalidade_termica,precipitacao_trimestre_umido,precipitacao_trimestre_seco,areia
20.11399081526677,1302.1006375743334,548.0355328414589,5.024834666784029,65.82045168615878,23.31054059182679,16.60816469464039,9.468116409835812,391.78088255121304,186.91210022676267,49.63215584371868
18.582068619498916,1280.0224781169031,1499.0738075226545,5.9020189154432225,45.46269327402115,22.232181808166178,13.454475153329842,12.526355160821174,621.5118534206138,262.0822640789371,49.605509509242644
27.02913671114834,1791.0098797116686,1068.5655151493847,5.00683983159775,14.784719068557024,30.700140899050332,24.176086259732728,12.088627735508258,1034.2245035310236,112.76428794552717,80.71474109864407
19.9231717024577,1733.9124335716326,1452.9539544135332,5.126211159939045,60.70111405104399,21.639013937325473,14.442153105371693,10.574624026112637,852.4855071409206,225.31641755963463,31.37918094909382
22.92927674054184,525.328612624784,529.2914000339806,6.04206922463236,11.787062338553369,23.90316715775231,18.01308552808344,10.607211123542536,444.27983972972106,46.89258421446392,110.06275843276092
30.09839975054223,2320.286727859688,253.9533989969641,5.167065023262838,58.8795831752941,35.30372581491305,25.76326873343748,14.027813652801944,1026.5046811312657,255.66292406147159,35.34708709002169
21.04511087017136,1924.862867992595,1599.5179845951498,5.482900834779205,33.44496766105294,24.276500800082527,16.47043554169693,11.929808650034625,833.4441016253572,189.32065153701524,77.22307170537805
18.895016039002268,3008.1036865741644,14.913007523864508,6.213305667399057,18.604272031225264,22.270658299187076,14.691396377115638,11.304314164103669,1491.3454123924507,349.3598789615288,71.63566351424913
18.179337066368173,2142.5991190255486,1024.4171753525734,4.65609372308101,49.99346579425037,19.98636854807007,14.62637825838976,8.59822839440485,1024.8175639689816,313.3255337919594,61.220744572737885
16.992581093963004,1576.5203455190037,1741.590341879055,6.616705707230424,47.1151699218899,21.125130935773086,13.336107021518423,9.862053148227947,805.5586524820436,139.85817548511957,55.542617090844274
27.4427078677168,3198.695573479048,484.5397740136832,6.929368821995102,36.9257937092334,32.28218466266845,24.04654366418761,14.138683235783114,1423.1816530780814,365.22867394698704,56.52641449531218
20.125870926734038,3216.1130119577538,1771.1281271651387,5.930136875030316,58.39597675483674,24.65374103128244,14.887198408261817,12.11221401185832,1441.5352163418786,411.20318071854103,44.06656075524434
