variavel,variavel_legenda,valor,adequabilidade,adequabilidade_sd,adequabilidade_inf,adequabilidade_sup,importancia_relativa
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,25.181279067993167,0.05041865079365079,0.1877486294379707,0,0.23816728023162148,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,25.818330584532465,0.05041865079365079,0.1877486294379707,0,0.23816728023162148,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,26.455382101071763,0.05041865079365079,0.1877486294379707,0,0.23816728023162148,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,27.09243361761106,0.04938531746031746,0.18695258552183372,0,0.23633790298215118,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,27.72948513415036,0.04555198412698413,0.17874866226063185,0,0.224300646387616,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,28.366536650689657,0.03585198412698413,0.15788642828454208,0,0.1937384124115262,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,29.003588167228955,0.02656785714285714,0.13961733966909068,0,0.16618519681194782,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,29.640639683768253,0.022682142857142852,0.13126413638963857,0,0.15394627924678142,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,30.27769120030755,0.022682142857142852,0.13126413638963857,0,0.15394627924678142,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,30.91474271684685,0.021682142857142855,0.1275683393147584,0,0.14925048217190123,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,31.551794233386147,0.016985317460317458,0.11570945978860518,0,0.13269477724892265,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,32.18884574992545,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,32.82589726646474,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,33.46294878300404,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,34.10000029954334,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,34.73705181608264,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,35.374103332621935,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,36.01115484916123,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,36.64820636570053,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,37.28525788223983,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,37.92230939877913,0.01678531746031746,0.11556556551327388,0,0.13235088297359132,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,38.55936091531842,0.016035317460317458,0.11154192758900638,0,0.12757724504932383,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,39.19641243185772,0.016035317460317458,0.11154192758900638,0,0.12757724504932383,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,39.833463948397025,0.01703531746031746,0.11579939064007569,0,0.13283470810039316,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,40.47051546493632,0.016463888888888886,0.11230100962822921,0,0.1287648985171181,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,41.107566981475614,0.018749603174603172,0.12089112698019018,0,0.13964073015479336,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,41.744618498014916,0.01746388888888889,0.11652706134200473,0,0.13399095023089364,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,42.38167001455422,0.017352777777777776,0.116490645027244,0,0.1338434228050218,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,43.01872153109351,0.017352777777777776,0.116490645027244,0,0.1338434228050218,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,43.655773047632806,0.017852777777777776,0.11701058882636695,0,0.13486336660414472,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,44.29282456417211,0.017852777777777776,0.11701058882636695,0,0.13486336660414472,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,44.92987608071141,0.017852777777777776,0.11701058882636695,0,0.13486336660414472,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,45.566927597250704,0.024849603174603177,0.14075503295046657,0,0.16560463612506976,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,46.20397911379,0.019849603174603176,0.12259973102490664,0,0.1424493341995098,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,46.8410306303293,0.019849603174603176,0.12259973102490664,0,0.1424493341995098,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,47.4780821468686,0.02323849206349207,0.13313071067694363,0,0.1563692027404357,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,48.115133663407896,0.04491825396825397,0.18253073115198884,0,0.2274489851202428,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,48.75218517994719,0.05238730158730159,0.19737602996306697,0,0.24976333155036856,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,49.38923669648649,0.0509361111111111,0.19408207408388056,0,0.24501818519499166,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,50.026288213025794,0.04540277777777778,0.18429143566312375,0,0.22969421344090152,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,50.66333972956509,0.04630277777777777,0.18554465041700996,0,0.23184742819478774,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,51.30039124610438,0.04784722222222222,0.18858459673320152,0,0.23643181895542376,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,51.937442762643684,0.0441202380952381,0.1822496780596781,0,0.2263699161549162,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,52.574494279182986,0.04147261904761905,0.17752975641961577,0,0.21900237546723483,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,53.21154579572228,0.04025238095238096,0.1743916590104454,0,0.21464403996282636,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,53.848597312261575,0.041073809523809526,0.17846823826076338,0,0.21954204778457292,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,54.485648828800876,0.03735753968253969,0.1696014393611147,0,0.20695897904365437,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,55.12270034534018,0.034663095238095236,0.1651962187941198,0,0.19985931403221505,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,55.75975186187947,0.033788095238095235,0.16304402491013398,0,0.1968321201482292,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,56.39680337841877,0.036088095238095245,0.1701028819779355,0,0.20619097721603075,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,57.03385489495807,0.03371309523809524,0.1639033941586932,0,0.19761648939678844,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,57.67090641149736,0.03371309523809524,0.1639033941586932,0,0.19761648939678844,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,58.307957928036664,0.03371309523809524,0.1639033941586932,0,0.19761648939678844,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,58.945009444575966,0.03271309523809524,0.16102737127239672,0,0.19374046651049195,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,59.58206096111526,0.03271309523809524,0.16102737127239672,0,0.19374046651049195,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,60.219112477654555,0.033490873015873016,0.16273848529309587,0,0.19622935830896887,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,60.85616399419386,0.05241269841269841,0.20253227407781596,0,0.2549449724905144,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,61.49321551073316,0.07609087301587303,0.24361464565147165,0,0.31970551866734465,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,62.13026702727245,0.07830912698412701,0.24329104939239166,0,0.32160017637651866,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,62.76731854381175,0.08435912698412701,0.2484985270659093,0,0.3328576540500363,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,63.40437006035105,0.08644246031746033,0.2521331236051521,0,0.33857558392261244,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,64.04142157689034,0.087734126984127,0.25346474436501276,0,0.34119887134913973,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,64.67847309342964,0.1110813492063492,0.28426073327898577,0,0.395342082485335,1
