lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,pa,tipo,pa_factor
-59.162667,-8.999722,68.85316467285156,36.823421478271484,33.88275146484375,25.518625259399414,1992,314,8,264,118,183,0.1103033795952797,227.15773010253906,1,presenca,presenca
-59.968854,-2.933488,80.94942474365234,49.023834228515625,31.92599868774414,26.09166717529297,2319,304,71,391,857,78,0.08839131891727448,191.3485565185547,1,presenca,presenca
-51.910556,1.106389,78.3746566772461,69.02900695800781,32.0212516784668,25.386375427246094,2392,336,59,197,864,175,0.026064278557896614,349.7608947753906,1,presenca,presenca
-46.799722,-3.6225,82.82655334472656,42.42207336425781,31.697999954223633,25.421916961669922,1722,349,33,257,855,148,0.12278024852275848,334.4329528808594,1,presenca,presenca
-63.021667,-9.216389,71.39488220214844,48.35960006713867,32.83625030517578,25.430208206176758,2328,383,10,513,168,116,0.03334523364901543,322.42071533203125,1,presenca,presenca
-51.834167,-1.799167,83.217926025390625,51.51371765136719,32.249000549316406,25.851499557495117,2287,350,50,191,834,40,0.04690376669168472,325.9507141113281,1,presenca,presenca
-52.514444,-0.295278,81.15682220458984,61.0997200012207,32.04975128173828,25.595333099365234,2360,325,50,191,835,127,0.12047282606363297,325.6706848144531,1,presenca,presenca
-52.531389,-0.159444,80.857635498046875,61.97165298461914,32.02349853515625,25.51995849609375,2380,327,51,195,843,146,0.07775884866714478,207.17572021484375,1,presenca,presenca
-52.37,1.191389,79.50750732421875,65.26290130615234,32.16725158691406,25.487415313720703,2393,321,63,208,827,156,0.023932766169309616,124.63424682617188,1,presenca,presenca
-52.833056,-0.456389,81.09661102294922,60.82156753540039,31.657249450683594,25.262083053588867,2337,332,50,185,816,189,0.22680871188640594,41.069637298583984,1,presenca,presenca
-62.916111,-9.262778,71.54638671875,47.678924560546875,32.56224822998047,25.317459106445313,2391,385,12,533,168,121,0.03662677854299545,321.7362365722656,1,presenca,presenca
-62,-9.116111,70.60895538330078,42.366600036621094,33.24174880981445,25.28183364868164,2281,339,19,349,171,123,0.04159930720925331,358.3846435546875,1,presenca,presenca
-63.94,-8.854167,72.32283020019531,47.810035705566406,33.25600051879883,25.843542098999023,2185,337,25,500,177,99,0.02921220473945141,3.8345181941986084,1,presenca,presenca
-52.380833,-1.599167,82.98522186279297,56.00164794921875,32.52799987792969,26.17366600036621,2032,320,42,158,711,4,0.027253320440649986,153.94345092773438,1,presenca,presenca
-52.946266,1.963061,80.69622039794922,59.14328384399414,31.990249633789063,25.200624465942383,2360,343,58,209,767,217,0.18706610798835754,68.29743957519531,1,presenca,presenca
-61.649722,-9.591111,70.72169494628906,43.337486267089844,32.95075225830078,25.034332275390625,2157,338,17,260,129,152,0.01710447110235691,316.6404724121094,1,presenca,presenca
-61.646944,-9.359167,70.78880310058594,42.09244918823242,32.93300247192383,25.037416458129883,2187,334,16,277,135,158,0.017673861235380173,318.38409423828125,1,presenca,presenca
-64.348888,-9.244167,73.4112548828125,50.661773681640625,33.3385009765625,26.11858367919922,1996,293,25,472,173,95,0.03638410195708275,335.2164611816406,1,presenca,presenca
-60.09,-2.3828,81.82691955566406,45.445594787597656,31.765499114990234,26.09608268737793,2404,319,98,427,790,99,0.053637146949768066,248.31417846679688,1,presenca,presenca
-56.464167,-4.672222,77.35296630859375,54.63097381591797,32.77975082397461,26.207624435424805,2134,309,65,388,839,73,0.020310867577791214,316.64251708984375,1,presenca,presenca
-51.972222,0.973889,78.49195861816406,68.9582290649414,32.010250091552734,25.351333618164063,2379,336,59,194,865,184,0.04986373707652092,198.04122924804688,1,presenca,presenca
-64.048056,-9.081667,72.86280059814453,48.65624237060547,33.17274856567383,25.8439998626709,2112,322,24,488,175,112,0.043589036911726,356.9156494140625,1,presenca,presenca
-64.736111,-9.444722,74.23649597167969,52.480735778808594,33.2234992980957,26.16904067993164,1857,263,24,446,171,113,0.021705150604248047,59.911869049072266,1,presenca,presenca
-64.617222,-9.263055,73.86454010009766,50.56161117553711,33.247501373291016,26.131290435791016,1948,281,25,465,172,102,0.03808905929327011,64.62584686279297,1,presenca,presenca
-48.798889,-2.180556,86.45116424560547,39.39651870727539,31.7237491607666,25.92275047302246,2437,423,64,216,1156,29,0.027675768360495567,296.7016906738281,1,presenca,presenca
-56.893889,-2.158056,77.27635955810547,66.43138122558594,32.89125061035156,26.25149917602539,2417,399,50,254,1012,69,0.04539602994918823,84.59654998779297,1,presenca,presenca
-60.658681,-3.154839,83.69599914550781,41.37446975708008,31.86349868774414,26.349416732788086,2236,304,51,363,876,42,0.03204062953591347,98.36908721923828,1,presenca,presenca
-62.05,-1.01,87.56275177001953,31.432470321655273,31.506250381469727,26.12787437438965,2594,341,150,474,832,32,0.037884801626205444,195.36521911621094,1,presenca,presenca
-48.330556,-3.34,86.885955810546875,40.19551467895508,31.6877498626709,25.675582885742188,2045,386,42,205,1016,112,0.10940095037221909,356.55499267578125,1,presenca,presenca
-48.483611,-3.285833,87.18194580078125,40.714012145996094,31.860750198364258,25.855499267578125,2125,397,46,209,1051,74,0.046505045145750046,350.428466796875,1,presenca,presenca
-59.407778,-10.223611,68.28376770019531,49.40061950683594,33.872249603271484,24.959625244140625,1949,332,8,230,91,272,0.19311568140983582,356.5066223144531,1,presenca,presenca
-59.860682,-2.442484,81.28404235839844,47.412681579589844,31.71125030517578,26.01241683959961,2393,319,98,421,792,117,0.006954549811780453,90,1,presenca,presenca
-59.685556,-2.315278,81.02991485595703,48.05419158935547,31.919750213623047,26.181625366210938,2398,324,106,410,789,90,0.04828838258981705,176.33045959472656,1,presenca,presenca
-60.063819,-3.553975,81.84859466552734,45.436492919921875,32.118499755859375,26.447250366210938,2184,285,60,369,834,28,0.02365141734480858,345.8006591796875,1,presenca,presenca
-59.74583,-2.41625,80.78584289550781,48.940696716308594,31.828248977661133,26.087833404541016,2376,315,98,408,802,105,0.032258376479148865,96.22453308105469,1,presenca,presenca
-63.216667,-9.1,71.271820068359375,48.023101806640625,33.02425003051758,25.540708541870117,2297,370,13,504,176,101,0.020734239369630814,325.5577697753906,1,presenca,presenca
-51.616667,0.166667,78.87757873535156,68.5295181274414,32.748748779296875,25.798166275024414,2338,345,37,150,901,44,0.0906987264752388,129.99468994140625,1,presenca,presenca
-51.62,-0.17,80.06658935546875,64.2341537475586,32.951751708984375,25.953582763671875,2383,329,46,194,900,12,0.04056879132986069,125.08304595947266,1,presenca,presenca
-58.966667,-4.116667,79.57337951660156,50.833099365234375,32.54999923706055,26.591251373291016,2234,292,85,362,837,34,0.02000410668551922,352.2170104980469,1,presenca,presenca
-63.11666,-9.16666,71.58234405517578,48.476871490478516,32.586997985839844,25.401500701904297,2351,380,13,510,177,113,0.024424979463219643,308.3545837402344,1,presenca,presenca
-54.355206,-11.524631,68.98633575439453,64.53893280029297,34.56850051879883,25.13774871826172,1890,331,1,481,47,352,0.037831470370292664,88.8227767944336,1,presenca,presenca
-65.18,-4.88,83.782257080078125,28.218034744262695,32.050750732421875,26.379249572753906,2442,316,89,500,408,90,0.009883420541882515,64.37184143066406,1,presenca,presenca
-60.535278,-3.603056,83.71955108642578,39.335968017578125,32.06449890136719,26.451915740966797,2246,298,57,377,866,28,0.014995304867625237,343.5174865722656,1,presenca,presenca
-56.126789,-9.839442,66.76979064941406,66.635986328125,36.36125183105469,25.923166275024414,2235,339,8,339,991,288,0.04045749828219414,8.353368759155273,1,presenca,presenca
