lon,lat,GLM,GAM,Random_Forest,consenso_media,incerteza_sd
-60.41666666666667,5.083333333333336,2.921732300542601e-11,0.07571406662464142,0.07553055882453918,0.05041487515946597,0.043660659003009764
-60.25,5.083333333333336,2.220446049250313e-16,0.4005015790462494,0.06863611191511154,0.15637923032045373,0.21418337896591128
-60.41666666666667,4.916666666666669,3.4739350285306614e-10,0.030200716108083725,0.05540476366877556,0.028535160041417595,0.02773990820880626
-60.25,4.916666666666669,2.220446049250313e-16,0.050029609352350235,0.058524999767541885,0.03618486970663078,0.031623591057010035
-60.583333333333336,4.750000000000003,1.00514152556741e-9,0.04162159562110901,0.07633928209543228,0.039320292907227605,0.03822163595375392
-60.41666666666667,4.750000000000003,1.2766805390640457e-9,0.02742622047662735,0.058326587080955505,0.02858426961142113,0.029180532230321125
-60.25,4.750000000000003,2.1717727616277216e-9,0.012173864059150219,0.08752618730068207,0.033233351177201685,0.04741133587088174
-60.75,4.583333333333336,3.082141963525742e-12,0.08529730141162872,0.09755753725767136,0.06095161289079407,0.05314040535186259
-60.583333333333336,4.583333333333336,3.5719704104264505e-12,0.045512888580560684,0.11133571714162827,0.05228286857525364,0.055975753228587534
-60.41666666666667,4.583333333333336,6.172074051846721e-8,0.020962433889508247,0.09210317581892014,0.0376885571430563,0.048275959917594945
-60.25,4.583333333333336,2.317075313840178e-6,0.014368301257491112,0.08891746401786804,0.03442936078355766,0.047731650096506095
-61.083333333333336,4.416666666666669,5.532391877949294e-9,0.01161385141313076,0.09379246085882187,0.03513543926811483,0.051129296792102395
-60.91666666666667,4.416666666666669,3.883808119553578e-7,0.0075857434421777725,0.08975634723901749,0.03244749302066907,0.04977562638196209
-60.75,4.416666666666669,5.311812145691874e-8,0.005168883595615625,0.0918230190873146,0.032330651933683896,0.05158667962064496
-60.583333333333336,4.416666666666669,1.973030293811462e-6,0.004143512807786465,0.07601150870323181,0.026718998180437364,0.042738762068665365
-60.41666666666667,4.416666666666669,4.668469773605466e-5,0.007297733798623085,0.07869960367679596,0.028681340724385034,0.04346854494744747
-60.25,4.416666666666669,2.112455404130742e-4,0.008117549121379852,0.07367341220378876,0.027334068955193896,0.04032528311880677
-60.083333333333336,4.416666666666669,5.603636964224279e-6,0.005002136807888746,0.08266428858041763,0.0292240096750902,0.046348019300089034
-61.41666666666667,4.250000000000003,9.93946596281603e-5,0.019456783309578896,0.09868492186069489,0.03941369994330065,0.05223490628422776
-61.25,4.250000000000003,9.687680285423994e-4,0.03455770015716553,0.0748865082859993,0.03680432549056908,0.037010046949899074
-61.083333333333336,4.250000000000003,0.005988174583762884,0.06828274577856064,0.1320563554763794,0.06877575861290097,0.06303553644282317
-60.91666666666667,4.250000000000003,0.014000710099935532,0.08403009176254272,0.1780940443277359,0.09204161539673805,0.08233950429596418
-60.75,4.250000000000003,0.013366764411330223,0.05121280625462532,0.1470876932144165,0.07055575462679069,0.06892701893152067
-60.583333333333336,4.250000000000003,0.02924349345266819,0.08706998825073242,0.12596666812896729,0.08076004994412263,0.048669339639452504
-60.41666666666667,4.250000000000003,0.015049977228045464,0.04816150292754173,0.10071150958538055,0.054640996580322586,0.043196787032706636
-60.25,4.250000000000003,9.208523551933467e-4,0.010520740412175655,0.07132261991500854,0.02758807089412585,0.03817816845032828
-60.083333333333336,4.250000000000003,4.5827426947653294e-4,0.008119468577206135,0.06724206358194351,0.02527326880954206,0.03654734293407882
-59.91666666666667,4.250000000000003,1.9056293240282685e-4,0.00451446371152997,0.05909841135144234,0.021267812665125046,0.03283351454247364
-61.75,4.083333333333336,0.01070514228194952,0.0494246706366539,0.10149722546339035,0.05387567946066459,0.04555940300058796
-61.583333333333336,4.083333333333336,0.09344928711652756,0.18195725977420807,0.06416547298431396,0.1131906732916832,0.06132713921973238
-61.41666666666667,4.083333333333336,0.25187990069389343,0.369140088558197,0.1170722246170044,0.24603073795636496,0.126135687006162
-61.25,4.083333333333336,0.17577460408210754,0.24241049587726593,0.1943543702363968,0.2041798233985901,0.034387354742926285
-61.083333333333336,4.083333333333336,0.21657465398311615,0.23615677654743195,0.26221388578414917,0.23831510543823242,0.022896040215455465
-60.91666666666667,4.083333333333336,0.12019751965999603,0.15124106407165527,0.30186429619789124,0.1911009599765142,0.09717156425918556
-60.75,4.083333333333336,0.0897761881351471,0.14357712864875793,0.34616151452064514,0.19317161043485007,0.13519640662448415
