lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,adequabilidade_rf
-60.41666666666667,5.083333333333336,83.599639892578125,43.343013763427734,27.61924934387207,21.591167449951172,2086,318,76,429,273,937,0.19304782152175903,309.20599365234375,0.07553055555555557
-60.25,5.083333333333336,82.02422332763672,45.92132568359375,26.022750854492188,20.100082397460938,2341,360,77,434,323,1292,0.30218786001205444,282.9304504394531,0.06863611111111115
-60.41666666666667,4.916666666666669,85.1608657836914,43.761234283447266,28.568500518798828,22.208999633789063,2007,321,75,390,824,845,0.44777432084083557,185.9596710205078,0.05540476190476193
-60.25,4.916666666666669,83.39363861083984,44.76213836669922,27.333499908447266,21.02050018310547,2096,333,74,415,866,1122,0.6444538831710815,194.98110961914063,0.05852500000000002
-60.583333333333336,4.750000000000003,86.24449157714844,47.9038200378418,28.753000259399414,22.22283363342285,1959,311,76,409,762,832,0.3788025379180908,131.27410888671875,0.0763392857142857
-60.41666666666667,4.750000000000003,84.74327850341797,47.34137725830078,28.979249954223633,22.411291122436523,1908,313,65,389,774,814,0.37833118438720703,158.056640625,0.058326587301587324
-60.25,4.750000000000003,84.25373077392578,47.78226852416992,29.39525032043457,22.812374114990234,1879,305,60,374,758,765,0.6268067955970764,171.68600463867188,0.08752619047619048
-60.75,4.583333333333336,87.63072204589844,50.9847526550293,28.075000762939453,21.586584091186523,2038,319,67,311,862,941,0.6090839505195618,172.8049774169922,0.0975575396825397
-60.583333333333336,4.583333333333336,86.4422836303711,48.88378143310547,28.378250122070313,21.83358383178711,1966,315,67,383,823,914,0.6147409677505493,156.6186065673828,0.11133571428571429
-60.41666666666667,4.583333333333336,85.69293212890625,50.70685577392578,29.65074920654297,22.96525001525879,1904,320,58,352,782,717,0.5705240964889526,155.41326904296875,0.09210317460317463
-60.25,4.583333333333336,84.87825012207031,50.18055725097656,30.17474937438965,23.54224967956543,1855,323,62,331,766,633,0.42318716645240784,160.26559448242188,0.08891746031746034
-61.083333333333336,4.416666666666669,87.03592681884766,54.94758987426758,29.072250366210938,22.65708351135254,1974,319,54,299,840,659,1.0736788511276245,167.92913818359375,0.09379246031746036
-60.91666666666667,4.416666666666669,87.01647186279297,57.137786865234375,30.206499099731445,23.599124908447266,1915,315,57,298,819,523,1.0396220684051514,175.45083618164063,0.08975634920634921
-60.75,4.416666666666669,86.67639923095703,56.875370025634766,30.370250701904297,23.655582427978516,1868,307,54,291,790,559,1.0359476804733276,176.87246704101563,0.0918230158730159
-60.583333333333336,4.416666666666669,86.51972198486328,55.73830795288086,31.09149932861328,24.37958335876465,1774,327,52,309,795,452,0.9704857468605042,171.18885803222656,0.07601150793650796
-60.41666666666667,4.416666666666669,86.30682373046875,54.396141052246094,30.97450065612793,24.296249389648438,1735,315,56,308,755,485,0.7008836269378662,177.59402465820313,0.07869960317460319
-60.25,4.416666666666669,85.61436462402344,53.772518157958984,31.230249404907227,24.515417098999023,1660,330,55,281,796,468,0.4057166576385498,189.7240753173828,0.07367341269841272
-60.083333333333336,4.416666666666669,83.974609375,52.141456604003906,30.73925018310547,24.049833297729492,1708,326,58,280,769,574,0.22553379833698273,181.967529296875,0.08266428571428575
-61.41666666666667,4.250000000000003,87.25037384033203,53.40860366821289,30.30900001525879,23.93891716003418,2107,313,67,323,829,467,0.892525315284729,164.1967010498047,0.09868492063492064
-61.25,4.250000000000003,86.491729736328125,57.73561096191406,31.07550048828125,24.48145866394043,1980,330,59,317,824,354,0.8653136491775513,164.91061401367188,0.07488650793650795
-61.083333333333336,4.250000000000003,85.731109619140625,62.235958099365234,31.732500076293945,24.955915451049805,1863,324,56,281,808,284,0.7667055130004883,166.69097900390625,0.13205634920634915
-60.91666666666667,4.250000000000003,85.82850646972656,62.98350524902344,32.24300003051758,25.39608383178711,1748,317,49,232,811,237,0.6720359325408936,176.4337158203125,0.17809404761904762
-60.75,4.250000000000003,86.44074249267578,61.28190612792969,31.93400001525879,25.189916610717773,1721,314,46,228,770,289,0.6197679042816162,176.02490234375,0.1470876984126984
-60.583333333333336,4.250000000000003,86.39728546142578,61.00615692138672,32.352500915527344,25.632083892822266,1630,321,47,286,768,226,0.5751680731773376,175.75474548339844,0.12596666666666664
-60.41666666666667,4.250000000000003,85.79045104980469,59.33853530883789,32.12725067138672,25.45829200744629,1666,328,47,284,817,277,0.5389934182167053,200.86660766601563,0.10071150793650795
-60.25,4.250000000000003,85.11186981201172,56.38481140136719,31.541250228881836,24.883832931518555,1640,326,50,268,819,399,0.48962488770484924,204.77076721191406,0.07132261904761907
-60.083333333333336,4.250000000000003,84.2932357788086,55.606449127197266,31.38800048828125,24.752458572387695,1636,319,51,262,764,436,0.40255850553512573,194.2499542236328,0.0672420634920635
-59.91666666666667,4.250000000000003,83.223724365234375,54.32026672363281,31.488000869750977,24.840084075927734,1657,327,53,255,785,447,0.24057656526565552,160.35008239746094,0.05909841269841272
-61.75,4.083333333333336,87.36351776123047,51.68274688720703,30.75925064086914,24.347667694091797,2133,336,62,339,865,427,0.5669641494750977,149.5718231201172,0.10149722222222227
-61.583333333333336,4.083333333333336,86.70557403564453,54.840972900390625,31.408750534057617,24.95549964904785,2102,341,62,346,849,275,0.6498117446899414,153.92799377441406,0.06416547619047622
-61.41666666666667,4.083333333333336,86.294525146484375,59.14368438720703,32.071998596191406,25.382041931152344,2003,342,58,314,856,199,0.5495122671127319,160.02838134765625,0.11707222222222223
-61.25,4.083333333333336,85.68220520019531,63.941898345947266,32.784751892089844,25.69129180908203,1852,339,48,241,877,183,0.38735586404800415,163.1583251953125,0.19435436507936504
-61.083333333333336,4.083333333333336,85.231842041015625,65.74876403808594,32.85049819946289,25.8194580078125,1775,328,45,235,823,150,0.28161880373954773,160.24197387695313,0.26221388888888886
-60.91666666666667,4.083333333333336,85.10997009277344,65.91131591796875,33.0412483215332,26.004709243774414,1679,322,39,196,806,128,0.2341538816690445,175.92466735839844,0.30186428571428564
-60.75,4.083333333333336,85.69953918457031,64.87705993652344,32.91524887084961,26.039125442504883,1629,323,40,182,796,132,0.24121490120887756,174.66073608398438,0.3461615079365081
-60.583333333333336,4.083333333333336,86.28958892822266,64.27300262451172,33.12950134277344,26.28037452697754,1563,333,29,272,810,110,0.2379775196313858,176.1770477294922,0.21088214285714277
-60.41666666666667,4.083333333333336,85.734771728515625,64.38679504394531,33.06700134277344,26.26279067993164,1585,339,33,260,824,120,0.3394574522972107,214.83103942871094,0.20805436507936503
-60.25,4.083333333333336,83.9934310913086,61.913917541503906,32.31975173950195,25.654125213623047,1628,313,47,260,766,244,0.39111849665641785,212.90231323242188,0.1517861111111111
-60.083333333333336,4.083333333333336,82.859100341796875,60.7061882019043,32.24399948120117,25.667125701904297,1621,319,50,262,742,243,0.35626021027565,205.27114868164063,0.10727460317460315
-59.91666666666667,4.083333333333336,82.94309997558594,57.102630615234375,31.634000778198242,25.115707397460938,1671,323,58,261,773,377,0.3101637065410614,188.17742919921875,0.06850714285714289
-51.41666666666667,4.083333333333336,74.30992889404297,52.955421447753906,32.79600143432617,26.009374618530273,3258,500,67,278,1065,5,0.006410784088075161,64.89093780517578,0.3967341269841271
-64.25,3.916666666666669,87.18241882324219,34.92292022705078,30.671499252319336,24.085208892822266,2841,399,90,714,1123,724,0.36892032623291016,54.889610290527344,0.10224563492063499
-62.583333333333336,3.916666666666669,88.1858901977539,48.4025764465332,31.34925079345703,24.838459014892578,2538,367,92,443,985,389,0.4693010449409485,115.03331756591797,0.06975992063492065
-62.41666666666667,3.916666666666669,87.6445083618164,50.233482360839844,31.558000564575195,25.007875442504883,2505,387,88,420,997,334,0.4174276888370514,183.6136932373047,0.10847341269841276
-62.25,3.916666666666669,87.79673767089844,49.2879638671875,30.842750549316406,24.418041229248047,2414,365,86,399,984,469,0.4010900557041168,183.65032958984375,0.0990511904761905
-62.083333333333336,3.916666666666669,87.351593017578125,51.40138626098633,31.24449920654297,24.78162384033203,2294,361,71,380,933,372,0.4766128957271576,161.78759765625,0.07885039682539685
-61.91666666666667,3.916666666666669,87.00264739990234,53.412445068359375,31.406999588012695,24.93899917602539,2233,344,71,373,911,319,0.44196590781211853,168.63999938964844,0.07658571428571433
-61.75,3.916666666666669,86.72863006591797,55.10403060913086,31.510000228881836,25.04337501525879,2131,345,61,364,882,284,0.3378944396972656,133.54489135742188,0.0692837301587302
-61.583333333333336,3.916666666666669,86.21885681152344,57.95954513549805,32.0369987487793,25.48991584777832,2061,352,62,354,865,178,0.3278661370277405,110.82962036132813,0.13836547619047612
-61.41666666666667,3.916666666666669,85.67366027832031,62.82015609741211,32.83250045776367,25.90012550354004,1900,343,49,264,878,129,0.17208318412303925,138.9630889892578,0.2372753968253968
-61.25,3.916666666666669,85.37500762939453,66.14557647705078,33.257999420166016,25.96270751953125,1797,345,38,206,895,128,0.11817807704210281,166.75103759765625,0.23688611111111105
-61.083333333333336,3.916666666666669,84.95220947265625,67.76100158691406,33.316749572753906,26.125041961669922,1709,337,36,185,862,120,0.08855932205915451,153.5355224609375,0.1871583333333332
-60.91666666666667,3.916666666666669,84.22138214111328,68.5772933959961,33.38574981689453,26.198623657226563,1661,330,36,174,845,109,0.057750966399908066,162.85498046875,0.16185277777777773
-60.75,3.916666666666669,83.820556640625,69.95584869384766,33.33675003051758,26.186290740966797,1695,316,42,230,799,108,0.04673688858747482,158.6378173828125,0.16279682539682527
-60.583333333333336,3.916666666666669,84.89253234863281,69.05720520019531,33.294498443603516,26.34375,1649,332,40,276,821,98,0.03735876455903053,163.14248657226563,0.13543492063492069
-60.41666666666667,3.916666666666669,84.89726257324219,66.888885498046875,33.27225112915039,26.41204071044922,1598,343,35,261,839,103,0.13107207417488098,232.5681915283203,0.13673571428571432
