pa,glm,gam,rf,brt,maxent,ensemble
1,0.0573873167620535,0.06920900605160854,0.5125486111111109,0.09414386520863678,0.4869338708259008,0.2440445339918621
1,0.12321967519543414,0.10383533669643209,0.47202281746031743,0.09796538131318851,0.6016134594100433,0.2797313340150831
1,0.13133711200935014,0.09426686012178083,0.48425644841269816,0.08300346016666059,0.6310988558745099,0.28479254731699993
1,0.04726426380066894,0.03799018747475736,0.4842440476190479,0.06762535425097775,0.30067773727848657,0.1875603180847877
1,0.12825041161186876,0.13456424762652752,0.37751907467532475,0.1188243194397841,0.6592763016499611,0.28368687100069323
1,0.030127115501871027,0.0522445417942549,0.5542748015873021,0.09699012555318148,0.34701789405672145,0.2161308956986662
1,0.13483414297559326,0.07826624869516309,0.45709970238095243,0.06516661848839189,0.5085157393532872,0.24877649037867758
1,0.11503923010714394,0.07816135764433534,0.49229761904761915,0.07696218487112487,0.5424338025434943,0.26097883884274353
1,0.08689148672966449,0.09585545883843825,0.4545679563492068,0.08117361094795283,0.5717390572882872,0.2580455140307099
1,0.1666635610333719,0.14661182345882584,0.49489285714285747,0.14045352211802228,0.7283178229880942,0.33538791734823437
1,0.06942123138273078,0.0570841234007854,0.5076602182539682,0.08150408255129228,0.4236902529205767,0.22787198170187067
1,0.09067974173607388,0.13126245145041984,0.5044122023809526,0.1928923853809749,0.6879475350767208,0.3214388632050284
1,0.17744161888625262,0.2409110647165804,0.5390927579365073,0.235413629127395,0.8973970244674587,0.41805121902683884
1,0.0761359411063779,0.08855299129346661,0.32906200396825364,0.06415506809863579,0.476536542847685,0.20688850946288379
1,0.15242882361275753,0.17775608634213175,0.3705069444444441,0.17107024765760875,0.8053706132987202,0.33542654307113245
1,0.1358194495412067,0.12505572107227766,0.4077271825396826,0.10297268917018805,0.6600108314259352,0.286317174749858
1,0.16708027557493005,0.15014959601106004,0.44740376984126956,0.15294595007190964,0.7590673698363984,0.33532939226711356
1,0.22430161257866757,0.2571822294598168,0.372294642857143,0.272991904013548,0.9381809478601946,0.412990267353874
1,0.036250554330351625,0.04361918442404553,0.441019841269841,0.06901283261086902,0.3249580384289925,0.18297209021281993
1,0.033965382396744466,0.03359464756932452,0.4374434523809522,0.04348516909411021,0.3113640093226896,0.1719705321527642
1,0.12545620873189225,0.14861168711604952,0.5371066468253968,0.1380536761776632,0.7502341384224908,0.3398924714546985
1,0.025670667306488783,0.045716114038222976,0.46376686507936493,0.052771487413120814,0.28830905795455486,0.17524683835835048
1,0.057147139025117824,0.033769388132708585,0.4672187499999999,0.04520016293072555,0.2479056418914226,0.17024821639599488
1,0.08897873411739057,0.11851076023511019,0.3808526785714287,0.1468057914609084,0.6369486065159933,0.27441931418016624
1,0.06131334968686945,0.03468244640144948,0.31365823412698424,0.04871590742176899,0.25124464633678123,0.14192291679477068
1,0.1575112769785239,0.20132840025367849,0.38302033730158713,0.23171123855093884,0.8533603300462693,0.3653863166261995
1,0.11301041250329688,0.12092067759996167,0.5170029761904764,0.1288067300721359,0.6590295763403589,0.3077540745412459
1,0.14211544703314297,0.10863212061768447,0.4810585317460315,0.07557311878853737,0.632315550513124,0.2879389537397041
1,0.12318859686583843,0.14101698252055636,0.3372306547619048,0.12124706199407917,0.717344533682124,0.28800556596490057
1,0.18267724142883032,0.16800770799189582,0.5152577110389615,0.16251339039286228,0.7505194587766533,0.35579510192584063
1,0.11293482507066911,0.09771762263357321,0.34918998015873,0.1020008716022595,0.604192776713806,0.2532072152358076
1,0.09148056284723821,0.07293398604998924,0.4234548611111109,0.08563231919715845,0.5245279659278224,0.23960593902666383
1,0.14168682289132223,0.10023897733813456,0.35925396825396794,0.1373250487659954,0.7722493885334586,0.30215084115657576
1,0.11318949114020915,0.07413206632130141,0.34959523809523824,0.07624531658441441,0.4953040557199395,0.22169323357222054
1,0.1952051718416749,0.23424717148284535,0.6008159722222223,0.27897557707408555,0.9196577515410871,0.44578032883238305
1,0.18546157022781706,0.13330930474962627,0.3816840277777779,0.12394832972501361,0.6730900215978164,0.2994986508156102
1,0.11079864178325231,0.12737936591492616,0.47374355158730175,0.13165499027720082,0.6354059399310715,0.2957964978987505
1,0.15734143260626152,0.18748011092805666,0.43624156746031706,0.19230265414121922,0.8508222767095448,0.36483760836907986
1,0.10526320811452206,0.09908116972531095,0.5322405753968252,0.09389961279566376,0.6052996218594449,0.28715683757835336
1,0.01896474343380043,0.02121968270695028,0.5147624007936509,0.04877751539722744,0.175149852069317,0.1557748388801892
1,0.13302903426257415,0.19093654766117965,0.5345515873015874,0.18187529616501516,0.8029670082782537,0.368671894733722
1,0.19291381271593627,0.2215809579182591,0.5008144841269843,0.19828357541568206,0.8985572706751087,0.4024300201703941
1,0.11459079752275077,0.07799268148157307,0.45439880952380973,0.06593954298480938,0.5339995952471205,0.24938428535201268
1,0.13842474481354758,0.14346224608396227,0.5009528769841269,0.10718172628209983,0.7007332755572815,0.3181509739442036
1,0.18615212521013777,0.2043472090782805,0.41201785714285677,0.20340068654579677,0.8465319082281987,0.3704899572410541
1,0.0883805977572824,0.10459668457316158,0.46758928571428593,0.11143869315223605,0.6034361727027774,0.2750882867799487
1,0.1729724257689152,0.24047372610272394,0.5510233134920639,0.2485669914866487,0.92267457734896,0.42714220683986237
1,0.12033450189472887,0.13384624883269094,0.4574211309523808,0.10941108809119995,0.6752814236393061,0.29925887868206136
1,0.14092667018565425,0.16684660667348603,0.33128869047619036,0.15611349995329163,0.7526484152087393,0.3095647764994723
1,0.17186466043065196,0.20214586351163402,0.4749905753968258,0.17005928807173526,0.8145487096070907,0.36672181940358756
1,0.07451873764984776,0.08309615460320517,0.4289841269841269,0.08475554653156425,0.4898764460472417,0.23224620236319715
1,0.21992474510722676,0.21879563296792134,0.5125421626984125,0.23256022544719623,0.8753249428414698,0.4118295418124453
1,0.10382279678239732,0.1407869232370858,0.5138462301587301,0.1484558776164089,0.6445042209678429,0.310283209752493
1,0.10307182540664023,0.11170142212663615,0.44131646825396814,0.09243595906350559,0.6352404481315735,0.27675322459646473
1,0.20518136829847375,0.27449508500113484,0.6797237103174603,0.389244533286148,0.9487044890478665,0.49946983719021665
1,0.046571956796183804,0.04208614680323878,0.3302460317460316,0.06576566216597302,0.32031141782393757,0.16099624306707297
1,0.12442309037848229,0.1300715347266171,0.3799935515873012,0.14432780048219104,0.7020497605550626,0.2961731475459308
1,0.09312956259698571,0.08474951591994903,0.5877911706349205,0.11629729755429248,0.6519535728408035,0.30678422390939025
1,0.17295839921418163,0.14487586542714648,0.5151875,0.13335942318356636,0.8274934426905096,0.3587749261030808
1,0.16083740333652916,0.18621539367634962,0.36984722222222216,0.15600627041363563,0.7880838948724268,0.33219803690423266
1,0.10320280870883423,0.12838597471474247,0.3631721230158732,0.13520599446126833,0.661379566723705,0.27826929352488466
1,0.011037122404668583,0.0361006732279112,0.35666418650793635,0.06100260794096688,0.2277774036978074,0.13851639875585808
1,0.08571803626134468,0.0882857411989478,0.510378472222222,0.12085150959142003,0.6432776692639799,0.2897022857075829
1,0.07553870997139885,0.06966249463587672,0.39689831349206345,0.08094164772599495,0.4487886648962146,0.21436596614430972
1,0.11977225425258096,0.14000703379765944,0.5628561507936505,0.1642750442450072,0.7061715916388929,0.33861641494555816
1,0.09499232880599932,0.08122547197008001,0.35756001984126984,0.05966181764725115,0.5146848337953868,0.22162489441199743
1,0.12372525603328789,0.15144184377537298,0.39611855158730175,0.15606934936070638,0.7446472244508203,0.3144004450414979
1,0.1320255378252756,0.17455239092794897,0.5585798611111114,0.20185919453533155,0.7956381206443766,0.3725310210088088
1,0.13960648046644664,0.171599091754199,0.48264930555555546,0.1600899747612041,0.7471819426508415,0.34022535903764933
1,0.12131502295369684,0.14878099108113968,0.5157544642857148,0.1613997742796598,0.6960600804439996,0.3286620666088421
1,0.010004760195690042,0.04790703974923681,0.48252430555555537,0.07006424667726573,0.3887980827588281,0.1998596869873152
1,0.07901435444310427,0.08563631607528491,0.4738472222222223,0.10808573117133347,0.5702772845991949,0.263372181702228
1,0.16864552272335345,0.19178527486828095,0.5428903769841269,0.14992897276197395,0.8383789443009105,0.37832581832772916
1,0.15041374213474465,0.16708101854321203,0.4888665674603175,0.15551102142608553,0.7625872721716782,0.34489192434720756
1,0.010720236798446754,0.04688617112041294,0.4207951388888883,0.0702262781896653,0.3306181371614182,0.1758491924317663
1,0.17738149361224972,0.18673826753609615,0.5759761904761903,0.19129478501808608,0.8170747190967853,0.38969309114788153
1,0.1426645964141137,0.14893162066280694,0.49665476190476165,0.19767403742471443,0.7529788314238841,0.3477807695660562
1,0.07452836193935602,0.050895131053306154,0.3425739087301586,0.11819925715972551,0.6683008358498125,0.25089949894647173
1,0.22043767308467982,0.2565320395341696,0.6225649801587304,0.2580512173568609,0.897710952298827,0.45105937248665356
1,0.20384927249956097,0.24181428719388376,0.5898318452380956,0.23819389474281613,0.9203945390053467,0.43881676773594064
1,0.19889142546291205,0.24595208479558048,0.6588169642857146,0.290496172512184,0.9270002015214315,0.4642313697155645
1,0.1604593324458389,0.12688401158164678,0.48941418650793606,0.07605945202835855,0.6998513511807856,0.3105336667489132
1,0.098877728481976,0.07221693571506513,0.47668105158730134,0.10284538971007287,0.46658870023525656,0.2434419611459344
1,0.04175302583222957,0.050228695405171615,0.3686577380952382,0.12741766070604874,0.7263219291937257,0.2628758098464828
1,0.08991807148857915,0.08123158237593218,0.4364454365079365,0.14513984803988975,0.5855637864459611,0.26765974497165973
1,0.1300938790298001,0.16343882075415125,0.36512896825396807,0.17756011690910414,0.7503316124917622,0.31731067948775715
1,0.11800594971545983,0.14452820396848182,0.4445892857142859,0.13295612378619623,0.6582349886995611,0.299662910376797
1,0.18920611363112708,0.21616196656856076,0.4076081349206351,0.2160261563253389,0.8628533323544447,0.3783711407600213
1,0.05351781558696434,0.06331679509051769,0.444996527777778,0.08657390538319507,0.48345949287143997,0.226372907341979
1,0.19353150697158283,0.20392645713924515,0.5502033730158729,0.2683532154856016,0.8879865721566164,0.4208002249537838
1,0.0611689956556428,0.06279244953915197,0.4383501984126984,0.06287345853298636,0.49292904295637596,0.2236228290193711
1,0.11310366790707158,0.1046922236215396,0.48380753968253964,0.1870546301562899,0.7863500908540951,0.3350016304443072
1,0.196655452154724,0.24131975415820597,0.6156800595238097,0.2685065855705592,0.9260047555698998,0.4496333213954397
