temperatura,precipitacao,adequabilidade_temp,adequabilidade_prec,adequabilidade,presenca
20.751550402492285,1638.5975699406117,0.21646081692751692,0.45922997061952814,0.09940529459790266,1
30.766102708876133,1676.2041540816426,0.2830914525851127,0.5079169876887281,0.14378695783745682,0
23.179538436233997,3149.686280149035,0.6427852221784689,0.10785974722739702,0.06933065158567589,0
32.66034808009863,1687.4192046467215,0.08505496486519085,0.5227047798315109,0.04445863668343648,0
33.809345685876906,1139.3933380255476,0.033772634089556317,0.06219395255980448,0.002100453602385501,0
15.911129987798631,1761.7978628957644,0.0035008874530375275,0.6224286940929397,0.002179052805560506,0
25.562109760940075,3312.8878026502207,0.9894038796610013,0.046978170148590424,0.046480383804390006,0
32.84838088788092,3162.9820815986022,0.07386077498646072,0.10129534829816594,0.007481752927826002,0
26.028700289316475,3014.585078600794,0.9999542395688822,0.19429216980705782,0.19428327891360464,0
24.132294706068933,858.7844559689984,0.8238261734875325,0.011776756300313952,0.009702000078982833,0
34.13666690699756,2504.3395429151133,0.025271578134168478,0.7955690195053737,0.020105284637553858,0
24.06668312381953,2908.4740091115236,0.8124907205033186,0.2895733286349477,0.23527564242115293,0
28.55141270905733,2736.5603010402992,0.69652584572875,0.49122319454826846,0.342149651024311,1
26.452668039128184,1301.6217410564423,0.9886807528225067,0.13631338318694994,0.13477041830905648,0
17.058493653312325,2367.821516422555,0.011775944494651648,0.9328219873845,0.010984859946830511,0
32.99649940803647,1917.2293190378696,0.06590768551527423,0.8208373783346409,0.05409949179046169,0
19.9217546870932,1684.0411910088733,0.12841299684349197,0.5182397709071331,0.0665487220656697,0
15.841190670616925,1936.2330997362733,0.003236018705102244,0.8421601086201146,0.0027252458641856287,0
21.558414385654032,1787.1238332008943,0.33421112461161817,0.6564521305939389,0.21939360481949316,0
34.09007298294455,3150.908813625574,0.026355688118676956,0.1072427126086825,0.0028264554865153405,0
32.790786321274936,1537.0362997520715,0.07715551960229715,0.3378218103815634,0.026064817312978224,0
28.85606812313199,1861.970448703505,0.6356077710972634,0.7541731632187822,0.47935832329486283,0
27.81013627536595,3209.1198072303087,0.8335738628029901,0.08091328544946363,0.06744719990419037,0
34.88539553247392,3022.2617990570143,0.012448872662580978,0.18835657537763772,0.0023448270220360477,0
28.114115982316434,2759.059500694275,0.7801221263895858,0.4622163142884699,0.3605851739546782,1
29.170609363354743,1987.5429904088378,0.5720740292755226,0.8945345026768924,0.5117399572723457,0
25.88132049422711,2033.1084575271234,0.9992178157828796,0.9335392102002409,0.9328090105639593,1
26.882840408943594,2097.1740405540913,0.9576236773584734,0.9742312191504328,0.9329468826802663,1
20.783194745890796,1143.929798156023,0.22048014921015735,0.0636861399037849,0.01404152962860545,0
17.942272946238518,1572.4246469559148,0.02713166925276112,0.37814741608376395,0.010259770621970924,0
34.26048465073109,2488.7446956476197,0.022576019120282637,0.8139466204183827,0.018375674465454843,0
33.04598090238869,2658.3919850876555,0.06341197189156149,0.5952208620080569,0.037744128570925906,0
28.81410556845367,1224.1051472024992,0.6440653979925928,0.0952230971092516,0.06132990193775744,0
30.909348353743553,2960.2366533130407,0.2621119953879426,0.24001324776926097,0.06291035129234165,0
15.49227369017899,1332.4797561392188,0.0021678544255160775,0.1559452484271029,3.3806659694089915e-4,0
24.555919421836734,2256.112571316771,0.8906054046459159,0.992255770267558,0.8837083517913834,1
30.169190750457346,3444.013634114526,0.38072609083579206,0.021902372802211193,0.00833880477701404,0
19.32815871667117,1925.9657859336585,0.08433398603218464,0.8307560103005664,0.07006096576884141,0
21.363620152696967,1019.6718049934134,0.30293917774489043,0.032066692566553284,0.009714257479109843,0
19.632515707053244,1258.507889462635,0.1051368954001384,0.1120667915171849,0.011782354537571387,0
17.856000447645783,1309.2726154951379,0.025104525495120253,0.14099925457421886,0.003539719381251428,0
23.290926716290414,878.2887978479266,0.6651607363774106,0.013388167891105095,0.008905283613191869,0
23.274486525915563,1557.8510254155844,0.6618672939761914,0.36125859469478827,0.2391052484962812,1
22.37690901849419,1782.717782491818,0.48226283416315696,0.650550135835944,0.3137361522734691,0
18.04889495484531,1544.3069075699896,0.029830432221791218,0.3459143671655048,0.010318775084274392,0
17.776121268980205,1122.2263445379212,0.023345677958431458,0.0568045755519352,0.0013261413274008682,0
19.66068198904395,1151.4947321033105,0.10724830866355976,0.06623956896700461,0.007104081738314465,0
24.319249005056918,3154.7169792000204,0.854755157070234,0.10533821207612278,0.09003838000862394,0
20.319452807307243,1948.973999498412,0.16650983344459325,0.8559098240353251,0.1425174022437131,0
32.15655430685729,1070.6475959392264,0.12175661778656631,0.04288527309686463,0.005221565805127461,0
15.916623333469033,1203.9881395408884,0.0035225063906632096,0.0863384226169267,3.041276454279053e-4,0
23.8440014841035,3205.1474728621542,0.7724094195248733,0.0825277362691604,0.06374520086636402,0
30.97849691286683,3257.746936730109,0.25234239148323045,0.06313122963038847,0.01593068546220921,0
17.4379851995036,3074.2870034417138,0.01703181726760244,0.15147230066254197,0.002579848545987751,0
26.21895967517048,2282.7037347946316,0.9973400251663007,0.9832531528567714,0.9806377242150169,1
19.130627792328596,1515.1608947431669,0.0726885933458565,0.31410245716212126,0.022831665777591745,0
17.55063300486654,2972.4053523968905,0.018945075362052356,0.22921125694827765,0.004342424536715867,0
30.066157286055386,979.358186526224,0.39910318682074186,0.025249991154400506,0.010077351936916784,0
32.90090718306601,1015.8570003230125,0.07095598294338562,0.03136041040314278,0.002225208745662972,0
22.489255517721176,1551.4161471975967,0.5042211190345938,0.35392538296289977,0.17845665265230046,0
28.302303892560303,2134.428154141642,0.7449203669493647,0.9894396940757519,0.7370537799851763,1
16.89681321848184,3111.2976405536756,0.010013928451411665,0.12866709256560147,0.0012884630590030948,0
22.67939275596291,2709.7671760246158,0.541951057400134,0.5264304870218725,0.2852995590891713,0
20.48767289146781,1922.6151874056086,0.18487095633150424,0.8269747865738277,0.15288361965594516,0
31.292800777591765,2255.5115580558777,0.21091103007344614,0.9924201494134568,0.2093123559784355,0
23.970326827839017,1186.8089767871425,0.7954357693220098,0.07928500223834836,0.0630661267511579,0
31.20128706097603,2168.9531410112977,0.22246934781792815,0.9976228115955759,0.22194049626395557,1
31.247790190391243,1103.8418486015871,0.2165440656659583,0.05146663919198066,0.011144795296794444,0
30.886846422217786,1206.3570470549166,0.26534163129378036,0.08734908126301283,0.02317734771434081,0
23.796633752062917,3222.69904545974,0.7635990898657644,0.07558464929186895,0.057716369407094126,0
30.089503172785044,1514.8712457157671,0.39490378649909114,0.3137948573789814,0.12391877736290202,0
27.584422631189227,2826.0327273746952,0.8698222548188671,0.37995736253760704,0.3304953698174911,0
29.203648027032614,1725.4924680106342,0.5654198624079041,0.5735304823527755,0.32428552641864516,0
15.012495466507971,2516.2678169552237,0.0012223761388781606,0.7811593407557016,9.548705388015638e-4,0
24.506331481970847,1370.1566527131945,0.8834266788376223,0.18262039365716823,0.1613317278565713,1
19.402377703227103,2749.7141423868015,0.08907677282763021,0.4741946542471142,0.042239729492446844,1
22.596330754458904,2899.2740508401766,0.5253927874199031,0.2989830516735626,0.15708353891008198,0
27.25542006548494,3391.1941113416106,0.91616392353896825,0.030089952181667143,0.02756732864985611,0
22.035958184860647,3394.0608410397545,0.4177052218035771,0.029586188394957948,0.012358305385838328,0
17.222708486951888,2058.4196735871956,0.013842011262084916,0.9517110591329007,0.013173595198768375,0
19.87238945439458,3245.593313756399,0.124185558946931,0.067244457123194,0.008350790493926783,0
28.361111748963594,2620.5384160159156,0.7336568869198934,0.6461827076313457,0.4740763936622807,0
23.35293559357524,2592.2440248774365,0.67754791977716,0.683936764671927,0.4633999321625851,0
30.76391668058932,2557.9844918334857,0.28341928746632983,0.7287482777053824,0.20654131760957453,0
17.057292885147035,2022.862208285369,0.011761903650636556,0.9254491954863862,0.01088504427086999,0
23.69785482995212,2188.149507669732,0.7449506125603625,0.9996533090779328,0.7446923449455994,1
34.69913959968835,2737.7747375983745,0.014933200537814821,0.489643260130455,0.007311940995517513,0
32.86102228797972,1889.0549854608253,0.07315304753772628,0.7876252726054201,0.05761718900881892,0
32.72938121575862,1380.9556549414992,0.08079747771109572,0.19082865344001212,0.015418473872957788,0
18.501053005456924,1913.2089947117493,0.043975502694502414,0.816209554573694,0.0358932254664341,0
17.613913831301033,2432.0510167861357,0.020100220120396542,0.8755025446764285,0.01759779386396352,0
28.062038500793278,2064.330682437867,0.7896050647202286,0.9555699427284676,0.7545228664728169,1
21.87032944522798,2328.4833836369216,0.3877267721810367,0.960059090197542,0.3722406121453557,0
28.135162559337914,1885.5534403817728,0.7762557127217042,0.7833780719411935,0.6081017035652656,1
21.40746484976262,825.6849649129435,0.3098263549777738,0.009432821346634455,0.0029225366549842885,0
18.75382238533348,1332.521289307624,0.05409245553885081,0.1559729975998473,0.008436962437931024,0
30.64588602632284,3421.8675864627585,0.3014577554580099,0.025064018869871668,0.007555742871268719,0
16.8718997342512,2699.6677444083616,0.00976440240147996,0.5398500630390216,0.005271313251977331,0
24.3355808313936,1047.0558698987588,0.8573534100500363,0.03754656991111731,0.03219067974897851,0
25.23010919801891,2630.294887814671,0.9676067279320597,0.6330729579073009,0.612565653342954,0
26.999779185280204,811.6674904013053,0.9459826757150864,0.008572651800430929,0.008109580088145402,0
21.656470806337893,1499.5118484133855,0.3505945786111775,0.29773109394518377,0.1043829074211566,0
24.772260673344135,2149.631108669564,0.9196691205233088,0.9937553197828681,0.9139260809600699,1
34.089476549997926,1571.9942963682115,0.026369821508137145,0.37764323843415143,0.009958384791263451,0
24.658047943376005,2265.4764224076644,0.9047954284073422,0.989470245215351,0.8952681544159414,1
32.80700444243848,2528.3330395584926,0.07621600035152773,0.7663017771399734,0.058404456515876536,0
33.28876373823732,2141.3770810700953,0.05226393564024265,0.9915503534191074,0.05182232385515608,0
27.174699646420777,2826.9145553465933,0.9262026895620029,0.3789222102555809,0.3509587702734978,1
23.213795530609787,2300.911211851053,0.6496807530839986,0.9751700730228307,0.6335492274264506,1
17.94189381878823,3144.193096808158,0.027122461189440037,0.11066628368606315,0.003001541984254809,0
33.70599606540054,1118.6623306013644,0.03691929911795967,0.0557354630581363,0.0020577142321213256,0
21.02457799948752,3000.2724720397964,0.2527718427040977,0.20570266438394771,0.05199584152547303,0
16.214411430992186,2752.7510123560205,0.004893367086155219,0.4702907529501251,0.0023013052914092978,0
33.95453880075365,3412.645676615648,0.02974005708500492,0.026492655225315128,7.878930787342257e-4,0
29.411925468593836,3274.043710133992,0.5237528845955473,0.0579415393376336,0.030347048365991974,0
17.84588591195643,1111.6945965681225,0.02487566246606257,0.05369336696606708,0.0013356580733143188,0
25.98569312132895,1342.1892004320398,0.9999886285770269,0.16253086967255928,0.16252902146529405,0
34.081824771128595,2570.1984632527456,0.026551722755689754,0.7129190404103833,0.018929228708228878,0
26.70966706238687,2474.4044445222244,0.9724084987205571,0.8303396111765291,0.8074292947323798,1
23.09020563494414,3454.341059993021,0.6247626172971481,0.02055054354818035,0.012839211374040175,0
27.957869586534798,1861.7313808994368,0.8081896621195788,0.7538721478491622,0.6092716764515755,1
21.396412341855466,3412.074267398566,0.3080817951589446,0.02658344195333572,0.00818987451848727,0
21.154400217346847,2084.56511113327,0.2713256814796095,0.9676336134120416,0.2625438495815992,0
19.39535262528807,1636.4184628706425,0.08861897542827948,0.456458652531511,0.04045089811271554,0
22.389777316711843,3055.5678966920823,0.4847631397184123,0.16408042379819365,0.07954014140674005,1
34.684384069405496,2408.822260890156,0.01514752467670158,0.8979230051936208,0.01360131087894841,0
18.084046016447246,2445.3930963994935,0.030769220749262725,0.8618398140126708,0.0265181394878594,0
16.82087999768555,2534.292741189711,0.009270643861139719,0.7588660742362118,0.007035177112545135,0
17.83813815563917,3427.938176272437,0.024701575182719784,0.024160350898123396,5.967987241508866e-4,0
28.800142030231655,2186.47304950282,0.6468765904534431,0.9995483035523529,0.6465843985954692,1
27.385129667818546,1798.5542819136754,0.8988959320162299,0.6717139971256837,0.6038009794946386,1
32.82788234297186,1281.6658878466114,0.07502013473789235,0.12464134355985154,0.009350610387771994,0
28.459981852211058,3313.220233330503,0.7144837395865703,0.04689240878209303,0.03350386358485196,0
29.741554758511484,1707.8672813484445,0.4594454263433655,0.5499040945262689,0.252650921157584,0
25.422714515589178,1675.660855253227,0.9816559751560205,0.5072033325142796,0.49789918198168853,0
28.196768993511796,3171.5626520104706,0.7648315486317437,0.09722754703769869,0.0743626953705088,0
31.43610920291394,1903.0368637060747,0.1936432056763397,0.8043297664757978,0.15575299440127519,0
30.725631034001708,3444.3785769399256,0.28919796800817477,0.021853316704932523,0.006319934785305587,0
34.59643834736198,1803.8315327605233,0.016482002735592312,0.6787315997515188,0.011186856083837479,0
23.78863072488457,2463.5076694888994,0.762101731605646,0.8424443820797819,0.6420283223644502,1
21.234044041484594,2455.8806771878153,0.28311345331105325,0.8507248982256068,0.24085166375434586,0
23.189499052241445,1088.449890119955,0.6447912595395842,0.0473245990701168,0.030514487841626445,0
15.209342236630619,2634.8752416670322,0.0015510949706388187,0.6269087637663674,9.723950305274118e-4,0
18.676990480162203,802.824049256742,0.05083103193793632,0.008066774444669064,4.100424694331017e-4,0
31.854586377739906,2305.812010052614,0.14893693552628565,0.9727337304988901,0.14487598090355652,0
19.62323564104736,2256.5159349003807,0.10444836680949332,0.9921444717799537,0.10362786971648359,0
19.781999113038182,2758.9094625320286,0.11672037425393571,0.4624077891078209,0.05397241020259983,0
16.533823306672275,1712.4614376807585,0.006886102244042476,0.5560492583838245,0.003829012045955008,0
19.914473560638726,1386.2433657748625,0.12778271424908244,0.19494040508293486,0.024910014078313045,0
29.642704110592604,1353.3161259721965,0.47845986053866907,0.17032307088131163,0.08149275274039021,0
31.94906330201775,1895.119713805616,0.13998971227031665,0.7949221578877794,0.11128092416000947,0
24.950545341707766,922.5319652585313,0.9406478929483816,0.01778422577714987,0.01672869450499432,0
22.758180596865714,2805.676275352016,0.5577440190778101,0.4042236203924038,0.22545330664384233,1
19.928979882970452,3238.7877356028184,0.12904075955745362,0.0696414765236959,0.008986589027320293,0
17.221929226070642,3096.0348109481856,0.013831495170957527,0.1377360978503335,0.0019050961722834213,0
22.799888704903424,1581.7106362432241,0.5661317459510634,0.3891052041337914,0.22028480857490826,0
26.438706279732287,2507.606709236279,0.9893645605200379,0.7916512775225596,0.7832317182712337,1
19.337855256162584,1276.8054057611153,0.08494193564376756,0.12191691950308743,0.010355859130317642,0
23.89536004047841,2854.5884855324402,0.7818566609235253,0.3471527707826987,0.2714237061945108,0
19.359813374467194,3024.6655327500775,0.08633157160073228,0.1865244055835272,0.016102945075918307,0
25.04599126521498,2958.819954097271,0.9506941035161102,0.24129199930149164,0.22939488096154148,0
22.078091436997056,2878.0067024054006,0.42548721582898974,0.32140776598539544,0.13675489549494138,0
27.9997031763196,2767.868468957022,0.8007902180331609,0.4510245188678706,0.36117602280250355,0
22.49427913222462,2512.0107790920883,0.5052094638977611,0.7863351612567772,0.3972639652624959,0
22.10890761576593,1911.018949886784,0.43121673870224675,0.8136722399300705,0.35086908967519703,0
25.673758909106255,1917.1465280465782,0.9941044888336225,0.8207424735686849,0.8159037771510403,1
29.806687207892537,1973.7715584924445,0.4470663799558128,0.8812898895843156,0.39399508062811794,0
19.42205875646323,1878.3474092604592,0.09036930539779742,0.7745618603821276,0.06999661731035861,0
23.254922372289002,2779.1730055585504,0.6579435268561363,0.43681291084005386,0.28739822713440005,0
20.31373373698443,2511.702651740052,0.1659095621822887,0.786708386548808,0.13052244397744747,0
27.599461069330573,1675.9247299283743,0.8675115713992361,0.5075499145985035,0.44030542397689587,1
18.676569815725088,1715.2848784113303,0.05081363591536479,0.5598309766962813,0.02844704742398791,0
32.27288222871721,2008.2461395300925,0.11235874860416989,0.9132103824600782,0.10260717578554977,0
29.93136008270085,1597.11980256252,0.42373627696831084,0.40761047040158754,0.17271934318127058,0
28.36569299455732,2051.24935565982,0.7327748017496608,0.9468316618767695,0.6938143833220516,0
27.360357465222478,3309.385394444689,0.90229877319785,0.047889729838134894,0.04321084448172559,0
22.44476120453328,951.9504921976477,0.4954906340656519,0.02136515383267892,0.010586233619464272,0
25.596713717095554,1186.3471462856978,0.9910051519889453,0.07910196597413297,0.07839045581282002,0
32.49364685732871,2503.3800184726715,0.09607404490111288,0.7967153102480466,0.07654366249017491,0
26.63500199560076,1226.842551259324,0.9778475214014216,0.09648583568992017,0.09434843527973326,0
31.79535529576242,2732.2913793148473,0.15475735603890958,0.4967887461895116,0.07688171287017373,0
21.248963298276067,1200.5293239373714,0.285355522128587,0.08487951073315021,0.024220837103277083,0
29.165806444361806,2084.2238027602434,0.5730420749498948,0.9674450882993508,0.5543867407991442,1
20.300356121733785,1555.9565690346062,0.1645115557899149,0.35909164948737443,0.05907472592833476,0
26.88686388079077,3401.7166981007904,0.957244940000187,0.028276170580090562,0.027067221210373842,0
24.625796009786427,2733.7642760481685,0.9004027238328313,0.4948664190700631,0.44557907166408417,1
