lon,lat,MESS,extrapolacao,variavel_limitante,similaridade_bio3_isotermalidade,similaridade_bio4_sazonalidade_temperatura,similaridade_bio5_temp_max_mes_quente,similaridade_bio8_temp_media_trimestre_umido,similaridade_bio12_precipitacao_anual,similaridade_bio13_precipitacao_mes_umido,similaridade_bio14_precipitacao_mes_seco,similaridade_bio18_precipitacao_trimestre_quente,similaridade_bio19_precipitacao_trimestre_frio,similaridade_elevacao,similaridade_declividade,similaridade_orientacao,cenario
-60.41666666666667,5.083333333333336,-3.7777777777777777,TRUE,elevacao,29.28014624467745,20.60067558326596,38.14243307051938,35.627861227266166,23.696160969924627,25.447363602487666,28.85245964175365,39.334988653216115,15.983157509251646,-3.7777777777777777,25.909398244738956,14.109446207682291,ssp585
-60.25,5.083333333333336,-43.22222222222222,TRUE,elevacao,35.41805319204274,22.60457760083403,17.31673497639949,32.49204178156434,32.48238440314213,37.60526556717722,29.213114253810193,39.88089360315214,19.070877878289473,-43.22222222222222,40.59901992544908,21.40820821126302,ssp585
-60.41666666666667,4.916666666666669,6.444444444444445,FALSE,elevacao,23.197526919275614,20.92572503219198,49.474956788589154,22.418319684264873,20.974160286254406,26.31578947368421,28.491801902896068,35.07692322837508,49.990174410635966,6.444444444444445,39.805879495596294,48.34453582763672,ssp585
-60.25,4.916666666666669,-24.333333333333332,TRUE,elevacao,30.082738223513587,21.70364019990047,34.41494349736377,47.82899474835065,24.0407204385278,29.789472881116364,28.131147290839525,37.806451764355224,47.39649294133772,-24.333333333333332,13.333941214065838,45.83858066134982,ssp585
-60.583333333333336,4.750000000000003,7.888888888888889,FALSE,elevacao,18.975663042751304,24.145401092704162,47.06825474666183,22.12254229090663,19.32027961653289,23.421056647049753,28.85245964175365,37.151365067171994,46.181053830866226,7.888888888888889,49.089084924090564,36.46503024631076,ssp585
-60.41666666666667,4.750000000000003,9.88888888888889,FALSE,elevacao,24.82446923139802,23.708262249475023,44.11691600776574,18.093232884019212,17.563040665377837,23.999997189170436,24.88524640192751,34.96774148112787,46.92210629111842,9.88888888888889,49.15252639930284,43.904622395833336,ssp585
-60.25,4.750000000000003,9.517890597027463,FALSE,bio8_temp_media_trimestre_umido,26.731773291025423,24.05092865797139,38.69035400887691,9.517890597027463,16.56382298600235,21.684214943333675,23.081967088042713,33.33002663131979,45.93403491639254,15.333333333333334,15.709137739688707,47.69055684407552,ssp585
-60.75,4.583333333333336,-4.222222222222222,TRUE,elevacao,13.574835214648248,26.539946945553417,44.087531999583,35.72585558494435,22.04228507977682,25.736838892886514,25.60655718944112,26.451614417745812,47.64350757264254,-4.222222222222222,18.094530789716586,48.00138261583116,ssp585
-60.583333333333336,4.583333333333336,-1.2222222222222223,TRUE,elevacao,18.205054655975744,24.907041419324973,48.043301229873755,30.444885412257328,19.56147124455511,24.578947769968135,25.60655718944112,34.31265478394464,49.94807086074562,-1.2222222222222223,17.33312879541681,43.50516849093967,ssp585
-60.41666666666667,4.583333333333336,6.249332227379534,FALSE,bio8_temp_media_trimestre_umido,21.12456806545341,26.3239611681974,35.35744613408712,6.249332227379534,17.42521687793657,26.02631418328536,22.360656300529104,30.92803955078125,47.41613983689693,20.666666666666668,23.28446544255638,43.17035251193576,ssp585
-60.25,4.583333333333336,-6.087190918129242,TRUE,bio8_temp_media_trimestre_umido,24.298612607658523,25.91491416192702,28.522044101888117,-6.087190918129242,15.736885040928446,26.894740054481908,23.80327943895684,28.63523421748992,46.428068462171055,30,43.1151691125624,44.51822068956163,ssp585
-61.083333333333336,4.416666666666669,-44.437271646164064,TRUE,declividade,15.892189137171265,29.619920913749205,42.90373714325239,12.838076455988993,19.837118819437645,25.736838892886514,20.91803316210137,25.141441023379343,49.002107319078945,27.11111111111111,-44.437271646164064,46.64698282877604,ssp585
-60.91666666666667,4.416666666666669,-39.8534245010143,TRUE,declividade,15.967986683411484,31.32217187542541,28.10793111950583,-7.303209957499076,17.80422751382635,24.578947769968135,22.00000012507204,25.032259276132134,49.70105194627193,42.22222222222222,-39.8534245010143,48.73634338378906,ssp585
-60.75,4.416666666666669,-39.35887301126513,TRUE,declividade,17.29292779169051,31.11821751523652,25.97183066351877,-8.510298175257791,16.18480757053886,22.26315548545436,20.91803316210137,24.26799083170169,47.91017338267544,38.22222222222222,-39.35887301126513,49.13124084472656,ssp585
