lon,lat,MOP_distancia,MOP_extrapolacao,classe_mop,cenario
-60.41666666666667,5.083333333333336,4.267959161770911,1,Extrapolação,ssp245
-60.25,5.083333333333336,6.57953651804425,1,Extrapolação,ssp245
-60.41666666666667,4.916666666666669,3.9480130229704913,1,Extrapolação,ssp245
-60.25,4.916666666666669,4.218865633732125,1,Extrapolação,ssp245
-60.583333333333336,4.750000000000003,3.3065584379863893,1,Extrapolação,ssp245
-60.41666666666667,4.750000000000003,3.0999388472873606,1,Extrapolação,ssp245
-60.25,4.750000000000003,4.064845763812615,1,Extrapolação,ssp245
-60.75,4.583333333333336,4.216138308604416,1,Extrapolação,ssp245
-60.583333333333336,4.583333333333336,3.9838757528535207,1,Extrapolação,ssp245
-60.41666666666667,4.583333333333336,4.21491863920872,1,Extrapolação,ssp245
-60.25,4.583333333333336,2.686199430924979,1,Extrapolação,ssp245
-61.083333333333336,4.416666666666669,5.4859860147712665,1,Extrapolação,ssp245
-60.91666666666667,4.416666666666669,6.122732293451332,1,Extrapolação,ssp245
-60.75,4.416666666666669,6.24177577470888,1,Extrapolação,ssp245
-60.583333333333336,4.416666666666669,5.35826291234083,1,Extrapolação,ssp245
-60.41666666666667,4.416666666666669,3.804837891638458,1,Extrapolação,ssp245
-60.25,4.416666666666669,2.952951632911186,1,Extrapolação,ssp245
-60.083333333333336,4.416666666666669,2.770708683872784,1,Extrapolação,ssp245
-61.41666666666667,4.250000000000003,4.4960333643365855,1,Extrapolação,ssp245
-61.25,4.250000000000003,3.8751424090712434,1,Extrapolação,ssp245
-61.083333333333336,4.250000000000003,3.7309523295516898,1,Extrapolação,ssp245
-60.91666666666667,4.250000000000003,4.217612379251098,1,Extrapolação,ssp245
-60.75,4.250000000000003,3.7233043935872936,1,Extrapolação,ssp245
-60.583333333333336,4.250000000000003,4.241835670163317,1,Extrapolação,ssp245
-60.41666666666667,4.250000000000003,3.7215120047557795,1,Extrapolação,ssp245
-60.25,4.250000000000003,3.135450700254899,1,Extrapolação,ssp245
-60.083333333333336,4.250000000000003,2.9938182769734207,1,Extrapolação,ssp245
-59.91666666666667,4.250000000000003,2.5153419426100267,1,Extrapolação,ssp245
-61.75,4.083333333333336,2.513062972859692,1,Extrapolação,ssp245
-61.583333333333336,4.083333333333336,2.950293129472353,1,Extrapolação,ssp245
-61.41666666666667,4.083333333333336,3.4864068041313545,1,Extrapolação,ssp245
-61.25,4.083333333333336,3.485438989019986,1,Extrapolação,ssp245
-61.083333333333336,4.083333333333336,3.606108863839486,1,Extrapolação,ssp245
-60.91666666666667,4.083333333333336,3.8230435525321496,1,Extrapolação,ssp245
-60.75,4.083333333333336,3.9311011905278384,1,Extrapolação,ssp245
-60.583333333333336,4.083333333333336,4.101490307597422,1,Extrapolação,ssp245
-60.41666666666667,4.083333333333336,4.6179475693435625,1,Extrapolação,ssp245
-60.25,4.083333333333336,3.5528617067196002,1,Extrapolação,ssp245
-60.083333333333336,4.083333333333336,3.5487312625015544,1,Extrapolação,ssp245
-59.91666666666667,4.083333333333336,3.0223326092785476,1,Extrapolação,ssp245
-51.41666666666667,4.083333333333336,3.530974745185088,1,Extrapolação,ssp245
-64.25,3.916666666666669,3.4597355846839797,1,Extrapolação,ssp245
-62.583333333333336,3.916666666666669,2.864640501939587,1,Extrapolação,ssp245
-62.41666666666667,3.916666666666669,3.1431484707824398,1,Extrapolação,ssp245
-62.25,3.916666666666669,2.9010182930735184,1,Extrapolação,ssp245
-62.083333333333336,3.916666666666669,2.845368415168002,1,Extrapolação,ssp245
-61.91666666666667,3.916666666666669,2.5407007178682464,1,Extrapolação,ssp245
-61.75,3.916666666666669,2.43975776169109,1,Extrapolação,ssp245
-61.583333333333336,3.916666666666669,2.941925935078096,1,Extrapolação,ssp245
-61.41666666666667,3.916666666666669,3.122917212680742,1,Extrapolação,ssp245
-61.25,3.916666666666669,2.7993657808215437,1,Extrapolação,ssp245
-61.083333333333336,3.916666666666669,2.874343344196036,1,Extrapolação,ssp245
-60.91666666666667,3.916666666666669,2.8545947748366807,1,Extrapolação,ssp245
-60.75,3.916666666666669,2.84829175880224,1,Extrapolação,ssp245
-60.583333333333336,3.916666666666669,2.9209342383727943,1,Extrapolação,ssp245
-60.41666666666667,3.916666666666669,3.205935613171203,1,Extrapolação,ssp245
-60.25,3.916666666666669,3.8256038983541787,1,Extrapolação,ssp245
-60.083333333333336,3.916666666666669,3.5698484915383832,1,Extrapolação,ssp245
-59.91666666666667,3.916666666666669,3.819840519994877,1,Extrapolação,ssp245
-59.75,3.916666666666669,5.027329742039099,1,Extrapolação,ssp245
