lon,lat,MOP_distancia,MOP_extrapolacao,cenario
-51.416666666666664,4.083333333333333,2.4474717187179933,1,ssp370
-51.58333333333333,3.916666666666667,2.389468160712132,1,ssp370
-51.416666666666664,3.916666666666667,2.541294914391951,1,ssp370
-51.75,3.75,2.465824006186082,1,ssp370
-51.58333333333333,3.75,2.535726804089866,1,ssp370
-51.416666666666664,3.75,2.5741046022151974,1,ssp370
-51.25,3.75,2.5506040527035436,1,ssp370
-51.75,3.5833333333333335,2.4457394731128006,1,ssp370
-51.58333333333333,3.5833333333333335,2.4673744962791595,1,ssp370
-51.416666666666664,3.5833333333333335,2.7184481968498564,1,ssp370
-51.25,3.5833333333333335,2.650685008059806,1,ssp370
-51.916666666666664,3.416666666666667,2.2916808923004375,1,ssp370
-51.75,3.416666666666667,2.4026202108434096,1,ssp370
-51.58333333333333,3.416666666666667,2.550312433740966,1,ssp370
-51.416666666666664,3.416666666666667,2.6374778065495286,1,ssp370
-51.25,3.416666666666667,2.8225490403108355,1,ssp370
-52.08333333333333,3.25,2.287904907281788,1,ssp370
-51.916666666666664,3.25,2.335022232700482,1,ssp370
-51.75,3.25,2.3704772542878434,1,ssp370
-51.58333333333333,3.25,2.4939185039516722,1,ssp370
-51.416666666666664,3.25,2.507627215382442,1,ssp370
-51.25,3.25,2.5071563887136548,1,ssp370
-52.08333333333333,3.0833333333333335,2.0657267350039534,1,ssp370
-51.916666666666664,3.0833333333333335,2.2809986705312206,1,ssp370
-51.75,3.0833333333333335,2.246342535333648,1,ssp370
-51.58333333333333,3.0833333333333335,2.3356080916473627,1,ssp370
-51.416666666666664,3.0833333333333335,2.3665721019439676,1,ssp370
-51.25,3.0833333333333335,2.1475093013624087,1,ssp370
-60.08333333333333,2.916666666666667,1.6481593316956467,1,ssp370
-52.25,2.916666666666667,1.866292161037226,1,ssp370
-52.08333333333333,2.916666666666667,1.876586016284743,1,ssp370
-51.916666666666664,2.916666666666667,2.0518439811278517,1,ssp370
-51.75,2.916666666666667,2.233816184586016,1,ssp370
-51.58333333333333,2.916666666666667,2.226850566876871,1,ssp370
-51.416666666666664,2.916666666666667,2.267122843373453,1,ssp370
-51.25,2.916666666666667,2.0401293491239163,1,ssp370
-60.58333333333333,2.75,1.9604407016997618,1,ssp370
-60.416666666666664,2.75,1.7218879948667625,1,ssp370
-60.25,2.75,1.725564800131403,1,ssp370
-60.08333333333333,2.75,1.6789384757487251,1,ssp370
-52.25,2.75,1.8254156177228344,1,ssp370
-52.08333333333333,2.75,1.7983973492475616,1,ssp370
-51.916666666666664,2.75,1.9112489504081165,1,ssp370
-51.75,2.75,2.1942189880157748,1,ssp370
-51.58333333333333,2.75,2.091843624281417,1,ssp370
-51.416666666666664,2.75,2.104331471281829,1,ssp370
-51.25,2.75,1.9978699740717039,1,ssp370
-51.08333333333333,2.75,2.1294940147874355,1,ssp370
-60.916666666666664,2.5833333333333335,1.9132431481817775,1,ssp370
-60.75,2.5833333333333335,1.7873279404407794,1,ssp370
-60.58333333333333,2.5833333333333335,1.9391322892769134,1,ssp370
-60.416666666666664,2.5833333333333335,2.1880144979809004,1,ssp370
-60.25,2.5833333333333335,2.1786356803148417,1,ssp370
-60.08333333333333,2.5833333333333335,1.986812999134168,1,ssp370
-52.416666666666664,2.5833333333333335,1.791576561680777,1,ssp370
-52.25,2.5833333333333335,1.7084742277733311,1,ssp370
-52.08333333333333,2.5833333333333335,1.732568581088153,1,ssp370
-51.916666666666664,2.5833333333333335,1.8610096282344522,1,ssp370
-51.75,2.5833333333333335,2.1826829395006913,1,ssp370
-51.58333333333333,2.5833333333333335,2.010368172267971,1,ssp370
-51.416666666666664,2.5833333333333335,1.9342381694802249,1,ssp370
-51.25,2.5833333333333335,1.9344423378537556,1,ssp370
-51.08333333333333,2.5833333333333335,2.039647891362834,1,ssp370
-61.25,2.416666666666667,1.6409508304171965,1,ssp370
-61.08333333333333,2.416666666666667,1.7636393684582687,1,ssp370
-60.916666666666664,2.416666666666667,1.8615940639410764,1,ssp370
-60.75,2.416666666666667,1.715674802161455,1,ssp370
-60.58333333333333,2.416666666666667,2.0522941290921572,1,ssp370
-60.416666666666664,2.416666666666667,1.8049450870808696,1,ssp370
-60.25,2.416666666666667,1.7633848512914443,1,ssp370
-60.08333333333333,2.416666666666667,2.2732333789079684,1,ssp370
-55.25,2.416666666666667,1.412380294854289,1,ssp370
-55.08333333333333,2.416666666666667,1.5722479666664566,1,ssp370
-52.416666666666664,2.416666666666667,1.7769241514237073,1,ssp370
-52.25,2.416666666666667,1.6794826713600084,1,ssp370
-52.08333333333333,2.416666666666667,1.7156826285620035,1,ssp370
-51.916666666666664,2.416666666666667,1.878228289255822,1,ssp370
-51.75,2.416666666666667,2.120251904090209,1,ssp370
-51.58333333333333,2.416666666666667,2.111813509886057,1,ssp370
-51.416666666666664,2.416666666666667,1.9414675778347088,1,ssp370
-51.25,2.416666666666667,1.8633156679584317,1,ssp370
-51.08333333333333,2.416666666666667,1.9689567708667535,1,ssp370
-50.916666666666664,2.416666666666667,2.323962684628186,1,ssp370
-61.416666666666664,2.25,2.093627544730436,1,ssp370
-61.25,2.25,2.195750403185681,1,ssp370
-61.08333333333333,2.25,2.037122372510743,1,ssp370
-60.916666666666664,2.25,1.820678911751776,1,ssp370
-60.75,2.25,1.9214202965935598,1,ssp370
-60.58333333333333,2.25,1.8396911633570845,1,ssp370
-60.416666666666664,2.25,1.9201671961286646,1,ssp370
-60.25,2.25,1.6637429384219178,1,ssp370
-60.08333333333333,2.25,1.796726897122759,1,ssp370
-55.916666666666664,2.25,1.886426507237568,1,ssp370
-55.75,2.25,1.8350604060330105,1,ssp370
-55.58333333333333,2.25,1.952379667189526,1,ssp370
-55.416666666666664,2.25,1.4493900131108008,1,ssp370
-55.25,2.25,1.4257635424409634,1,ssp370
-55.08333333333333,2.25,1.5172050278554288,1,ssp370
-54.916666666666664,2.25,1.4613764244101428,1,ssp370
-54.75,2.25,1.4160999471772326,1,ssp370
-52.58333333333333,2.25,1.748512275957936,1,ssp370
-52.416666666666664,2.25,1.77010135916,1,ssp370
-52.25,2.25,1.7263384374927,1,ssp370
-52.08333333333333,2.25,1.8386610565277914,1,ssp370
-51.916666666666664,2.25,1.9194092474261635,1,ssp370
-51.75,2.25,1.9978657310831198,1,ssp370
-51.58333333333333,2.25,2.117669554322571,1,ssp370
-51.416666666666664,2.25,2.0703747732348408,1,ssp370
-51.25,2.25,1.7708430454273383,1,ssp370
-51.08333333333333,2.25,1.8739552788072926,1,ssp370
-50.916666666666664,2.25,2.48000761907661,1,ssp370
-61.58333333333333,2.0833333333333335,1.6443342460108585,1,ssp370
-61.416666666666664,2.0833333333333335,1.6455488484559462,1,ssp370
-61.25,2.0833333333333335,1.9127058596012525,1,ssp370
-61.08333333333333,2.0833333333333335,1.9474132813548184,1,ssp370
-60.916666666666664,2.0833333333333335,1.8398684934185814,1,ssp370
-60.75,2.0833333333333335,1.4814895887993595,1,ssp370
-60.58333333333333,2.0833333333333335,1.6638038813646239,1,ssp370
-60.416666666666664,2.0833333333333335,1.6533048400953334,1,ssp370
-60.25,2.0833333333333335,1.5986395205748496,1,ssp370
-60.08333333333333,2.0833333333333335,1.6407190795777986,1,ssp370
-59.916666666666664,2.0833333333333335,1.7875508008140562,1,ssp370
-55.916666666666664,2.0833333333333335,2.069261419746912,1,ssp370
-55.75,2.0833333333333335,1.836088414167874,1,ssp370
-55.58333333333333,2.0833333333333335,1.7841660297454678,1,ssp370
-55.416666666666664,2.0833333333333335,1.460827828884587,1,ssp370
-55.25,2.0833333333333335,1.4188906492122355,1,ssp370
-55.08333333333333,2.0833333333333335,1.399911110054284,1,ssp370
-54.916666666666664,2.0833333333333335,1.3687584926294696,1,ssp370
-54.75,2.0833333333333335,1.4543885824472762,1,ssp370
-54.58333333333333,2.0833333333333335,1.3993101167207016,1,ssp370
-54.416666666666664,2.0833333333333335,1.4108078056488622,1,ssp370
-54.25,2.0833333333333335,1.441027575922232,1,ssp370
-54.08333333333333,2.0833333333333335,1.4299078172599378,1,ssp370
-53.916666666666664,2.0833333333333335,1.4788272959431255,1,ssp370
-53.75,2.0833333333333335,1.5030103184836774,1,ssp370
-53.58333333333333,2.0833333333333335,1.4788962316720424,1,ssp370
-53.416666666666664,2.0833333333333335,1.4903329216900232,1,ssp370
-53.25,2.0833333333333335,1.4080634132418248,1,ssp370
-53.08333333333333,2.0833333333333335,1.522585366819675,1,ssp370
-52.916666666666664,2.0833333333333335,1.6893189258599395,1,ssp370
-52.75,2.0833333333333335,1.6980549751318619,1,ssp370
-52.58333333333333,2.0833333333333335,1.741925191578678,1,ssp370
