lon,lat,MOP_distancia,MOP_extrapolacao,classe_mop,cenario
-60.41666666666667,5.083333333333336,3.983356375493907,1,Extrapolação,ssp370
-60.25,5.083333333333336,6.5468647748567825,1,Extrapolação,ssp370
-60.41666666666667,4.916666666666669,4.21853059181662,1,Extrapolação,ssp370
-60.25,4.916666666666669,5.0152070043529475,1,Extrapolação,ssp370
-60.583333333333336,4.750000000000003,3.785276171122497,1,Extrapolação,ssp370
-60.41666666666667,4.750000000000003,3.805866804588159,1,Extrapolação,ssp370
-60.25,4.750000000000003,5.004572835033287,1,Extrapolação,ssp370
-60.75,4.583333333333336,4.540152526577496,1,Extrapolação,ssp370
-60.583333333333336,4.583333333333336,4.5426395667745885,1,Extrapolação,ssp370
-60.41666666666667,4.583333333333336,4.59098421806933,1,Extrapolação,ssp370
-60.25,4.583333333333336,3.828232046020881,1,Extrapolação,ssp370
-61.083333333333336,4.416666666666669,6.383049277380336,1,Extrapolação,ssp370
-60.91666666666667,4.416666666666669,6.4037155680207745,1,Extrapolação,ssp370
-60.75,4.416666666666669,6.6528823178239636,1,Extrapolação,ssp370
-60.583333333333336,4.416666666666669,5.939495940769744,1,Extrapolação,ssp370
-60.41666666666667,4.416666666666669,4.9194848579657595,1,Extrapolação,ssp370
-60.25,4.416666666666669,4.092990699061937,1,Extrapolação,ssp370
-60.083333333333336,4.416666666666669,3.360379613371885,1,Extrapolação,ssp370
-61.41666666666667,4.250000000000003,4.781145155595595,1,Extrapolação,ssp370
-61.25,4.250000000000003,4.694360874019376,1,Extrapolação,ssp370
-61.083333333333336,4.250000000000003,4.997039205546095,1,Extrapolação,ssp370
-60.91666666666667,4.250000000000003,5.745857636618753,1,Extrapolação,ssp370
-60.75,4.250000000000003,5.5144561599272155,1,Extrapolação,ssp370
-60.583333333333336,4.250000000000003,5.868587079694924,1,Extrapolação,ssp370
-60.41666666666667,4.250000000000003,5.366715909666986,1,Extrapolação,ssp370
-60.25,4.250000000000003,4.5331124405552705,1,Extrapolação,ssp370
