lon,lat,MESS,extrapolacao,variavel_limitante,similaridade_bio3_isotermalidade,similaridade_bio4_sazonalidade_temperatura,similaridade_bio5_temp_max_mes_quente,similaridade_bio8_temp_media_trimestre_umido,similaridade_bio12_precipitacao_anual,similaridade_bio13_precipitacao_mes_umido,similaridade_bio14_precipitacao_mes_seco,similaridade_bio18_precipitacao_trimestre_quente,similaridade_bio19_precipitacao_trimestre_frio,similaridade_elevacao,similaridade_declividade,similaridade_orientacao,cenario
-60.41666666666667,5.083333333333336,-3.7777777777777777,TRUE,elevacao,29.28014624467745,16.823250024085993,9.444283964467493,17.335091767250553,29.342601181663568,32.174341302169,30.290985107421875,42.8362294994572,17.197192811129387,-3.7777777777777777,25.909398244738956,14.109446207682291,ssp245
-60.25,5.083333333333336,-43.22222222222222,TRUE,elevacao,35.41805319204274,18.70906414541459,-11.381414129652395,-14.545005223918942,38.827717780320086,45.299339294433594,30.680328118996542,43.425559524271094,20.53052614446272,-43.22222222222222,40.59901992544908,21.40820821126302,ssp245
-60.41666666666667,4.916666666666669,6.444444444444445,FALSE,elevacao,23.197526919275614,17.129141856721912,21.82689410535896,30.54463331025185,26.404071470303936,33.1118433099044,29.90163896904617,38.2394530341288,46.06947299890351,6.444444444444445,39.805879495596294,48.34453582763672,ssp245
-60.25,4.916666666666669,-24.333333333333332,TRUE,elevacao,30.082738223513587,17.861215869076577,5.716794391311888,5.133958246166068,29.71456672590789,36.861841302169,29.512295957471505,41.18610315819828,43.26947556880482,-24.333333333333332,13.333941214065838,45.83858066134982,ssp245
-60.583333333333336,4.750000000000003,7.888888888888889,FALSE,elevacao,18.975663042751304,20.159086836349704,24.233621027902863,30.84041070361009,24.61863781384593,29.9868433099044,30.290985107421875,40.478909400201616,49.79719195449562,7.888888888888889,49.089084924090564,36.46503024631076,ssp245
-60.41666666666667,4.750000000000003,9.88888888888889,FALSE,elevacao,24.82446923139802,19.747710314764237,27.184959766798958,34.86972011049751,22.721615450029365,30.611841302168997,26.00819634609535,38.12158930094603,49.40280633223684,9.88888888888889,49.15252639930284,43.904622395833336,ssp245
-60.25,4.750000000000003,15.333333333333334,FALSE,elevacao,26.731773291025423,20.07018406096119,32.61152176568779,43.44506239748926,21.642913459891346,28.111839294433594,24.061475034619942,36.35359922650434,49.53052614446272,15.333333333333334,15.709137739688707,47.69055684407552,ssp245
-60.75,4.583333333333336,-4.222222222222222,TRUE,elevacao,13.574835214648248,22.41252494616404,15.389382893531115,17.23709740957237,27.55716752520556,32.486845317639805,26.786885496045723,28.92804015658925,43.53614137883772,-4.222222222222222,18.094530789716586,48.00138261583116,ssp245
-60.583333333333336,4.583333333333336,-1.2222222222222223,TRUE,elevacao,18.205054655975744,20.87584428550767,19.345152123821872,22.51806758225939,24.879014650731694,31.236839294433594,26.786885496045723,37.41439175664935,46.136140522203945,-1.2222222222222223,17.33312879541681,43.50516849093967,ssp245
-60.41666666666667,4.583333333333336,20.666666666666668,FALSE,elevacao,21.12456806545341,22.209266793393184,35.944404759860994,46.713620767137186,22.572827320502153,32.799339294433594,23.28278744807009,33.76054408828319,48.869474712171055,20.666666666666668,23.28446544255638,43.17035251193576,ssp245
-60.25,4.583333333333336,20.75019424187549,FALSE,bio12_precipitacao_anual,24.298612607658523,21.824324976280966,42.779781911443415,40.949856087354036,20.75019424187549,33.736841302169,24.840164184570313,31.285360255844836,49.93614223547149,30,43.1151691125624,44.51822068956163,ssp245
-61.083333333333336,4.416666666666669,-44.437271646164064,TRUE,declividade,15.892189137171265,25.311000552373084,28.398113750695725,40.12487653852773,25.176586130212414,32.486845317639805,21.725409148169344,27.513648854295905,45.00280547560307,27.11111111111111,-44.437271646164064,46.64698282877604,ssp245
-60.91666666666667,4.416666666666669,-39.8534245010143,TRUE,declividade,15.967986683411484,26.912942055146324,43.19396953567544,39.7338370479842,22.981987507341426,31.236839294433594,22.8934428730949,27.39578133481312,46.40280633223684,42.22222222222222,-39.8534245010143,48.73634338378906,ssp245
-60.75,4.416666666666669,-39.35887301126513,TRUE,declividade,17.29292779169051,26.721008523418586,45.33002023042934,38.526748830225486,21.233753273052073,28.73683728669819,21.725409148169344,26.57072005733367,48.336138808936404,38.22222222222222,-39.35887301126513,49.13124084472656,ssp245
-60.583333333333336,4.416666666666669,-30.54807312002592,TRUE,declividade,17.903350697411735,25.88934508416744,45.26157365421367,23.04726973772746,17.73727524532596,34.98683728669819,20.946721561619494,28.692308903923696,48.00280547560307,49.888888888888886,-30.54807312002592,47.55246056450738,ssp245
-60.41666666666667,4.416666666666669,5.738822145574907,FALSE,declividade,18.73281364950323,24.90766350580116,46.78775067532214,24.828989039149622,16.286607710943617,31.236839294433594,22.504098298119718,28.574441384440913,49.33052785773026,46.44444444444444,5.738822145574907,49.331673516167534,ssp245
-60.25,4.416666666666669,13.496866129111199,FALSE,bio12_precipitacao_anual,21.430671254152145,24.451536465577565,43.45160832037675,20.143080733811765,13.496866129111199,35.924339294433594,22.11475372314453,25.39206000770588,47.93614223547149,48.333333333333336,45.46659915230813,47.29886796739366,ssp245
-60.083333333333336,4.416666666666669,15.282304565142914,FALSE,bio12_precipitacao_anual,27.81924514561303,23.25855461225039,49.85652592448285,30.09748052958549,15.282304565142914,34.6743433099044,23.28278744807009,25.274192488223093,49.73613966557018,36.55555555555556,30.28182394611333,49.453464084201386,ssp245
-61.41666666666667,4.250000000000003,-20.05504726302244,TRUE,declividade,15.056692105908493,24.18536551624038,44.5310538707646,32.46891951739308,30.123726912747163,30.611841302168997,26.786885496045723,30.3424314588826,45.73613966557018,48.44444444444444,-20.05504726302244,45.610194736056854,ssp245
-61.25,4.250000000000003,-16.392513458329066,TRUE,declividade,18.01240999041384,27.35020002131771,45.47027226609919,20.869127984790687,25.399763544929524,35.924339294433594,23.672130459644755,29.635233914585918,46.06947299890351,39,-16.392513458329066,45.80850389268663,ssp245
-61.083333333333336,4.250000000000003,-3.120425275862459,TRUE,declividade,20.97582652765496,30.64181575024218,36.89994483967304,10.725019594793535,21.047770500929914,34.049345317639805,22.504098298119718,25.39206000770588,47.136140522203945,31.22222222222222,-3.120425275862459,46.30304972330729,ssp245
-60.91666666666667,4.250000000000003,1.3140133970480168,FALSE,bio8_temp_media_trimestre_umido,20.596363204006867,31.188584760811125,30.24069757287097,1.3140133970480168,16.770166742120203,31.86183728669819,19.778687836693937,19.6166253858997,46.93614223547149,26,9.621555951738532,49.009365505642364,ssp245
-60.75,4.250000000000003,5.721965172242517,FALSE,bio8_temp_media_trimestre_umido,18.21105901061909,29.94400943760775,34.271456981538336,5.721965172242517,15.76585881674579,30.9243453176398,18.610655675168896,19.145160987418578,49.66947214226974,31.77777777777778,16.65653204068064,48.89580620659722,ssp245
-60.583333333333336,4.250000000000003,-3.7317784732128367,TRUE,bio8_temp_media_trimestre_umido,18.38036992175018,29.74232635485107,28.812301374927753,-3.7317784732128367,12.38096949637823,33.1118433099044,19.000000250144083,25.981390032519773,49.80280718887062,24.77777777777778,22.659412880819577,48.820762634277344,ssp245
-60.41666666666667,4.250000000000003,-0.016026542891188336,TRUE,bio8_temp_media_trimestre_umido,20.74462914935832,28.522602724577286,31.750602670735145,-0.016026542891188336,13.720048323402017,35.299341302169,19.000000250144083,25.745658779854217,46.53614137883772,30.444444444444443,27.528313452530142,44.20372009277344,ssp245
-60.25,4.250000000000003,12.266177632818446,FALSE,bio8_temp_media_trimestre_umido,23.388417837689214,26.362204927012247,39.39472426429883,12.266177632818446,12.752935040622553,34.6743433099044,20.16803241166912,23.859801185929747,46.40280633223684,44,34.173033815316565,43.11923133002387,ssp245
-60.083333333333336,4.250000000000003,12.604151690669049,FALSE,bio12_precipitacao_anual,26.577859685365873,25.792900502946328,41.393832045388216,15.075022979534145,12.604151690669049,32.486845317639805,20.557376986644307,23.15260553478307,49.93052700109649,48.111111111111114,45.89166826764992,46.04167938232422,ssp245
-59.91666666666667,4.250000000000003,13.201548661559379,FALSE,bio8_temp_media_trimestre_umido,30.7447331852061,24.852168097772193,40.08934131802081,13.201548661559379,13.385277421752644,34.98683728669819,21.336066136594678,22.32754425730362,48.66947214226974,49.333333333333336,32.30649388640247,44.54168955485026,ssp245
-61.75,4.083333333333336,14.61587735659773,FALSE,bio3_isotermalidade,14.61587735659773,22.92304881617142,49.59562777900937,23.729641600827346,31.090840195526624,37.7993433099044,24.840164184570313,32.22828905280707,43.336138808936404,47.111111111111114,23.76361384272442,41.547728644477,ssp245
-61.583333333333336,4.083333333333336,10.733909636397298,FALSE,bio8_temp_media_trimestre_umido,17.179261196858118,25.23302002720053,41.123130936981624,10.733909636397298,29.937744140625,39.3618433099044,24.840164184570313,33.05335033028652,44.40280633223684,30.22222222222222,12.612803858624236,42.75777604844835,ssp245
-61.41666666666667,4.083333333333336,1.6142358112081403,FALSE,bio8_temp_media_trimestre_umido,18.78072958853822,28.380084036470837,32.47134437186769,1.6142358112081403,26.255288120350432,39.67433728669819,23.28278744807009,29.281638928737593,43.93614223547149,21.77777777777778,26.112536869191977,44.45232815212674,ssp245
-61.25,4.083333333333336,-4.997671461579932,TRUE,bio8_temp_media_trimestre_umido,21.16636075173331,31.889567685238855,23.173756522764645,-4.997671461579932,20.638605534516934,38.736845317639805,19.38934482511927,20.67741980919471,42.53614137883772,20,47.93785640430832,45.321756998697914,ssp245
-61.083333333333336,4.083333333333336,-7.737924835921641,TRUE,bio8_temp_media_trimestre_umido,22.920999635874534,33.21113348960587,22.316121669200758,-7.737924835921641,17.774469887920908,35.299341302169,18.221311100193713,19.970224158048037,46.136140522203945,16.333333333333332,37.83054321285173,44.511659410264755,ssp245
-60.91666666666667,4.083333333333336,-11.698683050442423,TRUE,bio8_temp_media_trimestre_umido,23.395819245145614,33.33002877467614,19.827860966119317,-11.698683050442423,14.203602575004894,33.42433728669819,15.885245213743117,15.373449585869649,47.26947556880482,13.88888888888889,31.44203760148456,48.86796315511068,ssp245
-60.75,4.083333333333336,-12.434517503186958,TRUE,bio8_temp_media_trimestre_umido,21.098826624259672,32.57355573657242,21.47147449749241,-12.434517503186958,12.34377485378328,33.736841302169,16.274589788718302,13.72332513776074,47.93614223547149,14.333333333333334,32.392410234250974,48.5168711344401,ssp245
