lon,lat,MESS,variavel_limitante,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio12_precipitacao_anual,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,elevacao,declividade,cenario
-51.416666666666664,4.083333333333333,0.5334254622305102,declividade,34.64153546646919,34.46688496261641,16.509462207433128,31.433961976249265,27.059771658360273,0.5807200929152149,0.5334254622305102,ssp126
-51.58333333333333,3.916666666666667,1.8583042973286876,elevacao,35.88082780754297,35.100712325539156,13.444442435056585,33.28301771631781,27.39769946569684,1.8583042973286876,3.739556107443796,ssp126
-51.416666666666664,3.916666666666667,0.8130081300813008,elevacao,36.24368608678821,33.02878266461789,15.380246511702675,31.433961976249265,27.059771658360273,0.8130081300813008,1.0956881785290953,ssp126
-51.75,3.75,5.342624854819976,elevacao,37.399038333324874,36.14956381720087,13.888065039866255,34.66981132075472,28.524138351966595,5.342624854819976,7.817521859237915,ssp126
-51.58333333333333,3.75,1.9744483159117305,elevacao,37.77413463824281,33.39230924059519,17.316050588348766,32.35848984628353,25.59540145698635,1.9744483159117305,6.340461660161384,ssp126
-51.416666666666664,3.75,0.9291521486643438,elevacao,38.087689053364166,32.11184149161262,20.01810458461934,31.433961976249265,25.37011508283944,0.9291521486643438,3.03732436976457,ssp126
-51.25,3.75,0.3233645248002539,declividade,39.92578979031255,33.23521470404862,23.40576171875,28.660376566760945,21.765517311534662,0.6968641114982579,0.3233645248002539,ssp126
-51.75,3.5833333333333335,8.130081300813009,elevacao,38.18923358055344,37.53621765448039,15.823869116512345,37.90566066526017,28.749424726113507,8.130081300813009,8.213090992952473,ssp126
-51.58333333333333,3.5833333333333335,6.155632984901278,elevacao,38.83007337743494,36.62251655629139,17.63868795010288,34.66981132075472,27.39769946569684,6.155632984901278,8.447831682628168,ssp126
-51.416666666666664,3.5833333333333335,1.8583042973286876,elevacao,41.24534918212194,30.770254149504908,22.236217608667694,30.047170171197855,23.680460261202406,1.8583042973286876,5.3736001656491315,ssp126
-51.25,3.5833333333333335,1.0452961672473868,elevacao,42.44206202879306,31.860882969479476,23.970369566615226,27.273584761709536,22.10344862663883,1.0452961672473868,1.184157802495648,ssp126
-51.916666666666664,3.416666666666667,4.581034476345403,declividade,37.26653880002231,38.79415215587705,22.51851650913066,33.74528345072044,26.045977713047773,12.427409988385598,4.581034476345403,ssp126
-51.75,3.416666666666667,7.391179307745337,declividade,39.0390523906934,38.456349810259255,20.744036136831276,36.51886706082326,27.285058032507184,11.149825783972126,7.391179307745337,ssp126
-51.58333333333333,3.416666666666667,6.620209059233449,elevacao,40.398127680238055,36.40371332210762,20.300413532021604,33.74528345072044,26.045977713047773,6.620209059233449,9.420269576602804,ssp126
-51.416666666666664,3.416666666666667,2.9036004645760745,elevacao,41.49328781922145,32.90649438632492,23.163781185699587,29.122642301163584,23.229885759024786,2.9036004645760745,7.375114689705452,ssp126
-51.25,3.416666666666667,0.8130081300813008,elevacao,45.08827330456306,28.81413261724407,28.366257153420783,24.962263287238354,19.737931174793463,0.8130081300813008,3.2606487841651335,ssp126
-52.08333333333333,3.25,3.2989452266764534,declividade,37.148841878654736,38.95502677970928,32.27819372106482,30.047170171197855,26.271264087194684,15.098722415795587,3.2989452266764534,ssp126
-51.916666666666664,3.25,4.3211113370463865,declividade,38.5924298976276,38.858511823818475,29.051850244341562,31.896227710651903,26.60919540229885,14.053426248548199,4.3211113370463865,ssp126
-51.75,3.25,6.928428664243097,declividade,40.12521807163727,39.04187060319393,26.83374726723251,33.74528345072044,24.694252452631105,13.124274099883856,6.928428664243097,ssp126
-51.58333333333333,3.25,9.284774538637413,declividade,41.577653299677664,37.632732610371185,24.091354809670783,32.35848984628353,24.13103476338003,9.40766550522648,9.284774538637413,ssp126
-51.416666666666664,3.25,5.458768873403019,elevacao,43.382913425621346,35.6669399457042,25.059256847993826,28.198112631743808,22.441379941742994,5.458768873403019,8.011296006070495,ssp126
-51.25,3.25,2.2067363530778166,elevacao,45.22420864721224,32.48827927481234,28.72922292952675,24.49999935222122,19.174713485542384,2.2067363530778166,5.835069384172077,ssp126
-52.08333333333333,3.0833333333333335,4.508670851704351,declividade,38.971902769213244,38.9260624745335,36.43210077481996,27.735848696726674,24.919540580661817,16.144018583042975,4.508670851704351,ssp126
-51.916666666666664,3.0833333333333335,4.343632985503222,declividade,40.2381253111657,39.399015213624025,32.80247315457819,30.50943410621499,25.37011508283944,15.795586527293844,4.343632985503222,ssp126
-51.75,3.0833333333333335,7.079225788693207,declividade,41.50496957099993,39.38934408121788,31.31029168274177,31.896227710651903,23.455172133171697,14.40185830429733,7.079225788693207,ssp126
-51.58333333333333,3.0833333333333335,7.432153289920697,declividade,43.229950375460334,37.037540685030365,29.051850244341562,30.971699840617628,22.216091813712286,9.291521486643438,7.432153289920697,ssp126
-51.416666666666664,3.0833333333333335,5.8022544896370105,declividade,44.80782127639662,36.262180963087694,27.962962962962962,28.660376566760945,21.202299622283586,6.968641114982578,5.8022544896370105,ssp126
-51.25,3.0833333333333335,4.529616724738676,elevacao,46.06715174840974,36.207443335509744,31.26996326838992,23.11320754716981,17.710345038052264,4.529616724738676,6.1225964757403375,ssp126
-60.08333333333333,2.916666666666667,3.2648417778020247,declividade,45.815740489720646,28.6661201085916,19.04444565007716,16.641508858158904,21.54022918350395,13.240418118466899,3.2648417778020247,ssp126
-52.25,2.916666666666667,3.691023143762616,declividade,39.32589747839407,39.40868634603017,40.22304205246913,26.811320826692402,24.468966078484197,17.53774680603949,3.691023143762616,ssp126
-52.08333333333333,2.916666666666667,3.2214146758186986,declividade,40.77209098612145,40.64089661706734,39.053497942386834,27.273584761709536,24.468966078484197,19.047619047619047,3.2214146758186986,ssp126
-51.916666666666664,2.916666666666667,7.112374833234969,declividade,41.83319161983194,40.18080599315657,35.98847817001029,27.735848696726674,24.243677950453485,17.18931475029036,7.112374833234969,ssp126
-51.75,2.916666666666667,8.729206446429368,declividade,42.65703325716198,37.57804407483591,34.375311455118315,28.660376566760945,21.990805439565374,11.265969802555169,8.729206446429368,ssp126
-51.58333333333333,2.916666666666667,5.66167094841567,declividade,44.44433718902039,36.98604313226869,32.479835792824076,29.122642301163584,21.990805439565374,9.291521486643438,5.66167094841567,ssp126
-51.416666666666664,2.916666666666667,4.292061364571916,declividade,46.15667912338432,35.95010284782939,30.947325906635804,27.273584761709536,20.188505676971086,6.968641114982578,4.292061364571916,ssp126
-51.25,2.916666666666667,5.75660984670016,declividade,47.451414792664444,36.944216711913164,33.20575729809671,24.037735417204082,16.921839220770472,6.2717770034843205,5.75660984670016,ssp126
-60.58333333333333,2.75,3.626210751322961,declividade,42.97066947726779,21.829365878084822,21.222220212834362,18.028302462595814,23.567815320245153,9.872241579558652,3.626210751322961,ssp126
-60.416666666666664,2.75,3.458371046614856,declividade,45.04839337464704,26.11480665098994,20.576955536265434,16.641508858158904,22.666666315889906,11.382113821138212,3.458371046614856,ssp126
-60.25,2.75,3.032430219063537,declividade,44.98743230024001,26.578088257674313,19.85102900752315,17.103772793176038,21.427585996430494,12.89198606271777,3.032430219063537,ssp126
-60.08333333333333,2.75,2.9052982304308363,declividade,45.77567240834039,28.167443139141575,19.04444565007716,17.103772793176038,20.188505676971086,14.053426248548199,2.9052982304308363,ssp126
-52.25,2.75,5.25098013202335,declividade,40.591776439411866,38.617224434091476,42.158846129115226,25.88679295665813,23.567815320245153,16.144018583042975,5.25098013202335,ssp126
-52.08333333333333,2.75,3.065215356269621,declividade,42.33394038085455,41.24575967481431,41.231272505144034,26.349056891675264,23.455172133171697,20.092915214866434,3.065215356269621,ssp126
-51.916666666666664,2.75,8.300749264745997,declividade,43.79098531976832,41.12671147133761,39.01316952803498,26.349056891675264,23.455172133171697,18.931475029036005,8.300749264745997,ssp126
-51.75,2.75,10.171022808992666,declividade,44.76790044398837,38.604362318911726,36.795066550925924,27.735848696726674,20.977011494252874,13.472706155632984,10.171022808992666,ssp126
