lon,lat,MESS,extrapolacao,variavel_limitante,similaridade_bio3_isotermalidade,similaridade_bio4_sazonalidade_temperatura,similaridade_bio5_temp_max_mes_quente,similaridade_bio8_temp_media_trimestre_umido,similaridade_bio12_precipitacao_anual,similaridade_bio13_precipitacao_mes_umido,similaridade_bio14_precipitacao_mes_seco,similaridade_bio18_precipitacao_trimestre_quente,similaridade_bio19_precipitacao_trimestre_frio,similaridade_elevacao,similaridade_declividade,similaridade_orientacao,cenario
-60.41666666666667,5.083333333333336,-3.7777777777777777,TRUE,elevacao,29.28014624467745,18.515280237317253,22.488892670742608,38.71556026428707,26.926235118319305,29.321048134251644,29.711476310354765,41.3468997472569,16.6832275390625,-3.7777777777777777,25.909398244738956,14.109446207682291,ssp370
-60.25,5.083333333333336,-43.22222222222222,TRUE,elevacao,35.41805319204274,20.45476850924666,1.66319457662272,6.835463273117575,36.11182061227486,42.03157926860609,30.088524740250385,41.91761632119456,19.911297714501096,-43.22222222222222,40.59901992544908,21.40820821126302,ssp370
-60.41666666666667,4.916666666666669,6.444444444444445,FALSE,elevacao,23.197526919275614,18.82987863344331,34.87150281163407,48.074898192711636,24.08050083049873,30.228946083470394,29.33442475365811,36.89528623822309,47.74343818530702,6.444444444444445,39.805879495596294,48.34453582763672,ssp370
-60.25,4.916666666666669,-24.333333333333332,TRUE,elevacao,30.082738223513587,19.58279121916203,18.761403097587003,26.514426743202584,27.286452470389584,33.86052784166838,28.95737632376249,39.74888425311143,45.03185820997807,-24.333333333333332,13.333941214065838,45.83858066134982,ssp370
-60.583333333333336,4.750000000000003,7.888888888888889,FALSE,elevacao,18.975663042751304,21.946065976082732,37.278229734177984,47.77912079935339,22.351447025499215,27.20263631720292,29.711476310354765,39.06401830630622,48.25375633908991,7.888888888888889,49.089084924090564,36.46503024631076,ssp370
-60.41666666666667,4.750000000000003,9.88888888888889,FALSE,elevacao,24.82446923139802,21.52297834568596,40.229568473074075,43.74981139246597,20.514331838537586,27.807898270456416,25.563934201099833,36.781140651655555,49.02849163925438,9.88888888888889,49.15252639930284,43.904622395833336,ssp370
-60.25,4.750000000000003,15.333333333333334,FALSE,elevacao,26.731773291025423,21.85463249996555,45.65615535257948,35.17446910547422,19.46969387021584,25.38684041876542,23.678688924820698,35.06898335724256,47.995506955866226,15.333333333333334,15.709137739688707,47.69055684407552,ssp370
-60.75,4.583333333333336,-4.222222222222222,TRUE,elevacao,13.574835214648248,24.263645172356803,28.43399159980623,38.61756590660889,25.197181313319792,29.6236841302169,26.31803418769211,27.87791741988795,45.2901033100329,-4.222222222222222,18.094530789716586,48.00138261583116,ssp370
-60.583333333333336,4.583333333333336,-1.2222222222222223,TRUE,elevacao,18.205054655975744,22.683225214483173,32.38976083009699,43.89853607929591,22.603602995607382,28.41316022370991,26.31803418769211,36.09627849115036,47.80799838952851,-1.2222222222222223,17.33312879541681,43.50516849093967,ssp370
-60.41666666666667,4.583333333333336,20.37024202996525,FALSE,bio12_precipitacao_anual,21.12456806545341,24.054600291769145,48.989013466136115,31.905910735826296,20.37024202996525,29.926320126182155,22.924590501628938,32.557814529456806,49.544981839364034,20.666666666666668,23.28446544255638,43.17035251193576,ssp370
-60.25,4.583333333333336,18.605169357502938,FALSE,bio12_precipitacao_anual,24.298612607658523,23.65870181114654,44.175584501664886,19.569387590317522,18.605169357502938,30.83420803672389,24.432787348012454,30.160795074538616,48.51200143914474,30,43.1151691125624,44.51822068956163,ssp370
-61.083333333333336,4.416666666666669,-44.437271646164064,TRUE,declividade,15.892189137171265,27.244620034014364,41.44272245697084,38.49465496443575,22.89177783317835,29.6236841302169,21.41639365524542,26.508189312577542,46.71045778508772,27.11111111111111,-44.437271646164064,46.64698282877604,ssp370
-60.91666666666667,4.416666666666669,-39.8534245010143,TRUE,declividade,15.967986683411484,28.892159151903947,43.76142175804944,18.353368550947685,20.766483029072045,28.41316022370991,22.5475405083328,26.394043726010004,48.066243489583336,42.22222222222222,-39.8534245010143,48.73634338378906,ssp370
-60.75,4.416666666666669,-39.35887301126513,TRUE,declividade,17.29292779169051,28.694759200715236,41.62537106329554,17.146280333188972,19.073452871109044,25.992102372018916,21.41639365524542,25.59503597893727,49.938527960526315,38.22222222222222,-39.35887301126513,49.13124084472656,ssp370
-60.583333333333336,4.416666666666669,-30.54807312002592,TRUE,declividade,17.903350697411735,27.839422062074515,32.21696494793856,1.6668012406909438,15.687392555183045,32.04473194323088,20.662295232053662,27.64962624675287,49.61571837308114,49.888888888888886,-30.54807312002592,47.55246056450738,ssp370
-60.41666666666667,4.416666666666669,3.4485205421131058,FALSE,bio8_temp_media_trimestre_umido,18.73281364950323,26.829802182986153,33.743141969047024,3.4485205421131058,14.282537234791015,28.41316022370991,22.17049207843718,27.535484446485345,47.80182634320175,46.44444444444444,5.738822145574907,49.331673516167534,ssp370
-60.25,4.416666666666669,-1.2373877632247525,TRUE,bio8_temp_media_trimestre_umido,21.430671254152145,26.360690742057443,30.406999614101636,-1.2373877632247525,11.580892755542775,32.95262989244963,21.79344208514104,24.45359904476194,49.55115816885965,48.333333333333336,45.46659915230813,47.29886796739366,ssp370
-60.083333333333336,4.416666666666669,8.71701203254897,FALSE,bio8_temp_media_trimestre_umido,27.81924514561303,25.13375355583637,36.81191721820773,8.71701203254897,13.309946560542286,31.74210598594264,22.924590501628938,24.339453458194402,48.70568633497807,36.55555555555556,30.28182394611333,49.453464084201386,ssp370
-61.41666666666667,4.250000000000003,-20.05504726302244,TRUE,declividade,15.056692105908493,26.086943573593235,42.42433742296028,11.088451020356564,27.682693469496378,27.807898270456416,26.31803418769211,29.24764174089834,47.4206328810307,48.44444444444444,-20.05504726302244,45.610194736056854,ssp370
-61.25,4.250000000000003,-16.392513458329066,TRUE,declividade,18.01240999041384,29.341861494775593,32.42566355982407,-0.5113405122458284,23.10791015625,32.95262989244963,23.301638931524558,28.562779580393144,47.74343818530702,39,-16.392513458329066,45.80850389268663,ssp370
-61.083333333333336,4.250000000000003,-10.655448902242982,TRUE,bio8_temp_media_trimestre_umido,20.97582652765496,32.72716609419049,23.855336133397923,-10.655448902242982,18.893344195073905,31.136844032689144,22.17049207843718,24.45359904476194,48.77642286869518,31.22222222222222,-3.120425275862459,46.30304972330729,ssp370
-60.91666666666667,4.250000000000003,-20.0664550999885,TRUE,bio8_temp_media_trimestre_umido,20.596363204006867,33.289495208193614,17.196088866595858,-20.0664550999885,14.750820748397123,29.018422176963405,19.531146815565766,18.8605467084028,48.58273797286184,26,9.621555951738532,49.009365505642364,ssp370
