lon,lat,MOP_distancia,MOP_extrapolacao,classe_mop,cenario
-60.41666666666667,5.083333333333336,4.796814813067468,1,Extrapolação,ssp585
-60.25,5.083333333333336,6.779590706874017,1,Extrapolação,ssp585
-60.41666666666667,4.916666666666669,4.913866836530696,1,Extrapolação,ssp585
-60.25,4.916666666666669,5.86532825915715,1,Extrapolação,ssp585
-60.583333333333336,4.750000000000003,4.942476367509362,1,Extrapolação,ssp585
-60.41666666666667,4.750000000000003,4.934001021180105,1,Extrapolação,ssp585
-60.25,4.750000000000003,5.870401685920341,1,Extrapolação,ssp585
-60.75,4.583333333333336,5.847875171056196,1,Extrapolação,ssp585
-60.583333333333336,4.583333333333336,6.0440683445775045,1,Extrapolação,ssp585
-60.41666666666667,4.583333333333336,5.71903726356065,1,Extrapolação,ssp585
-60.25,4.583333333333336,5.45768040540111,1,Extrapolação,ssp585
-61.083333333333336,4.416666666666669,7.529085074695731,1,Extrapolação,ssp585
-60.91666666666667,4.416666666666669,7.216171737991747,1,Extrapolação,ssp585
-60.75,4.416666666666669,7.494435082129611,1,Extrapolação,ssp585
-60.583333333333336,4.416666666666669,7.300296802085836,1,Extrapolação,ssp585
-60.41666666666667,4.416666666666669,6.471665930604014,1,Extrapolação,ssp585
-60.25,4.416666666666669,6.035239316224177,1,Extrapolação,ssp585
-60.083333333333336,4.416666666666669,5.064569885194215,1,Extrapolação,ssp585
-61.41666666666667,4.250000000000003,6.0144488073101,1,Extrapolação,ssp585
-61.25,4.250000000000003,6.372040917217356,1,Extrapolação,ssp585
-61.083333333333336,4.250000000000003,6.955785868413866,1,Extrapolação,ssp585
-60.91666666666667,4.250000000000003,7.783543227759768,1,Extrapolação,ssp585
-60.75,4.250000000000003,7.537316261156759,1,Extrapolação,ssp585
-60.583333333333336,4.250000000000003,8.014302667503367,1,Extrapolação,ssp585
-60.41666666666667,4.250000000000003,7.535865522713998,1,Extrapolação,ssp585
-60.25,4.250000000000003,6.591757149402022,1,Extrapolação,ssp585
-60.083333333333336,4.250000000000003,6.367723401088937,1,Extrapolação,ssp585
-59.91666666666667,4.250000000000003,5.7396575208531555,1,Extrapolação,ssp585
-61.75,4.083333333333336,5.890155230132411,1,Extrapolação,ssp585
-61.583333333333336,4.083333333333336,6.383206516358499,1,Extrapolação,ssp585
-61.41666666666667,4.083333333333336,7.283793496272636,1,Extrapolação,ssp585
-61.25,4.083333333333336,7.58920749466045,1,Extrapolação,ssp585
