lon,lat,MOP_distancia,MOP_extrapolacao,cenario
-51.416666666666664,4.083333333333333,1.597492455298723,1,ssp245
-51.58333333333333,3.916666666666667,1.5114854284220058,1,ssp245
-51.416666666666664,3.916666666666667,1.6773172156556775,1,ssp245
-51.75,3.75,1.504030685373906,1,ssp245
-51.58333333333333,3.75,1.6166676603616805,1,ssp245
-51.416666666666664,3.75,1.6055868613068907,1,ssp245
-51.25,3.75,1.5551815157491153,1,ssp245
-51.75,3.5833333333333335,1.5133058538418636,1,ssp245
-51.58333333333333,3.5833333333333335,1.5195572479858392,1,ssp245
-51.416666666666664,3.5833333333333335,1.717319316705459,1,ssp245
-51.25,3.5833333333333335,1.6241748200135788,1,ssp245
-51.916666666666664,3.416666666666667,1.4727904019572178,1,ssp245
-51.75,3.416666666666667,1.533091306938502,1,ssp245
-51.58333333333333,3.416666666666667,1.6413858393004221,1,ssp245
-51.416666666666664,3.416666666666667,1.6726642280737292,1,ssp245
-51.25,3.416666666666667,1.8914473752562926,1,ssp245
-52.08333333333333,3.25,1.7046953859464122,1,ssp245
-51.916666666666664,3.25,1.600708984405849,1,ssp245
-51.75,3.25,1.624353380612449,1,ssp245
-51.58333333333333,3.25,1.6836091348047888,1,ssp245
-51.416666666666664,3.25,1.5909778197368247,1,ssp245
-51.25,3.25,1.6956150435304982,1,ssp245
-52.08333333333333,3.0833333333333335,1.646161756400576,1,ssp245
-51.916666666666664,3.0833333333333335,1.6781950120023843,1,ssp245
-51.75,3.0833333333333335,1.6334881329017228,1,ssp245
-51.58333333333333,3.0833333333333335,1.6379937610550204,1,ssp245
-51.416666666666664,3.0833333333333335,1.4913883017861478,1,ssp245
-51.25,3.0833333333333335,1.577591039095653,1,ssp245
-60.08333333333333,2.916666666666667,1.287329990642601,1,ssp245
-52.25,2.916666666666667,1.584016183077931,1,ssp245
-52.08333333333333,2.916666666666667,1.5820517266192078,1,ssp245
-51.916666666666664,2.916666666666667,1.5424338878482196,1,ssp245
-51.75,2.916666666666667,1.4926385306969017,1,ssp245
-51.58333333333333,2.916666666666667,1.567976558010828,1,ssp245
-51.416666666666664,2.916666666666667,1.5518644807114483,1,ssp245
-51.25,2.916666666666667,1.4919648740967357,1,ssp245
-60.58333333333333,2.75,1.3575921634646866,1,ssp245
-60.416666666666664,2.75,1.2887516870855062,1,ssp245
-60.25,2.75,1.3118808471205508,1,ssp245
-60.08333333333333,2.75,1.3124787235312327,1,ssp245
-52.25,2.75,1.4698526737959905,1,ssp245
-52.08333333333333,2.75,1.5421010193703948,1,ssp245
-51.916666666666664,2.75,1.4723079258708711,1,ssp245
-51.75,2.75,1.4705648072813027,1,ssp245
-51.58333333333333,2.75,1.4526538246271397,1,ssp245
-51.416666666666664,2.75,1.547489816541154,1,ssp245
-51.25,2.75,1.397376361259065,1,ssp245
-51.08333333333333,2.75,1.3001370010931577,1,ssp245
-60.916666666666664,2.5833333333333335,1.481268552937524,1,ssp245
-60.75,2.5833333333333335,1.4113872716268852,1,ssp245
-60.58333333333333,2.5833333333333335,1.4484186441676283,1,ssp245
-60.416666666666664,2.5833333333333335,1.529232470709009,1,ssp245
-60.25,2.5833333333333335,1.4653429160380176,1,ssp245
-60.08333333333333,2.5833333333333335,1.450236552504784,1,ssp245
-52.416666666666664,2.5833333333333335,1.5074395816601551,1,ssp245
-52.25,2.5833333333333335,1.4469268357863527,1,ssp245
-52.08333333333333,2.5833333333333335,1.5358423295171633,1,ssp245
-51.916666666666664,2.5833333333333335,1.4322625695524773,1,ssp245
-51.75,2.5833333333333335,1.4163035782799493,1,ssp245
-51.58333333333333,2.5833333333333335,1.4165274105971668,1,ssp245
-51.416666666666664,2.5833333333333335,1.3530209198163738,1,ssp245
-51.25,2.5833333333333335,1.2666680992430848,1,ssp245
-51.08333333333333,2.5833333333333335,1.1867596671487954,1,ssp245
-61.25,2.416666666666667,1.2041263837711393,1,ssp245
-61.08333333333333,2.416666666666667,1.174159771828267,1,ssp245
-60.916666666666664,2.416666666666667,1.3706479000931537,1,ssp245
-60.75,2.416666666666667,1.229122277692516,1,ssp245
-60.58333333333333,2.416666666666667,1.4553097844781178,1,ssp245
-60.416666666666664,2.416666666666667,1.0928809320631707,1,ssp245
-60.25,2.416666666666667,1.1704566859386354,1,ssp245
-60.08333333333333,2.416666666666667,1.5601300135826126,1,ssp245
-55.25,2.416666666666667,0.722780170154214,1,ssp245
-55.08333333333333,2.416666666666667,0.8258514708020935,1,ssp245
-52.416666666666664,2.416666666666667,1.4537204277888982,1,ssp245
-52.25,2.416666666666667,1.4245893447751539,1,ssp245
-52.08333333333333,2.416666666666667,1.5697293648524764,1,ssp245
-51.916666666666664,2.416666666666667,1.6247812524401246,1,ssp245
-51.75,2.416666666666667,1.4321939304690832,1,ssp245
-51.58333333333333,2.416666666666667,1.4142956420091404,1,ssp245
-51.416666666666664,2.416666666666667,1.317365534228976,1,ssp245
-51.25,2.416666666666667,1.0815761646406374,1,ssp245
-51.08333333333333,2.416666666666667,1.0909569534696606,1,ssp245
-50.916666666666664,2.416666666666667,1.327718923764499,1,ssp245
-61.416666666666664,2.25,1.6239227106894127,1,ssp245
-61.25,2.25,1.6011182942492974,1,ssp245
-61.08333333333333,2.25,1.3155491003291406,1,ssp245
-60.916666666666664,2.25,1.2296126579844275,1,ssp245
-60.75,2.25,1.2291081671740292,1,ssp245
-60.58333333333333,2.25,1.242908665446341,1,ssp245
-60.416666666666664,2.25,1.3133542333656627,1,ssp245
-60.25,2.25,1.136369673286841,1,ssp245
-60.08333333333333,2.25,1.2064404149833055,1,ssp245
-55.916666666666664,2.25,1.3962268439258085,1,ssp245
-55.75,2.25,1.546608931744018,1,ssp245
-55.58333333333333,2.25,1.7546861300528203,1,ssp245
-55.416666666666664,2.25,0.863174459039415,1,ssp245
-55.25,2.25,0.7323346144170821,1,ssp245
-55.08333333333333,2.25,0.6589794291930872,1,ssp245
-54.916666666666664,2.25,0.9405989595848163,1,ssp245
-54.75,2.25,1.0307863321289703,1,ssp245
-52.58333333333333,2.25,1.4462663294293825,1,ssp245
-52.416666666666664,2.25,1.4428649342224509,1,ssp245
-52.25,2.25,1.4969572485491955,1,ssp245
-52.08333333333333,2.25,1.5399164912190055,1,ssp245
-51.916666666666664,2.25,1.5722766136137927,1,ssp245
-51.75,2.25,1.6643302892035121,1,ssp245
-51.58333333333333,2.25,1.5060903088709683,1,ssp245
-51.416666666666664,2.25,1.3543159080259581,1,ssp245
-51.25,2.25,0.9752185635806662,1,ssp245
-51.08333333333333,2.25,1.0226524690972199,1,ssp245
-50.916666666666664,2.25,1.5005095953098961,1,ssp245
-61.58333333333333,2.0833333333333335,1.2203534849389805,1,ssp245
-61.416666666666664,2.0833333333333335,1.1052293606275683,1,ssp245
-61.25,2.0833333333333335,1.198564881119127,1,ssp245
-61.08333333333333,2.0833333333333335,1.2554210480310322,1,ssp245
-60.916666666666664,2.0833333333333335,1.2041326135543793,1,ssp245
-60.75,2.0833333333333335,0.9751517681107323,1,ssp245
-60.58333333333333,2.0833333333333335,0.851560846292486,1,ssp245
-60.416666666666664,2.0833333333333335,1.127190233531822,1,ssp245
-60.25,2.0833333333333335,1.0927295941465496,1,ssp245
-60.08333333333333,2.0833333333333335,1.0052416933168258,1,ssp245
-59.916666666666664,2.0833333333333335,1.1492532622615104,1,ssp245
-55.916666666666664,2.0833333333333335,1.5569514566754097,1,ssp245
-55.75,2.0833333333333335,1.610343005340469,1,ssp245
-55.58333333333333,2.0833333333333335,1.4549962417330564,1,ssp245
-55.416666666666664,2.0833333333333335,1.0626287639253453,1,ssp245
-55.25,2.0833333333333335,0.7658957645827804,1,ssp245
-55.08333333333333,2.0833333333333335,0.5488809630942073,0,ssp245
-54.916666666666664,2.0833333333333335,0.5858458198188583,1,ssp245
-54.75,2.0833333333333335,0.634404242819326,1,ssp245
-54.58333333333333,2.0833333333333335,0.8368382155757511,1,ssp245
-54.416666666666664,2.0833333333333335,0.8476999225519672,1,ssp245
-54.25,2.0833333333333335,0.7288111268857025,1,ssp245
-54.08333333333333,2.0833333333333335,0.806588372153355,1,ssp245
-53.916666666666664,2.0833333333333335,0.8239649082123567,1,ssp245
-53.75,2.0833333333333335,0.9451909154035568,1,ssp245
-53.58333333333333,2.0833333333333335,0.9936485683918928,1,ssp245
-53.416666666666664,2.0833333333333335,1.1956879835967704,1,ssp245
-53.25,2.0833333333333335,1.1292846957470104,1,ssp245
-53.08333333333333,2.0833333333333335,1.4765650046307044,1,ssp245
-52.916666666666664,2.0833333333333335,1.4522673398779062,1,ssp245
-52.75,2.0833333333333335,1.5565643148726223,1,ssp245
-52.58333333333333,2.0833333333333335,1.6105111682850242,1,ssp245
-52.416666666666664,2.0833333333333335,1.5673567176402055,1,ssp245
-52.25,2.0833333333333335,1.5651692914112536,1,ssp245
-52.08333333333333,2.0833333333333335,1.5709573989367047,1,ssp245
-51.916666666666664,2.0833333333333335,1.5397247941919396,1,ssp245
-51.75,2.0833333333333335,1.5829065516568745,1,ssp245
-51.58333333333333,2.0833333333333335,1.5658705539813425,1,ssp245
-51.416666666666664,2.0833333333333335,1.3323931676493055,1,ssp245
-51.25,2.0833333333333335,0.9472654127118458,1,ssp245
-51.08333333333333,2.0833333333333335,0.9447839292773292,1,ssp245
-50.916666666666664,2.0833333333333335,1.652080031764334,1,ssp245
-50.75,2.0833333333333335,1.5497703691320124,1,ssp245
-50.58333333333333,2.0833333333333335,1.5220930468238254,1,ssp245
-61.75,1.916666666666667,1.6334503301716659,1,ssp245
-61.58333333333333,1.916666666666667,1.8553997035522964,1,ssp245
-61.416666666666664,1.916666666666667,1.2385850303854709,1,ssp245
-61.25,1.916666666666667,1.223454162050307,1,ssp245
-61.08333333333333,1.916666666666667,1.192590940370824,1,ssp245
-60.916666666666664,1.916666666666667,1.1262927523730486,1,ssp245
-60.75,1.916666666666667,1.0019323085582559,1,ssp245
-60.58333333333333,1.916666666666667,1.0235051466175278,1,ssp245
-60.416666666666664,1.916666666666667,1.0112483858903298,1,ssp245
-60.25,1.916666666666667,0.865412989427388,1,ssp245
-60.08333333333333,1.916666666666667,0.9771971473056116,1,ssp245
-59.916666666666664,1.916666666666667,1.1893636686765665,1,ssp245
-55.916666666666664,1.916666666666667,1.7299513300907805,1,ssp245
