lon,lat,MOP_distancia,MOP_extrapolacao,classe_mop,cenario
-60.41666666666667,5.083333333333336,5.052625532525081,1,Extrapolação,ssp126
-60.25,5.083333333333336,6.996987751657646,1,Extrapolação,ssp126
-60.41666666666667,4.916666666666669,4.003183824949497,1,Extrapolação,ssp126
-60.25,4.916666666666669,4.139215047530653,1,Extrapolação,ssp126
-60.583333333333336,4.750000000000003,3.6855197540874967,1,Extrapolação,ssp126
-60.41666666666667,4.750000000000003,3.3318485255664325,1,Extrapolação,ssp126
-60.25,4.750000000000003,3.45792985971959,1,Extrapolação,ssp126
-60.75,4.583333333333336,3.741264383739197,1,Extrapolação,ssp126
-60.583333333333336,4.583333333333336,3.7591801801313367,1,Extrapolação,ssp126
-60.41666666666667,4.583333333333336,3.599619529584474,1,Extrapolação,ssp126
-60.25,4.583333333333336,2.5688421224226072,1,Extrapolação,ssp126
-61.083333333333336,4.416666666666669,5.171394558019507,1,Extrapolação,ssp126
-60.91666666666667,4.416666666666669,5.314217559214827,1,Extrapolação,ssp126
-60.75,4.416666666666669,5.397396894100487,1,Extrapolação,ssp126
-60.583333333333336,4.416666666666669,5.355928448402869,1,Extrapolação,ssp126
-60.41666666666667,4.416666666666669,3.4579588481801093,1,Extrapolação,ssp126
-60.25,4.416666666666669,2.101957195797889,1,Extrapolação,ssp126
-60.083333333333336,4.416666666666669,1.9241306356362735,1,Extrapolação,ssp126
-61.41666666666667,4.250000000000003,4.2179545922174615,1,Extrapolação,ssp126
-61.25,4.250000000000003,3.830178318829728,1,Extrapolação,ssp126
-61.083333333333336,4.250000000000003,3.211898163111788,1,Extrapolação,ssp126
-60.91666666666667,4.250000000000003,2.9127755830292035,1,Extrapolação,ssp126
-60.75,4.250000000000003,2.4250203616922743,1,Extrapolação,ssp126
-60.583333333333336,4.250000000000003,2.7919351858674184,1,Extrapolação,ssp126
-60.41666666666667,4.250000000000003,2.4793175923369066,1,Extrapolação,ssp126
-60.25,4.250000000000003,2.519243451528474,1,Extrapolação,ssp126
-60.083333333333336,4.250000000000003,2.3229576517279087,1,Extrapolação,ssp126
-59.91666666666667,4.250000000000003,2.0387443829802114,1,Extrapolação,ssp126
-61.75,4.083333333333336,2.116526215634263,1,Extrapolação,ssp126
-61.583333333333336,4.083333333333336,1.8279754776312127,1,Extrapolação,ssp126
-61.41666666666667,4.083333333333336,1.9266166139783574,1,Extrapolação,ssp126
-61.25,4.083333333333336,1.926685187915293,1,Extrapolação,ssp126
-61.083333333333336,4.083333333333336,2.248956386533609,1,Extrapolação,ssp126
-60.91666666666667,4.083333333333336,2.4967187737074745,1,Extrapolação,ssp126
-60.75,4.083333333333336,2.548039433169946,1,Extrapolação,ssp126
-60.583333333333336,4.083333333333336,2.870005670717754,1,Extrapolação,ssp126
-60.41666666666667,4.083333333333336,3.160640332229706,1,Extrapolação,ssp126
-60.25,4.083333333333336,2.146420608937867,1,Extrapolação,ssp126
-60.083333333333336,4.083333333333336,2.1681127346297946,1,Extrapolação,ssp126
-59.91666666666667,4.083333333333336,2.338984933991614,1,Extrapolação,ssp126
-51.41666666666667,4.083333333333336,1.9388108431197097,1,Extrapolação,ssp126
-64.25,3.916666666666669,1.998265067606755,1,Extrapolação,ssp126
-62.583333333333336,3.916666666666669,2.048887984856811,1,Extrapolação,ssp126
-62.41666666666667,3.916666666666669,2.3494577044672735,1,Extrapolação,ssp126
-62.25,3.916666666666669,1.8804786423544313,1,Extrapolação,ssp126
-62.083333333333336,3.916666666666669,2.1400423757422153,1,Extrapolação,ssp126
-61.91666666666667,3.916666666666669,1.9934327399572187,1,Extrapolação,ssp126
-61.75,3.916666666666669,1.6499086219137928,0,Sem extrapolação,ssp126
-61.583333333333336,3.916666666666669,1.8300706024169884,1,Extrapolação,ssp126
-61.41666666666667,3.916666666666669,1.8185873042829115,1,Extrapolação,ssp126
-61.25,3.916666666666669,1.896306336759967,1,Extrapolação,ssp126
-61.083333333333336,3.916666666666669,1.8156826854483565,1,Extrapolação,ssp126
-60.91666666666667,3.916666666666669,1.713259636610452,0,Sem extrapolação,ssp126
-60.75,3.916666666666669,1.6460397501242996,0,Sem extrapolação,ssp126
-60.583333333333336,3.916666666666669,1.6856787226236973,0,Sem extrapolação,ssp126
-60.41666666666667,3.916666666666669,2.1100261185058904,1,Extrapolação,ssp126
-60.25,3.916666666666669,2.6771254229838166,1,Extrapolação,ssp126
-60.083333333333336,3.916666666666669,2.466967989214959,1,Extrapolação,ssp126
-59.91666666666667,3.916666666666669,2.356682650647326,1,Extrapolação,ssp126
-59.75,3.916666666666669,3.547281320672104,1,Extrapolação,ssp126
-51.583333333333336,3.916666666666669,1.778177067719959,1,Extrapolação,ssp126
-51.41666666666667,3.916666666666669,2.0351467606467275,1,Extrapolação,ssp126
-64.08333333333333,3.7500000000000027,1.9308715403060481,1,Extrapolação,ssp126
-63.91666666666667,3.7500000000000027,2.322664568346734,1,Extrapolação,ssp126
-63.75,3.7500000000000027,1.549112029576044,0,Sem extrapolação,ssp126
-63.583333333333336,3.7500000000000027,2.5533081587487594,1,Extrapolação,ssp126
-63.41666666666667,3.7500000000000027,2.4297358017322837,1,Extrapolação,ssp126
-62.583333333333336,3.7500000000000027,2.564565952518923,1,Extrapolação,ssp126
-62.41666666666667,3.7500000000000027,1.9630741260789553,1,Extrapolação,ssp126
-62.25,3.7500000000000027,2.069404639297524,1,Extrapolação,ssp126
-62.083333333333336,3.7500000000000027,1.931332570839923,1,Extrapolação,ssp126
-61.91666666666667,3.7500000000000027,1.4271072421305555,0,Sem extrapolação,ssp126
-61.75,3.7500000000000027,1.8854612698800464,1,Extrapolação,ssp126
