lon,lat,ssp126,ssp245,ssp370,ssp585,estabilidade_futura_media,incerteza_futura,amplitude_futura
-60.41666666666667,5.083333333333336,0.03016539290547371,0.029620984569191933,0.03160731494426727,0.021787259727716446,0.02829523803666234,0.004418850461883091,0.009820055216550827
-60.25,5.083333333333336,0.08371372520923615,0.06924337148666382,0.055274877697229385,0.036481451243162155,0.061178356409072876,0.020146757396963564,0.04723227396607399
-60.41666666666667,4.916666666666669,0.02037074789404869,0.026688458397984505,0.021278223022818565,0.032953038811683655,0.025322617031633854,0.00580135013118505,0.012582290917634964
-60.25,4.916666666666669,0.02390170656144619,0.03642529249191284,0.030455030500888824,0.019770238548517227,0.02763806702569127,0.007326065999334489,0.016655053943395615
-60.583333333333336,4.750000000000003,0.02966388873755932,0.0261449683457613,0.017447950318455696,0.028644589707255363,0.02547534927725792,0.005552040809597695,0.012215938419103622
-60.41666666666667,4.750000000000003,0.027322661131620407,0.025291044265031815,0.02451004460453987,0.029548870399594307,0.0266681551001966,0.002256898605398283,0.005038825795054436
-60.25,4.750000000000003,0.025479581207036972,0.02002807892858982,0.022858478128910065,0.03406096622347832,0.025606776122003794,0.00605982708919738,0.014032887294888496
-60.75,4.583333333333336,0.03621545806527138,0.03132651001214981,0.02538648433983326,0.04000340774655342,0.03323296504095197,0.006322868263686959,0.014616923406720161
-60.583333333333336,4.583333333333336,0.03147288039326668,0.026468954980373383,0.01888113282620907,0.023996377363801003,0.025204836390912533,0.0052388284764859055,0.01259174756705761
-60.41666666666667,4.583333333333336,0.025900177657604218,0.01783992350101471,0.02468157559633255,0.04057026654481888,0.02724798582494259,0.009563783222615706,0.02273034304380417
-60.25,4.583333333333336,0.024674443528056145,0.02564218081533909,0.030031805858016014,0.0337243489921093,0.028518194798380136,0.004180946471294936,0.009049905464053154
-61.083333333333336,4.416666666666669,0.04204288870096207,0.03693193197250366,0.05292230099439621,0.05057146027684212,0.045617145486176014,0.007441298663293874,0.015990369021892548
-60.91666666666667,4.416666666666669,0.06366448104381561,0.07483188062906265,0.0689433142542839,0.06219236180186272,0.06740800943225622,0.0057355037396554145,0.012639518827199936
-60.75,4.416666666666669,0.04706301540136337,0.06034227833151817,0.059948138892650604,0.05640137195587158,0.05593870114535093,0.00617680998544653,0.0132792629301548
-60.583333333333336,4.416666666666669,0.06849322468042374,0.06353617459535599,0.06799206137657166,0.06767553091049194,0.06692424789071083,0.0022836652292423914,0.004957050085067749
-60.41666666666667,4.416666666666669,0.04019680619239807,0.04240090399980545,0.0509202741086483,0.059484925121068954,0.048250727355480194,0.008801889166488629,0.019288118928670883
-60.25,4.416666666666669,0.031227877363562584,0.03508783131837845,0.04574659839272499,0.05553726851940155,0.04189989389851689,0.010970737677023218,0.024309391155838966
-60.083333333333336,4.416666666666669,0.022965185344219208,0.02168542705476284,0.03158826753497124,0.04248596355319023,0.02968121087178588,0.009602709931472926,0.02080053649842739
-61.41666666666667,4.250000000000003,0.09371212869882584,0.08844732493162155,0.08567642420530319,0.0751117616891861,0.08573690988123417,0.007828322458735118,0.01860036700963974
