lon,lat,glm,gam,rf,brt,ensemble,incerteza
-79.83333333333333,9.8,0.11999233377842601,0.1669871802356261,0.2665187074829934,0.18004110969322526,0.18338483279756768,0.06112804469811601
-79.5,9.8,0.17897228830290085,0.17829615358357792,0.35344331065759665,0.19458607979997755,0.22632445808601326,0.0850793225013983
-79.16666666666667,9.8,0.07245215054114697,0.1068145977448902,0.20084807256235837,0.12166067214184952,0.12544387324756126,0.05433009744779233
-78.83333333333333,9.8,0.14877911850140513,0.15879141499769991,0.1448395691609978,0.16277137208695325,0.15379536868676402,0.008384474279862997
-78.5,9.8,0.13938377569171836,0.13917013838919637,0.14397789115646265,0.15521128246121374,0.1444357719246478,0.007518218862397338
-78.16666666666667,9.8,0.156695253480699,0.10324103548136007,0.2096632653061225,0.11501076107702626,0.14615257883630195,0.04815242690657954
-77.83333333333333,9.8,0.07843610885016024,0.10826433674358221,0.4018565759637188,0.19030463603380873,0.1947154143978175,0.14596983878741446
-77.5,9.8,0.14915792543128406,0.13718873248580882,0.05095408163265305,0.14698593062843385,0.12107166754454494,0.04703411013896858
-77.16666666666667,9.8,0.15892964844931942,0.2020518503988979,0.1899988662131519,0.18204961086836385,0.18325749398243327,0.01818403129637385
-76.83333333333333,9.8,0.12764409034994603,0.18316362594705868,0.43747165532879834,0.19091366820561662,0.23479825995785492,0.1380223581866802
-76.5,9.8,0.1233101064421214,0.09977116869508763,0.13901530612244903,0.10656452471178389,0.11716527649286049,0.01760789268409456
-76.16666666666667,9.8,0.1224824784087932,0.14121309879633365,0.28087414965986407,0.14787247226090866,0.1731105497814749,0.07264205165501708
-75.83333333333333,9.8,0.17961030541529133,0.17969497908714174,0.1972585034013606,0.14525125872216618,0.17545376165648996,0.02177845056756209
-75.5,9.8,0.151848051140175,0.15945317855748115,0.21461224489795921,0.1405029219231684,0.16660409912969593,0.032938984648247925
-75.16666666666667,9.8,0.12878552187462525,0.11260939561348161,0.19978628117913838,0.12826106720456132,0.14236056646795164,0.03901248771223397
-74.83333333333333,9.8,0.09584741521291362,0.058543885737289574,0.03626417233560089,0.10280392040198241,0.07336484842194663,0.03145497241836317
-74.5,9.8,0.10223819219664947,0.09330859156207912,0.08619614512471653,0.0946752630470689,0.0941045479826285,0.0065741480125184265
-74.16666666666667,9.8,0.14685120849514316,0.13729635243754792,0.05201700680272108,0.13034235006682537,0.11662672945055938,0.04360155562003363
-73.83333333333333,9.8,0.0837550338975285,0.07646785728698317,0.07620578231292517,0.09899811722572391,0.08385669768079018,0.010683388814602403
-73.5,9.8,0.131469400859402,0.09677554042557698,0.10173356009070297,0.10012120500630477,0.10752492659549669,0.016095984697722995
-73.16666666666667,9.8,0.0644246800687446,0.08605192322391408,0.4807755102040818,0.12108190969999032,0.1880835057991827,0.19651952604108794
-72.83333333333333,9.8,0.11082644074252603,0.07879962945004504,0.1836904761904762,0.09254978709961938,0.11646658337066666,0.04669645074394136
-72.5,9.8,0.15319958253555413,0.12326311950135425,0.1244756235827665,0.12387011915378245,0.13120211119336433,0.014673332697792104
-72.16666666666667,9.8,0.12131660333908467,0.13267995463335097,0.10757709750566895,0.12989310152327535,0.12286668925034498,0.011281918113477623
-71.83333333333333,9.8,0.1408546200693915,0.12422829342274112,0.08938378684807259,0.10373221455135338,0.11454972872288965,0.022627160425018264
-71.5,9.8,0.16871009394355682,0.22299111569414096,0.133264172335601,0.18998444789406535,0.17873745746684103,0.03765301554999233
-71.16666666666667,9.8,0.10221151563874155,0.059042608686659774,0.06960034013605444,0.1134207244669344,0.08606879723209754,0.025886548807142917
-70.83333333333333,9.8,0.10288287726177613,0.051391690019580036,0.07027664399092973,0.0738421586751921,0.0745983424868695,0.02127449582651573
-70.5,9.8,0.13058072012381336,0.0956343433056422,0.13360430839002269,0.11895796809419668,0.11969433497841873,0.017237808999673292
-70.16666666666667,9.8,0.03897116299939974,0.01925396979767542,0.022597505668934235,0.06967120242418648,0.03762346022254897,0.023036865901667015
-69.83333333333333,9.8,0.06480268892949362,0.033314575569626304,0.031896825396825396,0.07298660435101764,0.05075017356174074,0.02122404969821872
-69.5,9.8,0.11078769915484592,0.07309944830266751,0.07403287981859413,0.09731417595744649,0.08880855080838851,0.018443833440527576
-69.16666666666667,9.8,0.06165666938203519,0.029099593304118366,0.03191723356009069,0.07324867923277803,0.04898054386975557,0.02187872106346159
-68.83333333333333,9.8,0.07071266792683581,0.027268284047774143,0.035226190476190467,0.07272741270871828,0.051483638789879674,0.023606083416659956
-68.5,9.8,0.065715367504914,0.025168038065559766,0.08863888888888892,0.0643489947216841,0.060967822295261695,0.02633934945929796
-68.16666666666667,9.8,0.04531605288144051,0.018516212715019634,0.09469501133786849,0.0651027040741925,0.05590749525213028,0.03214192449457255
-67.83333333333333,9.8,0.07518517357323017,0.030611629145759694,0.02201360544217686,0.07457254000223579,0.05059573704085063,0.02825969028089038
-67.5,9.8,0.07481994159307351,0.04323364441872165,0.03747052154195011,0.07173896202356346,0.056815767394327185,0.019196914926920362
-67.16666666666667,9.8,0.077171514203085545,0.03912558945833433,0.030369614512471655,0.06337609003906268,0.05251070205323855,0.021568505655536262
-66.83333333333333,9.8,0.07801701130211032,0.046944871406792946,0.044569160997732435,0.06461905272807034,0.058537524108676506,0.015768535932179726
-66.5,9.8,0.10528328409787652,0.08787697624312422,0.03320748299319727,0.08861239401050985,0.07874503433617697,0.03140437566467115
-66.16666666666667,9.8,0.07554838970130648,0.05817669589872752,0.0983480725623583,0.0783419821377323,0.07760378507503116,0.016457084009291564
-65.83333333333333,9.8,0.10788163145567767,0.08991299010469724,0.11136054421768703,0.08377611135365272,0.09823281928292867,0.013461707420370901
-65.5,9.8,0.03346512195363665,0.008398154500942239,0.021195578231292516,0.07305933058721162,0.03402954631827076,0.02796021946918185
-65.16666666666667,9.8,0.03182806686771274,0.017136559115575,0.02529024943310657,0.07306736140715946,0.036830559205888444,0.02489419713224066
-64.83333333333333,9.8,0.09206725071705278,0.05681347470169337,0.024399659863945575,0.06230895434872438,0.05889733490785403,0.027726729094218704
-64.5,9.8,0.07454690387061678,0.03853998044549016,0.0498888888888889,0.0623180660482069,0.05632345981330068,0.015552974620399083
-64.16666666666667,9.8,0.07539673424535026,0.04716854588869311,0.057194444444444444,0.06308441798768062,0.06071103564154211,0.011790789196040265
-63.833333333333336,9.8,0.05361320469347558,0.0255655746385189,0.028208616780045354,0.06793300511990166,0.04383010030798538,0.02044735351525959
-63.5,9.8,0.06945265636515337,0.03214360698826766,0.025420068027210873,0.059309905369548416,0.04658155918754508,0.02114522053541527
-63.16666666666667,9.8,0.07228861592833469,0.03376160796748168,0.029479024943310655,0.06655210121670004,0.050520337513956765,0.02201868330345842
-62.833333333333336,9.8,0.0735033633576243,0.04469946604453827,0.14163775510204088,0.07634802478459972,0.0840471523222008,0.040968955704372256
-62.5,9.8,0.058797889282103284,0.030918481905985385,0.019214852607709738,0.06117663147777296,0.04252696381839284,0.020742585025826276
-62.16666666666667,9.8,0.05250763568979707,0.0264825812915389,0.025844104308390018,0.08271117189721125,0.04688637329673431,0.02692029344828611
-61.833333333333336,9.8,0.09291602184892661,0.07157520684062334,0.04942006802721091,0.07920958735947663,0.07328022101905937,0.018192819403748017
-61.5,9.8,0.06487939357711649,0.016940115518069773,0.09703628117913841,0.07346757189490613,0.0630808405423077,0.03363062808321081
-61.16666666666667,9.8,0.1312130364816312,0.09657604633071552,0.09490306122448984,0.11272356568948846,0.10885392743158126,0.016933958879661957
-60.833333333333336,9.8,0.07497873667539943,0.037723955148048785,0.04714909297052152,0.06735191767217921,0.05680092561653724,0.017309389782544694
-60.5,9.8,0.10335165783038955,0.053557421136737435,0.08534070294784588,0.07483126957282119,0.07927026287194851,0.020797585737044898
-60.16666666666667,9.8,0.09795642206653776,0.07444902909128073,0.11654761904761916,0.08588840184376226,0.09371036801229998,0.017997697460636605
-59.833333333333336,9.8,0.08679804608778705,0.05775732332235034,0.10735374149659861,0.07239562545254176,0.08107618408981944,0.021153180168619144
-59.5,9.8,0.10501346099696736,0.06258856718832999,0.04952154195011338,0.0649330152878944,0.07051414635582628,0.023978156584559023
-59.16666666666667,9.8,0.1079400268349605,0.10130321349720435,0.04398185941043083,0.07847652344234725,0.08292540579623574,0.028866748119054857
-58.833333333333336,9.8,0.1164932889924162,0.12999759995180515,0.09468140589569164,0.11622737302834754,0.11434991696706513,0.014603871580928664
-58.5,9.8,0.12064164848330558,0.11724760719610901,0.032856575963718826,0.11147382687059526,0.09555491462843217,0.04196987238734381
