lon,lat,temperatura,precipitacao,elevacao,solo,eta,adequabilidade_real,peso_presenca
-79.83333333333333,9.8,24.996105203946463,1449.4683444981824,361.8351245213456,5.414447615007075,-0.1683847046790401,0.4580030067964266,0.759329448687535
-79.5,9.8,25.443582786131916,1538.4430245263948,355.92542782816605,5.83546885809972,0.05814689620535474,0.5145326296391305,0.853050683506292
-79.16666666666667,9.8,27.499404610111537,1362.8871012626203,351.0667863106448,5.535136695025529,-1.245008361235755,0.22356541128718407,0.3706521528880583
-78.83333333333333,9.8,25.954058284202592,1511.7823136744014,347.2807859345027,5.338389939561435,-0.14851938356116,0.4629382547647999,0.7675116637895133
-78.5,9.8,26.1137324300945,1495.865612771375,344.5842471369025,5.280037966078724,-0.31441272957914224,0.4220380086865519,0.6997025864583143
-78.16666666666667,9.8,27.956154366946915,1566.2080187013883,342.9891500966326,5.789967915436761,-0.8534531544032146,0.2987089816522742,0.4952337058713958
-77.83333333333333,9.8,26.67740516213559,1342.9342530103202,342.50258150858684,5.88006846911564,-1.0816788446236476,0.2531884423981986,0.41976458129615024
-77.5,9.8,24.88208085016552,1535.3943276529574,343.126703099006,5.099132975642277,-0.21376323301789235,0.4467617630485083,0.7406924369408786
-77.16666666666667,9.8,25.623478768770614,1519.1909016217965,344.8587420213633,5.49291353259615,0.09453934876716152,0.5236172495099661,0.8681121990328126
-76.83333333333333,9.8,25.99595013290665,1449.03220998579,347.69100317556325,5.60013427358931,-0.21141954124114348,0.44734111526686277,0.7416529529069987
-76.5,9.8,27.94129170792114,1507.5238834121517,351.61090339572144,5.444910133653271,-0.9926777528720663,0.2703834958901447,0.44827249564265054
-76.16666666666667,9.8,27.100347236497672,1466.0372768250074,356.6010273546363,5.527552425551385,-0.631898599894428,0.3470801607760176,0.5754289452723539
-75.83333333333333,9.8,27.255939135293463,1653.293248274021,362.63920493658094,5.528594142003802,-0.2604487186449005,0.4352534064160236,0.7216125750898225
-75.5,9.8,27.047827176483963,1533.756016873686,369.6986097346608,5.5725883279482495,-0.38372108173815633,0.40522973182048394,0.6718359143694742
-75.16666666666667,9.8,26.42574126621268,1498.0221950251696,377.74787823513816,5.135367236959608,-0.630414403725643,0.3474165789594399,0.5759866975795567
-74.83333333333333,9.8,29.113623183419893,1507.498536448331,386.7512491592066,5.600375503437879,-1.6073452596983002,0.1669575156558095,0.2768011485424935
-74.5,9.8,27.805926321991706,1461.981840762404,396.6687223431488,5.4271589438684416,-1.143837254384985,0.24161653326857158,0.4005793548909281
-74.16666666666667,9.8,25.204363572813712,1543.9253098911875,407.4562364510102,5.175610919038776,-0.18696821342549214,0.4533936362677053,0.751687510249506
-73.83333333333333,9.8,28.2472277538648,1435.8525589344483,419.06586473023975,5.480099193850245,-1.4789197598913835,0.1855906386270844,0.30769325794603286
-73.5,9.8,27.06216816146153,1543.517550930058,431.4460279405969,5.145445090221068,-0.8339921262389054,0.3028016183552612,0.5020189442328085
-73.16666666666667,9.8,26.51221508525101,1361.7541141166141,444.5417235103312,5.094478182811158,-1.3163037108675057,0.21143391700494432,0.35053918260534667
-72.83333333333333,9.8,27.549388509310567,1506.8222716651735,458.2947699015295,5.2317302495444595,-1.1352146263567149,0.24320004441013973,0.4032046796688765
-72.5,9.8,26.760337295413944,1635.8362541812498,472.6440650989689,5.175662047102694,-0.5143182685359495,0.37418176943739767,0.6203610729178347
-72.16666666666667,9.8,27.184076741277043,1502.9403146388001,487.52585807406797,5.57643962919434,-0.6902464193614823,0.3339782582763114,0.5537071219344523
-71.83333333333333,9.8,27.392063392485955,1603.2931188264442,502.87403201786555,5.405816568712527,-0.6556717763433942,0.34171255610083073,0.5665299200731724
-71.5,9.8,26.31453875172852,1732.2344056807524,518.6203980846847,5.543318145085077,0.0020764939298568708,0.5005191232959334,0.8298174996890321
-71.16666666666667,9.8,29.178028645713788,1642.0885056569768,534.6949983414447,5.463980358744313,-1.563504580083229,0.17314433761657308,0.2870583652831745
-70.83333333333333,9.8,28.507734429989057,1610.4749071160588,551.0264165766661,5.074142646354044,-1.6985734991576318,0.15465166613811296,0.25639911233040896
-70.5,9.8,27.1653793209412,1626.5543274429617,567.5420955883126,5.128890248151879,-0.8925078832448168,0.29059255962269115,0.4817773787871109
-70.16666666666667,9.8,29.870335540923648,1436.8111508827842,584.168659540831,4.929026533124798,-3.030984814275721,0.04604554937462906,0.07633954603423043
-69.83333333333333,9.8,29.02933442475758,1480.2578385978109,600.8322399592082,5.281998810090721,-2.150887733334843,0.10424829692851323,0.17283467719356468
-69.5,9.8,28.299792111119032,1749.8228225063947,617.4588039117266,5.289421861336548,-1.3638343094362075,0.20361783320102586,0.33758079037286304
-69.16666666666667,9.8,29.668020305196904,1522.2771147708943,633.9744829233731,5.398468830954368,-2.223527881827739,0.09765748401718091,0.16190767833089326
-68.83333333333333,9.8,29.703022537418295,1675.812253123071,650.3059011585945,5.025633546714539,-2.38458914208979,0.08435542549820908,0.13985401359128652
-68.5,9.8,29.689025123025907,1620.0527285091348,666.3805014153545,4.989656234126008,-2.4830271396073162,0.07705663943383732,0.12775325635584098
-68.16666666666667,9.8,29.58536829508992,1462.9102839665745,682.1268674821737,5.144404113819476,-2.739878927133965,0.06066080181002414,0.10057037292731773
-67.83333333333333,9.8,29.473987987050688,1648.9461204649594,697.4750414259712,5.262792017126749,-2.101393446430031,0.10896145933505585,0.1806486936053075
-67.5,9.8,28.82751311338813,1539.4669489064988,712.3568344010704,5.386286255298521,-1.8727300202559731,0.13322615235069807,0.2208774600036237
-67.16666666666667,9.8,28.58402190472668,1549.5491314972026,726.7061295985097,5.243444041970421,-1.8956027660756374,0.13060696442924888,0.21653507252823526
-66.83333333333333,9.8,28.520977954341028,1543.0385148867167,740.459175989708,5.354084937501687,-1.7650785245359426,0.14615543073252701,0.24231308745566263
-66.5,9.8,28.18812561475556,1687.5742931779382,753.5548715594424,5.514479980838423,-1.234439087838545,0.2254054260412652,0.37370273851317487
-66.16666666666667,9.8,28.73025401901869,1668.1376980361276,765.9350347697995,4.758290786720063,-2.1977143068924745,0.09995593297318797,0.16571830828899967
-65.83333333333333,9.8,27.567518719099784,1649.4295877449915,777.544663049029,5.376686657355798,-1.0455324228706973,0.2600839206396174,0.4311966889762221
-65.5,9.8,31.339628379250726,1669.6978858082869,788.3321771568905,5.178618733547105,-2.9156327965623072,0.051386166395093275,0.08519382803155988
-65.16666666666667,9.8,30.270705077476432,1441.339479000991,798.2496503408325,5.546254433764589,-2.841374123379935,0.05512891631085162,0.09139898430332058
-64.83333333333333,9.8,27.688581952953346,1609.1890184843255,807.2530212649011,5.137228683921803,-1.4821501607801522,0.18510286985574925,0.3068845794292354
-64.5,9.8,28.456822417012376,1564.1283357850102,815.3022897653784,5.245628633327878,-1.8916947462567766,0.13105135628891498,0.21727183586994728
-64.16666666666667,9.8,28.356683086932872,1550.8240795341994,822.3616945634583,5.359062902198602,-1.7456032855782149,0.1486026107860171,0.2463703007343556
-63.833333333333336,9.8,29.69208028823242,1548.7127515866387,828.3998721454028,5.452091788147443,-2.343834776498918,0.08755706642166823,0.14516205786442438
-63.5,9.8,28.70074453782441,1591.0664721218768,833.3899961043178,5.0524136505567,-2.1993423902132254,0.0998095582402536,0.16547563161742435
