lon,lat,prioridade_atual,estabilidade_futura,refugios_historicos,baixa_incerteza,prioridade_integrada,classe_prioridade_integrada,classe_nome
-51.416666666666664,4.083333333333333,0.1415166681655444,0.6761522290343198,0.7116953245549682,0.16076665380008326,0.42060772032527505,4,Muito alta
-51.58333333333333,3.916666666666667,0.1500742846437426,0.8320618779596866,0.7921215233718175,0.14674578123675996,0.4805837171436999,4,Muito alta
-51.416666666666664,3.916666666666667,0.09589809379712776,0.7451229482441246,0.7213524952408515,0.10853763576651532,0.41646383906521606,4,Muito alta
-51.75,3.75,0.2952943613980147,0.8738272569320288,0.8055590636867817,0.27942750332684707,0.5651137321430348,4,Muito alta
-51.58333333333333,3.75,0.10670360886929652,0.8643611546400447,0.8222579967871997,0.10463979121469502,0.4746970196432691,4,Muito alta
-51.416666666666664,3.75,0.11714710537380221,0.8097193712311876,0.7722133527270545,0.1233750598154496,0.45499092684270875,4,Muito alta
-51.25,3.75,0.11873706338000035,0.8166050797391002,0.7970828711687856,0.1217484580503233,0.46324222861752007,4,Muito alta
-51.75,3.5833333333333335,0.35552491460356855,0.873758744115332,0.8422642804549746,0.32303889405754127,0.6018953103624568,4,Muito alta
-51.58333333333333,3.5833333333333335,0.41662533753347614,0.9314392072886026,0.8864343770798466,0.3535671647670201,0.6533223389438819,4,Muito alta
-51.416666666666664,3.5833333333333335,0.20014718773874615,0.9262910315324886,0.8598571769242146,0.1881071974121299,0.5448046474345565,4,Muito alta
-51.25,3.5833333333333335,0.11585750222323751,0.8376682544811964,0.791397305996049,0.12141940414751173,0.46602942651957124,4,Muito alta
-51.916666666666664,3.416666666666667,0.41585523410739367,0.75129063561586,0.8134831189300753,0.38139539171061165,0.5939520793306633,4,Muito alta
-51.75,3.416666666666667,0.5454660650271232,0.8750863929761964,0.9045808595804864,0.43473927371520693,0.7010408269559448,4,Muito alta
-51.58333333333333,3.416666666666667,0.5521121504307704,0.9541698680967702,0.934502917004643,0.447130618970661,0.7324770417717221,4,Muito alta
-51.416666666666664,3.416666666666667,0.34377926441417317,0.9971893554314578,0.9361011371014017,0.28806194089119674,0.64685465681185494,4,Muito alta
-51.25,3.416666666666667,0.4560202438248731,0.9590437369412589,0.8947532990096839,0.39433084147908337,0.6822059705483038,4,Muito alta
-52.08333333333333,3.25,0.27357439129578537,0.6991453092691261,0.7654031499246654,0.2736190471778943,0.5029310088286569,4,Muito alta
-51.916666666666664,3.25,0.42920565875323763,0.7142132716904745,0.7746288325741525,0.41316989719143604,0.5844079912085054,4,Muito alta
-51.75,3.25,0.5407960783023107,0.8022055433552755,0.8958175717769418,0.45152167287920764,0.6815126571207442,4,Muito alta
-51.58333333333333,3.25,0.6164845339578521,0.9403479186178837,0.9574967784420502,0.48454979664401476,0.7629132306468339,4,Muito alta
-51.416666666666664,3.25,0.6899951144212745,0.9758424149187148,0.98558293918458,0.5168135178835351,0.8093766562558,4,Muito alta
-51.25,3.25,0.7536273574105307,1,0.9631428247515391,0.5381392384902792,0.8352761670551123,4,Muito alta
-52.08333333333333,3.0833333333333335,0.38301872447324714,0.7098864828002059,0.7787123947854203,0.38061710446659214,0.5632988386320319,4,Muito alta
-51.916666666666664,3.0833333333333335,0.3662932510552128,0.6754699129605752,0.7650708212355626,0.384817347976232,0.5460604236147937,4,Muito alta
-51.75,3.0833333333333335,0.4017497974755145,0.7305299739325616,0.8043120866026762,0.39657607944139506,0.5838093561664488,4,Muito alta
-51.58333333333333,3.0833333333333335,0.5966576376150139,0.9097047944157602,0.9297866505489969,0.48973613380680225,0.7421634544774645,4,Muito alta
-51.416666666666664,3.0833333333333335,0.6469700348238279,0.9180590973054531,0.9289141770711874,0.5005359373728601,0.7632632213884288,4,Muito alta
-51.25,3.0833333333333335,0.8683072543276354,0.9527023815092898,0.9717341129405007,0.6249452926409377,0.8787584565232607,4,Muito alta
-60.08333333333333,2.916666666666667,0.09519741979493593,0.14028991706479332,0.25397883593462034,0.45011634430726477,0.1994037368241707,1,Baixa
-52.25,2.916666666666667,0.34568349175972174,0.5300823073322889,0.6754657024159612,0.4065844076024965,0.4833638856933396,4,Muito alta
-52.08333333333333,2.916666666666667,0.3591822129031724,0.5383392947534896,0.6844802690200336,0.4272839691878588,0.49551126083766994,4,Muito alta
-51.916666666666664,2.916666666666667,0.4469144296870009,0.6567181510250589,0.7651072816124489,0.467909030898526,0.5820627631846061,4,Muito alta
-51.75,2.916666666666667,0.42904466872661157,0.8382349338730287,0.8702060484466566,0.3917519058953204,0.6360386655185334,4,Muito alta
-51.58333333333333,2.916666666666667,0.5611737462093207,0.798455063145753,0.8666572384297214,0.4780049395931729,0.6843896275061068,4,Muito alta
-51.416666666666664,2.916666666666667,0.6894179878349793,0.9042323757895827,0.9159502997098126,0.5417018065563108,0.7775972356005382,4,Muito alta
-51.25,2.916666666666667,0.8826875047628233,0.9073420396041308,0.9494072429893121,0.6259679787969664,0.8670231441348938,4,Muito alta
-60.58333333333333,2.75,0.09571970241616155,0.17203963190562518,0.2558386371017554,0.4215269654414343,0.20370050791371686,1,Baixa
-60.416666666666664,2.75,0.08677548878226422,0.14284671696065215,0.24439366040795285,0.4286432320708955,0.19147800022657804,1,Baixa
