lon,lat,adequabilidade_normalizada,incerteza_normalizada,prioridade_climatica_atual
-51.416666666666664,4.083333333333333,0.5856068464207043,0.8363126981671759,0.09585640462543409
-51.58333333333333,3.916666666666667,0.680354388744331,0.8505882879426911,0.10165291402799435
-51.416666666666664,3.916666666666667,0.5877926223922662,0.8894905608471056,0.06495663303877834
-51.75,3.75,0.7030408058263337,0.7154961368149693,0.200017825234309
-51.58333333333333,3.75,0.6783858376598737,0.8934592175465519,0.07227575794962077
-51.416666666666664,3.75,0.6316822985326439,0.8743835852939562,0.07934966557494355
-51.25,3.75,0.6488097178619452,0.8760397375357085,0.08042662291554963
-51.75,3.5833333333333335,0.7321663488332826,0.6710924578856224,0.24081503421361294
-51.58333333333333,3.5833333333333335,0.7839137254952616,0.6400095800378903,0.28220143125510116
-51.416666666666664,3.5833333333333335,0.7078457525051863,0.8084754588596781,0.13556983294668168
-51.25,3.5833333333333335,0.634790743335174,0.8763747693612497,0.07847615205215464
-51.916666666666664,3.416666666666667,0.7253728053388471,0.6116757976550562,0.28167981603592196
-51.75,3.416666666666667,0.8347056894534374,0.5573628172687204,0.3694717747894399
-51.58333333333333,3.416666666666667,0.821461866770121,0.5447463584260398,0.37397350626124093
-51.416666666666664,3.416666666666667,0.7939411880114915,0.7067048374108659,0.2328591098240407
-51.25,3.416666666666667,0.7693392732086124,0.5985053495518807,0.308885602572902
-52.08333333333333,3.25,0.66515618263615,0.7214101151952039,0.18530578429780292
-51.916666666666664,3.25,0.6910847329681151,0.5793240446870801,0.29072273024353595
-51.75,3.25,0.7968002669332135,0.5402755322347684,0.36630857863106603
-51.58333333333333,3.25,0.8464051618812687,0.5066473864976264,0.41757619869602347
-51.416666666666664,3.25,0.8881916188111681,0.4737975301875566,0.467368623485149
-51.25,3.25,0.9316579984412713,0.45208438518362176,0.5104699650145454
-52.08333333333333,3.0833333333333335,0.669462472913278,0.6124682240445665,0.25943798106359894
-51.916666666666664,3.0833333333333335,0.6332406657279387,0.6081916747049955,0.24810896474755742
-51.75,3.0833333333333335,0.6739438242182443,0.5962193223482516,0.2721254940420535
-51.58333333333333,3.0833333333333335,0.8105085326275363,0.501366829140081,0.40414643963308855
-51.416666666666664,3.0833333333333335,0.8598910405359226,0.490370825526976,0.4382255611250719
-51.25,3.0833333333333335,0.9243276664400373,0.36370132532131627,0.5881484691246361
-60.08333333333333,2.916666666666667,0.14070027497358406,0.5417063914129159,0.06448203674683885
-52.25,2.916666666666667,0.5656169946545115,0.5860291728749326,0.23414893511312296
-52.08333333333333,2.916666666666667,0.5592329568102153,0.5649535623242291,0.2432923056911724
-51.916666666666664,2.916666666666667,0.6354150246759459,0.523590465058547,0.30271777640067926
-51.75,2.916666666666667,0.7285945160582264,0.6011311366621341,0.2906136664543472
-51.58333333333333,2.916666666666667,0.7810152333503113,0.5133111439760027,0.38011141045657826
-51.416666666666664,2.916666666666667,0.8466752517322256,0.44845709593836797,0.466977727137505
-51.25,2.916666666666667,0.9381005909212242,0.36266006002440776,0.5978889743088006
-60.58333333333333,2.75,0.15106731858067413,0.5708151535660642,0.06483580392623309
-60.416666666666664,2.75,0.13467768200865493,0.563569605710425,0.05877743386104327
-60.25,2.75,0.11908049237517833,0.546785437954704,0.05396901319995465
-60.08333333333333,2.75,0.11775900015868379,0.5407864013957863,0.05407653423090336
-52.25,2.75,0.578894917688709,0.56926826727814,0.2493484109599362
-52.08333333333333,2.75,0.5241476521478337,0.5676289470050432,0.22662627228399318
-51.916666666666664,2.75,0.6246610928061379,0.5282729201590933,0.29466955319966903
-51.75,2.75,0.7904713925294586,0.46829347643721786,0.4202987960976698
-51.58333333333333,2.75,0.7500692214456045,0.48428502868018525,0.38682192702569573
-51.416666666666664,2.75,0.8325013372686332,0.41662812689573886,0.48565786448420484
-51.25,2.75,0.9286723902618048,0.284415755394049,0.6645433308718965
-51.08333333333333,2.75,0.9318650874229759,0.3492084802200373,0.6064498964738864
-60.916666666666664,2.5833333333333335,0.16623102869854386,0.5642754136544949,0.07243094621746082
-60.75,2.5833333333333335,0.14619868337355973,0.5773500708349287,0.06179086317186171
-60.58333333333333,2.5833333333333335,0.18963051991341948,0.6096969065985786,0.07401337852552747
-60.416666666666664,2.5833333333333335,0.24371966752226185,0.6124524322537493,0.09445296436017746
-60.25,2.5833333333333335,0.19394368678064225,0.6053862205135883,0.07653285124803808
