lon,lat,adequabilidade_atual,incerteza_integrada
-51.416666666666664,4.083333333333333,0.46958526968955994,0.6539081931114197
-51.58333333333333,3.916666666666667,0.5445242524147034,0.6629064679145813
-51.416666666666664,3.916666666666667,0.47131407260894775,0.6874275803565979
-51.75,3.75,0.5624676942825317,0.5777543783187866
-51.58333333333333,3.75,0.5429672598838806,0.6899291276931763
-51.416666666666664,3.75,0.50602787733078,0.677905261516571
-51.25,3.75,0.5195745229721069,0.6789491772651672
-51.75,3.5833333333333335,0.5855040550231934,0.5497655868530273
-51.58333333333333,3.5833333333333335,0.6264327764511108,0.5301732420921326
-51.416666666666664,3.5833333333333335,0.5662680864334106,0.6363616585731506
-51.25,3.5833333333333335,0.5084864497184753,0.6791603565216064
-51.916666666666664,3.416666666666667,0.5801308155059814,0.512313723564148
-51.75,3.416666666666667,0.6666058301925659,0.47807884216308594
-51.58333333333333,3.416666666666667,0.656130850315094,0.47012636065483093
-51.416666666666664,3.416666666666667,0.6343638300895691,0.5722129940986633
-51.25,3.416666666666667,0.6149053573608398,0.5040120482444763
-52.08333333333333,3.25,0.5325034856796265,0.5814821124076843
-51.916666666666664,3.25,0.5530112385749817,0.4919215738773346
-51.75,3.25,0.6366251707077026,0.46730828285217285
-51.58333333333333,3.25,0.6758593320846558,0.4461115896701813
-51.416666666666664,3.25,0.7089096307754517,0.42540547251701355
-51.25,3.25,0.7432886362075806,0.41171911358833313
-52.08333333333333,3.0833333333333335,0.5359094738960266,0.5128132104873657
-51.916666666666664,3.0833333333333335,0.5072604417800903,0.5101175904273987
-51.75,3.0833333333333335,0.53945392370224,0.50257110595703125
-51.58333333333333,3.0833333333333335,0.6474674940109253,0.4427831172943115
-51.416666666666664,3.0833333333333335,0.6865257620811462,0.43585205078125
-51.25,3.0833333333333335,0.7374908328056335,0.35600897669792175
-60.08333333333333,2.916666666666667,0.11769386380910873,0.4682101905345917
-52.25,2.916666666666667,0.453774631023407,0.4961479902267456
-52.08333333333333,2.916666666666667,0.44872528314590454,0.48286348581314087
-51.916666666666664,2.916666666666667,0.5089802145957947,0.4567912518978119
-51.75,2.916666666666667,0.5826789736747742,0.5056671500205994
-51.58333333333333,2.916666666666667,0.6241402626037598,0.45031192898750305
-51.416666666666664,2.916666666666667,0.6760729551315308,0.4094327390193939
-51.25,2.916666666666667,0.7483842968940735,0.35535264015197754
-60.58333333333333,2.75,0.1258935034275055,0.486558198928833
-60.416666666666664,2.75,0.11293039470911026,0.48199114203453064
-60.25,2.75,0.10059405863285065,0.47141164541244507
-60.08333333333333,2.75,0.09954884648323059,0.4676302969455719
-52.25,2.75,0.46427658200263977,0.4855831563472748
