lon,lat,bio1_temp_media_anual,bio4_sazonalidade_temp,bio12_precipitacao_anual,bio15_sazonalidade_prec,tipo
-67.41666666666667,-2.5833333333333304,26.21342658996582,33.49116516113281,3037,17.430994033813477,Background amazônico
-66.08333333333333,-9.08333333333333,25.86918830871582,57.40327072143555,1890,60.895240783691406,Background amazônico
-52.25,-3.9166666666666643,24.901302337646484,46.328285217285156,2155,67.77490234375,Background amazônico
-58.583333333333336,-10.749999999999996,25.11036491394043,55.169429779052734,1959,78.56867980957031,Background amazônico
-51.91666666666667,-12.249999999999996,25.672698974609375,90.10664367675781,1662,79.60628509521484,Background amazônico
-63.75,0.4166666666666696,26.72477149963379,39.52768325805664,2571,37.8985595703125,Background amazônico
-56.41666666666667,-5.416666666666664,26.395530700683594,46.463111877441406,2380,54.76874542236328,Background amazônico
-64.08333333333333,-10.916666666666664,25.237863540649414,58.46934127807617,1744,62.40883255004883,Background amazônico
-56.25,-5.7499999999999964,26.348155975341797,43.647308349609375,2507,58.368892669677734,Background amazônico
-67.08333333333333,-4.416666666666664,26.218677520751953,33.808387756347656,2639,32.594024658203125,Background amazônico
-52.583333333333336,-12.749999999999996,25.169729232788086,99.61958312988281,1627,82.500946044921875,Background amazônico
-65.75,-4.416666666666664,26.414636611938477,28.91927146911621,2490,37.71931457519531,Background amazônico
-72.91666666666667,-7.416666666666664,25.22366714477539,52.99996566772461,2248,42.74094009399414,Background amazônico
-50.41666666666667,-6.08333333333333,23.67034339904785,41.9447135925293,1903,61.632999420166016,Background amazônico
-62.25,-0.9166666666666643,26.389469146728516,32.19338607788086,2642,32.53797912597656,Background amazônico
-63.75,-11.083333333333329,24.792781829833984,57.89848709106445,1742,63.64360809326172,Background amazônico
-53.25,2.0833333333333357,25.06353187561035,57.49457550048828,2342,49.88503646850586,Background amazônico
-65.08333333333333,0.4166666666666696,26.601634979248047,35.13673400878906,2484,28.17995262145996,Background amazônico
-63.41666666666667,-2.9166666666666643,26.45248031616211,26.22742462158203,2564,27.774242401123047,Background amazônico
-60.583333333333336,-12.583333333333329,23.952342987060547,80.61151885986328,1803,72.906341552734375,Background amazônico
-57.91666666666667,-10.916666666666664,25.34977149963379,55.87539291381836,1986,78.01441955566406,Background amazônico
-55.75,-7.7499999999999964,26.01768684387207,49.078433990478516,2116,67.85404205322266,Background amazônico
-67.91666666666667,-6.916666666666664,25.604707717895508,47.91096878051758,2352,53.881500244140625,Background amazônico
-59.25,-15.583333333333329,25.58871841430664,158.0812530517578,1533,69.92889404296875,Background amazônico
-51.083333333333336,-7.2499999999999964,24.932697296142578,31.073673248291016,1952,61.98835372924805,Background amazônico
-59.41666666666667,-7.916666666666664,25.8188533782959,34.0952262878418,2025,63.887779235839844,Background amazônico
-64.91666666666667,-5.58333333333333,26.376020431518555,29.19474220275879,2660,44.11115646362305,Background amazônico
-71.08333333333333,-6.2499999999999964,25.515562057495117,44.01832580566406,2540,35.69803237915039,Background amazônico
-55.25,-2.5833333333333304,26.368927001953125,63.33254623413086,1875,65.32635498046875,Background amazônico
-67.41666666666667,-1.2499999999999973,25.950313568115234,40.427581787109375,3022,16.249799728393555,Background amazônico
-56.91666666666667,-12.916666666666664,24.39120864868164,88.1392593383789,2094,80.14214324951172,Background amazônico
-52.91666666666667,-11.249999999999996,25.560636520385742,66.02891540527344,1942,79.51470947265625,Background amazônico
-49.75,-7.7499999999999964,26.083499908447266,48.30644989013672,1901,64.796295166015625,Background amazônico
-57.583333333333336,-9.249999999999996,25.50641632080078,42.18022155761719,1973,70.22605895996094,Background amazônico
-50.583333333333336,0.25000000000000266,27.140926361083984,74.20813751220703,2179,69.35623931884766,Background amazônico
-57.25,-4.7499999999999964,26.515562057495117,51.50705337524414,2329,51.5665397644043,Background amazônico
-51.25,-8.58333333333333,24.965957641601563,36.19257354736328,1968,69.3812484741211,Background amazônico
-50.91666666666667,-1.7499999999999973,26.03652000427246,43.48779296875,2376,55.50060272216797,Background amazônico
-55.583333333333336,-2.9166666666666643,26.33537483215332,60.69269561767578,1957,60.774566650390625,Background amazônico
-55.75,1.9166666666666692,25.879072189331055,61.334320068359375,1843,61.04494094848633,Background amazônico
-48.41666666666667,-1.2499999999999973,26.51849937438965,44.5046501159668,2698,68.132476806640625,Background amazônico
-66.75,-3.9166666666666643,26.2513427734375,31.087665557861328,2786,29.654844284057617,Background amazônico
-65.41666666666667,-3.9166666666666643,26.517364501953125,27.6153507232666,2532,33.0010986328125,Background amazônico
-55.41666666666667,-3.4166666666666643,26.289342880249023,59.88654708862305,1882,59.53187561035156,Background amazônico
-59.91666666666667,1.2500000000000027,26.806917190551758,56.028018951416016,1843,68.68366241455078,Background amazônico
-64.41666666666667,1.2500000000000027,26.568958282470703,38.57364273071289,2435,33.46113586425781,Background amazônico
-60.583333333333336,1.9166666666666692,27.16448974609375,62.25672149658203,1814,76.64661407470703,Background amazônico
-61.583333333333336,-4.58333333333333,26.845884323120117,29.87679100036621,2506,39.74907684326172,Background amazônico
