variavel,variavel_legenda,valor,adequabilidade,importancia_relativa
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,25.181279067993167,0.01969744374481611,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,25.818330584532465,0.01969744374481611,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,26.455382101071763,0.01969744374481611,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,27.09243361761106,0.01969744374481611,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,27.72948513415036,0.01969744374481611,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,28.366536650689657,0.01969744374481611,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,29.003588167228955,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,29.640639683768253,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,30.27769120030755,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,30.91474271684685,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,31.551794233386147,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,32.18884574992545,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,32.82589726646474,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,33.46294878300404,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,34.10000029954334,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,34.73705181608264,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,35.374103332621935,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,36.01115484916123,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,36.64820636570053,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,37.28525788223983,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,37.92230939877913,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,38.55936091531842,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,39.19641243185772,0.018711494114786717,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,39.833463948397025,0.019220126989424244,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,40.47051546493632,0.019786134667508733,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,41.107566981475614,0.019878520496009095,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,41.744618498014916,0.021142077063827945,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,42.38167001455422,0.020512522966124325,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,43.01872153109351,0.020512522966124325,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,43.655773047632806,0.020512522966124325,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,44.29282456417211,0.020512522966124325,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,44.92987608071141,0.020512522966124325,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,45.566927597250704,0.022365704442205328,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,46.20397911379,0.022365704442205328,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,46.8410306303293,0.022365704442205328,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,47.4780821468686,0.02293659777493562,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,48.115133663407896,0.04573637136312022,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,48.75218517994719,0.05198636031406274,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,49.38923669648649,0.05841818263992588,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,50.026288213025794,0.049116355288461144,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,50.66333972956509,0.05176076641824242,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,51.30039124610438,0.05176076641824242,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,51.937442762643684,0.050633291323891154,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,52.574494279182986,0.050633291323891154,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,53.21154579572228,0.044142813307251075,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,53.848597312261575,0.044142813307251075,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,54.485648828800876,0.043890154609521316,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,55.12270034534018,0.043544236460668365,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,55.75975186187947,0.043544236460668365,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,56.39680337841877,0.044241138756589936,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,57.03385489495807,0.043076031323097015,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,57.67090641149736,0.043076031323097015,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,58.307957928036664,0.042902052763427664,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,58.945009444575966,0.042902052763427664,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,59.58206096111526,0.042902052763427664,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,60.219112477654555,0.042902052763427664,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,60.85616399419386,0.05643367508993687,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,61.49321551073316,0.06697872938169434,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,62.13026702727245,0.06813654531598064,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,62.76731854381175,0.0712516049769411,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,63.40437006035105,0.07368628382241085,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,64.04142157689034,0.074725443088009,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,64.67847309342964,0.08923777522855447,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,65.31552460996895,0.09000579996915137,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,65.95257612650823,0.08956210313128558,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,66.58962764304755,0.08957199576910643,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,67.22667915958684,0.08887640646251403,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,67.86373067612612,0.08818722822043167,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,68.50078219266544,0.08712286558570001,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,69.13783370920473,0.08452780484528788,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,69.77488522574403,0.08452780484528788,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,70.41193674228333,0.08452780484528788,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,71.04898825882262,0.08452780484528788,1
bio4_sazonalidade_temperatura,Bio4 sazonalidade temperatura,71.68603977536193,0.08452780484528788,1
