pa,lon,lat,temperatura,precipitacao,elevacao,solo
1,-43.833333333333336,-0.6000000000000014,22.7463724382325,1963.8424223389698,502.56310919274455,5.289540375330566
1,-76.16666666666667,-17.8,21.407335016864323,1625.2505636223977,245.93184690620552,5.596388094522405
1,-56.5,5.8,27.203380362903722,1774.0616070857761,775.010490606004,5.97801123615848
1,-42.833333333333336,-21.400000000000002,19.517406500701288,1845.6142968813679,302.88333886474135,5.438746304303184
1,-79.83333333333333,-2.200000000000001,22.956280706662064,1765.6842543714547,481.35798059798475,5.866660287079953
1,-43.16666666666667,-18.6,17.96007818396155,1709.9903437399662,281.7318506521915,5.103998065360805
1,-47.5,-0.20000000000000107,22.041614004554326,1895.703439457183,475.55081008967,5.535859000489907
1,-56.5,-9,23.300035487178278,1638.4030471000926,715.3334342585817,6.289255074071527
1,-70.16666666666667,0.5999999999999996,26.725162925224154,1696.8532632503698,711.0687096241745,5.135486227617903
1,-78.83333333333333,9.8,25.96110912334505,1500.6840522308162,347.2807859345027,5.338389939561435
1,-65.16666666666667,-14.600000000000001,22.34751867848049,1621.8848103464518,714.6097573483511,5.375622819505217
1,-72.5,-1,26.045755909808516,1863.6816510353765,598.4808031365003,5.194319562911078
1,-79.83333333333333,5.8,25.556448504636325,1469.2475774468353,437.5001953188726,5.380304049252056
1,-57.833333333333336,4.6,26.883286000958307,1787.8021643831544,849.0554350803213,5.796137835718433
1,-70.5,-7.800000000000001,25.79062955684547,1656.5586376019849,607.1415052732435,5.523197297392487
1,-71.83333333333333,-24.6,21.914427582374376,1739.8000321037596,441.39470868385365,5.473555823151643
1,-43.5,-4.600000000000001,23.199212075004322,1824.8644998899508,478.3603947704634,5.615474391853674
1,-47.5,7.8,24.44698662667464,1703.1059368138328,387.71733001867625,5.601343410223372
1,-70.83333333333333,-29,19.18065843449743,1861.1622471680985,573.0039326905411,5.283600417619409
1,-47.16666666666667,-16.200000000000003,17.859206413722124,1509.2540155903375,244.1610232363585,5.15491348075429
1,-62.16666666666667,-9,23.927391124931333,1580.4504629737603,858.4863324415571,5.573483226662521
1,-41.5,-19.400000000000002,19.20704551130951,1519.280598573112,342.8332414141943,5.065001025212592
1,-65.5,5.3999999999999995,28.99547438300907,1766.32284806523,870.4249235993506,5.521152362780321
1,-76.83333333333333,-9,22.177027831148813,1590.6303399034416,363.67901762566794,5.473110573062766
1,-70.5,-29.800000000000004,19.541277843325183,1666.1250984997669,605.2272122086165,5.527835895888999
1,-79.5,1.4000000000000004,26.395429679478525,1755.0476018086777,480.1731055279205,5.587193954223018
1,-79.83333333333333,-16.200000000000003,21.808544113075126,1533.381203035571,260.84601772927863,5.591634990079765
1,-64.16666666666667,-11,25.643005472737595,1610.696190233204,798.7174696591787,5.136038541273857
1,-63.833333333333336,-7.400000000000002,24.391841908809365,1588.1034650501235,875.6307320027452,5.589746186694118
1,-58.16666666666667,-2.6000000000000014,24.512521288789703,1872.276535506987,883.824335205012,5.794674994886027
1,-42.16666666666667,4.6,23.763845116124266,1743.174879227236,522.2364114692924,4.917371897083282
1,-68.83333333333333,4.199999999999999,28.521775311391895,1830.6494140800608,749.5865138827135,5.481626875573814
1,-76.83333333333333,-20.200000000000003,20.88484635192673,1703.4080191480934,238.21724243225995,5.4053334422336485
1,-69.83333333333333,-11.400000000000002,25.84928972919844,1360.5617300124359,569.5370421855682,5.078259312288334
1,-44.5,8.6,25.79729588977361,1586.4472067941776,384.9899874746335,5.360873005173414
1,-66.5,-12.200000000000003,24.13322781848918,1442.4065707428447,707.5080257864178,5.296955005739902
1,-62.5,-14.200000000000003,24.671481867065065,1492.5303196204231,763.6370082223597,5.576725515813076
1,-48.16666666666667,2.1999999999999993,24.05492409496326,1733.9176266586232,476.815575068807,5.380134212294518
1,-75.83333333333333,-20.6,21.613155098191527,1824.035626917527,255.2093944511135,5.104616811151816
1,-67.83333333333333,-26.6,20.594428974161687,2067.4993871278903,671.9208376837861,5.434704163900837
1,-60.833333333333336,-15.400000000000002,24.725750398005967,1677.775005108723,740.7257573183831,5.391804463630761
1,-51.833333333333336,7,25.783284209521813,1717.6250363599243,529.1459832382711,5.587618362160708
1,-60.16666666666667,8.2,27.53154254370304,1612.6494750565264,854.9911212807273,5.634415615895992
1,-56.5,-1,24.580965605025238,1873.241023778915,825.1821578460084,5.806477762152775
1,-77.5,-0.6000000000000014,24.16185329387307,1588.1828427244127,470.02675318234947,5.36979447815055
1,-67.83333333333333,-3.8000000000000007,25.489344141663484,1691.231355472567,801.7016965221294,5.079353060707542
1,-47.5,5,24.200441815017253,1732.0420603194489,436.30693987369256,5.356969297890335
1,-60.16666666666667,-3.4000000000000004,24.323059787906345,1850.1560949598882,931.9087334011155,5.5398532648904855
1,-58.833333333333336,-10.200000000000003,25.441870716904017,1617.814610443569,781.6472130223382,5.846061952900598
1,-51.833333333333336,2.1999999999999993,22.806414660844876,1808.1591306049,593.9830474917669,5.627698014430483
1,-49.833333333333336,-15.8,22.180682871090504,1606.4436171508955,300.62730294565324,5.885645337407959
1,-42.833333333333336,6.6,24.363601284462433,1667.2789018317812,466.6358590352954,5.4523371478243
1,-70.83333333333333,-0.20000000000000107,23.724997633055366,1807.054440912418,678.4593063325907,5.472085199986145
1,-69.83333333333333,-17.400000000000002,22.745269725698158,1650.0471169665786,491.81681039123777,5.314689013237816
1,-75.83333333333333,5.3999999999999995,25.58623135255096,1704.141941166515,444.73195137904105,5.270135673030802
1,-44.833333333333336,-6.600000000000001,20.57832835476659,1821.0547987025436,417.1970513204923,5.359684614062367
1,-69.83333333333333,-2.6000000000000014,24.372270513735952,1805.01888133721,717.2403261813909,5.179428146141552
1,-52.833333333333336,-8.600000000000001,20.747564132146938,1714.3046934968675,544.5387113682324,5.714988559563815
1,-79.83333333333333,0.1999999999999993,22.405238862682594,1750.292998975425,489.2680142772702,5.701069014954587
1,-79.5,5,26.384440478544313,1695.9733462884212,444.1144473681132,5.3843181508570765
1,-45.16666666666667,-3.4000000000000004,22.76781194639384,1749.0659615706063,459.28209728274555,5.355429632733007
1,-74.5,-20.6,19.63337810872203,1784.084852721727,289.23891185768133,5.366254894053235
1,-43.833333333333336,-21.400000000000002,19.713141495755952,1786.2958758765074,273.84162375989666,5.597634897305641
1,-72.16666666666667,-17.400000000000002,21.64301586311348,1603.1030309236887,378.51042850609747,4.980004898765086
1,-75.16666666666667,3,25.662859659202187,1867.9431877229295,490.55733591196326,5.462649469175745
1,-41.5,-1,23.030452622801366,1897.3715957982731,580.6658021381417,5.247305353499803
1,-50.833333333333336,-6.600000000000001,22.29454464119817,1810.2496998567663,494.9618571918563,5.813414025299432
1,-78.5,0.1999999999999993,23.688050262432768,1755.9424355030214,472.01713689282707,5.764221486201043
1,-64.83333333333333,-14.600000000000001,24.874886595684686,1578.5864840423872,723.6131282724197,5.425510879925174
1,-51.833333333333336,6.199999999999999,24.044477216097217,1819.6630378899135,543.3947408886178,5.79182670758367
1,-42.5,-28.200000000000003,17.777363192409318,1821.730345351498,422.12827899185515,5.698833563244644
1,-41.16666666666667,0.1999999999999993,23.412817686218133,1913.7602093317885,596.469353917081,5.163076048185127
1,-45.16666666666667,7.4,24.26422101823856,1615.7197587800174,397.769998717666,5.0795878164077175
1,-74.83333333333333,1,25.57699419039772,1838.356931740068,512.587987196738,5.0804080627529355
1,-41.5,-24.6,16.38502209231605,1705.4905631230376,393.3497407665984,5.285389604327817
1,-51.16666666666667,7.8,24.710247774756184,1660.0286756902178,485.8105361315631,5.9618586786272045
1,-61.16666666666667,-6.199999999999999,24.137176202957008,1586.4494460224435,906.6546630390266,5.50948905302733
1,-45.16666666666667,-11,20.403768235599195,1559.9903476059806,326.89491395604404,5.492215619251571
1,-73.16666666666667,-15,24.960792161272803,1661.5353278122811,355.90403989467956,5.414149582157511
1,-44.833333333333336,4.199999999999999,25.31218371134764,1640.1975955059577,454.5465792235617,5.487625987166407
1,-45.833333333333336,6.199999999999999,24.233803410867047,1614.6080712108399,413.2612135734714,5.720189237565913
1,-43.5,8.6,26.423841536970794,1458.7751733850384,408.3767975005913,5.311148408099046
1,-62.5,-23.4,23.3013368260653,1978.9619564924728,762.2618701469968,5.647614399810793
1,-52.833333333333336,-9.400000000000002,22.571513943949995,1519.5200810127394,528.5906111185024,6.054887012924473
1,-54.16666666666667,-15.400000000000002,21.418783634061636,1573.5992397762798,493.024247430216,5.8755716751408835
1,-42.5,-1,24.024286371908744,1813.7365399648434,541.952106394953,5.048776099232716
1,-73.83333333333333,-15.8,23.1042478396367,1548.278139548728,321.7342615479655,5.191122785717837
1,-75.5,4.6,25.14253812569551,1638.7542206986318,463.62541531107996,5.511058412430895
1,-48.16666666666667,-7.800000000000001,21.13628620524762,1365.4653620000392,396.8921286770987,5.500013152711325
1,-48.16666666666667,9.8,24.269817642528363,1515.96760461541,357.29271899216786,5.733794284450225
1,-66.16666666666667,9,29.68275818256838,1654.0929810668672,781.9230492199042,5.513333692046635
1,-52.833333333333336,-15,20.668804223842294,1659.5254686192798,431.95781944603374,5.5954332040258
1,-44.16666666666667,6.6,25.10738778367822,1681.2837642264008,429.7869787008867,5.4070059675069375
1,-58.833333333333336,-26.200000000000003,22.393271317805326,1974.0091952262962,756.4433914570507,5.712668537907617
1,-40.16666666666667,-3.8000000000000007,22.251317392432043,1784.5500819207825,618.912097017889,4.947492846344925
1,-61.833333333333336,-14.600000000000001,23.063030804538293,1538.8100891626104,758.3718564109251,5.479239966009477
1,-40.833333333333336,7.4,24.499724892648008,1505.6612067361348,531.0232497010927,4.981240947947506
1,-72.5,7.4,30.2684542228283,1700.03324601642,519.8749249563112,5.476382056457205
1,-49.5,-13.400000000000002,22.56360579097289,1645.627272846576,321.61643117616063,5.8008297491978045
1,-75.16666666666667,7.8,27.927100607169024,1568.9322187030864,417.347287920069,5.275498394039456
1,-50.833333333333336,-2.6000000000000014,23.105435087543874,1756.1000190583793,549.4388585929893,5.583551947815717
1,-67.16666666666667,-8.2,23.51542639117498,1680.5401044847076,758.5314759005435,5.399914860947217
1,-63.5,-15,24.155961442944907,1591.8410202040668,744.7523124886661,5.203292851098582
1,-40.5,3,24.3171567039529,1688.152734452409,611.8407412192857,5.0539762756608715
1,-68.83333333333333,-27.4,21.977868644651238,1964.4444992697452,640.380596331208,5.717759467386376
1,-66.5,-19.400000000000002,22.849120499116594,1667.5016487085206,641.5590488730264,5.23369333890769
1,-74.16666666666667,-7,25.66446754271799,1578.3630387790981,462.1420282741535,5.335765405187974
1,-49.833333333333336,9.4,25.223571512338104,1262.0736182411597,405.95401418474444,5.4457478882979675
1,-67.5,-7.800000000000001,26.262983979937772,1793.1641508752832,751.9562440860013,5.329045039826802
1,-67.16666666666667,-9.8,26.020041973801945,1613.129306025092,726.7061295985097,5.578437927140537
1,-77.5,-29.800000000000004,16.409245081999252,1774.5361485500339,380.8118197193098,5.581383135841713
1,-75.5,-9.8,22.912180404157972,1692.0789263256584,369.6986097346608,5.674329575939997
1,-74.16666666666667,5.3999999999999995,24.755450978383806,1633.5307148740749,489.54898289347034,5.04158127123601
1,-52.5,-17.8,21.6157191251089,1630.1601712585634,394.13546237918393,5.995352261238946
1,-66.16666666666667,-14.200000000000003,24.12818214804318,1616.2223317756382,687.697846591126,5.552382256374204
1,-54.5,9.8,25.948575045664267,1644.280283978193,602.8956153583422,5.879356461237271
1,-65.16666666666667,-5,23.34228578578948,1971.7839342343327,886.4386698807798,5.272422313288875
1,-64.83333333333333,3,24.779084863778806,1843.4476265932665,920.0624789417262,5.774572776677474
1,-73.16666666666667,4.199999999999999,26.335748908586062,1756.9740460707856,543.8223362344502,5.35126629736625
1,-70.16666666666667,-15.8,25.983193730416627,1465.4436769905524,486.83705635855677,5.319132626954171
1,-79.83333333333333,4.6,23.749399615042233,1687.0592694041115,455.7619300977648,5.497874581182167
1,-76.5,8.6,29.254929755283584,1668.24121834186,375.5541117022684,5.306890496078243
1,-51.5,9.8,25.866925201237905,1634.1567262281196,460.04141452289633,5.825986917301191
1,-52.833333333333336,-17.8,21.103836397103194,1737.1672548734286,409.9263226132546,5.759538967091898
1,-45.5,-3,24.462087776928342,1795.778872346406,459.69675427076163,5.502347485429071
1,-69.16666666666667,7,26.803920948004077,1636.3530355075802,688.6602747465165,4.905762972724345
1,-48.833333333333336,2.1999999999999993,25.490765916046698,1852.6407500325909,490.1656533945587,5.3502022591332405
1,-45.5,-8.2,22.463815693526236,1673.0662492777046,378.71264289597013,5.483611082758979
1,-42.5,0.1999999999999993,23.015349915409093,1716.9749073949606,543.5482581133463,5.357937226240621
1,-64.83333333333333,-24.6,20.61160843276688,1870.5303237528462,745.7736979308893,5.791863384702122
1,-42.833333333333336,-20.6,20.96809438890474,1767.1770574091784,297.27496372877835,5.277397591515124
1,-77.16666666666667,2.1999999999999993,25.6337930014802,1758.0150887763768,464.3815980980024,5.48442618000423
1,-74.5,-21,21.78892036802269,1775.251961820186,291.7934701182336,5.461712305784017
1,-51.16666666666667,6.6,23.180941556717176,1845.3668751137839,508.1422112676819,5.684102696768842
1,-43.16666666666667,-3.8000000000000007,23.609335426395976,1613.6232388318708,498.3551735311629,5.418860735178282
1,-74.83333333333333,-17.8,20.92705192760431,1574.1482119956584,276.08206871077584,5.364265899564326
1,-58.833333333333336,3.3999999999999995,24.365899728304104,1986.535164483011,898.3519605102426,5.9208505821683834
1,-79.5,-23.800000000000004,19.19675978478327,1703.1528273311824,282.0046663632821,5.652817576850681
1,-74.16666666666667,-15.8,23.840270021862445,1456.3086395136052,310.12463326873603,5.0739034609666485
1,-72.83333333333333,-2.6000000000000014,25.261737470733024,1794.9827362028282,574.7028561237121,5.445018871601404
1,-56.833333333333336,3,26.12363634517782,1903.2611231114806,826.9742422729194,5.956117365453893
1,-78.5,4.6,24.303163883954067,1721.3825358864888,438.51105271332165,5.49725113641326
1,-48.16666666666667,-12.200000000000003,18.97583566698135,1502.6683111154648,311.2458732191432,5.352946704199557
1,-50.16666666666667,-27.800000000000004,18.45486474798539,1860.5476790117018,406.8737003177916,5.665330904444874
1,-55.5,9,25.730412979630994,1743.4119600693389,668.30079650362,6.060196539185677
1,-61.833333333333336,-1,27.142232857290434,2153.3607669546723,967.848487440938,5.765533278586675
1,-48.833333333333336,-8.2,23.24471154323249,1563.1990663733109,402.4681436199532,5.870079655233735
1,-43.5,-0.6000000000000014,24.823139110405922,1808.9088828519539,511.33363927738776,5.161822150821184
1,-49.16666666666667,7.4,24.501591712767237,1566.6298766440086,426.0431577976521,5.75434621794534
1,-71.5,0.1999999999999993,25.8975653291309,2024.7218956085883,646.0532878406093,5.125844269512765
1,-71.83333333333333,7.8,26.62930001412552,1356.240076008981,542.4734417027964,5.134679090486599
1,-65.5,-7.800000000000001,24.097370737194478,1724.5101505213358,827.9315868418214,5.809468468304046
1,-73.83333333333333,-6.199999999999999,25.920554024215157,1636.3053505269465,488.00041420372975,5.467955767718853
1,-52.5,-13,19.93826945645825,1602.0758608134483,444.9566755445061,5.4239116897019155
1,-63.833333333333336,-10.200000000000003,24.565005651076728,1631.793040907076,820.4380830799203,5.742632106632946
1,-46.5,-5,22.076885346877894,1780.3579135118996,430.7086548989416,5.251115914143653
1,-66.16666666666667,-9,26.067037031500195,1699.2126642123317,781.9230492199042,5.081343872693968
1,-57.833333333333336,-18.6,24.84792772622453,1698.4234069346787,642.731961721089,5.574956521213681
1,-78.16666666666667,-21.400000000000002,19.30907144695337,1879.5355150857204,241.16771474712817,5.101984120007935
1,-77.5,-9,22.730713286113634,1594.110984866204,359.1147175491107,5.447721285036124
1,-75.83333333333333,-6.600000000000001,23.180009847994526,1493.3382685415384,424.5702897576306,5.340239331605004
1,-68.5,4.199999999999999,27.834817109759502,1734.1494284933087,765.6611141394735,5.28180505022043
1,-62.5,-7.800000000000001,24.472053832799453,1545.383529221106,881.4736060859641,5.5533473056276215
1,-73.5,-3.4000000000000004,24.209011657863215,1678.4112819979252,540.1889863630188,5.306692961732294
1,-75.5,1,26.957642244597597,1835.5187834506771,495.53534777219215,5.691082629051138
1,-66.83333333333333,7.4,28.224428956858855,1860.4837533948958,787.6900358470505,5.215892083017504
1,-75.16666666666667,9.4,24.493269848593542,1478.9853014983814,385.74298629195516,5.336327620193068
1,-74.83333333333333,-7,22.366105927358902,1639.1030558208213,441.4370409823499,5.448831966307381
1,-57.16666666666667,-1,25.332164428405274,1964.739827617813,854.2803572849919,5.510732526721873
1,-79.5,-4.600000000000001,22.54548533782636,1522.286091011812,449.85223340458515,5.626995440586156
1,-46.833333333333336,4.199999999999999,23.66259696306944,1875.4334772968668,442.56188010083804,5.303038050986658
1,-41.833333333333336,-2.6000000000000014,25.57664548508558,1905.4621514022556,557.6413965013605,5.161013951667282
1,-79.5,0.1999999999999993,23.50098350617467,1749.7742994475443,483.3583175840906,5.515493506307564
1,-55.16666666666667,7.4,25.818627969138436,1602.440719305123,683.2401232263028,5.643224619388155
1,-73.83333333333333,-15.400000000000002,24.59764829065779,1423.3227828926133,325.8575088592282,5.2215481333919795
1,-46.5,4.199999999999999,24.158673818923948,1899.3986018483574,441.8002480831134,5.374510203619536
1,-71.83333333333333,-1,25.102781672481235,1718.4929759536546,628.7107700553969,5.00776604735593
1,-73.83333333333333,1.799999999999999,26.272743327841845,1819.2282343159984,541.2057936752929,5.475537496757563
1,-76.16666666666667,-3,24.92593723763557,1805.255930350223,469.4104850314614,5.201201832907772
1,-73.16666666666667,-13.400000000000002,23.82159008133774,1451.6104089508647,378.2269827025748,5.287254759168726
1,-77.16666666666667,-2.6000000000000014,23.58021647568664,1790.773173132197,461.26682824354583,5.365862415298058
1,-76.16666666666667,-27.4,20.565934439921882,1611.1418266685216,346.6757225272499,5.257438392243518
1,-47.833333333333336,7.8,24.379058224673347,1764.6415014610916,391.7708626830027,5.692320023959152
1,-49.833333333333336,-13,20.391499208606522,1539.1062656519262,338.11093884481886,5.574125989622462
1,-57.5,-11.8,21.653961863709405,1531.7628559969746,703.3446723851279,5.844733384891619
1,-60.833333333333336,4.199999999999999,26.843280727946507,1808.8996401091304,933.2147259135136,5.764642810692747
1,-46.16666666666667,-9.400000000000002,22.270395982642306,1461.9753482692083,350.863725809729,5.464035121326076
1,-76.83333333333333,4.6,25.52926069187149,1521.7290855614888,441.6178087519824,5.046231552991754
1,-73.5,7.4,28.325227193159336,1811.9796961724544,478.67688779793923,5.334189556188084
1,-78.5,-9,19.39465693489198,1617.8974410418073,360.5722615870072,5.295079574868469
1,-76.5,-4.200000000000001,24.64364519953512,1848.8539012079254,450.8915161198404,5.146428631117372
1,-75.16666666666667,-0.20000000000000107,24.751885682648982,1864.1167358384348,505.18076799106274,5.405847826222545
1,-49.5,-15.400000000000002,20.866330121840857,1529.686583364905,294.7228161129055,5.743899453611258
1,-53.16666666666667,0.1999999999999993,24.633474251014174,1877.455428177216,664.1387122479993,5.496820906031521
1,-48.833333333333336,6.199999999999999,24.520762097021276,1731.4267385556307,439.5773467914096,5.750924881207715
1,-48.5,-29.400000000000006,16.095350812723417,1715.2415833247114,393.3400001433455,5.534664394335255
1,-72.83333333333333,-23.4,21.71736348885425,1787.9456820093894,378.682443647493,5.319625952490539
1,-74.16666666666667,-26.200000000000003,19.065007809776425,1976.8963311505788,374.2906258202401,4.8322535385513765
1,-46.833333333333336,3.3999999999999995,24.499254992442147,1879.4484839027614,452.024225799141,5.556977486102532
1,-53.833333333333336,5,24.984720305498083,1807.6751551488026,657.7864575634733,5.528827759055175
1,-77.16666666666667,-9.400000000000002,23.148578135252833,1541.2938390380978,352.85385007818024,5.2760125907663715
1,-70.16666666666667,2.1999999999999993,24.783674404907796,2125.1052252076247,703.6915156174701,5.293839455169283
1,-78.16666666666667,6.6,25.513302358455668,1515.4364156640638,404.92023491768225,5.1778124148328555
1,-79.16666666666667,-14.200000000000003,21.208934270209344,1420.1966060583627,272.82959813197124,5.23327821863159
1,-77.16666666666667,-17.8,22.239647084048958,1623.6387150789644,234.18956157293252,5.398323920726518
1,-49.5,6.199999999999999,26.004759933513963,1859.5310013164199,456.86572145740706,5.584215059316822
1,-47.16666666666667,-6.600000000000001,24.126594082868202,1650.305501948912,407.08121484947515,5.8860864777032695
1,-48.16666666666667,-7.400000000000002,23.05347331795987,1519.2619855108853,404.5235788495102,5.603431744074791
1,-53.5,4.199999999999999,25.54902219814466,1753.0205997246153,652.3446389383265,6.000200009226119
1,-64.5,4.199999999999999,26.07771540443862,1712.1611425131414,914.5829024894974,5.40064307383024
1,-62.833333333333336,-8.2,25.526521879288858,1617.7228242556832,871.9675037807096,5.564415952625496
