lon,lat,pred_fina,pred_grosseira,diferenca_escala
-79.83333333333333,9.8,0.5585279396537233,0.5928090214729309,0.03428108181920764
-79.5,9.8,0.5647580140161256,0.5928090214729309,0.028051007456805332
-79.16666666666667,9.8,0.6050184144489974,0.5907381176948547,0.014280296754142663
-78.83333333333333,9.8,0.5644483977211763,0.5865964293479919,0.022148031626815667
-78.5,9.8,0.5600310986021997,0.5824546813964844,0.02242358279428469
-78.16666666666667,9.8,0.5916088064230933,0.5783129930496216,0.013295813373471743
-77.83333333333333,9.8,0.5524761135774401,0.5708433985710144,0.018367284993574318
-77.5,9.8,0.4996290348595373,0.5600460171699524,0.06041698231041509
-77.16666666666667,9.8,0.5030136637679691,0.5492485761642456,0.04623491239627653
-76.83333333333333,9.8,0.4968948705739807,0.5384511947631836,0.04155632418920291
-76.5,9.8,0.5255067160962736,0.5261979699134827,6.912538172090255e-4
-76.16666666666667,9.8,0.4899832451579476,0.5124890208244324,0.022505775666484762
-75.83333333333333,9.8,0.47639213525382407,0.4987800717353821,0.022387936481558013
-75.5,9.8,0.4540757341235482,0.4850711226463318,0.030995388522783607
-75.16666666666667,9.8,0.4223436993113897,0.4694513976573944,0.0471076983460047
-74.83333333333333,9.8,0.4645184564324086,0.45192092657089233,0.012597529861516243
-74.5,9.8,0.4170836038914177,0.43439048528671265,0.01730688139529496
-74.16666666666667,9.8,0.34417857504784116,0.41686001420021057,0.07268143915236941
-73.83333333333333,9.8,0.39156165787110014,0.40078258514404297,0.009220927272942825
-73.5,9.8,0.34983186580658676,0.38615819811820984,0.03632633231162308
-73.16666666666667,9.8,0.32317728388241274,0.3715338110923767,0.04835652720996397
-72.83333333333333,9.8,0.32915021408722206,0.3569093942642212,0.027759180176999132
-72.5,9.8,0.2998258362439268,0.3449995517730713,0.04517371552914451
-72.16666666666667,9.8,0.2950794099328845,0.3358042240142822,0.04072481408139772
-71.83333333333333,9.8,0.28706187312157794,0.32660889625549316,0.03954702313391523
-71.5,9.8,0.2569952205583677,0.3174135982990265,0.06041837774065878
-71.16666666666667,9.8,0.2991638005130381,0.30941474437713623,0.010250943864098139
-70.83333333333333,9.8,0.2772966558933692,0.3026123344898224,0.025315678596453173
-70.5,9.8,0.24579252529379353,0.29580992460250854,0.050017399308715016
-70.16666666666667,9.8,0.2866122177119825,0.2890075147151947,0.0023952970032122267
-69.83333333333333,9.8,0.26498383873454506,0.2840120196342468,0.019028180899701763
-69.5,9.8,0.247205694065788,0.28082340955734253,0.03361771549155454
-69.16666666666667,9.8,0.2667276799576214,0.2776348292827606,0.010907149325139198
-68.83333333333333,9.8,0.26400870205958377,0.2744462490081787,0.010437546948594945
-68.5,9.8,0.2614121817036922,0.2723076045513153,0.010895422847623126
-68.16666666666667,9.8,0.2582271710955905,0.2712189257144928,0.012991754618902285
-67.83333333333333,9.8,0.2558786451119765,0.2701302766799927,0.014251631568016176
-67.5,9.8,0.2453566439663489,0.26904159784317017,0.023684953876821263
-67.16666666666667,9.8,0.24266896316602612,0.27013495564460754,0.02746599247858142
-66.83333333333333,9.8,0.24387428593197225,0.2734103500843048,0.029536064152332564
-66.5,9.8,0.2414095324957753,0.2766857147216797,0.035276182225904396
-66.16666666666667,9.8,0.2545588086866071,0.27996110916137695,0.02540230047476988
-65.83333333333333,9.8,0.23962710394421083,0.2849619686603546,0.045334864716143786
-65.5,9.8,0.3137949826049692,0.29168832302093506,0.022106659584034127
-65.16666666666667,9.8,0.30015506931888053,0.2984146475791931,0.0017404217396874144
-64.83333333333333,9.8,0.26021523365098437,0.30514100193977356,0.04492576828878919
-64.5,9.8,0.2818164011831471,0.3134954571723938,0.031679055989246696
-64.16666666666667,9.8,0.28858800223968245,0.3234780430793762,0.03489004083969377
-63.833333333333336,9.8,0.3238657267567412,0.33346059918403625,0.009594872427295065
-63.5,9.8,0.31448554585724253,0.3434431850910187,0.028957639233776145
-63.16666666666667,9.8,0.33158262958565865,0.3534771502017975,0.021894520616138835
-62.833333333333336,9.8,0.33546250634832886,0.36356252431869507,0.02810001797036621
-62.5,9.8,0.3455919827488546,0.37364792823791504,0.02805594548906043
-62.16666666666667,9.8,0.3893467696762946,0.3837333023548126,0.005613467321481991
-61.833333333333336,9.8,0.363168139365397,0.3943140506744385,0.031145911309041485
-61.5,9.8,0.4160371489371135,0.4053901433944702,0.010647005542643306
