lon,lat,boot_1,boot_2,boot_3,boot_4,boot_5,boot_6,boot_7,boot_8,boot_9,boot_10,boot_11,boot_12,boot_13,boot_14,boot_15,boot_16,boot_17,boot_18,boot_19,boot_20,boot_21,boot_22,boot_23,boot_24,boot_25,boot_26,boot_27,boot_28,boot_29,boot_30,media_bootstrap,incerteza_dados
-79.83333333333333,9.8,0.5014983165768084,0.5331945193069765,0.5225918279716256,0.5977762872872782,0.6537088597491927,0.5848839209022574,0.5646918381312787,0.6764422832109338,0.6465658364632232,0.6111229232587023,0.5882730487832348,0.5728766077288505,0.6302115803855485,0.6322290054653915,0.5757373865150037,0.5712480694639056,0.6049404640558073,0.5293292158771195,0.6311718138965555,0.55884513216997,0.4777618536624113,0.5254009864988178,0.5531378198762441,0.45941754117674244,0.54631423291967,0.4939363906210091,0.4702593633103002,0.5481195104148647,0.4683843019698267,0.4684723844216748,0.5599514440690408,0.0608021535385446
-79.5,9.8,0.5233157389165156,0.5800686862397895,0.6196398606577181,0.6019785415161528,0.5943104965772271,0.6104015540598737,0.5818503477379549,0.6512403545967688,0.6145127189550226,0.6886801993736147,0.6077888527515505,0.6632568502719551,0.5635325603464292,0.7194850363875835,0.7058381475174504,0.6383145983882628,0.6202504734237483,0.5982282502014895,0.5960414416143518,0.4817815111256603,0.5639765684973778,0.485946333431267,0.547419123110081,0.5609321853769966,0.5481191737035477,0.5290766647945561,0.46791212988454767,0.46710665031553006,0.4668486108471968,0.4506986678796697,0.578285077616663,0.07236906939021924
-79.16666666666667,9.8,0.6375832454936298,0.5434569678477996,0.606526586587068,0.6110472700089649,0.6373302555827207,0.6411387119445451,0.6739560315280485,0.7366473943040376,0.6619216903430498,0.7042887428389126,0.6549025742179813,0.6688730784630481,0.6706911879858556,0.7181178141828876,0.5913638237864347,0.6202606808877243,0.7000918545905347,0.6597659989451187,0.6670220178316979,0.5889885568545076,0.6208390243127347,0.6146894461357988,0.542295891267534,0.5512741388400838,0.6042624072088189,0.5418025140752918,0.55879038514207,0.6052237270126792,0.5039458754913834,0.5364067889865689,0.6224501560899177,0.05923157020988908
-78.83333333333333,9.8,0.5400055932111307,0.5702601544533664,0.5333530144598981,0.6057972073875673,0.546970461929496,0.6107035886242981,0.6676797651103451,0.6694479214405169,0.6272153357923433,0.6301513159665557,0.6603051345780357,0.7201926902382674,0.5943058854920598,0.6807368361243225,0.5890932719834794,0.624986286132586,0.6372293989745379,0.6088359176373516,0.573605491793698,0.5500943887169066,0.5991458845034823,0.5399402032735708,0.5462132568140465,0.5023439816003055,0.48942326886307896,0.45089512766210693,0.4363142706173172,0.4739692819956267,0.5489899366602308,0.4999399480477743,0.5776048273361434,0.07039526436184977
-78.5,9.8,0.5405207396587399,0.5600028703307027,0.5240379342043656,0.5944634176156199,0.5985076845112396,0.698155692344971,0.6084780973054915,0.6168194160973278,0.6296957913122406,0.6336539906842036,0.6405156935379188,0.6284723009129054,0.6459254085922046,0.6257064861216843,0.6403870010978524,0.553829014550371,0.5805138890809058,0.5357989676936231,0.5073287156115651,0.5237392449024624,0.48614005003961613,0.5571624101925974,0.561278165868818,0.5554042501310378,0.5169059477250362,0.4363401460051828,0.44275829113238196,0.5062209244399608,0.4742553853926128,0.5708004408445357,0.5664606122646059,0.06412491738590212
-78.16666666666667,9.8,0.6381637549890466,0.6241061455944862,0.6643747396323852,0.6380539133578189,0.6306224271734865,0.6138586930278777,0.6217987297291636,0.5976772678158038,0.6968529233544762,0.6523921017748406,0.6468536170968779,0.6750233934015121,0.6687209093873261,0.6453423952865408,0.6355849085418058,0.6332408751574952,0.5977967940370444,0.5839861931156929,0.6135475074866272,0.5921505164132577,0.56357162706175,0.5631831379617158,0.5575344986065711,0.5476431666345368,0.5518977701014642,0.5489474031369365,0.4423958445987213,0.5309645645951035,0.4984025256941735,0.5190220318255132,0.5997903458863351,0.05797618849066157
-77.83333333333333,9.8,0.5515441457617081,0.48702264933840145,0.650009437098643,0.5540574407334988,0.5702891054449577,0.568364504461619,0.6018099355000499,0.5565842961643512,0.6689867748946048,0.6294694033037596,0.6416960866161017,0.699594473736999,0.6335880013989882,0.6042838801939637,0.5944652684713031,0.5731449203419079,0.5761327052882276,0.5850654962278412,0.5817858468041123,0.5579222678967766,0.553869165152626,0.496049643817627,0.4829851145703342,0.5100851026982265,0.4457293602179978,0.5134404390476867,0.5235312957809244,0.40773064734594267,0.4705304986168799,0.4568830671409113,0.5582216991355657,0.06930036665483949
-77.5,9.8,0.432373555188004,0.5210065413239086,0.44767049543840576,0.4762594680539096,0.4625143914045655,0.6343893979792341,0.6007141473854936,0.542795850816385,0.5712600560698988,0.5841669434644334,0.563412199930998,0.610917968638391,0.5408431252393575,0.6932595495633755,0.5369233563704779,0.5972289036323134,0.5475496711966383,0.4842626937156987,0.40546248846072763,0.4903996386682108,0.4537145852719484,0.5021507524340789,0.46180967411649143,0.385708175919118,0.4469647338650653,0.48963893012945126,0.43543842128834337,0.5029777132846324,0.393640755064263,0.4398630638343365,0.5085105749249386,0.07568913641384241
-77.16666666666667,9.8,0.46163027680487706,0.5184854242077888,0.5364284235376895,0.5089058337595727,0.5428536332808687,0.6000271966146051,0.6312970202235191,0.621547624310097,0.6178710047498301,0.5873324519151065,0.5619197284213994,0.5965710509551646,0.5586025372267024,0.5933855861537064,0.5163660891806194,0.593678972567422,0.5563077695985335,0.4771624405563811,0.5508516782167094,0.5487900068466491,0.4762802221128408,0.42136539176100507,0.4003822749734486,0.3968824536665355,0.3946306562095794,0.4038359778343802,0.33663632501188673,0.4324292998126992,0.3857228197879266,0.3928515566712519,0.5073677242322931,0.08578860705564487
-76.83333333333333,9.8,0.4679225817052673,0.48247481426756333,0.5582672297840082,0.6207953036718907,0.5457549555445877,0.5784758960785186,0.5535927266200943,0.6155645482076322,0.5413725377582995,0.5142227374346804,0.5901861678429398,0.490451310463741,0.5837999362041165,0.5625501836372903,0.4744401482787438,0.5263888884122162,0.49979174316085123,0.5054218497960016,0.5434051029138911,0.39714151341823284,0.509070639119606,0.46595618959412066,0.503961543058765,0.4814001224324898,0.4195598323630261,0.4003118956151633,0.37538472562412717,0.3946358343967369,0.42987093912064056,0.4314579545380376,0.5021209950354426,0.06768119857674668
