lon,lat,adequabilidade,incerteza,periodo,periodo_legenda
-60.41666666666667,5.083333333333336,0.03679168999546963,0.04083602630737418,holoceno_medio,Holoceno Médio
-60.25,5.083333333333336,0.10891944573702408,0.19318687867070722,holoceno_medio,Holoceno Médio
-60.41666666666667,4.916666666666669,0.021988291954872285,0.02273907360888256,holoceno_medio,Holoceno Médio
-60.25,4.916666666666669,0.028482031522071384,0.029024247890154124,holoceno_medio,Holoceno Médio
-60.583333333333336,4.750000000000003,0.03299387192380032,0.03552137860442568,holoceno_medio,Holoceno Médio
-60.41666666666667,4.750000000000003,0.025897783129723885,0.032442122622238,holoceno_medio,Holoceno Médio
-60.25,4.750000000000003,0.02545280845620539,0.035670804598080724,holoceno_medio,Holoceno Médio
-60.75,4.583333333333336,0.04743309123599356,0.047118363381952126,holoceno_medio,Holoceno Médio
-60.583333333333336,4.583333333333336,0.03972667013473653,0.04256121129160006,holoceno_medio,Holoceno Médio
-60.41666666666667,4.583333333333336,0.0301969044463533,0.03596639118016825,holoceno_medio,Holoceno Médio
-60.25,4.583333333333336,0.030877898522794565,0.038663852709213,holoceno_medio,Holoceno Médio
-61.083333333333336,4.416666666666669,0.0496139680646797,0.0492644034287076,holoceno_medio,Holoceno Médio
-60.91666666666667,4.416666666666669,0.08476234666006803,0.12641304569761044,holoceno_medio,Holoceno Médio
-60.75,4.416666666666669,0.06351547246217848,0.08272751746728833,holoceno_medio,Holoceno Médio
-60.583333333333336,4.416666666666669,0.08173172640049416,0.1232452597176713,holoceno_medio,Holoceno Médio
-60.41666666666667,4.416666666666669,0.04627089736459311,0.052222877346621864,holoceno_medio,Holoceno Médio
-60.25,4.416666666666669,0.034380817884812134,0.03531752921115024,holoceno_medio,Holoceno Médio
-60.083333333333336,4.416666666666669,0.027626968277763807,0.037697551356799794,holoceno_medio,Holoceno Médio
-61.41666666666667,4.250000000000003,0.12382799650367815,0.19315688572363232,holoceno_medio,Holoceno Médio
-61.25,4.250000000000003,0.166520368703641,0.2885128948178252,holoceno_medio,Holoceno Médio
-61.083333333333336,4.250000000000003,0.1866008149459958,0.2914120104190371,holoceno_medio,Holoceno Médio
-60.91666666666667,4.250000000000003,0.19858803562819957,0.2563826913265509,holoceno_medio,Holoceno Médio
-60.75,4.250000000000003,0.1419734112918377,0.19559634859871763,holoceno_medio,Holoceno Médio
-60.583333333333336,4.250000000000003,0.16147276610136033,0.16686998685946136,holoceno_medio,Holoceno Médio
-60.41666666666667,4.250000000000003,0.10446102395653725,0.1308032236334014,holoceno_medio,Holoceno Médio
-60.25,4.250000000000003,0.046024034288711844,0.05080151369637736,holoceno_medio,Holoceno Médio
-60.083333333333336,4.250000000000003,0.03750841052969918,0.0379616323978778,holoceno_medio,Holoceno Médio
-59.91666666666667,4.250000000000003,0.029766772774746642,0.0306747453872754,holoceno_medio,Holoceno Médio
-61.75,4.083333333333336,0.10512092858552932,0.11982957108690358,holoceno_medio,Holoceno Médio
-61.583333333333336,4.083333333333336,0.24268170595169067,0.2957893492254005,holoceno_medio,Holoceno Médio
-61.41666666666667,4.083333333333336,0.3397947683930397,0.2768054072553204,holoceno_medio,Holoceno Médio
-61.25,4.083333333333336,0.26136325150728223,0.1803601426667221,holoceno_medio,Holoceno Médio
-61.083333333333336,4.083333333333336,0.28759371638298037,0.13382567072641788,holoceno_medio,Holoceno Médio
-60.91666666666667,4.083333333333336,0.26643986701965333,0.13116188937592496,holoceno_medio,Holoceno Médio
-60.75,4.083333333333336,0.2638047993183136,0.13232408750259386,holoceno_medio,Holoceno Médio
-60.583333333333336,4.083333333333336,0.19650322794914246,0.09550792092052364,holoceno_medio,Holoceno Médio
-60.41666666666667,4.083333333333336,0.21415829360485078,0.1283119494407669,holoceno_medio,Holoceno Médio
-60.25,4.083333333333336,0.13823775127530097,0.11229196565325805,holoceno_medio,Holoceno Médio
-60.083333333333336,4.083333333333336,0.11955846026539803,0.10384893313088905,holoceno_medio,Holoceno Médio
-59.91666666666667,4.083333333333336,0.04125328715890646,0.043767143346011964,holoceno_medio,Holoceno Médio
