lon,lat,SSP126,SSP245,SSP370,SSP585,media_cenarios,incerteza_cenarios
-79.83333333333333,9.8,0.5389502461623656,0.5441747302927258,0.5099738675665989,0.531590234043837,0.5311722695163819,0.015045573507586918
-79.5,9.8,0.5500101913935539,0.5690001098263997,0.5703334136219297,0.532660943791037,0.5555011646582301,0.01783296205186684
-79.16666666666667,9.8,0.6162986708722543,0.5666891140962798,0.5694813590502189,0.5373795465575617,0.5724621726440786,0.03263251284998271
-78.83333333333333,9.8,0.5542170556381213,0.5613060827790611,0.5128924584428305,0.5313635204947446,0.5399447793386893,0.022101804033745516
-78.5,9.8,0.5507697926575699,0.5529202092125552,0.5043424902109729,0.5207955769844772,0.5322070172663937,0.02366619099159398
-78.16666666666667,9.8,0.6055026050978807,0.5971783825074709,0.5974221915272827,0.5514381053692494,0.5878853211254709,0.024604072277136426
-77.83333333333333,9.8,0.5483403343957294,0.5104278450444796,0.5779069556394476,0.4864139918315389,0.5307722817277989,0.04046343182752739
-77.5,9.8,0.4706605356432485,0.5033082265722308,0.43783152340584874,0.4260685914252686,0.4594672192616492,0.03478934669379316
-77.16666666666667,9.8,0.48265059771420676,0.5021144293760738,0.4923581504540675,0.44859244473187293,0.48142890556905527,0.02328851634702269
-76.83333333333333,9.8,0.48027204361100173,0.48009239060136677,0.5029417099981438,0.5305906767861462,0.49847420524916464,0.02394880749094971
-76.5,9.8,0.5333578087359401,0.5189588158466611,0.5101849381281796,0.47729457970040556,0.5099490356027966,0.02377334599871878
-76.16666666666667,9.8,0.4855807876606491,0.4759620012250229,0.49258035230363395,0.4977231749708668,0.4879615790400432,0.00942125003928278
-75.83333333333333,9.8,0.4728758643076583,0.504193966373228,0.4833420614138184,0.49438537063195076,0.48869931568166386,0.013558480834606031
-75.5,9.8,0.446654460180254,0.45613514338125627,0.4719704888580868,0.43969214297033593,0.45361305884748326,0.013971043163866725
-75.16666666666667,9.8,0.4055592083038508,0.41794276096553784,0.39234855383168493,0.3938214894962396,0.4024180031493283,0.011918880423136607
-74.83333333333333,9.8,0.48203178435580657,0.45853039799693607,0.4882219987886537,0.44073787518738655,0.4673805140821957,0.021887454301507094
-74.5,9.8,0.4162096889870279,0.40356042312953444,0.4280366731452493,0.42251485646155873,0.4175804104308426,0.010521741123155699
-74.16666666666667,9.8,0.30779574619743977,0.3532276653706639,0.3362898288778954,0.30665798803575506,0.32599280712043854,0.022750343706240118
-73.83333333333333,9.8,0.39425076323713343,0.37253702477627854,0.41616457996690387,0.37573277097637664,0.3896712847391731,0.02008922883644119
-73.5,9.8,0.335743357374536,0.3569131311923426,0.3402659196283824,0.37770284956348293,0.352656314439686,0.01901770588023066
-73.16666666666667,9.8,0.3006963826149618,0.290991754414688,0.31250118183022796,0.30690961805503647,0.3027747342287286,0.009216998895705522
-72.83333333333333,9.8,0.31929758608560316,0.32804320710854423,0.33585068638002447,0.3541505812838205,0.3343355152144981,0.014839867932682483
-72.5,9.8,0.27843925279443965,0.3287005688660003,0.30488097252464014,0.2813153273688963,0.2983340303884941,0.023455116985610813
-72.16666666666667,9.8,0.2782444532948597,0.294013220646557,0.3517524823967824,0.26600405635635616,0.2975035531736388,0.03793968885345108
-71.83333333333333,9.8,0.27194504664140756,0.30811679382411095,0.32425911665834894,0.29089328798389613,0.2988035612769409,0.022499435787380798
-71.5,9.8,0.22655491648606416,0.3080676855005421,0.31637734551783525,0.28788588715275215,0.28472145866429843,0.040581201381116164
-71.16666666666667,9.8,0.3057473301701952,0.3265113018901391,0.34262620058713633,0.2993044339098697,0.3185473166393351,0.01981031635787127
-70.83333333333333,9.8,0.27405131954304957,0.29840887253290227,0.27546636385031736,0.25898038200410173,0.2767267344825927,0.01626647386449562
-70.5,9.8,0.22380462073273844,0.27194249485164573,0.25552172084404634,0.2722634891388062,0.25588308139180915,0.02276972213512855
-70.16666666666667,9.8,0.2996871971737917,0.26699891771311457,0.26505942291159634,0.3043050535347791,0.2840126478333204,0.020865960906990156
-69.83333333333333,9.8,0.2660811252820064,0.2557986040155852,0.29045505565674634,0.2832844914684786,0.27390481910570413,0.015821228286335906
-69.5,9.8,0.23783550793958816,0.2984275184903635,0.2757655451725899,0.3093281340374032,0.2803391764099862,0.03159655951565045
-69.16666666666667,9.8,0.27482001127414435,0.2652765117989166,0.30532219420277706,0.2588302100737442,0.27606223183739553,0.020582863749267315
-68.83333333333333,9.8,0.2719005303313877,0.29612604124681785,0.25557976841112157,0.29839201002951243,0.2804995875047099,0.02048793147430566
-68.5,9.8,0.2685076542941806,0.2805795311053344,0.24789337779774667,0.26461005368467616,0.26539765422048445,0.013505326034479268
-68.16666666666667,9.8,0.2633922314851801,0.24195618726737905,0.26339648296303997,0.3404041535622883,0.2772872638194719,0.04327452082349428
-67.83333333333333,9.8,0.2590698370128008,0.2803726143615183,0.2749197006960799,0.26220274114243125,0.26914122330320756,0.010150702809668621
-67.5,9.8,0.2395208354283711,0.2455177077645749,0.2799935365266876,0.3373963060897453,0.2756070964523447,0.044887774246575154
