lon,lat,temperatura,precipitacao,solo,glm,gam,rf,brt,maxent
-79.83333333333333,9.8,25.612628415153896,1447.6204158572052,5.576748194097922,0.5585279396537233,0.6125880719443132,0.5668420067121419,0.5665552104922494,0.593468263938429
-79.5,9.8,25.696778024563525,1450.9537491905385,5.557257574412257,0.5647580140161256,0.6375319589565424,0.6412070296235064,0.558643211602939,0.5412662883689434
-79.16666666666667,9.8,25.7848254645475,1454.2870825238717,5.537512570855281,0.6050184144489974,0.5776625121992962,0.5856403115179803,0.522264741063004,0.5380647488937933
-78.83333333333333,9.8,25.87649905363556,1457.6204158572052,5.5176009065011105,0.5644483977211763,0.6198480949038667,0.5457652715779299,0.5465787743533362,0.49417869690479543
-78.5,9.8,25.97151592141746,1460.9537491905385,5.497611044864219,0.5600310986021997,0.6081187825139387,0.5298202348208635,0.5302256755471663,0.5281612313622281
-78.16666666666667,9.8,26.069582881375307,1464.2870825238717,5.477631796873855,0.5916088064230933,0.6223444029477464,0.6167864395397974,0.5302510408273655,0.5193118342576066
-77.83333333333333,9.8,26.170397335547467,1467.6204158572052,5.457751926304972,0.5524761135774401,0.5406210869873707,0.6253023900934528,0.47578722238891014,0.4928713543861709
-77.5,9.8,26.273648208232707,1470.9537491905385,5.438059755418661,0.4996290348595373,0.592774226541054,0.47247100974133965,0.43906720857148673,0.4402002438792593
-77.16666666666667,9.8,26.379016905853494,1474.2870825238717,5.41864277256412,0.5030136637679691,0.5756923566947433,0.5358138198041009,0.4516704052747632,0.4847456420537616
-76.83333333333333,9.8,26.486178300016604,1477.6204158572052,5.3995872434855485,0.4968948705739807,0.5395498830378327,0.5443109820000932,0.5463889919661127,0.4776145232996901
-76.5,9.8,26.594801730737732,1480.9537491905385,5.380977828060816,0.5255067160962736,0.5447888662440189,0.5027295658869516,0.4392642319251138,0.5330857835695805
-76.16666666666667,9.8,26.70455202673457,1484.2870825238717,5.362897204174677,0.4899832451579476,0.5160235027402135,0.5047110809382747,0.4829383521756433,0.41021437382281345
-75.83333333333333,9.8,26.815090539640007,1487.6204158572052,5.345425700397579,0.47639213525382407,0.562378577242574,0.49060483756319795,0.4760368550624854,0.43099717070878724
-75.5,9.8,26.926076188944332,1490.9537491905385,5.328640939102003,0.4540757341235482,0.506571612342931,0.4839043799590791,0.4135043717361946,0.40107032230875594
-75.16666666666667,9.8,27.037166514442163,1494.2870825238717,5.312617491601899,0.4223436993113897,0.47799109290750685,0.38836880139209756,0.3717055529641833,0.45439137890050046
-74.83333333333333,9.8,27.148018732936507,1497.6204158572052,5.297426546847348,0.4645184564324086,0.4642653262513055,0.45791445990420643,0.37421133138189877,0.37626036170238286
-74.5,9.8,27.25829079593954,1500.9537491905385,5.283135595146407,0.4170836038914177,0.43241570482072494,0.4102609195009285,0.37913795403491823,0.3513107443573701
