lon,lat,bio3_isotermalidade,bio4_sazonalidade_temperatura,bio5_temp_max_mes_quente,bio8_temp_media_trimestre_umido,bio12_precipitacao_anual,bio13_precipitacao_mes_umido,bio14_precipitacao_mes_seco,bio18_precipitacao_trimestre_quente,bio19_precipitacao_trimestre_frio,elevacao,declividade,orientacao,GLM,GAM,Random_Forest,BRT,Maxent
-60.41666666666667,5.083333333333336,83.599639892578125,45.834754943847656,23.11924934387207,17.091167449951172,1665.199951171875,250.8000030517578,57.20000076293945,339.6000061035156,214.8000030517578,937,0.19304782152175903,309.20599365234375,0.010834669317437444,0.4750913270713824,0.09119087301587299,0.017339037214213832,7.967694216051147e-4
-60.25,5.083333333333336,82.02422332763672,48.87716293334961,21.522750854492188,15.600082397460938,1869.199951171875,284.3999938964844,58,343.6000061035156,254.8000030517578,1292,0.30218786001205444,282.9304504394531,1.254862713049489e-11,0.8983924147920507,0.12089246031746032,0.03194857348181369,4.0238973768591535e-6
-60.41666666666667,4.916666666666669,85.1608657836914,46.32825469970703,24.068500518798828,17.708999633789063,1602,253.1999969482422,56.400001525878906,308.3999938964844,655.5999755859375,845,0.44777432084083557,185.9596710205078,0.017896000890691426,0.2583520145976499,0.07315992063492063,0.013204232382420798,0.0027879559424631717
-60.25,4.916666666666669,83.39363861083984,47.50932312011719,22.833499908447266,16.52050018310547,1673.199951171875,262.79998779296875,55.599998474121094,328.3999938964844,689.20001220703125,1122,0.6444538831710815,194.98110961914063,1.4664569273840588e-9,0.3907124513170944,0.09698531746031748,0.016645654447084907,6.663317442812122e-5
-60.583333333333336,4.750000000000003,86.24449157714844,51.21650695800781,24.253000259399414,17.72283363342285,1563.5999755859375,245.1999969482422,57.20000076293945,323.6000061035156,606,832,0.3788025379180908,131.27410888671875,0.03226821685697982,0.35762307170515917,0.1005702380952381,0.02269707830837783,0.00311827648945473
-60.41666666666667,4.750000000000003,84.74327850341797,50.552825927734375,24.479249954223633,17.911291122436523,1522.800048828125,246.8000030517578,48.400001525878906,307.6000061035156,615.5999755859375,814,0.37833118438720703,158.056640625,0.019374855862322068,0.23175870767757897,0.09700952380952384,0.02254731523634145,0.0038033087525176645
-60.25,4.750000000000003,84.25373077392578,51.07307815551758,24.89525032043457,18.312374114990234,1499.5999755859375,240.39999389648438,44.400001525878906,295.6000061035156,602.79998779296875,765,0.6268067955970764,171.68600463867188,0.011694136748672724,0.10955297745023784,0.0947138888888889,0.02368042447553015,0.012502917928530644
-60.75,4.583333333333336,87.63072204589844,54.85200881958008,23.575000762939453,17.086584091186523,1626.800048828125,251.60000610351563,50,245.1999969482422,686,941,0.6090839505195618,172.8049774169922,3.2698929012586785e-4,0.4919035440624082,0.09795119047619048,0.02073440070841546,0.001676798972908733
-60.583333333333336,4.583333333333336,86.4422836303711,52.37286376953125,23.878250122070313,17.33358383178711,1569.199951171875,248.39999389648438,50,302.79998779296875,654.79998779296875,914,0.6147409677505493,156.6186065673828,2.2949794472991046e-4,0.3427863850926729,0.09749603174603176,0.024188531480744974,0.0018254725180389952
-60.41666666666667,4.583333333333336,85.69293212890625,54.52408981323242,25.15074920654297,18.46525001525879,1519.5999755859375,252.39999389648438,42.79999923706055,278,622,717,0.5705240964889526,155.41326904296875,0.13780349597254105,0.17240178507460077,0.0871321428571429,0.020220715259041695,0.022119137495621777
-60.25,4.583333333333336,84.87825012207031,53.90305709838867,25.67474937438965,19.04224967956543,1480.4000244140625,254.8000030517578,46,261.20001220703125,609.20001220703125,633,0.42318716645240784,160.26559448242188,0.6456206163845474,0.1268563757382205,0.09523769841269845,0.02038646670837816,0.036815446028867216
-61.083333333333336,4.416666666666669,87.03592681884766,59.52815628051758,24.572250366210938,18.15708351135254,1575.5999755859375,251.60000610351563,39.599998474121094,235.60000610351563,668.4000244140625,659,1.0736788511276245,167.92913818359375,0.052633151644471694,0.0976481237944354,0.09566626984126987,0.019422233893076873,0.21319228583389682
-60.91666666666667,4.416666666666669,87.01647186279297,62.112586975097656,25.706499099731445,19.099124908447266,1528.4000244140625,248.39999389648438,42,234.8000030517578,651.5999755859375,523,1.0396220684051514,175.45083618164063,0.22071904142513424,0.06522319787191966,0.12806746031746036,0.03164541397059461,0.5356999223882457
-60.75,4.416666666666669,86.67639923095703,61.80293655395508,25.870250701904297,19.155582427978516,1490.800048828125,242,39.599998474121094,229.1999969482422,628.4000244140625,559,1.0359476804733276,176.87246704101563,0.022687513424669348,0.044839135649698394,0.13267063492063494,0.026412923464520843,0.3679309641599985
-60.583333333333336,4.416666666666669,86.51972198486328,60.461204528808594,26.59149932861328,19.87958335876465,1415.5999755859375,258,38,243.60000610351563,632.4000244140625,452,0.9704857468605042,171.18885803222656,0.14757041239818133,0.036316772699316865,0.09210000000000002,0.01829406933698955,0.5418585389604809
-60.41666666666667,4.416666666666669,86.30682373046875,58.877445220947266,26.47450065612793,19.796249389648438,1384.4000244140625,248.39999389648438,41.20000076293945,242.8000030517578,600.4000244140625,485,0.7008836269378662,177.59402465820313,0.8465074141217073,0.06627794482341096,0.09050952380952383,0.019732013003291318,0.24885603511209764
-60.25,4.416666666666669,85.61436462402344,58.141571044921875,26.730249404907227,20.015417098999023,1324.4000244140625,260.3999938964844,40.400001525878906,221.1999969482422,633.20001220703125,468,0.4057166576385498,189.7240753173828,0.9289607187228222,0.07638963869591821,0.10276349206349208,0.020363277649660318,0.12621057355871945
-60.083333333333336,4.416666666666669,83.974609375,56.2169189453125,26.23925018310547,19.549833297729492,1362.800048828125,257.20001220703125,42.79999923706055,220.39999389648438,611.5999755859375,574,0.22553379833698273,181.967529296875,0.5038092019138342,0.04950524513993343,0.09149246031746035,0.020527796830141474,0.03385656199033171
-61.41666666666667,4.250000000000003,87.25037384033203,57.71215057373047,25.80900001525879,19.43891716003418,1682,246.8000030517578,50,254.8000030517578,659.5999755859375,467,0.892525315284729,164.1967010498047,0.9892296475826776,0.16677196690390905,0.09580079365079368,0.020506197764817886,0.7170190350986998
-61.25,4.250000000000003,86.491729736328125,62.81801986694336,26.57550048828125,19.98145866394043,1580.4000244140625,260.3999938964844,43.599998474121094,250,655.5999755859375,354,0.8653136491775513,164.91061401367188,0.9911618347069358,0.23431173390924118,0.1282269841269842,0.03297700014806301,0.9115706466180161
-61.083333333333336,4.250000000000003,85.731109619140625,68.12843322753906,27.232500076293945,20.455915451049805,1486.800048828125,255.60000610351563,41.20000076293945,221.1999969482422,642.79998779296875,284,0.7667055130004883,166.69097900390625,0.9917346313778813,0.35197099850361496,0.1410801587301588,0.03488937528717545,0.9303893255132129
-60.91666666666667,4.250000000000003,85.82850646972656,69.01053619384766,27.743000030517578,20.89608383178711,1394.800048828125,250,35.599998474121094,182,645.20001220703125,237,0.6720359325408936,176.4337158203125,0.9872484974616426,0.41170316613401575,0.23824920634920627,0.09946630524630325,0.9016850475982415
-60.75,4.250000000000003,86.44074249267578,67.00264739990234,27.43400001525879,20.689916610717773,1373.199951171875,247.60000610351563,33.20000076293945,178.8000030517578,612.4000244140625,289,0.6197679042816162,176.02490234375,0.9931255985665517,0.30058846629723535,0.20961428571428564,0.02550451681195467,0.763338360613453
-60.583333333333336,4.250000000000003,86.39728546142578,66.67726135253906,27.852500915527344,21.132083892822266,1300.4000244140625,253.1999969482422,34,225.1999969482422,610.79998779296875,226,0.5751680731773376,175.75474548339844,0.9931898704340981,0.44381022526195024,0.1285349206349207,0.03579441069461817,0.756289209184515
-60.41666666666667,4.250000000000003,85.79045104980469,64.70947265625,27.62725067138672,20.95829200744629,1329.199951171875,258.79998779296875,34,223.60000610351563,650,277,0.5389934182167053,200.86660766601563,0.9925479420373062,0.3019264335625279,0.12438095238095243,0.02193102873090636,0.6167241661707097
-60.25,4.250000000000003,85.11186981201172,61.22407913208008,27.041250228881836,20.383832931518555,1308.4000244140625,257.20001220703125,36.400001525878906,210.8000030517578,651.5999755859375,399,0.48962488770484924,204.77076721191406,0.9673961256774213,0.09242623545101812,0.1798753968253968,0.03941596023058263,0.26751557389606107
-60.083333333333336,4.250000000000003,84.2932357788086,60.30561065673828,26.88800048828125,20.252458572387695,1305.199951171875,251.60000610351563,37.20000076293945,206,607.5999755859375,436,0.40255850553512573,194.2499542236328,0.9511597269769609,0.07406642530392483,0.16427023809523805,0.038665163784827955,0.1734076962930864
-59.91666666666667,4.250000000000003,83.223724365234375,58.78791427612305,26.988000869750977,20.340084075927734,1322,258,38.79999923706055,200.39999389648438,624.4000244140625,447,0.24057656526565552,160.35008239746094,0.8667351710758194,0.04294839365929677,0.1593472222222222,0.04488269338320958,0.10455241654240477
-61.75,4.083333333333336,87.36351776123047,55.67564010620117,26.25925064086914,19.847667694091797,1702.800048828125,265.20001220703125,46,267.6000061035156,688.4000244140625,427,0.5669641494750977,149.5718231201172,0.9997223287980886,0.33086886310036845,0.08438373015873017,0.019869601764373544,0.5347242199784077
-61.583333333333336,4.083333333333336,86.70557403564453,59.402347564697266,26.908750534057617,20.45549964904785,1678,269.20001220703125,46,273.20001220703125,675.5999755859375,275,0.6498117446899414,153.92799377441406,0.9998711040670634,0.6658572817263634,0.08589722222222225,0.020753423617419355,0.948724254413158
-61.41666666666667,4.083333333333336,86.294525146484375,64.47954559326172,27.571998596191406,20.882041931152344,1598.800048828125,270,42.79999923706055,247.60000610351563,681.20001220703125,199,0.5495122671127319,160.02838134765625,0.999756456670739,0.8210906508700818,0.1551777777777778,0.06896334114523131,0.9594957570615437
-61.25,4.083333333333336,85.68220520019531,70.14144134521484,28.284751892089844,21.19129180908203,1478,267.6000061035156,34.79999923706055,189.1999969482422,698,183,0.38735586404800415,163.1583251953125,0.9967786527857164,0.6998535598637738,0.24044444444444435,0.05403516050081278,0.8317947710754703
