PC1,PC2,periodo,periodo_legenda,ordem
-2.320099230581016,0.8060477139664278,atual,Atual,4
0.6761733612472947,1.9382460590007222,atual,Atual,4
0.06217583829817908,1.2637924957160735,atual,Atual,4
1.0004347299919292,2.0384258413305743,atual,Atual,4
1.7102540293495292,1.736180902669835,atual,Atual,4
-0.1755849326940126,0.3218581555839506,atual,Atual,4
0.666338194180473,1.445896184841861,atual,Atual,4
1.2600623232768857,1.107193217770233,atual,Atual,4
0.3188541397625685,1.0151280030904883,atual,Atual,4
-1.590186195510162,-0.9477611856406776,atual,Atual,4
1.1004426926780755,1.4295149491846615,atual,Atual,4
-1.573577631993242,-1.0395696015233664,atual,Atual,4
-0.35900412262181,-0.1149380252992658,atual,Atual,4
-2.3210037107443564,-0.05482230913029357,atual,Atual,4
-4.747726702813772,-1.0623284910860986,atual,Atual,4
1.7620266777255547,1.4384263575960952,atual,Atual,4
-2.846045349989766,-1.1120866649745882,atual,Atual,4
-5.041188517929828,-1.6148683446843501,atual,Atual,4
-1.5396990454155448,0.8738858199922037,atual,Atual,4
1.985027089346793,2.103410619874009,atual,Atual,4
1.7386865166734737,2.090049483368556,atual,Atual,4
0.3645882478749661,1.942716249273091,atual,Atual,4
0.6234739415486488,1.2923973592361744,atual,Atual,4
3.287211638255687,2.283272774945864,atual,Atual,4
-0.1297445937345716,1.9933158623816527,atual,Atual,4
-0.599801842967679,0.799914483356006,atual,Atual,4
-0.7701532665866259,0.978687703797709,atual,Atual,4
-0.6870021202955794,0.8795029329297502,atual,Atual,4
0.8005020910634894,0.8234646686791135,atual,Atual,4
-0.6245855892313648,1.6606520885068314,atual,Atual,4
1.1643470259400475,1.258277496668694,atual,Atual,4
2.4821857929106965,0.23925538770661453,atual,Atual,4
0.7427182157288018,0.9518594682603472,atual,Atual,4
0.6298900423382077,-0.4562153881008263,atual,Atual,4
-0.8850144952289183,0.6240205665404281,atual,Atual,4
0.4733965567316643,0.016954695803516148,atual,Atual,4
0.2873335179649681,0.09192743093789399,atual,Atual,4
-0.19475643228770836,0.5056163866559406,atual,Atual,4
-2.7013732996347657,-1.5062191872824329,atual,Atual,4
-0.40058544982167715,0.8569262070049704,atual,Atual,4
-1.3735218588558797,1.0913954523431622,atual,Atual,4
-1.0309262842917297,-0.5381227362504762,atual,Atual,4
0.01489134415338194,0.5942556602942682,atual,Atual,4
0.8520368429104613,0.2262530437226879,atual,Atual,4
0.1262402155766739,0.6429026165884361,atual,Atual,4
-2.51623037248491,-1.473944490896568,atual,Atual,4
0.5220317988648748,0.6507461550754365,atual,Atual,4
0.4700718413570689,0.04602735700037439,atual,Atual,4
-0.9728423985325083,1.5308025662660203,atual,Atual,4
1.0491725221930632,0.8100890484530339,atual,Atual,4
-0.18289951159275672,0.46730528084881456,atual,Atual,4
-2.5545174321559037,-0.9839156062187019,atual,Atual,4
0.7064013287740881,2.771657306275687,atual,Atual,4
-0.015534585384778938,0.8718444247552484,atual,Atual,4
-1.4892427824408405,-0.23824623583410137,atual,Atual,4
-2.097959415029635,1.296440185865203,atual,Atual,4
0.7740281638512377,0.6015702891085485,atual,Atual,4
1.2712771052863046,2.507522491174094,atual,Atual,4
1.2014172415624818,1.8507184199728732,atual,Atual,4
-2.5902392272152155,-1.2521473273418853,atual,Atual,4
0.8637953621535617,1.2037441366430994,atual,Atual,4
0.05496333653382821,0.491765635522158,atual,Atual,4
-2.1131411505521402,0.9892136224424037,atual,Atual,4
-2.7811934742439623,0.5475178325421388,atual,Atual,4
0.9901857715775233,0.5827272453265507,atual,Atual,4
1.155595690310636,0.7367965927478677,atual,Atual,4
1.3753836422052124,2.925772355254549,atual,Atual,4
0.5208295502251338,1.1998204356931381,atual,Atual,4
0.13603566678483783,-0.013211153953791431,atual,Atual,4
-1.3158899912259494,0.38530447401451273,atual,Atual,4
1.0615076701896777,1.391048293024973,atual,Atual,4
0.1305129121988644,1.2646624532976882,atual,Atual,4
-0.539023161609758,0.049102054329882155,atual,Atual,4
-0.7025658229103454,0.669563440717203,atual,Atual,4
1.7630150064651928,0.3625721542324375,atual,Atual,4
-0.5921856673251089,0.9982542075640988,atual,Atual,4
0.5241520043055453,0.13789864314059838,atual,Atual,4
-0.9305995776930506,-0.48053990424956133,atual,Atual,4
-2.1769807105640466,0.8483832266387649,atual,Atual,4
-2.4293905345292965,-1.3322024521548925,atual,Atual,4
-1.2258328276731525,1.4979738627837385,atual,Atual,4
-0.21746641159502836,2.019531569607991,atual,Atual,4
-1.1696302053741454,0.8061230802995145,atual,Atual,4
0.24267669414129392,1.8937797558820946,atual,Atual,4
0.31773545738125086,0.8344534061536449,atual,Atual,4
1.0801688670236589,0.726806276962643,atual,Atual,4
2.139111494275446,2.1409346530713917,atual,Atual,4
1.327642345133184,0.8772988253438601,atual,Atual,4
1.1517012780375173,1.2401045986254693,atual,Atual,4
-4.279944282529328,-1.7782237824249052,atual,Atual,4
-0.5799502265069518,0.6018934824480047,atual,Atual,4
0.8732882166611619,0.9459285083152904,atual,Atual,4
-2.4870683182230198,-1.4936477314855043,atual,Atual,4
-1.3165006306988716,1.102759273282611,atual,Atual,4
0.08128442631106486,1.3790295133157793,atual,Atual,4
-2.367461655796357,1.2162360038583235,atual,Atual,4
0.7351794409164135,0.03213349019533085,atual,Atual,4
-2.791807987156201,-1.4612531830464064,atual,Atual,4
-2.38125615342921,-0.4836140710676986,atual,Atual,4
-1.6531835496455873,-0.47797913456569874,atual,Atual,4
-1.2163552632397432,-0.5405476731865411,atual,Atual,4
-0.9053885020820571,0.03550701662107317,atual,Atual,4
1.3852583516292225,1.1528825425491698,atual,Atual,4
1.9399701326916956,0.9433667680732787,atual,Atual,4
0.9343383893268713,-0.016987720980639193,atual,Atual,4
1.5728390028892003,1.5932936881239064,atual,Atual,4
1.8610458162370742,1.027521560682057,atual,Atual,4
-0.8156080097508832,0.09709342906413027,atual,Atual,4
-1.176844391647429,1.1162778565904685,atual,Atual,4
-5.263602325380418,-0.990474442621861,atual,Atual,4
1.956782154910482,0.6717530499778518,atual,Atual,4
-1.302678116081365,0.8059884810807717,atual,Atual,4
-0.14688754678134436,1.6821895031965195,atual,Atual,4
2.880027506286524,1.3595398097083629,atual,Atual,4
-0.5028955055784784,0.8234567950197693,atual,Atual,4
-1.1338026186912264,0.44849813639241876,atual,Atual,4
-1.528866286887105,-0.34216666186111033,atual,Atual,4
1.9031275431565973,0.8288367448511748,atual,Atual,4
-1.7437263065918098,-0.13606600371921207,atual,Atual,4
-0.6226014753899511,0.5803718131004262,atual,Atual,4
-0.9850664058172875,-0.10816392009771211,atual,Atual,4
-1.4762793311700766,-0.5312204542570641,atual,Atual,4
-4.627588654166987,-1.2657243253195463,atual,Atual,4
-1.406527318496009,-0.39137282257620126,atual,Atual,4
-0.07278772021378768,0.7426310594731321,atual,Atual,4
1.2049336496798717,0.7972297518934459,atual,Atual,4
-1.4526213157996763,-0.5740694241033418,atual,Atual,4
0.1582268930380842,0.35345683873633704,atual,Atual,4
-0.5220478322504842,1.482997525007127,atual,Atual,4
0.9443980427207743,1.2212053129272935,atual,Atual,4
-1.8962381166130784,0.6430494735459393,atual,Atual,4
0.9811676627786403,1.4587529591841586,atual,Atual,4
-0.4069949849445561,-0.07083924476366542,atual,Atual,4
-0.08527817743455779,-0.6594604592085174,atual,Atual,4
-1.8931213081385856,-0.48669060420583354,atual,Atual,4
-1.1706545057769573,0.018862020413068697,atual,Atual,4
0.3884678926154404,2.3545979975977533,atual,Atual,4
